fuel,nems_region,nems_scenario,simulation_year,regional_price_adder
Gas,Southwest,High_TRR_AEO_2012,2019,0.5250
Gas,Southwest,High_TRR_AEO_2012,2020,0.5115
Gas,Southwest,High_TRR_AEO_2012,2021,0.5007
Gas,Southwest,High_TRR_AEO_2012,2022,0.5296
Gas,Southwest,High_TRR_AEO_2012,2023,0.5265
Gas,Southwest,High_TRR_AEO_2012,2024,0.5303
Gas,Southwest,High_TRR_AEO_2012,2025,0.5202
Gas,Southwest,High_TRR_AEO_2012,2026,0.5844
Gas,Southwest,High_TRR_AEO_2012,2027,0.5885
Gas,Southwest,High_TRR_AEO_2012,2028,0.6197
Gas,Southwest,High_TRR_AEO_2012,2029,0.6556
Gas,Southwest,High_TRR_AEO_2012,2030,0.6533
Gas,Southwest,High_TRR_AEO_2012,2031,0.6505
Gas,Southwest,High_TRR_AEO_2012,2032,0.6881
Gas,Southwest,High_TRR_AEO_2012,2033,0.6832
Gas,Southwest,High_TRR_AEO_2012,2034,0.7344
Gas,Southwest,High_TRR_AEO_2012,2035,0.7765
Gas,Southwest,High_TRR_AEO_2012,2036,0.7688
Gas,Southwest,High_TRR_AEO_2012,2037,0.7880
Gas,Southwest,High_TRR_AEO_2012,2038,0.8072
Gas,Southwest,High_TRR_AEO_2012,2039,0.8263
Gas,Southwest,High_TRR_AEO_2012,2040,0.8455
Gas,Southwest,High_TRR_AEO_2012,2041,0.8646
Gas,Southwest,High_TRR_AEO_2012,2042,0.8838
Gas,Southwest,High_TRR_AEO_2012,2043,0.9030
Gas,Southwest,High_TRR_AEO_2012,2044,0.9221
Gas,Southwest,High_TRR_AEO_2012,2045,0.9413
Gas,Southwest,High_TRR_AEO_2012,2046,0.9605
Gas,Southwest,High_TRR_AEO_2012,2047,0.9796
Gas,Southwest,High_TRR_AEO_2012,2048,0.9988
Gas,Southwest,High_TRR_AEO_2012,2049,1.0180
Gas,Southwest,High_TRR_AEO_2012,2050,1.0371
Gas,Southwest,High_TRR_AEO_2012,2051,1.0563
Gas,Southwest,High_TRR_AEO_2012,2052,1.0754
Gas,Southwest,High_TRR_AEO_2012,2053,1.0946
Gas,Southwest,High_TRR_AEO_2012,2054,1.1138
Gas,Southwest,High_TRR_AEO_2012,2055,1.1329
Gas,Southwest,High_TRR_AEO_2012,2056,1.1521
Gas,Southwest,High_TRR_AEO_2012,2057,1.1713
Gas,Southwest,High_TRR_AEO_2012,2058,1.1904
Gas,Southwest,High_TRR_AEO_2012,2059,1.2096
Gas,Southwest,High_TRR_AEO_2012,2060,1.2287
Gas,Southwest,Low_EUR_AEO_2012,2011,0.2549
Gas,Southwest,Low_EUR_AEO_2012,2012,0.4368
Gas,Southwest,Low_EUR_AEO_2012,2013,0.0213
Gas,Southwest,Low_EUR_AEO_2012,2014,-0.1473
Gas,Southwest,Low_EUR_AEO_2012,2015,0.0701
Gas,Southwest,Low_EUR_AEO_2012,2016,0.1343
Gas,Southwest,Low_EUR_AEO_2012,2017,0.1627
Gas,Southwest,Low_EUR_AEO_2012,2018,0.1066
Gas,Southwest,Low_EUR_AEO_2012,2019,0.1173
Gas,Southwest,Low_EUR_AEO_2012,2020,0.1791
Gas,Southwest,Low_EUR_AEO_2012,2021,0.2883
Gas,Southwest,Low_EUR_AEO_2012,2022,0.4205
Gas,Southwest,Low_EUR_AEO_2012,2023,0.4312
Gas,Southwest,Low_EUR_AEO_2012,2024,0.3729
Gas,Southwest,Low_EUR_AEO_2012,2025,0.3239
Gas,Southwest,Low_EUR_AEO_2012,2026,0.3429
Gas,Southwest,Low_EUR_AEO_2012,2027,0.2682
Gas,Southwest,Low_EUR_AEO_2012,2028,0.2622
Gas,Southwest,Low_EUR_AEO_2012,2029,0.2314
Gas,Southwest,Low_EUR_AEO_2012,2030,0.2509
Gas,Southwest,Low_EUR_AEO_2012,2031,-0.1273
Gas,Southwest,Low_EUR_AEO_2012,2032,-0.4300
Gas,Southwest,Low_EUR_AEO_2012,2033,-0.2087
Gas,Southwest,Low_EUR_AEO_2012,2034,-0.0797
Gas,Southwest,Low_EUR_AEO_2012,2035,0.0692
Gas,Southwest,Low_EUR_AEO_2012,2036,-0.2626
Gas,Southwest,Low_EUR_AEO_2012,2037,-0.3209
Gas,Southwest,Low_EUR_AEO_2012,2038,-0.3792
Gas,Southwest,Low_EUR_AEO_2012,2039,-0.4375
Gas,Southwest,Low_EUR_AEO_2012,2040,-0.4957
Gas,Southwest,Low_EUR_AEO_2012,2041,-0.5540
Gas,Southwest,Low_EUR_AEO_2012,2042,-0.6123
Gas,Southwest,Low_EUR_AEO_2012,2043,-0.6706
Gas,Southwest,Low_EUR_AEO_2012,2044,-0.7288
Gas,Southwest,Low_EUR_AEO_2012,2045,-0.7871
Gas,Southwest,Low_EUR_AEO_2012,2046,-0.8454
Gas,Southwest,Low_EUR_AEO_2012,2047,-0.9037
Gas,Southwest,Low_EUR_AEO_2012,2048,-0.9620
Gas,Southwest,Low_EUR_AEO_2012,2049,-1.0202
Gas,Southwest,Low_EUR_AEO_2012,2050,-1.0785
Gas,Southwest,Low_EUR_AEO_2012,2051,-1.1368
Gas,Southwest,Low_EUR_AEO_2012,2052,-1.1951
Gas,Southwest,Low_EUR_AEO_2012,2053,-1.2533
Gas,Southwest,Low_EUR_AEO_2012,2054,-1.3116
Gas,Southwest,Low_EUR_AEO_2012,2055,-1.3699
Gas,Southwest,Low_EUR_AEO_2012,2056,-1.4282
Gas,Southwest,Low_EUR_AEO_2012,2057,-1.4865
Gas,Southwest,Low_EUR_AEO_2012,2058,-1.5447
Gas,Southwest,Low_EUR_AEO_2012,2059,-1.6030
Gas,Southwest,Low_EUR_AEO_2012,2060,-1.6613
Gas,Southwest,Low_growth_AEO_2012,2011,0.2522
Gas,Southwest,Low_growth_AEO_2012,2012,0.4661
Gas,Southwest,Low_growth_AEO_2012,2013,0.1392
Gas,Southwest,Low_growth_AEO_2012,2014,-0.0027
Gas,Southwest,Low_growth_AEO_2012,2015,0.0876
Gas,Southwest,Low_growth_AEO_2012,2016,0.1791
Gas,Southwest,Low_growth_AEO_2012,2017,0.1929
Gas,Southwest,Low_growth_AEO_2012,2018,0.2485
Gas,Southwest,Low_growth_AEO_2012,2019,0.2634
Gas,Southwest,Low_growth_AEO_2012,2020,0.3132
Gas,Southwest,Low_growth_AEO_2012,2021,0.3500
Gas,Southwest,Low_growth_AEO_2012,2022,0.4017
Gas,Southwest,Low_growth_AEO_2012,2023,0.4328
Gas,Southwest,Low_growth_AEO_2012,2024,0.4108
Gas,Southwest,Low_growth_AEO_2012,2025,0.3856
Gas,Southwest,Low_growth_AEO_2012,2026,0.4012
Gas,Southwest,Low_growth_AEO_2012,2027,0.4524
Gas,Southwest,Low_growth_AEO_2012,2028,0.4542
Gas,Southwest,Low_growth_AEO_2012,2029,0.4760
Gas,Southwest,Low_growth_AEO_2012,2030,0.4688
Gas,Southwest,Low_growth_AEO_2012,2031,0.4697
Gas,Southwest,Low_growth_AEO_2012,2032,0.5087
Gas,Southwest,Low_growth_AEO_2012,2033,0.4915
Gas,Southwest,Low_growth_AEO_2012,2034,0.5223
Gas,Southwest,Low_growth_AEO_2012,2035,0.5931
Gas,Southwest,Low_growth_AEO_2012,2036,0.5672
Gas,Southwest,Low_growth_AEO_2012,2037,0.5824
Gas,Southwest,Low_growth_AEO_2012,2038,0.5976
Gas,Southwest,Low_growth_AEO_2012,2039,0.6127
Gas,Southwest,Low_growth_AEO_2012,2040,0.6279
Gas,Southwest,Low_growth_AEO_2012,2041,0.6431
Gas,Southwest,Low_growth_AEO_2012,2042,0.6582
Gas,Southwest,Low_growth_AEO_2012,2043,0.6734
Gas,Southwest,Low_growth_AEO_2012,2044,0.6886
Gas,Southwest,Low_growth_AEO_2012,2045,0.7038
Gas,Southwest,Low_growth_AEO_2012,2046,0.7189
Gas,Southwest,Low_growth_AEO_2012,2047,0.7341
Gas,Southwest,Low_growth_AEO_2012,2048,0.7493
Gas,Southwest,Low_growth_AEO_2012,2049,0.7644
Gas,Southwest,Low_growth_AEO_2012,2050,0.7796
Gas,Southwest,Low_growth_AEO_2012,2051,0.7948
Gas,Southwest,Low_growth_AEO_2012,2052,0.8100
Gas,Southwest,Low_growth_AEO_2012,2053,0.8251
Gas,Southwest,Low_growth_AEO_2012,2054,0.8403
Gas,Southwest,Low_growth_AEO_2012,2055,0.8555
Gas,Southwest,Low_growth_AEO_2012,2056,0.8706
Gas,Southwest,Low_growth_AEO_2012,2057,0.8858
Gas,Southwest,Low_growth_AEO_2012,2058,0.9010
Gas,Southwest,Low_growth_AEO_2012,2059,0.9161
Gas,Southwest,Low_growth_AEO_2012,2060,0.9313
Gas,Southwest,Reference_AEO_2012,2011,0.2521
Gas,Southwest,Reference_AEO_2012,2012,0.4634
Gas,Southwest,Reference_AEO_2012,2013,0.1269
Gas,Southwest,Reference_AEO_2012,2014,-0.0383
Gas,Southwest,Reference_AEO_2012,2015,0.1519
Gas,Southwest,Reference_AEO_2012,2016,0.2367
Gas,Southwest,Reference_AEO_2012,2017,0.2574
Gas,Southwest,Reference_AEO_2012,2018,0.2970
Gas,Southwest,Reference_AEO_2012,2019,0.3150
Gas,Southwest,Reference_AEO_2012,2020,0.2568
Gas,Southwest,Reference_AEO_2012,2021,0.3497
Gas,Southwest,Reference_AEO_2012,2022,0.4223
Gas,Southwest,Reference_AEO_2012,2023,0.4629
Gas,Southwest,Reference_AEO_2012,2024,0.4524
Gas,Southwest,Reference_AEO_2012,2025,0.3790
Gas,Southwest,Reference_AEO_2012,2026,0.3854
Gas,Southwest,Reference_AEO_2012,2027,0.4502
Gas,Southwest,Reference_AEO_2012,2028,0.4712
Gas,Southwest,Reference_AEO_2012,2029,0.4475
Gas,Southwest,Reference_AEO_2012,2030,0.4499
Gas,Southwest,Reference_AEO_2012,2031,0.4676
Gas,Southwest,Reference_AEO_2012,2032,0.4422
Gas,Southwest,Reference_AEO_2012,2033,0.4440
Gas,Southwest,Reference_AEO_2012,2034,0.4109
Gas,Southwest,Reference_AEO_2012,2035,0.4018
Gas,Southwest,Reference_AEO_2012,2036,0.4284
Gas,Southwest,Reference_AEO_2012,2037,0.4268
Gas,Southwest,Reference_AEO_2012,2038,0.4252
Gas,Southwest,Reference_AEO_2012,2039,0.4236
Gas,Southwest,Reference_AEO_2012,2040,0.4221
Gas,Southwest,Reference_AEO_2012,2041,0.4205
Gas,Southwest,Reference_AEO_2012,2042,0.4189
Gas,Southwest,Reference_AEO_2012,2043,0.4173
Gas,Southwest,Reference_AEO_2012,2044,0.4157
Gas,Southwest,Reference_AEO_2012,2045,0.4141
Gas,Southwest,Reference_AEO_2012,2046,0.4126
Gas,Southwest,Reference_AEO_2012,2047,0.4110
Gas,Southwest,Reference_AEO_2012,2048,0.4094
Gas,Southwest,Reference_AEO_2012,2049,0.4078
Gas,Southwest,Reference_AEO_2012,2050,0.4062
Gas,Southwest,Reference_AEO_2012,2051,0.4047
Gas,Southwest,Reference_AEO_2012,2052,0.4031
Gas,Southwest,Reference_AEO_2012,2053,0.4015
Gas,Southwest,Reference_AEO_2012,2054,0.3999
Gas,Southwest,Reference_AEO_2012,2055,0.3983
Gas,Southwest,Reference_AEO_2012,2056,0.3968
Gas,Southwest,Reference_AEO_2012,2057,0.3952
Gas,Southwest,Reference_AEO_2012,2058,0.3936
Gas,Southwest,Reference_AEO_2012,2059,0.3920
Gas,Southwest,Reference_AEO_2012,2060,0.3904
