fuel,nems_scenario,simulation_year,breakpoint_id,wecc_consumption_breakpoint,price_surplus_adjusted
Gas,High growth,2010,1,205408903.1179,3.5432
Gas,High growth,2010,2,410817806.2358,3.6113
Gas,High growth,2010,3,616226709.3537,3.6794
Gas,High growth,2010,4,821635612.4716,3.7475
Gas,High growth,2010,5,1027044515.5895,3.8156
Gas,High growth,2010,6,1232453418.7074,3.8836
Gas,High growth,2010,7,1437862321.8253,3.9517
Gas,High growth,2010,8,1643271224.9431,4.0198
Gas,High growth,2010,9,1848680128.0610,4.0879
Gas,High growth,2010,10,2054089031.1789,4.1560
Gas,High growth,2010,11,2259497934.2968,4.2241
Gas,High growth,2010,12,2464906837.4147,4.2922
Gas,High growth,2010,13,2670315740.5326,4.3603
Gas,High growth,2010,14,2875724643.6505,4.4284
Gas,High growth,2010,15,3081133546.7684,4.4965
Gas,High growth,2010,16,3286542449.8863,4.5646
Gas,High growth,2010,17,3491951353.0042,4.6326
Gas,High growth,2010,18,3697360256.1221,4.7007
Gas,High growth,2010,19,3902769159.2400,4.7688
Gas,High growth,2010,20,4108178062.3579,4.8369
Gas,High growth,2010,21,,99999.0000
Gas,High growth,2011,1,198830935.7760,3.5822
Gas,High growth,2011,2,397661871.5520,3.6480
Gas,High growth,2011,3,596492807.3280,3.7139
Gas,High growth,2011,4,795323743.1041,3.7797
Gas,High growth,2011,5,994154678.8801,3.8455
Gas,High growth,2011,6,1192985614.6561,3.9113
Gas,High growth,2011,7,1391816550.4321,3.9771
Gas,High growth,2011,8,1590647486.2081,4.0429
Gas,High growth,2011,9,1789478421.9841,4.1088
Gas,High growth,2011,10,1988309357.7602,4.1746
Gas,High growth,2011,11,2187140293.5362,4.2404
Gas,High growth,2011,12,2385971229.3122,4.3062
Gas,High growth,2011,13,2584802165.0882,4.3720
Gas,High growth,2011,14,2783633100.8642,4.4379
Gas,High growth,2011,15,2982464036.6402,4.5037
Gas,High growth,2011,16,3181294972.4162,4.5695
Gas,High growth,2011,17,3380125908.1923,4.6353
Gas,High growth,2011,18,3578956843.9683,4.7011
Gas,High growth,2011,19,3777787779.7443,4.7669
Gas,High growth,2011,20,3976618715.5203,4.8328
Gas,High growth,2011,21,,99999.0000
Gas,High growth,2012,1,181050401.6572,3.6196
Gas,High growth,2012,2,362100803.3143,3.6793
Gas,High growth,2012,3,543151204.9715,3.7389
Gas,High growth,2012,4,724201606.6287,3.7985
Gas,High growth,2012,5,905252008.2859,3.8582
Gas,High growth,2012,6,1086302409.9430,3.9178
Gas,High growth,2012,7,1267352811.6002,3.9775
Gas,High growth,2012,8,1448403213.2574,4.0371
Gas,High growth,2012,9,1629453614.9146,4.0967
Gas,High growth,2012,10,1810504016.5717,4.1564
Gas,High growth,2012,11,1991554418.2289,4.2160
Gas,High growth,2012,12,2172604819.8861,4.2756
Gas,High growth,2012,13,2353655221.5433,4.3353
Gas,High growth,2012,14,2534705623.2004,4.3949
Gas,High growth,2012,15,2715756024.8576,4.4545
Gas,High growth,2012,16,2896806426.5148,4.5142
Gas,High growth,2012,17,3077856828.1720,4.5738
Gas,High growth,2012,18,3258907229.8291,4.6334
Gas,High growth,2012,19,3439957631.4863,4.6931
Gas,High growth,2012,20,3621008033.1435,4.7527
Gas,High growth,2012,21,,99999.0000
Gas,High growth,2013,1,177462415.7721,3.7317
Gas,High growth,2013,2,354924831.5442,3.7899
Gas,High growth,2013,3,532387247.3163,3.8481
Gas,High growth,2013,4,709849663.0884,3.9063
Gas,High growth,2013,5,887312078.8606,3.9645
Gas,High growth,2013,6,1064774494.6327,4.0227
Gas,High growth,2013,7,1242236910.4048,4.0809
Gas,High growth,2013,8,1419699326.1769,4.1391
Gas,High growth,2013,9,1597161741.9490,4.1973
Gas,High growth,2013,10,1774624157.7211,4.2555
Gas,High growth,2013,11,1952086573.4932,4.3137
Gas,High growth,2013,12,2129548989.2653,4.3719
Gas,High growth,2013,13,2307011405.0375,4.4301
Gas,High growth,2013,14,2484473820.8096,4.4883
Gas,High growth,2013,15,2661936236.5817,4.5465
Gas,High growth,2013,16,2839398652.3538,4.6047
Gas,High growth,2013,17,3016861068.1259,4.6629
Gas,High growth,2013,18,3194323483.8980,4.7210
Gas,High growth,2013,19,3371785899.6701,4.7792
Gas,High growth,2013,20,3549248315.4422,4.8374
Gas,High growth,2013,21,,99999.0000
Gas,High growth,2014,1,172401553.7140,3.7601
Gas,High growth,2014,2,344803107.4280,3.8162
Gas,High growth,2014,3,517204661.1420,3.8724
Gas,High growth,2014,4,689606214.8559,3.9286
Gas,High growth,2014,5,862007768.5699,3.9847
Gas,High growth,2014,6,1034409322.2839,4.0409
Gas,High growth,2014,7,1206810875.9979,4.0970
Gas,High growth,2014,8,1379212429.7119,4.1532
Gas,High growth,2014,9,1551613983.4259,4.2094
Gas,High growth,2014,10,1724015537.1399,4.2655
Gas,High growth,2014,11,1896417090.8538,4.3217
Gas,High growth,2014,12,2068818644.5678,4.3778
Gas,High growth,2014,13,2241220198.2818,4.4340
Gas,High growth,2014,14,2413621751.9958,4.4902
Gas,High growth,2014,15,2586023305.7098,4.5463
Gas,High growth,2014,16,2758424859.4238,4.6025
Gas,High growth,2014,17,2930826413.1378,4.6586
Gas,High growth,2014,18,3103227966.8518,4.7148
Gas,High growth,2014,19,3275629520.5657,4.7710
Gas,High growth,2014,20,3448031074.2797,4.8271
Gas,High growth,2014,21,,99999.0000
Gas,High growth,2015,1,171439111.3513,3.8652
Gas,High growth,2015,2,342878222.7026,3.9215
Gas,High growth,2015,3,514317334.0539,3.9777
Gas,High growth,2015,4,685756445.4052,4.0340
Gas,High growth,2015,5,857195556.7565,4.0903
Gas,High growth,2015,6,1028634668.1079,4.1465
Gas,High growth,2015,7,1200073779.4592,4.2028
Gas,High growth,2015,8,1371512890.8105,4.2591
Gas,High growth,2015,9,1542952002.1618,4.3153
Gas,High growth,2015,10,1714391113.5131,4.3716
Gas,High growth,2015,11,1885830224.8644,4.4278
Gas,High growth,2015,12,2057269336.2157,4.4841
Gas,High growth,2015,13,2228708447.5670,4.5404
Gas,High growth,2015,14,2400147558.9183,4.5966
Gas,High growth,2015,15,2571586670.2696,4.6529
Gas,High growth,2015,16,2743025781.6210,4.7092
Gas,High growth,2015,17,2914464892.9723,4.7654
Gas,High growth,2015,18,3085904004.3236,4.8217
Gas,High growth,2015,19,3257343115.6749,4.8779
Gas,High growth,2015,20,3428782227.0262,4.9342
Gas,High growth,2015,21,,99999.0000
Gas,High growth,2016,1,171361559.8696,3.9579
Gas,High growth,2016,2,342723119.7392,4.0149
Gas,High growth,2016,3,514084679.6088,4.0719
Gas,High growth,2016,4,685446239.4783,4.1289
Gas,High growth,2016,5,856807799.3479,4.1859
Gas,High growth,2016,6,1028169359.2175,4.2429
Gas,High growth,2016,7,1199530919.0871,4.2999
Gas,High growth,2016,8,1370892478.9567,4.3569
Gas,High growth,2016,9,1542254038.8263,4.4139
Gas,High growth,2016,10,1713615598.6958,4.4709
Gas,High growth,2016,11,1884977158.5654,4.5278
Gas,High growth,2016,12,2056338718.4350,4.5848
Gas,High growth,2016,13,2227700278.3046,4.6418
Gas,High growth,2016,14,2399061838.1742,4.6988
Gas,High growth,2016,15,2570423398.0438,4.7558
Gas,High growth,2016,16,2741784957.9133,4.8128
Gas,High growth,2016,17,2913146517.7829,4.8698
Gas,High growth,2016,18,3084508077.6525,4.9268
Gas,High growth,2016,19,3255869637.5221,4.9838
Gas,High growth,2016,20,3427231197.3917,5.0408
Gas,High growth,2016,21,,99999.0000
Gas,High growth,2017,1,175492138.1698,3.9904
Gas,High growth,2017,2,350984276.3396,4.0487
Gas,High growth,2017,3,526476414.5094,4.1070
Gas,High growth,2017,4,701968552.6792,4.1653
Gas,High growth,2017,5,877460690.8490,4.2236
Gas,High growth,2017,6,1052952829.0189,4.2820
Gas,High growth,2017,7,1228444967.1887,4.3403
Gas,High growth,2017,8,1403937105.3585,4.3986
Gas,High growth,2017,9,1579429243.5283,4.4569
Gas,High growth,2017,10,1754921381.6981,4.5152
Gas,High growth,2017,11,1930413519.8679,4.5735
Gas,High growth,2017,12,2105905658.0377,4.6318
Gas,High growth,2017,13,2281397796.2075,4.6901
Gas,High growth,2017,14,2456889934.3773,4.7485
Gas,High growth,2017,15,2632382072.5471,4.8068
Gas,High growth,2017,16,2807874210.7170,4.8651
Gas,High growth,2017,17,2983366348.8868,4.9234
Gas,High growth,2017,18,3158858487.0566,4.9817
Gas,High growth,2017,19,3334350625.2264,5.0400
Gas,High growth,2017,20,3509842763.3962,5.0983
Gas,High growth,2017,21,,99999.0000
Gas,High growth,2018,1,180129865.6147,4.0413
Gas,High growth,2018,2,360259731.2295,4.1011
Gas,High growth,2018,3,540389596.8442,4.1609
Gas,High growth,2018,4,720519462.4590,4.2207
Gas,High growth,2018,5,900649328.0737,4.2805
Gas,High growth,2018,6,1080779193.6885,4.3403
Gas,High growth,2018,7,1260909059.3032,4.4001
Gas,High growth,2018,8,1441038924.9179,4.4599
Gas,High growth,2018,9,1621168790.5327,4.5197
Gas,High growth,2018,10,1801298656.1474,4.5795
Gas,High growth,2018,11,1981428521.7622,4.6393
Gas,High growth,2018,12,2161558387.3769,4.6990
Gas,High growth,2018,13,2341688252.9917,4.7588
Gas,High growth,2018,14,2521818118.6064,4.8186
Gas,High growth,2018,15,2701947984.2211,4.8784
Gas,High growth,2018,16,2882077849.8359,4.9382
Gas,High growth,2018,17,3062207715.4506,4.9980
Gas,High growth,2018,18,3242337581.0654,5.0578
Gas,High growth,2018,19,3422467446.6801,5.1176
Gas,High growth,2018,20,3602597312.2949,5.1774
Gas,High growth,2018,21,,99999.0000
Gas,High growth,2019,1,182428177.6676,4.1036
Gas,High growth,2019,2,364856355.3352,4.1645
Gas,High growth,2019,3,547284533.0028,4.2254
Gas,High growth,2019,4,729712710.6704,4.2863
Gas,High growth,2019,5,912140888.3380,4.3472
Gas,High growth,2019,6,1094569066.0056,4.4080
Gas,High growth,2019,7,1276997243.6731,4.4689
Gas,High growth,2019,8,1459425421.3407,4.5298
Gas,High growth,2019,9,1641853599.0083,4.5907
Gas,High growth,2019,10,1824281776.6759,4.6516
Gas,High growth,2019,11,2006709954.3435,4.7125
Gas,High growth,2019,12,2189138132.0111,4.7734
Gas,High growth,2019,13,2371566309.6787,4.8343
Gas,High growth,2019,14,2553994487.3463,4.8952
Gas,High growth,2019,15,2736422665.0139,4.9561
Gas,High growth,2019,16,2918850842.6815,5.0170
Gas,High growth,2019,17,3101279020.3491,5.0779
Gas,High growth,2019,18,3283707198.0167,5.1388
Gas,High growth,2019,19,3466135375.6842,5.1997
Gas,High growth,2019,20,3648563553.3518,5.2606
Gas,High growth,2019,21,,99999.0000
Gas,High growth,2020,1,183420287.4536,4.2651
Gas,High growth,2020,2,366840574.9071,4.3285
Gas,High growth,2020,3,550260862.3607,4.3919
Gas,High growth,2020,4,733681149.8143,4.4553
Gas,High growth,2020,5,917101437.2678,4.5187
Gas,High growth,2020,6,1100521724.7214,4.5821
Gas,High growth,2020,7,1283942012.1750,4.6455
Gas,High growth,2020,8,1467362299.6286,4.7089
Gas,High growth,2020,9,1650782587.0821,4.7723
Gas,High growth,2020,10,1834202874.5357,4.8357
Gas,High growth,2020,11,2017623161.9893,4.8991
Gas,High growth,2020,12,2201043449.4428,4.9625
Gas,High growth,2020,13,2384463736.8964,5.0259
Gas,High growth,2020,14,2567884024.3500,5.0893
Gas,High growth,2020,15,2751304311.8035,5.1527
Gas,High growth,2020,16,2934724599.2571,5.2161
Gas,High growth,2020,17,3118144886.7107,5.2795
Gas,High growth,2020,18,3301565174.1643,5.3429
Gas,High growth,2020,19,3484985461.6178,5.4063
Gas,High growth,2020,20,3668405749.0714,5.4697
Gas,High growth,2020,21,,99999.0000
Gas,High growth,2021,1,190185430.5594,4.4262
Gas,High growth,2021,2,380370861.1188,4.4943
Gas,High growth,2021,3,570556291.6782,4.5625
Gas,High growth,2021,4,760741722.2377,4.6306
Gas,High growth,2021,5,950927152.7971,4.6987
Gas,High growth,2021,6,1141112583.3565,4.7669
Gas,High growth,2021,7,1331298013.9159,4.8350
Gas,High growth,2021,8,1521483444.4753,4.9031
Gas,High growth,2021,9,1711668875.0347,4.9713
Gas,High growth,2021,10,1901854305.5942,5.0394
Gas,High growth,2021,11,2092039736.1536,5.1075
Gas,High growth,2021,12,2282225166.7130,5.1757
Gas,High growth,2021,13,2472410597.2724,5.2438
Gas,High growth,2021,14,2662596027.8318,5.3119
Gas,High growth,2021,15,2852781458.3912,5.3801
Gas,High growth,2021,16,3042966888.9506,5.4482
Gas,High growth,2021,17,3233152319.5101,5.5163
Gas,High growth,2021,18,3423337750.0695,5.5845
Gas,High growth,2021,19,3613523180.6289,5.6526
Gas,High growth,2021,20,3803708611.1883,5.7207
Gas,High growth,2021,21,,99999.0000
Gas,High growth,2022,1,196361364.2986,4.6086
Gas,High growth,2022,2,392722728.5972,4.6810
Gas,High growth,2022,3,589084092.8957,4.7534
Gas,High growth,2022,4,785445457.1943,4.8258
Gas,High growth,2022,5,981806821.4929,4.8982
Gas,High growth,2022,6,1178168185.7915,4.9706
Gas,High growth,2022,7,1374529550.0901,5.0430
Gas,High growth,2022,8,1570890914.3886,5.1154
Gas,High growth,2022,9,1767252278.6872,5.1878
Gas,High growth,2022,10,1963613642.9858,5.2602
Gas,High growth,2022,11,2159975007.2844,5.3326
Gas,High growth,2022,12,2356336371.5830,5.4051
Gas,High growth,2022,13,2552697735.8815,5.4775
Gas,High growth,2022,14,2749059100.1801,5.5499
Gas,High growth,2022,15,2945420464.4787,5.6223
Gas,High growth,2022,16,3141781828.7773,5.6947
Gas,High growth,2022,17,3338143193.0759,5.7671
Gas,High growth,2022,18,3534504557.3744,5.8395
Gas,High growth,2022,19,3730865921.6730,5.9119
Gas,High growth,2022,20,3927227285.9716,5.9843
Gas,High growth,2022,21,,99999.0000
Gas,High growth,2023,1,202660104.6640,4.7526
Gas,High growth,2023,2,405320209.3280,4.8293
Gas,High growth,2023,3,607980313.9920,4.9059
Gas,High growth,2023,4,810640418.6560,4.9826
Gas,High growth,2023,5,1013300523.3200,5.0593
Gas,High growth,2023,6,1215960627.9840,5.1359
Gas,High growth,2023,7,1418620732.6480,5.2126
Gas,High growth,2023,8,1621280837.3120,5.2893
Gas,High growth,2023,9,1823940941.9760,5.3659
Gas,High growth,2023,10,2026601046.6400,5.4426
Gas,High growth,2023,11,2229261151.3041,5.5193
Gas,High growth,2023,12,2431921255.9681,5.5959
Gas,High growth,2023,13,2634581360.6321,5.6726
Gas,High growth,2023,14,2837241465.2961,5.7493
Gas,High growth,2023,15,3039901569.9601,5.8259
Gas,High growth,2023,16,3242561674.6241,5.9026
Gas,High growth,2023,17,3445221779.2881,5.9793
Gas,High growth,2023,18,3647881883.9521,6.0559
Gas,High growth,2023,19,3850541988.6161,6.1326
Gas,High growth,2023,20,4053202093.2801,6.2093
Gas,High growth,2023,21,,99999.0000
Gas,High growth,2024,1,201989830.6600,4.9905
Gas,High growth,2024,2,403979661.3199,5.0698
Gas,High growth,2024,3,605969491.9799,5.1490
Gas,High growth,2024,4,807959322.6399,5.2283
Gas,High growth,2024,5,1009949153.2998,5.3076
Gas,High growth,2024,6,1211938983.9598,5.3868
Gas,High growth,2024,7,1413928814.6197,5.4661
Gas,High growth,2024,8,1615918645.2797,5.5454
Gas,High growth,2024,9,1817908475.9397,5.6246
Gas,High growth,2024,10,2019898306.5996,5.7039
Gas,High growth,2024,11,2221888137.2596,5.7832
Gas,High growth,2024,12,2423877967.9196,5.8624
Gas,High growth,2024,13,2625867798.5795,5.9417
Gas,High growth,2024,14,2827857629.2395,6.0210
Gas,High growth,2024,15,3029847459.8995,6.1003
Gas,High growth,2024,16,3231837290.5594,6.1795
Gas,High growth,2024,17,3433827121.2194,6.2588
Gas,High growth,2024,18,3635816951.8793,6.3381
Gas,High growth,2024,19,3837806782.5393,6.4173
Gas,High growth,2024,20,4039796613.1993,6.4966
Gas,High growth,2024,21,,99999.0000
Gas,High growth,2025,1,205949490.3464,5.1586
Gas,High growth,2025,2,411898980.6927,5.2410
Gas,High growth,2025,3,617848471.0391,5.3235
Gas,High growth,2025,4,823797961.3854,5.4059
Gas,High growth,2025,5,1029747451.7318,5.4884
Gas,High growth,2025,6,1235696942.0781,5.5708
Gas,High growth,2025,7,1441646432.4245,5.6533
Gas,High growth,2025,8,1647595922.7709,5.7357
Gas,High growth,2025,9,1853545413.1172,5.8182
Gas,High growth,2025,10,2059494903.4636,5.9006
Gas,High growth,2025,11,2265444393.8099,5.9831
Gas,High growth,2025,12,2471393884.1563,6.0655
Gas,High growth,2025,13,2677343374.5026,6.1480
Gas,High growth,2025,14,2883292864.8490,6.2304
Gas,High growth,2025,15,3089242355.1954,6.3129
Gas,High growth,2025,16,3295191845.5417,6.3953
Gas,High growth,2025,17,3501141335.8881,6.4778
Gas,High growth,2025,18,3707090826.2344,6.5602
Gas,High growth,2025,19,3913040316.5808,6.6427
Gas,High growth,2025,20,4118989806.9271,6.7251
Gas,High growth,2025,21,,99999.0000
Gas,High growth,2026,1,212517681.1486,5.2862
Gas,High growth,2026,2,425035362.2973,5.3723
Gas,High growth,2026,3,637553043.4459,5.4584
Gas,High growth,2026,4,850070724.5946,5.5445
Gas,High growth,2026,5,1062588405.7432,5.6306
Gas,High growth,2026,6,1275106086.8919,5.7166
Gas,High growth,2026,7,1487623768.0405,5.8027
Gas,High growth,2026,8,1700141449.1892,5.8888
Gas,High growth,2026,9,1912659130.3378,5.9749
Gas,High growth,2026,10,2125176811.4865,6.0610
Gas,High growth,2026,11,2337694492.6351,6.1471
Gas,High growth,2026,12,2550212173.7838,6.2332
Gas,High growth,2026,13,2762729854.9324,6.3193
Gas,High growth,2026,14,2975247536.0811,6.4054
Gas,High growth,2026,15,3187765217.2297,6.4914
Gas,High growth,2026,16,3400282898.3783,6.5775
Gas,High growth,2026,17,3612800579.5270,6.6636
Gas,High growth,2026,18,3825318260.6756,6.7497
Gas,High growth,2026,19,4037835941.8243,6.8358
Gas,High growth,2026,20,4250353622.9729,6.9219
Gas,High growth,2026,21,,99999.0000
Gas,High growth,2027,1,221324475.3693,5.3840
Gas,High growth,2027,2,442648950.7386,5.4739
Gas,High growth,2027,3,663973426.1080,5.5639
Gas,High growth,2027,4,885297901.4773,5.6539
Gas,High growth,2027,5,1106622376.8466,5.7438
Gas,High growth,2027,6,1327946852.2159,5.8338
Gas,High growth,2027,7,1549271327.5852,5.9237
Gas,High growth,2027,8,1770595802.9545,6.0137
Gas,High growth,2027,9,1991920278.3239,6.1037
Gas,High growth,2027,10,2213244753.6932,6.1936
Gas,High growth,2027,11,2434569229.0625,6.2836
Gas,High growth,2027,12,2655893704.4318,6.3735
Gas,High growth,2027,13,2877218179.8011,6.4635
Gas,High growth,2027,14,3098542655.1705,6.5534
Gas,High growth,2027,15,3319867130.5398,6.6434
Gas,High growth,2027,16,3541191605.9091,6.7334
Gas,High growth,2027,17,3762516081.2784,6.8233
Gas,High growth,2027,18,3983840556.6477,6.9133
Gas,High growth,2027,19,4205165032.0170,7.0032
Gas,High growth,2027,20,4426489507.3864,7.0932
Gas,High growth,2027,21,,99999.0000
Gas,High growth,2028,1,229601151.6198,5.4569
Gas,High growth,2028,2,459202303.2395,5.5499
Gas,High growth,2028,3,688803454.8593,5.6428
Gas,High growth,2028,4,918404606.4791,5.7358
Gas,High growth,2028,5,1148005758.0988,5.8287
Gas,High growth,2028,6,1377606909.7186,5.9217
Gas,High growth,2028,7,1607208061.3384,6.0146
Gas,High growth,2028,8,1836809212.9582,6.1076
Gas,High growth,2028,9,2066410364.5779,6.2005
Gas,High growth,2028,10,2296011516.1977,6.2935
Gas,High growth,2028,11,2525612667.8175,6.3864
Gas,High growth,2028,12,2755213819.4372,6.4794
Gas,High growth,2028,13,2984814971.0570,6.5723
Gas,High growth,2028,14,3214416122.6768,6.6653
Gas,High growth,2028,15,3444017274.2965,6.7582
Gas,High growth,2028,16,3673618425.9163,6.8512
Gas,High growth,2028,17,3903219577.5361,6.9441
Gas,High growth,2028,18,4132820729.1558,7.0371
Gas,High growth,2028,19,4362421880.7756,7.1300
Gas,High growth,2028,20,4592023032.3954,7.2230
Gas,High growth,2028,21,,99999.0000
Gas,High growth,2029,1,238580205.1329,5.5115
Gas,High growth,2029,2,477160410.2658,5.6073
Gas,High growth,2029,3,715740615.3987,5.7030
Gas,High growth,2029,4,954320820.5316,5.7988
Gas,High growth,2029,5,1192901025.6645,5.8945
Gas,High growth,2029,6,1431481230.7974,5.9903
Gas,High growth,2029,7,1670061435.9304,6.0860
Gas,High growth,2029,8,1908641641.0633,6.1818
Gas,High growth,2029,9,2147221846.1962,6.2775
Gas,High growth,2029,10,2385802051.3291,6.3733
Gas,High growth,2029,11,2624382256.4620,6.4690
Gas,High growth,2029,12,2862962461.5949,6.5648
Gas,High growth,2029,13,3101542666.7278,6.6605
Gas,High growth,2029,14,3340122871.8607,6.7563
Gas,High growth,2029,15,3578703076.9936,6.8520
Gas,High growth,2029,16,3817283282.1265,6.9478
Gas,High growth,2029,17,4055863487.2594,7.0435
Gas,High growth,2029,18,4294443692.3923,7.1393
Gas,High growth,2029,19,4533023897.5252,7.2351
Gas,High growth,2029,20,4771604102.6581,7.3308
Gas,High growth,2029,21,,99999.0000
Gas,High growth,2030,1,247213643.3634,5.5918
Gas,High growth,2030,2,494427286.7268,5.6910
Gas,High growth,2030,3,741640930.0903,5.7903
Gas,High growth,2030,4,988854573.4537,5.8895
Gas,High growth,2030,5,1236068216.8171,5.9888
Gas,High growth,2030,6,1483281860.1805,6.0880
Gas,High growth,2030,7,1730495503.5440,6.1873
Gas,High growth,2030,8,1977709146.9074,6.2865
Gas,High growth,2030,9,2224922790.2708,6.3858
Gas,High growth,2030,10,2472136433.6342,6.4850
Gas,High growth,2030,11,2719350076.9977,6.5842
Gas,High growth,2030,12,2966563720.3611,6.6835
Gas,High growth,2030,13,3213777363.7245,6.7827
Gas,High growth,2030,14,3460991007.0879,6.8820
Gas,High growth,2030,15,3708204650.4514,6.9812
Gas,High growth,2030,16,3955418293.8148,7.0805
Gas,High growth,2030,17,4202631937.1782,7.1797
Gas,High growth,2030,18,4449845580.5416,7.2790
Gas,High growth,2030,19,4697059223.9051,7.3782
Gas,High growth,2030,20,4944272867.2685,7.4774
Gas,High growth,2030,21,,99999.0000
Gas,High growth,2031,1,256059960.3246,5.7251
Gas,High growth,2031,2,512119920.6492,5.8289
Gas,High growth,2031,3,768179880.9737,5.9326
Gas,High growth,2031,4,1024239841.2983,6.0364
Gas,High growth,2031,5,1280299801.6229,6.1401
Gas,High growth,2031,6,1536359761.9475,6.2439
Gas,High growth,2031,7,1792419722.2721,6.3476
Gas,High growth,2031,8,2048479682.5966,6.4514
Gas,High growth,2031,9,2304539642.9212,6.5551
Gas,High growth,2031,10,2560599603.2458,6.6589
Gas,High growth,2031,11,2816659563.5704,6.7626
Gas,High growth,2031,12,3072719523.8950,6.8664
Gas,High growth,2031,13,3328779484.2195,6.9701
Gas,High growth,2031,14,3584839444.5441,7.0739
Gas,High growth,2031,15,3840899404.8687,7.1776
Gas,High growth,2031,16,4096959365.1933,7.2814
Gas,High growth,2031,17,4353019325.5179,7.3851
Gas,High growth,2031,18,4609079285.8424,7.4889
Gas,High growth,2031,19,4865139246.1670,7.5926
Gas,High growth,2031,20,5121199206.4916,7.6964
Gas,High growth,2031,21,,99999.0000
Gas,High growth,2032,1,265757165.8759,5.8411
Gas,High growth,2032,2,531514331.7517,5.9489
Gas,High growth,2032,3,797271497.6276,6.0568
Gas,High growth,2032,4,1063028663.5034,6.1646
Gas,High growth,2032,5,1328785829.3793,6.2725
Gas,High growth,2032,6,1594542995.2551,6.3803
Gas,High growth,2032,7,1860300161.1310,6.4882
Gas,High growth,2032,8,2126057327.0068,6.5960
Gas,High growth,2032,9,2391814492.8827,6.7039
Gas,High growth,2032,10,2657571658.7585,6.8117
Gas,High growth,2032,11,2923328824.6344,6.9196
Gas,High growth,2032,12,3189085990.5102,7.0274
Gas,High growth,2032,13,3454843156.3861,7.1353
Gas,High growth,2032,14,3720600322.2619,7.2432
Gas,High growth,2032,15,3986357488.1378,7.3510
Gas,High growth,2032,16,4252114654.0136,7.4589
Gas,High growth,2032,17,4517871819.8895,7.5667
Gas,High growth,2032,18,4783628985.7653,7.6746
Gas,High growth,2032,19,5049386151.6412,7.7824
Gas,High growth,2032,20,5315143317.5170,7.8903
Gas,High growth,2032,21,,99999.0000
Gas,High growth,2033,1,273078625.8284,5.9506
Gas,High growth,2033,2,546157251.6569,6.0618
Gas,High growth,2033,3,819235877.4853,6.1731
Gas,High growth,2033,4,1092314503.3138,6.2843
Gas,High growth,2033,5,1365393129.1422,6.3956
Gas,High growth,2033,6,1638471754.9707,6.5068
Gas,High growth,2033,7,1911550380.7991,6.6181
Gas,High growth,2033,8,2184629006.6276,6.7293
Gas,High growth,2033,9,2457707632.4560,6.8406
Gas,High growth,2033,10,2730786258.2844,6.9518
Gas,High growth,2033,11,3003864884.1129,7.0630
Gas,High growth,2033,12,3276943509.9413,7.1743
Gas,High growth,2033,13,3550022135.7698,7.2855
Gas,High growth,2033,14,3823100761.5982,7.3968
Gas,High growth,2033,15,4096179387.4267,7.5080
Gas,High growth,2033,16,4369258013.2551,7.6193
Gas,High growth,2033,17,4642336639.0836,7.7305
Gas,High growth,2033,18,4915415264.9120,7.8417
Gas,High growth,2033,19,5188493890.7404,7.9530
Gas,High growth,2033,20,5461572516.5689,8.0642
Gas,High growth,2033,21,,99999.0000
Gas,High growth,2034,1,284609385.3862,5.9038
Gas,High growth,2034,2,569218770.7723,6.0169
Gas,High growth,2034,3,853828156.1585,6.1300
Gas,High growth,2034,4,1138437541.5446,6.2431
Gas,High growth,2034,5,1423046926.9308,6.3562
Gas,High growth,2034,6,1707656312.3169,6.4694
Gas,High growth,2034,7,1992265697.7031,6.5825
Gas,High growth,2034,8,2276875083.0892,6.6956
Gas,High growth,2034,9,2561484468.4754,6.8087
Gas,High growth,2034,10,2846093853.8615,6.9218
Gas,High growth,2034,11,3130703239.2477,7.0349
Gas,High growth,2034,12,3415312624.6338,7.1480
Gas,High growth,2034,13,3699922010.0200,7.2611
Gas,High growth,2034,14,3984531395.4061,7.3742
Gas,High growth,2034,15,4269140780.7923,7.4873
Gas,High growth,2034,16,4553750166.1784,7.6005
Gas,High growth,2034,17,4838359551.5646,7.7136
Gas,High growth,2034,18,5122968936.9507,7.8267
Gas,High growth,2034,19,5407578322.3369,7.9398
Gas,High growth,2034,20,5692187707.7230,8.0529
Gas,High growth,2034,21,,99999.0000
Gas,High growth,2035,1,294301868.7335,5.8600
Gas,High growth,2035,2,588603737.4671,5.9743
Gas,High growth,2035,3,882905606.2006,6.0886
Gas,High growth,2035,4,1177207474.9341,6.2029
Gas,High growth,2035,5,1471509343.6677,6.3172
Gas,High growth,2035,6,1765811212.4012,6.4316
Gas,High growth,2035,7,2060113081.1347,6.5459
Gas,High growth,2035,8,2354414949.8683,6.6602
Gas,High growth,2035,9,2648716818.6018,6.7745
Gas,High growth,2035,10,2943018687.3353,6.8888
Gas,High growth,2035,11,3237320556.0689,7.0032
Gas,High growth,2035,12,3531622424.8024,7.1175
Gas,High growth,2035,13,3825924293.5359,7.2318
Gas,High growth,2035,14,4120226162.2694,7.3461
Gas,High growth,2035,15,4414528031.0030,7.4604
Gas,High growth,2035,16,4708829899.7365,7.5747
Gas,High growth,2035,17,5003131768.4700,7.6891
Gas,High growth,2035,18,5297433637.2036,7.8034
Gas,High growth,2035,19,5591735505.9371,7.9177
Gas,High growth,2035,20,5886037374.6706,8.0320
Gas,High growth,2035,21,,99999.0000
