fuel,nems_scenario,simulation_year,breakpoint_id,wecc_consumption_breakpoint,price_surplus_adjusted
Gas,High renewable cost,2024,9,1665795331.7240,5.2492
Gas,High renewable cost,2024,10,1850883701.9155,5.3199
Gas,High renewable cost,2024,11,2035972072.1071,5.3907
Gas,High renewable cost,2024,12,2221060442.2986,5.4614
Gas,High renewable cost,2024,13,2406148812.4902,5.5321
Gas,High renewable cost,2024,14,2591237182.6817,5.6029
Gas,High renewable cost,2024,15,2776325552.8733,5.6736
Gas,High renewable cost,2024,16,2961413923.0648,5.7443
Gas,High renewable cost,2024,17,3146502293.2564,5.8151
Gas,High renewable cost,2024,18,3331590663.4479,5.8858
Gas,High renewable cost,2024,19,3516679033.6395,5.9566
Gas,High renewable cost,2024,20,3701767403.8310,6.0273
Gas,High renewable cost,2024,21,,99999.0000
Gas,High renewable cost,2025,1,185666590.4964,4.8202
Gas,High renewable cost,2025,2,371333180.9927,4.8925
Gas,High renewable cost,2025,3,556999771.4891,4.9648
Gas,High renewable cost,2025,4,742666361.9854,5.0371
Gas,High renewable cost,2025,5,928332952.4818,5.1094
Gas,High renewable cost,2025,6,1113999542.9782,5.1818
Gas,High renewable cost,2025,7,1299666133.4745,5.2541
Gas,High renewable cost,2025,8,1485332723.9709,5.3264
Gas,High renewable cost,2025,9,1670999314.4673,5.3987
Gas,High renewable cost,2025,10,1856665904.9636,5.4710
Gas,High renewable cost,2025,11,2042332495.4600,5.5433
Gas,High renewable cost,2025,12,2227999085.9563,5.6156
Gas,High renewable cost,2025,13,2413665676.4527,5.6879
Gas,High renewable cost,2025,14,2599332266.9491,5.7602
Gas,High renewable cost,2025,15,2784998857.4454,5.8325
Gas,High renewable cost,2025,16,2970665447.9418,5.9048
Gas,High renewable cost,2025,17,3156332038.4381,5.9771
Gas,High renewable cost,2025,18,3341998628.9345,6.0494
Gas,High renewable cost,2025,19,3527665219.4309,6.1217
Gas,High renewable cost,2025,20,3713331809.9272,6.1940
Gas,High renewable cost,2025,21,,99999.0000
Gas,High renewable cost,2026,1,192517842.4040,4.9192
Gas,High renewable cost,2026,2,385035684.8079,4.9951
Gas,High renewable cost,2026,3,577553527.2119,5.0710
Gas,High renewable cost,2026,4,770071369.6158,5.1469
Gas,High renewable cost,2026,5,962589212.0198,5.2228
Gas,High renewable cost,2026,6,1155107054.4237,5.2988
Gas,High renewable cost,2026,7,1347624896.8277,5.3747
Gas,High renewable cost,2026,8,1540142739.2317,5.4506
Gas,High renewable cost,2026,9,1732660581.6356,5.5265
Gas,High renewable cost,2026,10,1925178424.0396,5.6024
Gas,High renewable cost,2026,11,2117696266.4435,5.6783
Gas,High renewable cost,2026,12,2310214108.8475,5.7542
Gas,High renewable cost,2026,13,2502731951.2514,5.8301
Gas,High renewable cost,2026,14,2695249793.6554,5.9060
Gas,High renewable cost,2026,15,2887767636.0593,5.9819
Gas,High renewable cost,2026,16,3080285478.4633,6.0578
Gas,High renewable cost,2026,17,3272803320.8673,6.1337
Gas,High renewable cost,2026,18,3465321163.2712,6.2097
Gas,High renewable cost,2026,19,3657839005.6752,6.2856
Gas,High renewable cost,2026,20,3850356848.0791,6.3615
Gas,High renewable cost,2026,21,,99999.0000
Gas,High renewable cost,2027,1,195061820.2962,5.0073
Gas,High renewable cost,2027,2,390123640.5925,5.0849
Gas,High renewable cost,2027,3,585185460.8887,5.1626
Gas,High renewable cost,2027,4,780247281.1849,5.2403
Gas,High renewable cost,2027,5,975309101.4812,5.3180
Gas,High renewable cost,2027,6,1170370921.7774,5.3956
Gas,High renewable cost,2027,7,1365432742.0736,5.4733
Gas,High renewable cost,2027,8,1560494562.3699,5.5510
Gas,High renewable cost,2027,9,1755556382.6661,5.6287
Gas,High renewable cost,2027,10,1950618202.9623,5.7063
Gas,High renewable cost,2027,11,2145680023.2586,5.7840
Gas,High renewable cost,2027,12,2340741843.5548,5.8617
Gas,High renewable cost,2027,13,2535803663.8510,5.9393
Gas,High renewable cost,2027,14,2730865484.1473,6.0170
Gas,High renewable cost,2027,15,2925927304.4435,6.0947
Gas,High renewable cost,2027,16,3120989124.7397,6.1724
Gas,High renewable cost,2027,17,3316050945.0360,6.2500
Gas,High renewable cost,2027,18,3511112765.3322,6.3277
Gas,High renewable cost,2027,19,3706174585.6284,6.4054
Gas,High renewable cost,2027,20,3901236405.9247,6.4830
Gas,High renewable cost,2027,21,,99999.0000
Gas,High renewable cost,2028,1,201284347.1872,5.0546
Gas,High renewable cost,2028,2,402568694.3745,5.1346
Gas,High renewable cost,2028,3,603853041.5617,5.2145
Gas,High renewable cost,2028,4,805137388.7490,5.2945
Gas,High renewable cost,2028,5,1006421735.9362,5.3744
Gas,High renewable cost,2028,6,1207706083.1235,5.4544
Gas,High renewable cost,2028,7,1408990430.3107,5.5343
Gas,High renewable cost,2028,8,1610274777.4980,5.6143
Gas,High renewable cost,2028,9,1811559124.6852,5.6942
Gas,High renewable cost,2028,10,2012843471.8724,5.7742
Gas,High renewable cost,2028,11,2214127819.0597,5.8542
Gas,High renewable cost,2028,12,2415412166.2469,5.9341
Gas,High renewable cost,2028,13,2616696513.4342,6.0141
Gas,High renewable cost,2028,14,2817980860.6214,6.0940
Gas,High renewable cost,2028,15,3019265207.8087,6.1740
Gas,High renewable cost,2028,16,3220549554.9959,6.2539
Gas,High renewable cost,2028,17,3421833902.1831,6.3339
Gas,High renewable cost,2028,18,3623118249.3704,6.4139
Gas,High renewable cost,2028,19,3824402596.5576,6.4938
Gas,High renewable cost,2028,20,4025686943.7449,6.5738
Gas,High renewable cost,2028,21,,99999.0000
Gas,High renewable cost,2029,1,211594844.9370,5.0776
Gas,High renewable cost,2029,2,423189689.8741,5.1610
Gas,High renewable cost,2029,3,634784534.8111,5.2444
Gas,High renewable cost,2029,4,846379379.7482,5.3277
Gas,High renewable cost,2029,5,1057974224.6852,5.4111
Gas,High renewable cost,2029,6,1269569069.6223,5.4945
Gas,High renewable cost,2029,7,1481163914.5593,5.5779
Gas,High renewable cost,2029,8,1692758759.4964,5.6612
Gas,High renewable cost,2029,9,1904353604.4334,5.7446
Gas,High renewable cost,2029,10,2115948449.3705,5.8280
Gas,High renewable cost,2029,11,2327543294.3075,5.9113
Gas,High renewable cost,2029,12,2539138139.2446,5.9947
Gas,High renewable cost,2029,13,2750732984.1816,6.0781
Gas,High renewable cost,2029,14,2962327829.1186,6.1614
Gas,High renewable cost,2029,15,3173922674.0557,6.2448
Gas,High renewable cost,2029,16,3385517518.9927,6.3282
Gas,High renewable cost,2029,17,3597112363.9298,6.4116
Gas,High renewable cost,2029,18,3808707208.8668,6.4949
Gas,High renewable cost,2029,19,4020302053.8039,6.5783
Gas,High renewable cost,2029,20,4231896898.7409,6.6617
Gas,High renewable cost,2029,21,,99999.0000
Gas,High renewable cost,2030,1,216652813.2220,5.1271
Gas,High renewable cost,2030,2,433305626.4441,5.2123
Gas,High renewable cost,2030,3,649958439.6661,5.2974
Gas,High renewable cost,2030,4,866611252.8882,5.3826
Gas,High renewable cost,2030,5,1083264066.1102,5.4678
Gas,High renewable cost,2030,6,1299916879.3323,5.5530
Gas,High renewable cost,2030,7,1516569692.5543,5.6382
Gas,High renewable cost,2030,8,1733222505.7764,5.7234
Gas,High renewable cost,2030,9,1949875318.9984,5.8085
Gas,High renewable cost,2030,10,2166528132.2205,5.8937
Gas,High renewable cost,2030,11,2383180945.4425,5.9789
Gas,High renewable cost,2030,12,2599833758.6645,6.0641
Gas,High renewable cost,2030,13,2816486571.8866,6.1493
Gas,High renewable cost,2030,14,3033139385.1086,6.2345
Gas,High renewable cost,2030,15,3249792198.3307,6.3197
Gas,High renewable cost,2030,16,3466445011.5527,6.4048
Gas,High renewable cost,2030,17,3683097824.7748,6.4900
Gas,High renewable cost,2030,18,3899750637.9968,6.5752
Gas,High renewable cost,2030,19,4116403451.2189,6.6604
Gas,High renewable cost,2030,20,4333056264.4409,6.7456
Gas,High renewable cost,2030,21,,99999.0000
Gas,High renewable cost,2031,1,220632936.7950,5.2138
Gas,High renewable cost,2031,2,441265873.5899,5.3010
Gas,High renewable cost,2031,3,661898810.3849,5.3883
Gas,High renewable cost,2031,4,882531747.1799,5.4755
Gas,High renewable cost,2031,5,1103164683.9749,5.5628
Gas,High renewable cost,2031,6,1323797620.7698,5.6500
Gas,High renewable cost,2031,7,1544430557.5648,5.7373
Gas,High renewable cost,2031,8,1765063494.3598,5.8245
Gas,High renewable cost,2031,9,1985696431.1548,5.9118
Gas,High renewable cost,2031,10,2206329367.9497,5.9990
Gas,High renewable cost,2031,11,2426962304.7447,6.0862
Gas,High renewable cost,2031,12,2647595241.5397,6.1735
Gas,High renewable cost,2031,13,2868228178.3346,6.2607
Gas,High renewable cost,2031,14,3088861115.1296,6.3480
Gas,High renewable cost,2031,15,3309494051.9246,6.4352
Gas,High renewable cost,2031,16,3530126988.7196,6.5225
Gas,High renewable cost,2031,17,3750759925.5145,6.6097
Gas,High renewable cost,2031,18,3971392862.3095,6.6969
Gas,High renewable cost,2031,19,4192025799.1045,6.7842
Gas,High renewable cost,2031,20,4412658735.8995,6.8714
Gas,High renewable cost,2031,21,,99999.0000
Gas,High renewable cost,2032,1,227749066.9714,5.2955
Gas,High renewable cost,2032,2,455498133.9427,5.3859
Gas,High renewable cost,2032,3,683247200.9141,5.4763
Gas,High renewable cost,2032,4,910996267.8855,5.5668
Gas,High renewable cost,2032,5,1138745334.8569,5.6572
Gas,High renewable cost,2032,6,1366494401.8282,5.7476
Gas,High renewable cost,2032,7,1594243468.7996,5.8380
Gas,High renewable cost,2032,8,1821992535.7710,5.9285
Gas,High renewable cost,2032,9,2049741602.7424,6.0189
Gas,High renewable cost,2032,10,2277490669.7137,6.1093
Gas,High renewable cost,2032,11,2505239736.6851,6.1997
Gas,High renewable cost,2032,12,2732988803.6565,6.2901
Gas,High renewable cost,2032,13,2960737870.6279,6.3806
Gas,High renewable cost,2032,14,3188486937.5992,6.4710
Gas,High renewable cost,2032,15,3416236004.5706,6.5614
Gas,High renewable cost,2032,16,3643985071.5420,6.6518
Gas,High renewable cost,2032,17,3871734138.5133,6.7423
Gas,High renewable cost,2032,18,4099483205.4847,6.8327
Gas,High renewable cost,2032,19,4327232272.4561,6.9231
Gas,High renewable cost,2032,20,4554981339.4275,7.0135
Gas,High renewable cost,2032,21,,99999.0000
Gas,High renewable cost,2033,1,233688117.7894,5.3952
Gas,High renewable cost,2033,2,467376235.5787,5.4891
Gas,High renewable cost,2033,3,701064353.3681,5.5829
Gas,High renewable cost,2033,4,934752471.1574,5.6768
Gas,High renewable cost,2033,5,1168440588.9468,5.7707
Gas,High renewable cost,2033,6,1402128706.7361,5.8645
Gas,High renewable cost,2033,7,1635816824.5255,5.9584
Gas,High renewable cost,2033,8,1869504942.3148,6.0523
Gas,High renewable cost,2033,9,2103193060.1042,6.1461
Gas,High renewable cost,2033,10,2336881177.8935,6.2400
Gas,High renewable cost,2033,11,2570569295.6829,6.3339
Gas,High renewable cost,2033,12,2804257413.4722,6.4277
Gas,High renewable cost,2033,13,3037945531.2616,6.5216
Gas,High renewable cost,2033,14,3271633649.0509,6.6155
Gas,High renewable cost,2033,15,3505321766.8403,6.7093
Gas,High renewable cost,2033,16,3739009884.6296,6.8032
Gas,High renewable cost,2033,17,3972698002.4190,6.8971
Gas,High renewable cost,2033,18,4206386120.2083,6.9909
Gas,High renewable cost,2033,19,4440074237.9977,7.0848
Gas,High renewable cost,2033,20,4673762355.7870,7.1787
Gas,High renewable cost,2033,21,,99999.0000
Gas,High renewable cost,2034,1,238785164.9838,5.5068
Gas,High renewable cost,2034,2,477570329.9676,5.6036
Gas,High renewable cost,2034,3,716355494.9514,5.7004
Gas,High renewable cost,2034,4,955140659.9352,5.7972
Gas,High renewable cost,2034,5,1193925824.9190,5.8940
Gas,High renewable cost,2034,6,1432710989.9029,5.9908
Gas,High renewable cost,2034,7,1671496154.8867,6.0876
Gas,High renewable cost,2034,8,1910281319.8705,6.1844
Gas,High renewable cost,2034,9,2149066484.8543,6.2812
Gas,High renewable cost,2034,10,2387851649.8381,6.3780
Gas,High renewable cost,2034,11,2626636814.8219,6.4748
Gas,High renewable cost,2034,12,2865421979.8057,6.5716
Gas,High renewable cost,2034,13,3104207144.7895,6.6685
Gas,High renewable cost,2034,14,3342992309.7733,6.7653
Gas,High renewable cost,2034,15,3581777474.7571,6.8621
Gas,High renewable cost,2034,16,3820562639.7409,6.9589
Gas,High renewable cost,2034,17,4059347804.7248,7.0557
Gas,High renewable cost,2034,18,4298132969.7086,7.1525
Gas,High renewable cost,2034,19,4536918134.6924,7.2493
Gas,High renewable cost,2034,20,4775703299.6762,7.3461
Gas,High renewable cost,2034,21,,99999.0000
Gas,High renewable cost,2035,1,241867830.2844,5.6649
Gas,High renewable cost,2035,2,483735660.5688,5.7650
Gas,High renewable cost,2035,3,725603490.8532,5.8650
Gas,High renewable cost,2035,4,967471321.1376,5.9651
Gas,High renewable cost,2035,5,1209339151.4220,6.0652
Gas,High renewable cost,2035,6,1451206981.7065,6.1652
Gas,High renewable cost,2035,7,1693074811.9909,6.2653
Gas,High renewable cost,2035,8,1934942642.2753,6.3654
Gas,High renewable cost,2035,9,2176810472.5597,6.4654
Gas,High renewable cost,2035,10,2418678302.8441,6.5655
Gas,High renewable cost,2035,11,2660546133.1285,6.6656
Gas,High renewable cost,2035,12,2902413963.4129,6.7657
Gas,High renewable cost,2035,13,3144281793.6973,6.8657
Gas,High renewable cost,2035,14,3386149623.9817,6.9658
Gas,High renewable cost,2035,15,3628017454.2661,7.0659
Gas,High renewable cost,2035,16,3869885284.5505,7.1659
Gas,High renewable cost,2035,17,4111753114.8349,7.2660
Gas,High renewable cost,2035,18,4353620945.1193,7.3661
Gas,High renewable cost,2035,19,4595488775.4038,7.4662
Gas,High renewable cost,2035,20,4837356605.6882,7.5662
Gas,High renewable cost,2035,21,,99999.0000
Gas,High renewable cost,2036,1,250139310.0344,5.6476
Gas,High renewable cost,2036,2,500278620.0688,5.7495
Gas,High renewable cost,2036,3,750417930.1032,5.8514
Gas,High renewable cost,2036,4,1000557240.1376,5.9534
Gas,High renewable cost,2036,5,1250696550.1721,6.0553
Gas,High renewable cost,2036,6,1500835860.2065,6.1572
Gas,High renewable cost,2036,7,1750975170.2409,6.2591
Gas,High renewable cost,2036,8,2001114480.2753,6.3610
Gas,High renewable cost,2036,9,2251253790.3097,6.4630
Gas,High renewable cost,2036,10,2501393100.3441,6.5649
Gas,High renewable cost,2036,11,2751532410.3785,6.6668
Gas,High renewable cost,2036,12,3001671720.4129,6.7687
Gas,High renewable cost,2036,13,3251811030.4473,6.8706
Gas,High renewable cost,2036,14,3501950340.4818,6.9725
Gas,High renewable cost,2036,15,3752089650.5162,7.0745
Gas,High renewable cost,2036,16,4002228960.5506,7.1764
Gas,High renewable cost,2036,17,4252368270.5850,7.2783
Gas,High renewable cost,2036,18,4502507580.6194,7.3802
Gas,High renewable cost,2036,19,4752646890.6538,7.4821
Gas,High renewable cost,2036,20,5002786200.6882,7.5841
Gas,High renewable cost,2036,21,,99999.0000
Gas,High renewable cost,2037,1,255985824.8612,5.7241
Gas,High renewable cost,2037,2,511971649.7224,5.8287
Gas,High renewable cost,2037,3,767957474.5837,5.9334
Gas,High renewable cost,2037,4,1023943299.4449,6.0380
Gas,High renewable cost,2037,5,1279929124.3061,6.1427
Gas,High renewable cost,2037,6,1535914949.1673,6.2474
Gas,High renewable cost,2037,7,1791900774.0285,6.3520
Gas,High renewable cost,2037,8,2047886598.8898,6.4567
Gas,High renewable cost,2037,9,2303872423.7510,6.5613
Gas,High renewable cost,2037,10,2559858248.6122,6.6660
Gas,High renewable cost,2037,11,2815844073.4734,6.7706
Gas,High renewable cost,2037,12,3071829898.3346,6.8753
Gas,High renewable cost,2037,13,3327815723.1959,6.9800
Gas,High renewable cost,2037,14,3583801548.0571,7.0846
Gas,High renewable cost,2037,15,3839787372.9183,7.1893
Gas,High renewable cost,2037,16,4095773197.7795,7.2939
Gas,High renewable cost,2037,17,4351759022.6408,7.3986
Gas,High renewable cost,2037,18,4607744847.5020,7.5033
Gas,High renewable cost,2037,19,4863730672.3632,7.6079
Gas,High renewable cost,2037,20,5119716497.2244,7.7126
Gas,High renewable cost,2037,21,,99999.0000
Gas,High renewable cost,2038,1,261832339.6880,5.8005
Gas,High renewable cost,2038,2,523664679.3761,5.9079
Gas,High renewable cost,2038,3,785497019.0641,6.0153
Gas,High renewable cost,2038,4,1047329358.7521,6.1227
Gas,High renewable cost,2038,5,1309161698.4401,6.2301
Gas,High renewable cost,2038,6,1570994038.1282,6.3375
Gas,High renewable cost,2038,7,1832826377.8162,6.4449
Gas,High renewable cost,2038,8,2094658717.5042,6.5523
Gas,High renewable cost,2038,9,2356491057.1923,6.6597
Gas,High renewable cost,2038,10,2618323396.8803,6.7671
Gas,High renewable cost,2038,11,2880155736.5683,6.8745
Gas,High renewable cost,2038,12,3141988076.2564,6.9820
Gas,High renewable cost,2038,13,3403820415.9444,7.0894
Gas,High renewable cost,2038,14,3665652755.6324,7.1968
Gas,High renewable cost,2038,15,3927485095.3204,7.3042
Gas,High renewable cost,2038,16,4189317435.0085,7.4116
Gas,High renewable cost,2038,17,4451149774.6965,7.5190
Gas,High renewable cost,2038,18,4712982114.3845,7.6264
Gas,High renewable cost,2038,19,4974814454.0726,7.7338
Gas,High renewable cost,2038,20,5236646793.7606,7.8412
Gas,High renewable cost,2038,21,,99999.0000
Gas,High renewable cost,2039,1,267678854.5148,5.8769
Gas,High renewable cost,2039,2,535357709.0297,5.9870
Gas,High renewable cost,2039,3,803036563.5445,6.0972
Gas,High renewable cost,2039,4,1070715418.0594,6.2074
Gas,High renewable cost,2039,5,1338394272.5742,6.3175
Gas,High renewable cost,2039,6,1606073127.0890,6.4277
Gas,High renewable cost,2039,7,1873751981.6039,6.5378
Gas,High renewable cost,2039,8,2141430836.1187,6.6480
Gas,High renewable cost,2039,9,2409109690.6336,6.7582
Gas,High renewable cost,2039,10,2676788545.1484,6.8683
Gas,High renewable cost,2039,11,2944467399.6632,6.9785
Gas,High renewable cost,2039,12,3212146254.1781,7.0887
Gas,High renewable cost,2039,13,3479825108.6929,7.1988
Gas,High renewable cost,2039,14,3747503963.2077,7.3090
Gas,High renewable cost,2039,15,4015182817.7226,7.4191
Gas,High renewable cost,2039,16,4282861672.2374,7.5293
Gas,High renewable cost,2039,17,4550540526.7523,7.6395
Gas,High renewable cost,2039,18,4818219381.2671,7.7496
Gas,High renewable cost,2039,19,5085898235.7819,7.8598
Gas,High renewable cost,2039,20,5353577090.2968,7.9700
Gas,High renewable cost,2039,21,,99999.0000
Gas,High renewable cost,2040,1,273525369.3416,5.9532
Gas,High renewable cost,2040,2,547050738.6833,6.0661
Gas,High renewable cost,2040,3,820576108.0249,6.1791
Gas,High renewable cost,2040,4,1094101477.3666,6.2920
Gas,High renewable cost,2040,5,1367626846.7082,6.4049
Gas,High renewable cost,2040,6,1641152216.0499,6.5178
Gas,High renewable cost,2040,7,1914677585.3915,6.6308
Gas,High renewable cost,2040,8,2188202954.7332,6.7437
Gas,High renewable cost,2040,9,2461728324.0748,6.8566
Gas,High renewable cost,2040,10,2735253693.4165,6.9696
Gas,High renewable cost,2040,11,3008779062.7581,7.0825
Gas,High renewable cost,2040,12,3282304432.0998,7.1954
Gas,High renewable cost,2040,13,3555829801.4414,7.3083
Gas,High renewable cost,2040,14,3829355170.7831,7.4213
Gas,High renewable cost,2040,15,4102880540.1247,7.5342
Gas,High renewable cost,2040,16,4376405909.4664,7.6471
Gas,High renewable cost,2040,17,4649931278.8080,7.7601
Gas,High renewable cost,2040,18,4923456648.1497,7.8730
Gas,High renewable cost,2040,19,5196982017.4913,7.9859
Gas,High renewable cost,2040,20,5470507386.8330,8.0988
Gas,High renewable cost,2040,21,,99999.0000
Gas,High renewable cost,2041,1,279371884.1685,6.0295
Gas,High renewable cost,2041,2,558743768.3369,6.1452
Gas,High renewable cost,2041,3,838115652.5054,6.2609
Gas,High renewable cost,2041,4,1117487536.6738,6.3766
Gas,High renewable cost,2041,5,1396859420.8423,6.4923
Gas,High renewable cost,2041,6,1676231305.0107,6.6080
Gas,High renewable cost,2041,7,1955603189.1792,6.7237
Gas,High renewable cost,2041,8,2234975073.3477,6.8394
Gas,High renewable cost,2041,9,2514346957.5161,6.9551
Gas,High renewable cost,2041,10,2793718841.6846,7.0708
Gas,High renewable cost,2041,11,3073090725.8530,7.1865
Gas,High renewable cost,2041,12,3352462610.0215,7.3022
Gas,High renewable cost,2041,13,3631834494.1900,7.4179
Gas,High renewable cost,2041,14,3911206378.3584,7.5336
Gas,High renewable cost,2041,15,4190578262.5269,7.6493
Gas,High renewable cost,2041,16,4469950146.6953,7.7650
Gas,High renewable cost,2041,17,4749322030.8638,7.8807
Gas,High renewable cost,2041,18,5028693915.0322,7.9964
Gas,High renewable cost,2041,19,5308065799.2007,8.1121
Gas,High renewable cost,2041,20,5587437683.3692,8.2278
Gas,High renewable cost,2041,21,,99999.0000
Gas,High renewable cost,2042,1,285218398.9953,6.1058
Gas,High renewable cost,2042,2,570436797.9905,6.2243
Gas,High renewable cost,2042,3,855655196.9858,6.3428
Gas,High renewable cost,2042,4,1140873595.9811,6.4612
Gas,High renewable cost,2042,5,1426091994.9763,6.5797
Gas,High renewable cost,2042,6,1711310393.9716,6.6982
Gas,High renewable cost,2042,7,1996528792.9669,6.8167
Gas,High renewable cost,2042,8,2281747191.9621,6.9352
Gas,High renewable cost,2042,9,2566965590.9574,7.0536
Gas,High renewable cost,2042,10,2852183989.9527,7.1721
Gas,High renewable cost,2042,11,3137402388.9479,7.2906
Gas,High renewable cost,2042,12,3422620787.9432,7.4091
Gas,High renewable cost,2042,13,3707839186.9385,7.5276
Gas,High renewable cost,2042,14,3993057585.9337,7.6460
Gas,High renewable cost,2042,15,4278275984.9290,7.7645
Gas,High renewable cost,2042,16,4563494383.9243,7.8830
Gas,High renewable cost,2042,17,4848712782.9195,8.0015
Gas,High renewable cost,2042,18,5133931181.9148,8.1200
Gas,High renewable cost,2042,19,5419149580.9101,8.2384
Gas,High renewable cost,2042,20,5704367979.9053,8.3569
Gas,High renewable cost,2042,21,,99999.0000
Gas,High renewable cost,2043,1,291064913.8221,6.1820
Gas,High renewable cost,2043,2,582129827.6442,6.3033
Gas,High renewable cost,2043,3,873194741.4662,6.4246
Gas,High renewable cost,2043,4,1164259655.2883,6.5458
Gas,High renewable cost,2043,5,1455324569.1104,6.6671
Gas,High renewable cost,2043,6,1746389482.9325,6.7884
Gas,High renewable cost,2043,7,2037454396.7545,6.9096
Gas,High renewable cost,2043,8,2328519310.5766,7.0309
Gas,High renewable cost,2043,9,2619584224.3987,7.1522
Gas,High renewable cost,2043,10,2910649138.2208,7.2734
Gas,High renewable cost,2043,11,3201714052.0428,7.3947
Gas,High renewable cost,2043,12,3492778965.8649,7.5160
Gas,High renewable cost,2043,13,3783843879.6870,7.6372
Gas,High renewable cost,2043,14,4074908793.5091,7.7585
Gas,High renewable cost,2043,15,4365973707.3311,7.8798
Gas,High renewable cost,2043,16,4657038621.1532,8.0010
Gas,High renewable cost,2043,17,4948103534.9753,8.1223
Gas,High renewable cost,2043,18,5239168448.7974,8.2436
Gas,High renewable cost,2043,19,5530233362.6194,8.3648
Gas,High renewable cost,2043,20,5821298276.4415,8.4861
Gas,High renewable cost,2043,21,,99999.0000
Gas,High renewable cost,2044,1,296911428.6489,6.2583
Gas,High renewable cost,2044,2,593822857.2978,6.3823
Gas,High renewable cost,2044,3,890734285.9467,6.5064
Gas,High renewable cost,2044,4,1187645714.5955,6.6304
Gas,High renewable cost,2044,5,1484557143.2444,6.7545
Gas,High renewable cost,2044,6,1781468571.8933,6.8786
Gas,High renewable cost,2044,7,2078380000.5422,7.0026
Gas,High renewable cost,2044,8,2375291429.1911,7.1267
Gas,High renewable cost,2044,9,2672202857.8400,7.2507
Gas,High renewable cost,2044,10,2969114286.4889,7.3748
Gas,High renewable cost,2044,11,3266025715.1377,7.4989
Gas,High renewable cost,2044,12,3562937143.7866,7.6229
Gas,High renewable cost,2044,13,3859848572.4355,7.7470
Gas,High renewable cost,2044,14,4156760001.0844,7.8710
Gas,High renewable cost,2044,15,4453671429.7333,7.9951
Gas,High renewable cost,2044,16,4750582858.3822,8.1192
Gas,High renewable cost,2044,17,5047494287.0310,8.2432
Gas,High renewable cost,2044,18,5344405715.6799,8.3673
Gas,High renewable cost,2044,19,5641317144.3288,8.4913
Gas,High renewable cost,2044,20,5938228572.9777,8.6154
Gas,High renewable cost,2044,21,,99999.0000
Gas,High renewable cost,2045,1,302757943.4757,6.3344
Gas,High renewable cost,2045,2,605515886.9514,6.4613
Gas,High renewable cost,2045,3,908273830.4271,6.5882
Gas,High renewable cost,2045,4,1211031773.9028,6.7150
Gas,High renewable cost,2045,5,1513789717.3785,6.8419
Gas,High renewable cost,2045,6,1816547660.8542,6.9687
Gas,High renewable cost,2045,7,2119305604.3299,7.0956
Gas,High renewable cost,2045,8,2422063547.8056,7.2225
Gas,High renewable cost,2045,9,2724821491.2812,7.3493
Gas,High renewable cost,2045,10,3027579434.7569,7.4762
Gas,High renewable cost,2045,11,3330337378.2326,7.6030
Gas,High renewable cost,2045,12,3633095321.7083,7.7299
Gas,High renewable cost,2045,13,3935853265.1840,7.8568
Gas,High renewable cost,2045,14,4238611208.6597,7.9836
Gas,High renewable cost,2045,15,4541369152.1354,8.1105
Gas,High renewable cost,2045,16,4844127095.6111,8.2373
Gas,High renewable cost,2045,17,5146885039.0868,8.3642
Gas,High renewable cost,2045,18,5449642982.5625,8.4911
Gas,High renewable cost,2045,19,5752400926.0382,8.6179
Gas,High renewable cost,2045,20,6055158869.5139,8.7448
Gas,High renewable cost,2045,21,,99999.0000
Gas,High renewable cost,2046,1,308604458.3025,6.4106
Gas,High renewable cost,2046,2,617208916.6050,6.5403
Gas,High renewable cost,2046,3,925813374.9075,6.6699
Gas,High renewable cost,2046,4,1234417833.2100,6.7996
Gas,High renewable cost,2046,5,1543022291.5125,6.9293
Gas,High renewable cost,2046,6,1851626749.8150,7.0589
Gas,High renewable cost,2046,7,2160231208.1175,7.1886
Gas,High renewable cost,2046,8,2468835666.4200,7.3183
Gas,High renewable cost,2046,9,2777440124.7225,7.4479
Gas,High renewable cost,2046,10,3086044583.0250,7.5776
Gas,High renewable cost,2046,11,3394649041.3275,7.7073
Gas,High renewable cost,2046,12,3703253499.6300,7.8369
Gas,High renewable cost,2046,13,4011857957.9325,7.9666
Gas,High renewable cost,2046,14,4320462416.2350,8.0963
Gas,High renewable cost,2046,15,4629066874.5375,8.2259
Gas,High renewable cost,2046,16,4937671332.8400,8.3556
Gas,High renewable cost,2046,17,5246275791.1425,8.4853
Gas,High renewable cost,2046,18,5554880249.4451,8.6149
Gas,High renewable cost,2046,19,5863484707.7476,8.7446
Gas,High renewable cost,2046,20,6172089166.0501,8.8743
Gas,High renewable cost,2046,21,,99999.0000
Gas,High renewable cost,2047,1,314450973.1293,6.4867
Gas,High renewable cost,2047,2,628901946.2586,6.6192
Gas,High renewable cost,2047,3,943352919.3879,6.7517
Gas,High renewable cost,2047,4,1257803892.5173,6.8842
Gas,High renewable cost,2047,5,1572254865.6466,7.0166
Gas,High renewable cost,2047,6,1886705838.7759,7.1491
Gas,High renewable cost,2047,7,2201156811.9052,7.2816
Gas,High renewable cost,2047,8,2515607785.0345,7.4141
Gas,High renewable cost,2047,9,2830058758.1638,7.5466
Gas,High renewable cost,2047,10,3144509731.2931,7.6790
Gas,High renewable cost,2047,11,3458960704.4224,7.8115
Gas,High renewable cost,2047,12,3773411677.5518,7.9440
Gas,High renewable cost,2047,13,4087862650.6811,8.0765
