"training_set_id";"period";"hour_number";"timestamp_cst";"hours_in_sample"
1;2025;382864;"2026-09-05 15:00:00";12.0
1;2025;382868;"2026-09-05 19:00:00";12.0
1;2025;382872;"2026-09-05 23:00:00";12.0
1;2025;382873;"2026-09-06 00:00:00";348.0
1;2025;382877;"2026-09-06 04:00:00";348.0
1;2025;382881;"2026-09-06 08:00:00";348.0
1;2025;382885;"2026-09-06 12:00:00";348.0
1;2025;382889;"2026-09-06 16:00:00";348.0
1;2025;382893;"2026-09-06 20:00:00";348.0
1;2025;384026;"2026-10-24 01:00:00";12.0
1;2025;384030;"2026-10-24 05:00:00";12.0
1;2025;384034;"2026-10-24 09:00:00";12.0
1;2025;384038;"2026-10-24 13:00:00";12.0
1;2025;384042;"2026-10-24 17:00:00";12.0
1;2025;384046;"2026-10-24 21:00:00";12.0
1;2025;383977;"2026-10-22 00:00:00";360.0
1;2025;383981;"2026-10-22 04:00:00";360.0
1;2025;383985;"2026-10-22 08:00:00";360.0
1;2025;383989;"2026-10-22 12:00:00";360.0
1;2025;383993;"2026-10-22 16:00:00";360.0
1;2025;383997;"2026-10-22 20:00:00";360.0
1;2025;384721;"2026-11-22 00:00:00";12.0
1;2025;384725;"2026-11-22 04:00:00";12.0
1;2025;384729;"2026-11-22 08:00:00";12.0
1;2025;384733;"2026-11-22 12:00:00";12.0
1;2025;384737;"2026-11-22 16:00:00";12.0
1;2025;384741;"2026-11-22 20:00:00";12.0
1;2025;384457;"2026-11-11 00:00:00";348.0
1;2025;384461;"2026-11-11 04:00:00";348.0
1;2025;384465;"2026-11-11 08:00:00";348.0
1;2025;384469;"2026-11-11 12:00:00";348.0
1;2025;384473;"2026-11-11 16:00:00";348.0
1;2025;384477;"2026-11-11 20:00:00";348.0
1;2025;385371;"2026-12-19 02:00:00";12.0
1;2025;385375;"2026-12-19 06:00:00";12.0
1;2025;385379;"2026-12-19 10:00:00";12.0
1;2025;385383;"2026-12-19 14:00:00";12.0
1;2025;385387;"2026-12-19 18:00:00";12.0
1;2025;385391;"2026-12-19 22:00:00";12.0
1;2025;385033;"2026-12-05 00:00:00";360.0
1;2025;385037;"2026-12-05 04:00:00";360.0
1;2025;385041;"2026-12-05 08:00:00";360.0
1;2025;385045;"2026-12-05 12:00:00";360.0
1;2025;385049;"2026-12-05 16:00:00";360.0
1;2025;385053;"2026-12-05 20:00:00";360.0
