ep_id,technology,load_area,plant_name,eia_id,start_year,prime_mover,cogen,fuel,capacity_mw,heat_rate,cogen_thermal_demand_mmbtus_per_mwh
5000489,Hydro_NonPumped_EP,NV_N,Fleish,6513,1914,HY,0,Water,2,0,0
5000490,Hydro_NonPumped_EP,NV_N,Lahontan,6521,1911,HY,0,Water,1.8,0,0
5000491,Hydro_NonPumped_EP,NV_N,New_Lahontan,50261,1989,HY,0,Water,4,0,0
5000492,Hydro_NonPumped_EP,NV_N,Verdi,6531,1911,HY,0,Water,2.4,0,0
5000493,Hydro_NonPumped_EP,NV_N,Washoe,6532,1904,HY,0,Water,2.6,0,0
5000496,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1937,HY,0,Water,61.5,0,0
5000494,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1939,HY,0,Water,260,0,0
5000495,Hydro_NonPumped_EP,NV_S,Hoover_Dam,154,1961,HY,0,Water,130,0,0
5000497,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1936,HY,0,Water,2.4,0,0
5000498,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1943,HY,0,Water,127,0,0
5000499,Hydro_NonPumped_EP,NV_S,Hoover_Dam,154,1938,HY,0,Water,260,0,0
5000500,Hydro_NonPumped_EP,NV_S,Hoover_Dam,154,1944,HY,0,Water,127,0,0
5000501,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1952,HY,0,Water,328.5,0,0
5000502,Hydro_NonPumped_EP,NV_S,Hoover_Dam,154,1936,HY,0,Water,392.4,0,0
5000503,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1941,HY,0,Water,130,0,0
5000504,Hydro_NonPumped_EP,NV_S,Hoover_Dam,8902,1942,HY,0,Water,130,0,0
5000505,Hydro_NonPumped_EP,NV_S,Hoover_Dam,154,1937,HY,0,Water,130,0,0
5000508,Hydro_NonPumped_EP,OR_E,Bend,6484,1916,HY,0,Water,0.3,0,0
5000507,Hydro_NonPumped_EP,OR_E,Bend,6484,1917,HY,0,Water,0.6,0,0
5000506,Hydro_NonPumped_EP,OR_E,Bend,6484,1913,HY,0,Water,0.2,0,0
5000509,Hydro_NonPumped_EP,OR_E,John_C_Boyle,3028,1958,HY,0,Water,98.7,0,0
5000510,Hydro_NonPumped_EP,OR_E,Juniper_Ridge_Hydroelectric_Project,57437,2010,HY,0,Water,5,0,0
5000511,Hydro_NonPumped_EP,OR_E,Siphon_Power_Project,50980,1989,HY,0,Water,5.4,0,0
5000512,Hydro_NonPumped_EP,OR_E,Sprague_Hydro,10737,1989,HY,0,Water,1.2,0,0
5000516,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1942,HY,0,Water,54,0,0
5000513,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1941,HY,0,Water,162,0,0
5000514,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1944,HY,0,Water,54,0,0
5000515,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1943,HY,0,Water,162,0,0
5000517,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1981,HY,0,Water,212.6,0,0
5000518,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1982,HY,0,Water,345.6,0,0
5000519,Hydro_NonPumped_EP,OR_PDX,Bonneville,3075,1938,HY,0,Water,102.7,0,0
5000520,Hydro_NonPumped_EP,OR_PDX,Faraday,3045,1908,HY,0,Water,2.7,0,0
5000521,Hydro_NonPumped_EP,OR_PDX,Faraday,3045,1910,HY,0,Water,4,0,0
5000522,Hydro_NonPumped_EP,OR_PDX,Faraday,3045,1909,HY,0,Water,4.5,0,0
5000523,Hydro_NonPumped_EP,OR_PDX,Faraday,3045,1958,HY,0,Water,19.2,0,0
5000524,Hydro_NonPumped_EP,OR_PDX,Faraday,3045,1907,HY,0,Water,6.2,0,0
5000525,Hydro_NonPumped_EP,OR_PDX,North_Fork,3047,1958,HY,0,Water,40.8,0,0
5000527,Hydro_NonPumped_EP,OR_PDX,Oak_Grove,6505,1924,HY,0,Water,25.5,0,0
5000526,Hydro_NonPumped_EP,OR_PDX,Oak_Grove,6505,1931,HY,0,Water,25.5,0,0
5000528,Hydro_NonPumped_EP,OR_PDX,PHP_1,4213,1982,HY,0,Water,23.7,0,0
5000529,Hydro_NonPumped_EP,OR_PDX,PHP_2,4214,1982,HY,0,Water,11.8,0,0
5000530,Hydro_NonPumped_EP,OR_PDX,River_Mill,3049,1952,HY,0,Water,5,0,0
5000531,Hydro_NonPumped_EP,OR_PDX,River_Mill,3049,1927,HY,0,Water,3.9,0,0
5000532,Hydro_NonPumped_EP,OR_PDX,River_Mill,3049,1912,HY,0,Water,3.3,0,0
5000533,Hydro_NonPumped_EP,OR_PDX,River_Mill,3049,1911,HY,0,Water,6.6,0,0
5000534,Hydro_NonPumped_EP,OR_PDX,Stone_Creek,7508,1994,HY,0,Water,12,0,0
5000535,Hydro_NonPumped_EP,OR_PDX,Sullivan,3053,1952,HY,0,Water,14.4,0,0
5000536,Hydro_NonPumped_EP,OR_PDX,Sullivan,3053,1924,HY,0,Water,1,0,0
5000537,Hydro_NonPumped_EP,OR_W,Big_Cliff,3074,1954,HY,0,Water,18,0,0
5000538,Hydro_NonPumped_EP,OR_W,Box_Canyon,50179,1986,HY,0,Water,5,0,0
5000539,Hydro_NonPumped_EP,OR_W,Carmen_Smith,3067,1963,HY,0,Water,114.3,0,0
5000540,Hydro_NonPumped_EP,OR_W,Clearwater_1,3020,1953,HY,0,Water,15,0,0
5000541,Hydro_NonPumped_EP,OR_W,Clearwater_2,3021,1953,HY,0,Water,26,0,0
5000542,Hydro_NonPumped_EP,OR_W,Copco_1,294,1918,HY,0,Water,20,0,0
5000543,Hydro_NonPumped_EP,OR_W,Copco_2,295,1925,HY,0,Water,27,0,0
5000544,Hydro_NonPumped_EP,OR_W,Cougar,3076,1964,HY,0,Water,26,0,0
5000545,Hydro_NonPumped_EP,OR_W,Detroit,3077,1953,HY,0,Water,100,0,0
5000546,Hydro_NonPumped_EP,OR_W,Dexter,3078,1955,HY,0,Water,15,0,0
5000547,Hydro_NonPumped_EP,OR_W,Eagle_Point,3024,1957,HY,0,Water,2.8,0,0
5000549,Hydro_NonPumped_EP,OR_W,Fall_Creek,296,1903,HY,0,Water,0.5,0,0
5000548,Hydro_NonPumped_EP,OR_W,Fall_Creek,296,1907,HY,0,Water,0.4,0,0
5000550,Hydro_NonPumped_EP,OR_W,Fall_Creek,296,1910,HY,0,Water,1.2,0,0
5000551,Hydro_NonPumped_EP,OR_W,Falls_Creek,52187,1984,HY,0,Water,4.1,0,0
5000552,Hydro_NonPumped_EP,OR_W,Fish_Creek,3026,1952,HY,0,Water,11,0,0
5000553,Hydro_NonPumped_EP,OR_W,Foster,6552,1968,HY,0,Water,20,0,0
5000554,Hydro_NonPumped_EP,OR_W,Galesville_Project,50938,1987,HY,0,Water,1.6,0,0
5000555,Hydro_NonPumped_EP,OR_W,Green_Peter,3080,1967,HY,0,Water,80,0,0
5000556,Hydro_NonPumped_EP,OR_W,Green_Springs,6403,1960,HY,0,Water,17.2,0,0
5000557,Hydro_NonPumped_EP,OR_W,Hills_Creek,3081,1962,HY,0,Water,30,0,0
5000558,Hydro_NonPumped_EP,OR_W,Iron_Gate,297,1962,HY,0,Water,18,0,0
5000559,Hydro_NonPumped_EP,OR_W,Lacomb_Irrigation_District,52155,1986,HY,0,Water,1,0,0
5000560,Hydro_NonPumped_EP,OR_W,Leaburg,3068,1950,HY,0,Water,7.5,0,0
5000561,Hydro_NonPumped_EP,OR_W,Leaburg,3068,1930,HY,0,Water,8.4,0,0
5000562,Hydro_NonPumped_EP,OR_W,Lemolo_1,3029,1955,HY,0,Water,32.8,0,0
5000563,Hydro_NonPumped_EP,OR_W,Lemolo_2,6421,1956,HY,0,Water,33,0,0
5000564,Hydro_NonPumped_EP,OR_W,Lookout_Point,3083,1955,HY,0,Water,120,0,0
5000565,Hydro_NonPumped_EP,OR_W,Lost_Creek,6174,1977,HY,0,Water,49,0,0
5000566,Hydro_NonPumped_EP,OR_W,Lost_Creek_I,10708,1989,HY,0,Water,1.1,0,0
5000567,Hydro_NonPumped_EP,OR_W,McNary_Dam_Fish_Attraction_Project,7511,1997,HY,0,Water,10,0,0
5000568,Hydro_NonPumped_EP,OR_W,Prospect_1,3032,1912,HY,0,Water,3.8,0,0
5000569,Hydro_NonPumped_EP,OR_W,Prospect_2,3033,1928,HY,0,Water,32,0,0
5000570,Hydro_NonPumped_EP,OR_W,Prospect_3,3034,1932,HY,0,Water,7.2,0,0
5000571,Hydro_NonPumped_EP,OR_W,Prospect_4,3035,1944,HY,0,Water,1,0,0
5000572,Hydro_NonPumped_EP,OR_W,Slide_Creek,3036,1951,HY,0,Water,18,0,0
5000573,Hydro_NonPumped_EP,OR_W,Soda_Springs,3037,1952,HY,0,Water,11,0,0
5000575,Hydro_NonPumped_EP,OR_W,Toketee_Falls,3040,1949,HY,0,Water,14.2,0,0
5000574,Hydro_NonPumped_EP,OR_W,Toketee_Falls,3040,1950,HY,0,Water,28.4,0,0
5000576,Hydro_NonPumped_EP,OR_W,Walterville,3071,1949,HY,0,Water,8,0,0
5000577,Hydro_NonPumped_EP,OR_WA_BPA,Chandler,6406,1956,HY,0,Water,12,0,0
5000578,Hydro_NonPumped_EP,OR_WA_BPA,Copper_Dam_Plant,10323,1986,HY,0,Water,3,0,0
5000579,Hydro_NonPumped_EP,OR_WA_BPA,Cowiche,50423,1987,HY,0,Water,1.7,0,0
5000580,Hydro_NonPumped_EP,OR_WA_BPA,Dalles_Dam_North_Fishway_Project,7431,1991,HY,0,Water,6.5,0,0
5000581,Hydro_NonPumped_EP,OR_WA_BPA,Drop_2,6507,1942,HY,0,Water,2.5,0,0
5000582,Hydro_NonPumped_EP,OR_WA_BPA,Drop_3,6508,1932,HY,0,Water,1.6,0,0
5000583,Hydro_NonPumped_EP,OR_WA_BPA,Eltopia_Branch_Canal_4.6,56696,1983,HY,0,Water,2.2,0,0
5000584,Hydro_NonPumped_EP,OR_WA_BPA,Ice_Harbor,3925,1975,HY,0,Water,222,0,0
5000585,Hydro_NonPumped_EP,OR_WA_BPA,Ice_Harbor,3925,1962,HY,0,Water,270,0,0
5000586,Hydro_NonPumped_EP,OR_WA_BPA,Ice_Harbor,3925,1976,HY,0,Water,111,0,0
5000590,Hydro_NonPumped_EP,OR_WA_BPA,John_Day,3082,1968,HY,0,Water,540,0,0
5000587,Hydro_NonPumped_EP,OR_WA_BPA,John_Day,3082,1971,HY,0,Water,405,0,0
5000588,Hydro_NonPumped_EP,OR_WA_BPA,John_Day,3082,1969,HY,0,Water,810,0,0
5000589,Hydro_NonPumped_EP,OR_WA_BPA,John_Day,3082,1970,HY,0,Water,405,0,0
5000593,Hydro_NonPumped_EP,OR_WA_BPA,Lower_Monumental,3927,1970,HY,0,Water,135,0,0
5000592,Hydro_NonPumped_EP,OR_WA_BPA,Lower_Monumental,3927,1979,HY,0,Water,405,0,0
5000591,Hydro_NonPumped_EP,OR_WA_BPA,Lower_Monumental,3927,1969,HY,0,Water,270,0,0
5000597,Hydro_NonPumped_EP,OR_WA_BPA,McNary,3084,1957,HY,0,Water,150.5,0,0
5000598,Hydro_NonPumped_EP,OR_WA_BPA,McNary,3084,1953,HY,0,Water,70,0,0
5000595,Hydro_NonPumped_EP,OR_WA_BPA,McNary,3084,1955,HY,0,Water,280,0,0
5000596,Hydro_NonPumped_EP,OR_WA_BPA,McNary,3084,1954,HY,0,Water,280,0,0
5000594,Hydro_NonPumped_EP,OR_WA_BPA,McNary,3084,1956,HY,0,Water,210,0,0
5000599,Hydro_NonPumped_EP,OR_WA_BPA,Middle_Fork_Irrigation_District,50917,1986,HY,0,Water,3.3,0,0
5000600,Hydro_NonPumped_EP,OR_WA_BPA,Opal_Springs_Hydro,54251,1985,HY,0,Water,4.3,0,0
5000601,Hydro_NonPumped_EP,OR_WA_BPA,Orchard_Avenue_1,50421,1987,HY,0,Water,1.6,0,0
5000602,Hydro_NonPumped_EP,OR_WA_BPA,Pelton,3048,1957,HY,0,Water,45,0,0
5000603,Hydro_NonPumped_EP,OR_WA_BPA,Pelton,3048,1958,HY,0,Water,64.8,0,0
5000604,Hydro_NonPumped_EP,OR_WA_BPA,Peters_Drive_Plant,10324,1987,HY,0,Water,1.8,0,0
5000605,Hydro_NonPumped_EP,OR_WA_BPA,Round_Butte,3050,1964,HY,0,Water,246.9,0,0
5000606,Hydro_NonPumped_EP,OR_WA_BPA,Russell_D_Smith,56694,1982,HY,0,Water,6.1,0,0
5000611,Hydro_NonPumped_EP,OR_WA_BPA,The_Dalles,3895,1973,HY,0,Water,688,0,0
5000610,Hydro_NonPumped_EP,OR_WA_BPA,The_Dalles,3895,1959,HY,0,Water,312,0,0
5000609,Hydro_NonPumped_EP,OR_WA_BPA,The_Dalles,3895,1960,HY,0,Water,312,0,0
5000608,Hydro_NonPumped_EP,OR_WA_BPA,The_Dalles,3895,1958,HY,0,Water,323.7,0,0
5000607,Hydro_NonPumped_EP,OR_WA_BPA,The_Dalles,3895,1957,HY,0,Water,184,0,0
5000612,Hydro_NonPumped_EP,OR_WA_BPA,Tieton_Dam_Hydro_Electric_Project,57496,2006,HY,0,Water,13.8,0,0
5000613,Hydro_NonPumped_EP,OR_WA_BPA,Twin_Reservoirs,50382,1988,HY,0,Water,2.2,0,0
5000614,Hydro_NonPumped_EP,OR_WA_BPA,Warm_Springs_Power_Enterprises,54721,1982,HY,0,Water,19.6,0,0
5000615,Hydro_NonPumped_EP,UT_N,Bartholomew,3688,1988,HY,0,Water,1,0,0
5000617,Hydro_NonPumped_EP,UT_N,Brigham_City,3666,1964,HY,0,Water,0.6,0,0
5000616,Hydro_NonPumped_EP,UT_N,Brigham_City,3666,1921,HY,0,Water,1.2,0,0
5000618,Hydro_NonPumped_EP,UT_N,Causey,7548,1998,HY,0,Water,2.1,0,0
5000619,Hydro_NonPumped_EP,UT_N,Cutler,3646,1927,HY,0,Water,30,0,0
5000620,Hydro_NonPumped_EP,UT_N,Deer_Creek,6404,1958,HY,0,Water,4.8,0,0
5000621,Hydro_NonPumped_EP,UT_N,Echo_Dam,4263,1987,HY,0,Water,4.4,0,0
5000623,Hydro_NonPumped_EP,UT_N,Flaming_Gorge,6405,1964,HY,0,Water,50.6,0,0
5000622,Hydro_NonPumped_EP,UT_N,Flaming_Gorge,6405,1963,HY,0,Water,101.2,0,0
5000624,Hydro_NonPumped_EP,UT_N,Gateway,3697,1958,HY,0,Water,4,0,0
5000625,Hydro_NonPumped_EP,UT_N,Granite,3651,1896,HY,0,Water,2,0,0
5000626,Hydro_NonPumped_EP,UT_N,Hydro_II,7034,1986,HY,0,Water,6.6,0,0
5000627,Hydro_NonPumped_EP,UT_N,Hydro_III,3675,1992,HY,0,Water,0.1,0,0
5000628,Hydro_NonPumped_EP,UT_N,Hydro_III,3675,1925,HY,0,Water,1.4,0,0
5000629,Hydro_NonPumped_EP,UT_N,Lake_Creek,159,1981,HY,0,Water,1.5,0,0
5000630,Hydro_NonPumped_EP,UT_N,Little_Cottonwood,6537,1983,HY,0,Water,4.8,0,0
5000631,Hydro_NonPumped_EP,UT_N,Olmstead,3655,1910,HY,0,Water,4.8,0,0
5000632,Hydro_NonPumped_EP,UT_N,Olmstead,3655,1922,HY,0,Water,5.5,0,0
5000633,Hydro_NonPumped_EP,UT_N,Pine_View_Dam,7132,1991,HY,0,Water,1.8,0,0
5000634,Hydro_NonPumped_EP,UT_N,Pioneer,3656,1910,HY,0,Water,5,0,0
5000635,Hydro_NonPumped_EP,UT_N,Snake_Creek,3658,1910,HY,0,Water,1.2,0,0
5000636,Hydro_NonPumped_EP,UT_N,Spanish_Fork,3691,1983,HY,0,Water,3.4,0,0
5000637,Hydro_NonPumped_EP,UT_N,Spanish_Fork,3691,1937,HY,0,Water,0.2,0,0
5000638,Hydro_NonPumped_EP,UT_N,Stairs,3659,1912,HY,0,Water,1,0,0
5000639,Hydro_NonPumped_EP,UT_N,Uintah,3704,1920,HY,0,Water,0.6,0,0
5000640,Hydro_NonPumped_EP,UT_N,Uintah,3704,1940,HY,0,Water,0.6,0,0
5000641,Hydro_NonPumped_EP,UT_N,Wanship,3698,1958,HY,0,Water,1.9,0,0
5000642,Hydro_NonPumped_EP,UT_N,Weber,3661,1911,HY,0,Water,3.8,0,0
5000643,Hydro_NonPumped_EP,UT_S,Boulder,3699,1961,HY,0,Water,1.4,0,0
5000644,Hydro_NonPumped_EP,UT_S,Boulder,3699,1958,HY,0,Water,2.8,0,0
5000645,Hydro_NonPumped_EP,UT_S,Hydro_Plant_No_3,925,1984,HY,0,Water,2.8,0,0
5000646,Hydro_NonPumped_EP,UT_S,Manti_Lower,1020,1989,HY,0,Water,1.2,0,0
5000647,Hydro_NonPumped_EP,UT_S,Manti_Upper,3676,1988,HY,0,Water,1,0,0
5000648,Hydro_NonPumped_EP,UT_S,Manti_Upper,3676,1939,HY,0,Water,0.6,0,0
5000649,Hydro_NonPumped_EP,UT_S,Quail_Creek_Hydro_Plant_#1,52039,1985,HY,0,Water,2.3,0,0
5000650,Hydro_NonPumped_EP,UT_S,Unit_4,7015,1993,HY,0,Water,1.5,0,0
5000651,Hydro_NonPumped_EP,UT_S,Upper_Beaver,3643,1907,HY,0,Water,2.5,0,0
5000652,Hydro_NonPumped_EP,WA_ID_AVA,Albeni_Falls,851,1955,HY,0,Water,42,0,0
5000653,Hydro_NonPumped_EP,WA_ID_AVA,Boundary,6433,1986,HY,0,Water,200,0,0
5000654,Hydro_NonPumped_EP,WA_ID_AVA,Boundary,6433,1985,HY,0,Water,200,0,0
5000655,Hydro_NonPumped_EP,WA_ID_AVA,Boundary,6433,1967,HY,0,Water,639.8,0,0
5000656,Hydro_NonPumped_EP,WA_ID_AVA,Box_Canyon,3891,1955,HY,0,Water,60,0,0
5000657,Hydro_NonPumped_EP,WA_ID_AVA,Cabinet_Gorge,833,1953,HY,0,Water,132.6,0,0
5000658,Hydro_NonPumped_EP,WA_ID_AVA,Cabinet_Gorge,833,1952,HY,0,Water,132.6,0,0
5000659,Hydro_NonPumped_EP,WA_ID_AVA,Dworshak,840,1975,HY,0,Water,180,0,0
5000660,Hydro_NonPumped_EP,WA_ID_AVA,Dworshak,840,1974,HY,0,Water,220,0,0
5000661,Hydro_NonPumped_EP,WA_ID_AVA,Ford_Hydro_LP,54674,1988,HY,0,Water,1.2,0,0
5000662,Hydro_NonPumped_EP,WA_ID_AVA,Little_Falls,3866,1911,HY,0,Water,8,0,0
5000663,Hydro_NonPumped_EP,WA_ID_AVA,Little_Falls,3866,1910,HY,0,Water,24,0,0
5000666,Hydro_NonPumped_EP,WA_ID_AVA,Little_Goose,3926,1971,HY,0,Water,135,0,0
5000664,Hydro_NonPumped_EP,WA_ID_AVA,Little_Goose,3926,1970,HY,0,Water,270,0,0
5000665,Hydro_NonPumped_EP,WA_ID_AVA,Little_Goose,3926,1978,HY,0,Water,405,0,0
5000668,Hydro_NonPumped_EP,WA_ID_AVA,Long_Lake,3867,1919,HY,0,Water,17.5,0,0
5000667,Hydro_NonPumped_EP,WA_ID_AVA,Long_Lake,3867,1915,HY,0,Water,35,0,0
5000669,Hydro_NonPumped_EP,WA_ID_AVA,Long_Lake,3867,1924,HY,0,Water,17.5,0,0
5000670,Hydro_NonPumped_EP,WA_ID_AVA,Lower_Granite,6175,1975,HY,0,Water,405,0,0
5000671,Hydro_NonPumped_EP,WA_ID_AVA,Lower_Granite,6175,1978,HY,0,Water,405,0,0
5000672,Hydro_NonPumped_EP,WA_ID_AVA,Meyers_Falls,3868,1915,HY,0,Water,1.2,0,0
5000673,Hydro_NonPumped_EP,WA_ID_AVA,Monroe_Street,9095,1992,HY,0,Water,14.8,0,0
5000676,Hydro_NonPumped_EP,WA_ID_AVA,Moyie_Springs,6506,1950,HY,0,Water,1,0,0
5000674,Hydro_NonPumped_EP,WA_ID_AVA,Moyie_Springs,6506,1921,HY,0,Water,0.4,0,0
5000675,Hydro_NonPumped_EP,WA_ID_AVA,Moyie_Springs,6506,1941,HY,0,Water,1,0,0
5000677,Hydro_NonPumped_EP,WA_ID_AVA,Moyie_Springs,6506,1982,HY,0,Water,1.5,0,0
5000678,Hydro_NonPumped_EP,WA_ID_AVA,Nine_Mile,3869,1994,HY,0,Water,20,0,0
5000679,Hydro_NonPumped_EP,WA_ID_AVA,Nine_Mile,3869,1908,HY,0,Water,3.1,0,0
5000683,Hydro_NonPumped_EP,WA_ID_AVA,Post_Falls,835,1906,HY,0,Water,6.6,0,0
5000680,Hydro_NonPumped_EP,WA_ID_AVA,Post_Falls,835,1907,HY,0,Water,2.2,0,0
5000681,Hydro_NonPumped_EP,WA_ID_AVA,Post_Falls,835,1980,HY,0,Water,3.5,0,0
5000682,Hydro_NonPumped_EP,WA_ID_AVA,Post_Falls,835,1908,HY,0,Water,2.2,0,0
5000684,Hydro_NonPumped_EP,WA_ID_AVA,Sheep_Creek_Hydro,50091,1986,HY,0,Water,1.6,0,0
5000686,Hydro_NonPumped_EP,WA_ID_AVA,Smith_Falls_Hydro_Project,54249,1989,HY,0,Water,2.1,0,0
5000685,Hydro_NonPumped_EP,WA_ID_AVA,Smith_Falls_Hydro_Project,54249,1990,HY,0,Water,36,0,0
5000687,Hydro_NonPumped_EP,WA_ID_AVA,Upper_Falls,9096,1922,HY,0,Water,10,0,0
5000688,Hydro_NonPumped_EP,WA_ID_AVA,Upriver_Dam_Hydro_Plant,50380,1984,HY,0,Water,11.6,0,0
5000689,Hydro_NonPumped_EP,WA_ID_AVA,Upriver_Dam_Hydro_Plant,50380,1936,HY,0,Water,6,0,0
5000690,Hydro_NonPumped_EP,WA_N_CEN,Chelan,6424,1927,HY,0,Water,29.6,0,0
5000691,Hydro_NonPumped_EP,WA_N_CEN,Chelan,6424,1928,HY,0,Water,29.6,0,0
5000696,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1958,HY,0,Water,352.8,0,0
5000692,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1978,HY,0,Water,380,0,0
5000693,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1957,HY,0,Water,441,0,0
5000694,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1977,HY,0,Water,285,0,0
5000695,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1956,HY,0,Water,264.6,0,0
5000697,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1979,HY,0,Water,380,0,0
5000698,Hydro_NonPumped_EP,WA_N_CEN,Chief_Joseph,3921,1955,HY,0,Water,352.8,0,0
5000712,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1980,HY,0,Water,805,0,0
5000699,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1948,HY,0,Water,125,0,0
5000700,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1943,HY,0,Water,375,0,0
5000701,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1949,HY,0,Water,375,0,0
5000702,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1979,HY,0,Water,805,0,0
5000703,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1976,HY,0,Water,1200,0,0
5000704,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1978,HY,0,Water,805,0,0
5000705,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1944,HY,0,Water,125,0,0
5000706,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1951,HY,0,Water,385,0,0
5000707,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1941,HY,0,Water,145,0,0
5000708,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1950,HY,0,Water,375,0,0
5000709,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1947,HY,0,Water,125,0,0
5000710,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1975,HY,0,Water,600,0,0
5000711,Hydro_NonPumped_EP,WA_N_CEN,Grand_Coulee,6163,1942,HY,0,Water,250,0,0
5000715,Hydro_Pumped_EP,WA_N_CEN,Grand_Coulee,6163,1984,PS,0,Water,53.5,0,0
5000713,Hydro_Pumped_EP,WA_N_CEN,Grand_Coulee,6163,1973,PS,0,Water,100,0,0
5000714,Hydro_Pumped_EP,WA_N_CEN,Grand_Coulee,6163,1983,PS,0,Water,160.5,0,0
5000716,Hydro_NonPumped_EP,WA_N_CEN,Main_Canal_Headworks,56698,1987,HY,0,Water,26.8,0,0
5000717,Hydro_NonPumped_EP,WA_N_CEN,PEC_Headworks,7113,1990,HY,0,Water,6.6,0,0
5000718,Hydro_NonPumped_EP,WA_N_CEN,Potholes_East_Canal_66.0,56697,1985,HY,0,Water,2.3,0,0
5000721,Hydro_NonPumped_EP,WA_N_CEN,Priest_Rapids,3887,1960,HY,0,Water,475,0,0
5000719,Hydro_NonPumped_EP,WA_N_CEN,Priest_Rapids,3887,1961,HY,0,Water,192.8,0,0
5000720,Hydro_NonPumped_EP,WA_N_CEN,Priest_Rapids,3887,1959,HY,0,Water,287.8,0,0
5000722,Hydro_NonPumped_EP,WA_N_CEN,Quincy_Chute,917,1985,HY,0,Water,9.4,0,0
5000727,Hydro_NonPumped_EP,WA_N_CEN,Rock_Island,6200,1979,HY,0,Water,205.2,0,0
5000723,Hydro_NonPumped_EP,WA_N_CEN,Rock_Island,6200,1978,HY,0,Water,205.2,0,0
5000724,Hydro_NonPumped_EP,WA_N_CEN,Rock_Island,6200,1953,HY,0,Water,67.5,0,0
5000725,Hydro_NonPumped_EP,WA_N_CEN,Rock_Island,6200,1932,HY,0,Water,35.7,0,0
5000726,Hydro_NonPumped_EP,WA_N_CEN,Rock_Island,6200,1931,HY,0,Water,42.6,0,0
5000728,Hydro_NonPumped_EP,WA_N_CEN,Rock_Island,6200,1952,HY,0,Water,67.5,0,0
5000730,Hydro_NonPumped_EP,WA_N_CEN,Rocky_Reach,3883,1974,HY,0,Water,250.8,0,0
5000729,Hydro_NonPumped_EP,WA_N_CEN,Rocky_Reach,3883,1973,HY,0,Water,250.8,0,0
5000731,Hydro_NonPumped_EP,WA_N_CEN,Rocky_Reach,3883,1961,HY,0,Water,798,0,0
5000732,Hydro_NonPumped_EP,WA_N_CEN,Roza,6407,1958,HY,0,Water,12.9,0,0
5000733,Hydro_NonPumped_EP,WA_N_CEN,Summer_Falls_Power_Plant,56695,1985,HY,0,Water,92,0,0
5000734,Hydro_NonPumped_EP,WA_N_CEN,Wanapum,3888,2011,HY,0,Water,122,0,0
5000736,Hydro_NonPumped_EP,WA_N_CEN,Wanapum,3888,1964,HY,0,Water,103.8,0,0
5000735,Hydro_NonPumped_EP,WA_N_CEN,Wanapum,3888,1963,HY,0,Water,726.6,0,0
5000737,Hydro_NonPumped_EP,WA_N_CEN,Wells,3886,1967,HY,0,Water,541.8,0,0
5000738,Hydro_NonPumped_EP,WA_N_CEN,Wells,3886,1969,HY,0,Water,154.8,0,0
5000739,Hydro_NonPumped_EP,WA_N_CEN,Wells,3886,1968,HY,0,Water,77.4,0,0
5000740,Hydro_NonPumped_EP,WA_W,Alder,3913,1945,HY,0,Water,25,0,0
5000741,Hydro_NonPumped_EP,WA_W,Alder,3913,1947,HY,0,Water,25,0,0
5000742,Hydro_NonPumped_EP,WA_W,Black_Creek,54860,1994,HY,0,Water,3.7,0,0
5000743,Hydro_NonPumped_EP,WA_W,Cedar_Falls,6430,1921,HY,0,Water,10,0,0
