site,generator_type,renewable_id,load_area,capacity_mw,connect_cost_per_mw,timezone_difference_from_utc,site_name_or_notes
Wind_OR_E_1699,Wind,1699,OR_E,90,28718.1150473836,-8,
Geothermal_OR_E_13,Geothermal,13,OR_E,180,10556.3340813181,-8,Newberry Volcano
Wind_NM_N_702,Wind,702,NM_N,60,15238.4524271544,-7,
Wind_NM_N_3715,Wind,3715,NM_N,30,20237.5755566005,-7,
Wind_OR_W_1748,Wind,1748,OR_W,150,8363.55768684063,-8,
Wind_CO_E_3387,Wind,3387,CO_E,30,30076.455259543,-7,
Wind_CO_E_3393,Wind,3393,CO_E,30,25485.1152569318,-7,
Wind_CO_E_3389,Wind,3389,CO_E,30,22066.4366000686,-7,
Wind_CO_E_3388,Wind,3388,CO_E,30,16513.5605610559,-7,
CSP_Trough_CO_E_103453965,CSP_Trough,103453965,CO_E,100,18369.7385039834,-7,
Wind_CA_SCE_CEN_436,Wind,436,CA_SCE_CEN,210,18858.7055690268,-8,
CSP_Trough_CA_SCE_CEN_118853805,CSP_Trough,118853805,CA_SCE_CEN,100,25762.4623268573,-8,
CSP_Trough_AZ_PHX_112053365,CSP_Trough,112053365,AZ_PHX,165.645,844.863200688728,-7,
Wind_CO_DEN_1969,Wind,1969,CO_DEN,30,6229.73340040442,-7,
Wind_WY_SE_917,Wind,917,WY_SE,4230,31258.8167660123,-7,
Wind_WY_SE_2511,Wind,2511,WY_SE,30,59179.42319645,-7,
Wind_WY_SE_1756,Wind,1756,WY_SE,120,48359.5718370722,-7,
Wind_WY_SE_1752,Wind,1752,WY_SE,240,63618.0592086244,-7,
Wind_WY_SE_2501,Wind,2501,WY_SE,30,43625.2857891675,-7,
Wind_WY_SE_2510,Wind,2510,WY_SE,30,56517.6675646881,-7,
Wind_WY_SE_2516,Wind,2516,WY_SE,30,62561.1775969118,-7,
Wind_WY_SE_2502,Wind,2502,WY_SE,30,53176.5271005113,-7,
Wind_WY_SE_2506,Wind,2506,WY_SE,30,56075.0399444772,-7,
Wind_ID_S_OR_E_2625,Wind,2625,ID_S_OR_E,30,47742.16048419,-7,
Wind_ID_S_OR_E_2650,Wind,2650,ID_S_OR_E,30,16358.1351389503,-7,
Geothermal_ID_S_OR_E_75,Geothermal,75,ID_S_OR_E,20,64574.3915151624,-7,Boiling Springs
Geothermal_ID_S_OR_E_80,Geothermal,80,ID_S_OR_E,20,79453.0883671256,-7,Indian Creek HS
Geothermal_ID_S_OR_E_84,Geothermal,84,ID_S_OR_E,20,51150.1836028923,-7,Vulcan HS
Geothermal_ID_S_OR_E_166,Geothermal,166,ID_S_OR_E,10,55650.9648698086,-7,Cabarton HS
Geothermal_ID_S_OR_E_171,Geothermal,171,ID_S_OR_E,10,8586.19887707536,-7,Krigbaum HS
Geothermal_ID_S_OR_E_175,Geothermal,175,ID_S_OR_E,10,45423.9074310837,-7,Molly's HS
Geothermal_ID_S_OR_E_194,Geothermal,194,ID_S_OR_E,10,26989.368535053,-7,White Licks HS
Wind_AZ_NW_215,Wind,215,AZ_NW,420,24209.5630676461,-7,
Wind_AZ_NW_3657,Wind,3657,AZ_NW,30,33284.5125843455,-7,
Wind_AZ_NW_245,Wind,245,AZ_NW,480,6761.47303323845,-7,
Wind_AZ_NW_232,Wind,232,AZ_NW,90,14042.3397150384,-7,
CSP_Trough_AZ_NW_114253505,CSP_Trough,114253505,AZ_NW,100,17855.6677838127,-7,
CSP_Trough_AZ_NW_114253545,CSP_Trough,114253545,AZ_NW,100,37703.6342609353,-7,
CSP_Trough_UT_S_110853925,CSP_Trough,110853925,UT_S,204.525,13599.8842168279,-7,
Wind_NV_S_206,Wind,206,NV_S,1560,23888.0617804665,-8,
Wind_NV_S_3675,Wind,3675,NV_S,30,24124.5267966648,-8,
CSP_Trough_NV_S_115053565,CSP_Trough,115053565,NV_S,100,16358.1541916983,-8,
Wind_WA_W_2880,Wind,2880,WA_W,30,20845.4788224868,-8,
CSP_Trough_AZ_PHX_111853345,CSP_Trough,111853345,AZ_PHX,100,5412.15021137742,-7,
CSP_Trough_CA_IID_115253305,CSP_Trough,115253305,CA_IID,100,23357.2359002132,-8,
Geothermal_CA_IID_29,Geothermal,29,CA_IID,200,21204.2630136011,-8,Brawley Geothermal
Wind_UT_N_1425,Wind,1425,UT_N,90,13395.2015702167,-7,
Wind_UT_N_2082,Wind,2082,UT_N,30,18392.6375622036,-7,
Wind_NV_N_1567,Wind,1567,NV_N,330,7757.44516594262,-8,
Wind_NV_N_120,Wind,120,NV_N,60,3244.60425244506,-8,
Wind_CA_SCE_CEN_3556,Wind,3556,CA_SCE_CEN,30,13618.2886630557,-8,
Wind_CA_SCE_CEN_322,Wind,322,CA_SCE_CEN,300,5445.79429126056,-8,
Wind_UT_S_1836,Wind,1836,UT_S,30,13087.4956706892,-7,
Wind_UT_S_1653,Wind,1653,UT_S,60,11708.7997156346,-7,
Geothermal_UT_S_2,Geothermal,2,UT_S,65,1532.48800714395,-7,Cove Fort Geothermal
Wind_AZ_APS_N_538,Wind,538,AZ_APS_N,390,57118.3524283012,-7,
CSP_Trough_AZ_APS_N_111253645,CSP_Trough,111253645,AZ_APS_N,100,51989.9667618143,-7,
Geothermal_ID_S_OR_E_34,Geothermal,34,ID_S_OR_E,26,38662.9247540403,-7,Neal Hot Springs
Wind_OR_W_2334,Wind,2334,OR_W,30,38089.8656230318,-8,
Wind_OR_E_2586,Wind,2586,OR_E,30,17614.3532368047,-8,
Wind_OR_E_2587,Wind,2587,OR_E,30,8226.26198910714,-8,
Wind_OR_E_1307,Wind,1307,OR_E,90,14689.4180565716,-8,
Wind_OR_E_1309,Wind,1309,OR_E,3360,18542.2741170547,-8,
Wind_OR_E_1306,Wind,1306,OR_E,150,10585.5703688111,-8,
Wind_OR_E_2581,Wind,2581,OR_E,30,10281.6268909612,-8,
Geothermal_OR_E_160,Geothermal,160,OR_E,16,29357.4333755016,-8,Three Creeks Butte (15 mi NW of Bend)
Wind_AZ_PHX_3493,Wind,3493,AZ_PHX,30,26377.3560462583,-7,
Wind_AZ_PHX_3508,Wind,3508,AZ_PHX,30,17033.2322284245,-7,
Wind_AZ_PHX_3505,Wind,3505,AZ_PHX,30,11254.9020261448,-7,
Wind_CA_SCE_CEN_285,Wind,285,CA_SCE_CEN,90,14463.2256631634,-8,
Wind_CA_SCE_CEN_289,Wind,289,CA_SCE_CEN,180,10373.6713357776,-8,
Wind_CA_SCE_CEN_291,Wind,291,CA_SCE_CEN,360,17252.8423718097,-8,
CSP_Trough_CA_SCE_CEN_116453465,CSP_Trough,116453465,CA_SCE_CEN,100,15810.5766116496,-8,
Wind_NM_S_TX_EPE_3456,Wind,3456,NM_S_TX_EPE,30,20340.227082961,-7,
Wind_CA_SCE_CEN_1814,Wind,1814,CA_SCE_CEN,30,46102.5033365103,-8,
Wind_CA_SCE_CEN_428,Wind,428,CA_SCE_CEN,120,29600.8974005686,-8,
Wind_WY_SE_797,Wind,797,WY_SE,25860,18801.7756441405,-7,
Wind_WY_SE_2327,Wind,2327,WY_SE,30,14846.9569118794,-7,
Geothermal_ID_E_82,Geothermal,82,ID_E,20,15793.4938718603,-7,Rexburg
Geothermal_CAN_BC_150,Geothermal,150,CAN_BC,16,55000.4561519225,-8,Harrison Hot Springs
Wind_WY_SE_860,Wind,860,WY_SE,60,9061.54330621374,-7,
Wind_WY_SE_848,Wind,848,WY_SE,270,9819.85439912329,-7,
Wind_WY_SE_856,Wind,856,WY_SE,60,17016.0569485169,-7,
Wind_WY_SE_138,Wind,138,WY_SE,450,20714.7759872812,-7,
Wind_WY_SE_859,Wind,859,WY_SE,60,12502.0781419762,-7,
Wind_CO_E_1541,Wind,1541,CO_E,180,10048.5262176661,-7,
Wind_CO_E_1935,Wind,1935,CO_E,30,4842.7027739019,-7,
Wind_CO_E_1551,Wind,1551,CO_E,660,16264.843662163,-7,
Wind_CO_E_1938,Wind,1938,CO_E,30,8029.91701336605,-7,
Wind_CO_E_1603,Wind,1603,CO_E,60,50401.4712892541,-7,
Wind_CO_E_1602,Wind,1602,CO_E,660,52488.7751149231,-7,
Wind_CO_E_1568,Wind,1568,CO_E,180,30217.1945593976,-7,
Wind_CO_E_1572,Wind,1572,CO_E,330,25752.006296582,-7,
CSP_Trough_CO_E_103053925,CSP_Trough,103053925,CO_E,243.405,35273.2465684992,-7,
CSP_Trough_AZ_SE_112253305,CSP_Trough,112253305,AZ_SE,100,25686.6523170346,-7,
CSP_Trough_AZ_SE_112053285,CSP_Trough,112053285,AZ_SE,132.435,13262.8767058631,-7,
CSP_Trough_NM_S_TX_EPE_106653185,CSP_Trough,106653185,NM_S_TX_EPE,100.035,3161.41156750839,-7,
Wind_WA_W_3262,Wind,3262,WA_W,30,7981.70156008821,-8,
Wind_WA_W_3274,Wind,3274,WA_W,30,18260.6641394868,-8,
Wind_WA_W_3287,Wind,3287,WA_W,30,32018.5496929548,-8,
Wind_WA_W_3292,Wind,3292,WA_W,30,46833.8592144571,-8,
Wind_WA_W_995,Wind,995,WA_W,90,24965.6452091649,-8,
Wind_WA_W_999,Wind,999,WA_W,60,6542.94016093662,-8,
Wind_WA_W_994,Wind,994,WA_W,60,29024.0467891418,-8,
Wind_WA_W_3252,Wind,3252,WA_W,30,4664.4063272403,-8,
Wind_WA_W_3269,Wind,3269,WA_W,30,19414.8001905458,-8,
Wind_WA_W_3278,Wind,3278,WA_W,30,20766.3917812306,-8,
Wind_WA_W_992,Wind,992,WA_W,60,18737.7088912944,-8,
Wind_OR_WA_BPA_1167,Wind,1167,OR_WA_BPA,90,13329.3920167219,-8,
Wind_OR_WA_BPA_1164,Wind,1164,OR_WA_BPA,360,8089.62959767762,-8,
Wind_AZ_PHX_3509,Wind,3509,AZ_PHX,30,8698.06662747114,-7,
Wind_AZ_PHX_3510,Wind,3510,AZ_PHX,30,5901.52963189638,-7,
Wind_AZ_PHX_3513,Wind,3513,AZ_PHX,30,5354.72048840078,-7,
CSP_Trough_AZ_PHX_111653365,CSP_Trough,111653365,AZ_PHX,147.825,14062.2102011257,-7,
Wind_CO_DEN_941,Wind,941,CO_DEN,60,20568.4850055182,-7,
Wind_CO_DEN_3386,Wind,3386,CO_DEN,30,27102.9004174281,-7,
CSP_Trough_CO_DEN_104253965,CSP_Trough,104253965,CO_DEN,100,11347.3285582123,-7,
CSP_Trough_CO_DEN_104053965,CSP_Trough,104053965,CO_DEN,813.24,26228.3055049018,-7,
Wind_ID_E_1702,Wind,1702,ID_E,180,19991.3660088644,-7,
Wind_OR_E_1735,Wind,1735,OR_E,60,22575.3903135339,-8,
Wind_OR_E_1726,Wind,1726,OR_E,270,28649.7458706846,-8,
Wind_OR_E_1724,Wind,1724,OR_E,1650,5971.38201351798,-8,
Wind_OR_E_1731,Wind,1731,OR_E,90,22082.9194914858,-8,
Wind_WA_W_2876,Wind,2876,WA_W,30,26553.1035946632,-8,
Wind_WA_W_2894,Wind,2894,WA_W,30,25054.8031662795,-8,
Wind_WA_W_2865,Wind,2865,WA_W,30,10756.1714252928,-8,
Wind_WA_W_2866,Wind,2866,WA_W,30,14568.0308773457,-8,
Wind_WA_W_2864,Wind,2864,WA_W,30,28820.6217222987,-8,
Wind_WA_W_1135,Wind,1135,WA_W,90,31180.1828200588,-8,
Wind_WA_W_2915,Wind,2915,WA_W,30,42129.6302569916,-8,
Wind_WA_W_2863,Wind,2863,WA_W,30,4782.28431252182,-8,
Wind_OR_E_2492,Wind,2492,OR_E,30,40247.2493638539,-8,
Wind_OR_E_1763,Wind,1763,OR_E,60,35070.0893902551,-8,
Wind_OR_E_2496,Wind,2496,OR_E,30,30160.0823759331,-8,
Wind_OR_E_1767,Wind,1767,OR_E,60,43981.394908808,-8,
Wind_OR_E_1750,Wind,1750,OR_E,450,18269.5597692699,-8,
Geothermal_OR_E_146,Geothermal,146,OR_E,16,28932.6892294215,-8,Summer Lake
Wind_UT_S_471,Wind,471,UT_S,120,1830.26421874593,-7,
Wind_UT_S_3939,Wind,3939,UT_S,30,28678.6718509257,-7,
Wind_UT_S_466,Wind,466,UT_S,120,10118.0886950167,-7,
Wind_UT_S_3950,Wind,3950,UT_S,30,14570.7777424924,-7,
Wind_WY_SW_868,Wind,868,WY_SW,720,4681.38295604498,-7,
Wind_ID_S_OR_E_2594,Wind,2594,ID_S_OR_E,30,47515.1322394003,-7,
Geothermal_NV_N_11,Geothermal,11,NV_N,245,1762.35068043351,-8,Patua Hot Springs
Geothermal_NV_N_49,Geothermal,49,NV_N,115,12431.6158593414,-8,Lee Allen Geothermal
Geothermal_NV_N_136,Geothermal,136,NV_N,16,53608.3852286239,-8,Wedell Springs (aka  Gabbs Valley)
Wind_CA_SCE_CEN_208,Wind,208,CA_SCE_CEN,9180,26199.1713481873,-8,
Wind_CA_SCE_CEN_747,Wind,747,CA_SCE_CEN,120,10910.6580931192,-8,
Wind_CA_SCE_CEN_752,Wind,752,CA_SCE_CEN,210,8954.6378613626,-8,
Wind_CA_SCE_CEN_3666,Wind,3666,CA_SCE_CEN,30,39777.0986938513,-8,
Wind_OR_E_793,Wind,793,OR_E,90,9958.16294972607,-8,
Wind_OR_E_806,Wind,806,OR_E,60,8703.65176029725,-8,
Wind_OR_E_2415,Wind,2415,OR_E,30,7706.23502387638,-8,
Wind_OR_E_828,Wind,828,OR_E,660,29910.5498799877,-8,
Wind_OR_E_809,Wind,809,OR_E,300,16942.7920943051,-8,
Wind_OR_E_780,Wind,780,OR_E,870,18942.5595704603,-8,
Wind_OR_E_821,Wind,821,OR_E,60,17498.4793342056,-8,
Wind_OR_E_817,Wind,817,OR_E,330,15856.2304696888,-8,
Wind_OR_E_798,Wind,798,OR_E,90,12436.7116723197,-8,
CSP_Trough_OR_E_119654165,CSP_Trough,119654165,OR_E,100,46361.5526958041,-8,
CSP_Trough_OR_E_119654185,CSP_Trough,119654185,OR_E,100,30496.3250058602,-8,
CSP_Trough_OR_E_119854165,CSP_Trough,119854165,OR_E,132.435,39589.5583909723,-8,
Geothermal_OR_E_25,Geothermal,25,OR_E,40,20816.1713771265,-8,Crump Geyser
CSP_Trough_CA_SCE_CEN_117253465,CSP_Trough,117253465,CA_SCE_CEN,100,7308.86279494139,-8,
Wind_CA_SCE_S_3532,Wind,3532,CA_SCE_S,30,3402.54111796031,-8,
Wind_CA_SCE_S_344,Wind,344,CA_SCE_S,60,3084.95807771701,-8,
Wind_OR_E_829,Wind,829,OR_E,270,43901.8820637166,-8,
CSP_Trough_OR_E_121654165,CSP_Trough,121654165,OR_E,100,46470.051887103,-8,
Geothermal_OR_E_63,Geothermal,63,OR_E,384,51138.1611859202,-8,Medicine Lake
Wind_CA_SCE_CEN_484,Wind,484,CA_SCE_CEN,90,9482.33141781486,-8,
Wind_CA_SCE_CEN_488,Wind,488,CA_SCE_CEN,60,3803.12587947444,-8,
Wind_CA_SCE_CEN_3443,Wind,3443,CA_SCE_CEN,30,8044.45025668099,-8,
Wind_CA_SCE_CEN_69,Wind,69,CA_SCE_CEN,90,7267.87191108297,-8,
Wind_CA_PGE_BAY_3371,Wind,3371,CA_PGE_BAY,30,1248.8104890713,-8,
Wind_CO_DEN_1934,Wind,1934,CO_DEN,30,5157.98372494835,-7,
Wind_CO_DEN_1944,Wind,1944,CO_DEN,30,3942.32059900374,-7,
Wind_CA_PGE_BAY_470,Wind,470,CA_PGE_BAY,300,3190.48237722625,-8,
Wind_CO_NW_2047,Wind,2047,CO_NW,30,17806.6238129033,-7,
Wind_CO_NW_1453,Wind,1453,CO_NW,330,16901.8811808869,-7,
Wind_CO_NW_2039,Wind,2039,CO_NW,30,23604.4152384581,-7,
CSP_Trough_AZ_APS_N_112053385,CSP_Trough,112053385,AZ_APS_N,100,1438.02005278922,-7,
Wind_CO_E_3842,Wind,3842,CO_E,30,42410.0667475314,-7,
Wind_CO_E_3368,Wind,3368,CO_E,30,48356.746161271,-7,
Wind_CO_E_3883,Wind,3883,CO_E,30,53323.0792128394,-7,
Wind_CO_E_3855,Wind,3855,CO_E,30,65237.5820288034,-7,
Wind_CO_E_519,Wind,519,CO_E,870,19836.0372586833,-7,
Wind_CO_E_522,Wind,522,CO_E,60,60004.5770471376,-7,
Wind_CO_E_3853,Wind,3853,CO_E,30,76567.2412715401,-7,
Wind_CO_E_3370,Wind,3370,CO_E,30,48459.5885278138,-7,
Wind_CO_E_3876,Wind,3876,CO_E,30,79016.6407450858,-7,
Wind_CO_E_518,Wind,518,CO_E,60,14892.7487456312,-7,
Wind_CO_E_3877,Wind,3877,CO_E,30,73340.9743692911,-7,
Wind_CO_E_516,Wind,516,CO_E,180,17223.6546838957,-7,
Wind_CO_E_520,Wind,520,CO_E,90,54559.5116835006,-7,
Wind_CO_E_951,Wind,951,CO_E,450,19595.9084996969,-7,
Wind_CO_E_534,Wind,534,CO_E,210,33854.4320947001,-7,
Wind_CO_E_3872,Wind,3872,CO_E,30,83801.3001091013,-7,
Wind_CO_E_3846,Wind,3846,CO_E,30,79991.0097345094,-7,
Wind_CO_E_3864,Wind,3864,CO_E,30,54780.1718514387,-7,
Wind_CO_E_535,Wind,535,CO_E,90,52171.97345082,-7,
Wind_CO_E_3869,Wind,3869,CO_E,30,45445.4469186393,-7,
Wind_CO_E_526,Wind,526,CO_E,180,33189.3425415964,-7,
Wind_CO_E_547,Wind,547,CO_E,360,64273.7129096139,-7,
Wind_CO_E_3871,Wind,3871,CO_E,30,86604.4514036655,-7,
Wind_CO_E_3892,Wind,3892,CO_E,30,18884.7990259026,-7,
Wind_CO_E_552,Wind,552,CO_E,60,43034.2969160722,-7,
Wind_CO_E_3839,Wind,3839,CO_E,30,86115.5538435445,-7,
Wind_CO_E_952,Wind,952,CO_E,60,27972.4738496255,-7,
Wind_CO_E_950,Wind,950,CO_E,1470,35813.4947441986,-7,
Wind_CO_E_3841,Wind,3841,CO_E,30,42389.4062602021,-7,
Wind_CO_E_3874,Wind,3874,CO_E,30,39697.8989953955,-7,
Wind_CO_E_537,Wind,537,CO_E,1080,37464.9555057868,-7,
Wind_CO_E_3873,Wind,3873,CO_E,30,76789.8410270749,-7,
Wind_CO_E_553,Wind,553,CO_E,60,59206.146772045,-7,
Wind_CO_E_3861,Wind,3861,CO_E,30,40219.8571410354,-7,
Wind_CO_E_542,Wind,542,CO_E,90,81616.3071526298,-7,
Wind_CO_E_953,Wind,953,CO_E,720,5511.52454204508,-7,
Wind_CO_E_3863,Wind,3863,CO_E,30,58198.2341930636,-7,
Wind_CO_E_3836,Wind,3836,CO_E,30,43463.5519229765,-7,
Wind_CO_E_3854,Wind,3854,CO_E,30,74018.7230064286,-7,
Wind_CO_E_3865,Wind,3865,CO_E,30,40567.6119909165,-7,
Wind_CO_E_507,Wind,507,CO_E,2760,30398.5766810189,-7,
Wind_CO_E_3888,Wind,3888,CO_E,30,28092.5860514064,-7,
Wind_CO_E_3840,Wind,3840,CO_E,30,72217.2633163409,-7,
Wind_CO_E_527,Wind,527,CO_E,390,25915.7878461441,-7,
Wind_CO_E_3878,Wind,3878,CO_E,30,47409.3436280267,-7,
Wind_CO_E_3882,Wind,3882,CO_E,30,64368.5313668915,-7,
Wind_CO_E_544,Wind,544,CO_E,120,69181.1607202349,-7,
Wind_CO_E_3826,Wind,3826,CO_E,30,70136.8281775348,-7,
Wind_CO_E_3828,Wind,3828,CO_E,30,73261.0853399514,-7,
CSP_Trough_CO_E_102053725,CSP_Trough,102053725,CO_E,100,39986.4005548724,-7,
CSP_Trough_CO_E_102053745,CSP_Trough,102053745,CO_E,100,37430.5746216236,-7,
CSP_Trough_CO_E_102253705,CSP_Trough,102253705,CO_E,100,42332.8194274623,-7,
CSP_Trough_CO_E_102253725,CSP_Trough,102253725,CO_E,100,24651.6381069525,-7,
CSP_Trough_CO_E_102253765,CSP_Trough,102253765,CO_E,100,34733.0998841001,-7,
CSP_Trough_CO_E_102453725,CSP_Trough,102453725,CO_E,100,15558.6413024264,-7,
CSP_Trough_CO_E_102453705,CSP_Trough,102453705,CO_E,499.77,37755.338532249,-7,
Wind_CO_E_3951,Wind,3951,CO_E,30,21374.0849579906,-7,
Wind_CO_E_3442,Wind,3442,CO_E,30,17506.356900169,-7,
Wind_CO_E_3917,Wind,3917,CO_E,30,28492.1159198099,-7,
Wind_CO_E_473,Wind,473,CO_E,1410,30847.9101914027,-7,
Wind_CO_E_3944,Wind,3944,CO_E,30,8447.03202483349,-7,
Wind_CO_E_460,Wind,460,CO_E,7290,19496.2753087693,-7,
Wind_CO_E_3943,Wind,3943,CO_E,30,46970.9144848666,-7,
Wind_CO_E_3941,Wind,3941,CO_E,30,23519.0232935597,-7,
Wind_CO_E_52,Wind,52,CO_E,900,25623.5957006702,-7,
Wind_CO_E_3914,Wind,3914,CO_E,30,35312.7434644606,-7,
Wind_CO_E_187,Wind,187,CO_E,210,46815.6231248204,-7,
Wind_CO_E_3933,Wind,3933,CO_E,30,22824.1711431651,-7,
Wind_CO_E_180,Wind,180,CO_E,60,53469.477925459,-7,
Wind_CO_E_3931,Wind,3931,CO_E,30,40457.4634089241,-7,
Wind_CO_E_459,Wind,459,CO_E,60,50188.5724832009,-7,
Wind_CO_E_151,Wind,151,CO_E,1080,31818.7910474254,-7,
Wind_CO_E_3926,Wind,3926,CO_E,30,18289.9567146877,-7,
Wind_CO_E_3940,Wind,3940,CO_E,30,7243.63745229484,-7,
Wind_CO_E_3932,Wind,3932,CO_E,30,3422.41415411959,-7,
Wind_CO_E_3945,Wind,3945,CO_E,30,17166.5764339429,-7,
Wind_CO_E_458,Wind,458,CO_E,60,54669.947322698,-7,
Wind_CO_E_485,Wind,485,CO_E,510,10510.1975871487,-7,
Wind_CO_E_183,Wind,183,CO_E,150,26830.7871896957,-7,
Wind_CO_E_3921,Wind,3921,CO_E,30,4910.95825492412,-7,
Wind_CO_E_496,Wind,496,CO_E,210,42005.5399300436,-7,
Wind_CO_SW_596,Wind,596,CO_SW,120,67709.9143637056,-7,
Wind_CO_SW_591,Wind,591,CO_SW,90,68381.592096699,-7,
Wind_CO_SW_588,Wind,588,CO_SW,60,67907.6306105188,-7,
Wind_CO_SW_521,Wind,521,CO_SW,180,27187.7579471143,-7,
Wind_CO_SW_3890,Wind,3890,CO_SW,30,31844.5277633475,-7,
Wind_CO_SW_3880,Wind,3880,CO_SW,30,26874.2956054794,-7,
Wind_OR_W_63,Wind,63,OR_W,270,16008.3671081019,-8,
Wind_OR_W_3435,Wind,3435,OR_W,30,14627.7698225059,-8,
Wind_OR_W_1313,Wind,1313,OR_W,300,41809.6480388012,-8,
Wind_OR_W_2267,Wind,2267,OR_W,30,29410.453605668,-8,
Wind_OR_W_2276,Wind,2276,OR_W,30,33671.0045658816,-8,
Wind_OR_W_1312,Wind,1312,OR_W,150,32938.6810315561,-8,
Wind_OR_W_147,Wind,147,OR_W,600,3628.46308582612,-8,
Wind_OR_W_2273,Wind,2273,OR_W,30,23525.1849795357,-8,
Wind_OR_W_2277,Wind,2277,OR_W,30,11521.8053899176,-8,
Wind_OR_W_853,Wind,853,OR_W,90,38859.233829129,-8,
Wind_OR_W_2294,Wind,2294,OR_W,30,22354.6682446112,-8,
Wind_OR_W_864,Wind,864,OR_W,60,18462.6090503325,-8,
Wind_OR_W_854,Wind,854,OR_W,60,14609.4562808241,-8,
Wind_OR_W_2282,Wind,2282,OR_W,30,27659.0574181369,-8,
Wind_OR_W_847,Wind,847,OR_W,1770,8469.30836927169,-8,
Wind_OR_W_85,Wind,85,OR_W,390,12868.9783171654,-8,
Wind_OR_W_2281,Wind,2281,OR_W,30,33134.257921414,-8,
Wind_OR_W_850,Wind,850,OR_W,60,16929.0661012136,-8,
Wind_OR_W_2299,Wind,2299,OR_W,30,22073.9091752883,-8,
CSP_Trough_OR_W_121854145,CSP_Trough,121854145,OR_W,274.995,42681.7746454307,-8,
Geothermal_OR_W_33,Geothermal,33,OR_W,120,7817.28487526107,-8,Military Pass Road
Geothermal_OR_W_71,Geothermal,71,OR_W,45,15262.6951402781,-8,Mt Shasta (incl. areas around Lassen: Growler & Morgan)
Wind_OR_WA_BPA_2950,Wind,2950,OR_WA_BPA,30,25680.4144188424,-8,
Wind_OR_WA_BPA_2916,Wind,2916,OR_WA_BPA,30,17054.0552361815,-8,
Wind_OR_WA_BPA_2949,Wind,2949,OR_WA_BPA,30,29986.2195438311,-8,
Wind_OR_WA_BPA_2936,Wind,2936,OR_WA_BPA,30,26403.3827830275,-8,
Wind_OR_WA_BPA_2943,Wind,2943,OR_WA_BPA,30,22526.4510133582,-8,
Wind_OR_WA_BPA_1118,Wind,1118,OR_WA_BPA,90,54256.1011383295,-8,
Wind_OR_WA_BPA_2904,Wind,2904,OR_WA_BPA,30,49371.5684600828,-8,
Wind_OR_WA_BPA_1123,Wind,1123,OR_WA_BPA,90,21444.5390043839,-8,
Wind_OR_WA_BPA_2881,Wind,2881,OR_WA_BPA,30,28674.1321694083,-8,
Wind_CO_SW_3920,Wind,3920,CO_SW,30,44793.4088888583,-7,
CSP_Trough_CO_SW_105453745,CSP_Trough,105453745,CO_SW,174.96,39240.2919299859,-7,
Wind_AZ_SE_3485,Wind,3485,AZ_SE,30,34708.8354594533,-7,
Wind_AZ_SE_364,Wind,364,AZ_SE,60,43458.0473799899,-7,
Wind_CA_PGE_N_441,Wind,441,CA_PGE_N,240,1606.98753156462,-8,
Wind_OR_WA_BPA_2648,Wind,2648,OR_WA_BPA,30,94597.528632447,-8,
Wind_OR_WA_BPA_2643,Wind,2643,OR_WA_BPA,30,91518.0457164357,-8,
Wind_OR_WA_BPA_2647,Wind,2647,OR_WA_BPA,30,91036.052803401,-8,
Wind_OR_WA_BPA_2642,Wind,2642,OR_WA_BPA,30,89234.5150807828,-8,
Wind_OR_WA_BPA_2716,Wind,2716,OR_WA_BPA,30,54480.7213279135,-8,
Wind_OR_WA_BPA_1209,Wind,1209,OR_WA_BPA,450,49664.3837679436,-8,
Wind_OR_WA_BPA_1219,Wind,1219,OR_WA_BPA,150,58948.3383922381,-8,
Wind_OR_WA_BPA_1221,Wind,1221,OR_WA_BPA,90,58193.3693860404,-8,
Wind_OR_WA_BPA_1262,Wind,1262,OR_WA_BPA,360,111670.758772454,-8,
Wind_OR_WA_BPA_1263,Wind,1263,OR_WA_BPA,240,108876.011018025,-8,
Wind_NV_N_863,Wind,863,NV_N,420,20180.7158441031,-8,
Wind_NV_N_2272,Wind,2272,NV_N,30,22674.0480196503,-8,
Geothermal_CAN_BC_156,Geothermal,156,CAN_BC,16,22816.9906202744,-8,Okanagan
CSP_Trough_AZ_APS_SW_112653345,CSP_Trough,112653345,AZ_APS_SW,298.08,5531.09336194073,-7,
Wind_WY_SE_862,Wind,862,WY_SE,120,32307.6500081126,-7,
Wind_WY_SE_2254,Wind,2254,WY_SE,30,7660.88843526707,-7,
Wind_CA_PGE_N_2088,Wind,2088,CA_PGE_N,30,59848.7529355614,-8,
Wind_CA_PGE_N_2096,Wind,2096,CA_PGE_N,30,53015.0624414204,-8,
Wind_CA_PGE_N_2040,Wind,2040,CA_PGE_N,30,14317.5717121128,-8,
Wind_CA_PGE_N_1423,Wind,1423,CA_PGE_N,60,55425.8774536107,-8,
Wind_CA_PGE_N_2058,Wind,2058,CA_PGE_N,30,43838.9647267398,-8,
Wind_CA_PGE_N_2086,Wind,2086,CA_PGE_N,30,41541.7740328548,-8,
Wind_CA_PGE_N_1426,Wind,1426,CA_PGE_N,120,54842.0863895684,-8,
Wind_CA_PGE_N_2087,Wind,2087,CA_PGE_N,30,49460.6722610803,-8,
CSP_Trough_CA_PGE_N_121054045,CSP_Trough,121054045,CA_PGE_N,100,32696.0502991599,-8,
CSP_Trough_CA_PGE_N_121254045,CSP_Trough,121254045,CA_PGE_N,100,30911.1100790161,-8,
