ep_id,month,avg_capacity_factor_hydro
5000708,8,0.37569
5000708,9,0.24039
5000708,10,0.26570
5000708,11,0.32169
5000708,12,0.36326
5000709,1,0.38554
5000709,2,0.34119
5000709,3,0.31602
5000709,4,0.36893
5000709,5,0.43583
5000709,6,0.54050
5000709,7,0.48016
5000709,8,0.37569
5000709,9,0.24039
5000709,10,0.26570
5000709,11,0.32169
5000709,12,0.36326
5000710,1,0.38554
5000710,2,0.34119
5000710,3,0.31602
5000710,4,0.36893
5000710,5,0.43583
5000710,6,0.54050
5000710,7,0.48016
5000710,8,0.37569
5000710,9,0.24039
5000710,10,0.26570
5000710,11,0.32169
5000710,12,0.36326
5000711,1,0.38554
5000711,2,0.34119
5000711,3,0.31602
5000711,4,0.36893
5000711,5,0.43583
5000711,6,0.54050
5000711,7,0.48016
5000711,8,0.37569
5000711,9,0.24039
5000711,10,0.26570
5000711,11,0.32169
5000711,12,0.36326
5000712,1,0.38554
5000712,2,0.34119
5000712,3,0.31602
5000712,4,0.36893
5000712,5,0.43583
5000712,6,0.54050
5000712,7,0.48016
5000712,8,0.37569
5000712,9,0.24039
5000712,10,0.26570
5000712,11,0.32169
5000712,12,0.36326
5000713,1,0.01178
5000713,2,0.02484
5000713,3,0.02667
5000713,4,0.01807
5000713,5,0.02273
5000713,6,0.01744
5000713,7,0.00808
5000713,8,0.01744
5000713,9,0.00231
5000713,10,0.00012
5000713,11,0.01608
5000713,12,0.03264
5000714,1,0.01178
5000714,2,0.02484
5000714,3,0.02667
5000714,4,0.01807
5000714,5,0.02273
5000714,6,0.01744
5000714,7,0.00808
5000714,8,0.01744
5000714,9,0.00231
5000714,10,0.00012
5000714,11,0.01608
5000714,12,0.03264
5000715,1,0.01178
5000715,2,0.02484
5000715,3,0.02667
5000715,4,0.01807
5000715,5,0.02273
5000715,6,0.01744
5000715,7,0.00808
5000715,8,0.01744
5000715,9,0.00231
5000715,10,0.00012
5000715,11,0.01608
5000715,12,0.03264
5000716,1,0.43890
5000716,2,0.40065
5000716,3,0.39132
5000716,4,0.44123
5000716,5,0.53312
5000716,6,0.59888
5000716,7,0.47668
5000716,8,0.37313
5000716,9,0.28032
5000716,10,0.30690
5000716,11,0.35634
5000716,12,0.40438
5000717,1,0.17803
5000717,2,0.15909
5000717,3,0.17992
5000717,4,0.39962
5000717,5,0.50189
5000717,6,0.73674
5000717,7,0.59659
5000717,8,0.44318
5000717,9,0.32765
5000717,10,0.24621
5000717,11,0.15152
5000717,12,0.16477
5000718,1,0.42391
5000718,2,0.38587
5000718,3,0.38587
5000718,4,0.42935
5000718,5,0.51630
5000718,6,0.57609
5000718,7,0.46739
5000718,8,0.36413
5000718,9,0.27717
5000718,10,0.29891
5000718,11,0.33696
5000718,12,0.39130
5000719,1,0.62512
5000719,2,0.58140
5000719,3,0.54930
5000719,4,0.55426
5000719,5,0.57381
5000719,6,0.60098
5000719,7,0.51797
5000719,8,0.49046
5000719,9,0.39562
5000719,10,0.42503
5000719,11,0.51011
5000719,12,0.59145
5000720,1,0.62512
5000720,2,0.58140
5000720,3,0.54930
5000720,4,0.55426
5000720,5,0.57381
5000720,6,0.60098
5000720,7,0.51797
5000720,8,0.49046
5000720,9,0.39562
5000720,10,0.42503
5000720,11,0.51011
5000720,12,0.59145
5000721,1,0.62512
5000721,2,0.58140
5000721,3,0.54930
5000721,4,0.55426
5000721,5,0.57381
5000721,6,0.60098
5000721,7,0.51797
5000721,8,0.49046
5000721,9,0.39562
5000721,10,0.42503
5000721,11,0.51011
5000721,12,0.59145
5000722,1,0.20479
5000722,2,0.18883
5000722,3,0.18218
5000722,4,0.33644
5000722,5,0.47606
5000722,6,0.74069
5000722,7,0.70612
5000722,8,0.59441
5000722,9,0.41356
5000722,10,0.27261
5000722,11,0.16888
5000722,12,0.18883
5000723,1,0.48489
5000723,2,0.45176
5000723,3,0.42891
5000723,4,0.47745
5000723,5,0.54519
5000723,6,0.57391
5000723,7,0.46657
5000723,8,0.41152
5000723,9,0.31299
5000723,10,0.34309
5000723,11,0.41550
5000723,12,0.45767
5000724,1,0.48489
5000724,2,0.45176
5000724,3,0.42891
5000724,4,0.47745
5000724,5,0.54519
5000724,6,0.57391
5000724,7,0.46657
5000724,8,0.41152
5000724,9,0.31299
5000724,10,0.34309
5000724,11,0.41550
5000724,12,0.45767
5000725,1,0.48489
5000725,2,0.45176
5000725,3,0.42891
5000725,4,0.47745
5000725,5,0.54519
5000725,6,0.57391
5000725,7,0.46657
5000725,8,0.41152
5000725,9,0.31299
5000725,10,0.34309
5000725,11,0.41550
5000725,12,0.45767
5000726,1,0.48489
5000726,2,0.45176
5000726,3,0.42891
5000726,4,0.47745
5000726,5,0.54519
5000726,6,0.57391
5000726,7,0.46657
5000726,8,0.41152
5000726,9,0.31299
5000726,10,0.34309
5000726,11,0.41550
5000726,12,0.45767
5000727,1,0.48489
5000727,2,0.45176
5000727,3,0.42891
5000727,4,0.47745
5000727,5,0.54519
5000727,6,0.57391
5000727,7,0.46657
5000727,8,0.41152
5000727,9,0.31299
5000727,10,0.34309
5000727,11,0.41550
5000727,12,0.45767
5000728,1,0.48489
5000728,2,0.45176
5000728,3,0.42891
5000728,4,0.47745
5000728,5,0.54519
5000728,6,0.57391
5000728,7,0.46657
5000728,8,0.41152
5000728,9,0.31299
5000728,10,0.34309
5000728,11,0.41550
5000728,12,0.45767
5000729,1,0.53913
5000729,2,0.50010
5000729,3,0.47270
5000729,4,0.55994
5000729,5,0.65411
5000729,6,0.70279
5000729,7,0.59050
5000729,8,0.48920
5000729,9,0.34519
5000729,10,0.37537
5000729,11,0.45106
5000729,12,0.50650
5000730,1,0.53913
5000730,2,0.50010
5000730,3,0.47270
5000730,4,0.55994
5000730,5,0.65411
5000730,6,0.70279
5000730,7,0.59050
5000730,8,0.48920
5000730,9,0.34519
5000730,10,0.37537
5000730,11,0.45106
5000730,12,0.50650
5000731,1,0.53913
5000731,2,0.50010
5000731,3,0.47270
5000731,4,0.55994
5000731,5,0.65411
5000731,6,0.70279
5000731,7,0.59050
5000731,8,0.48920
5000731,9,0.34519
5000731,10,0.37537
5000731,11,0.45106
5000731,12,0.50650
5000732,1,0.56008
5000732,2,0.51260
5000732,3,0.51647
5000732,4,0.57558
5000732,5,0.68217
5000732,6,0.74709
5000732,7,0.60078
5000732,8,0.47190
5000732,9,0.36240
5000732,10,0.38178
5000732,11,0.44671
5000732,12,0.49806
5000733,1,0.47418
5000733,2,0.43356
5000733,3,0.42500
5000733,4,0.47853
5000733,5,0.57622
5000733,6,0.64633
5000733,7,0.51658
5000733,8,0.40272
5000733,9,0.30204
5000733,10,0.33016
5000733,11,0.38424
5000733,12,0.43492
5000734,1,0.72131
5000734,2,0.66458
5000734,3,0.62656
5000734,4,0.68886
5000734,5,0.78903
5000734,6,0.80965
5000734,7,0.73101
5000734,8,0.62896
5000734,9,0.45225
5000734,10,0.48660
5000734,11,0.60023
5000734,12,0.66604
5000735,1,0.72131
5000735,2,0.66458
5000735,3,0.62656
5000735,4,0.68886
5000735,5,0.78903
5000735,6,0.80965
5000735,7,0.73101
5000735,8,0.62896
5000735,9,0.45225
5000735,10,0.48660
5000735,11,0.60023
5000735,12,0.66604
5000736,1,0.72131
5000736,2,0.66458
5000736,3,0.62656
5000736,4,0.68886
5000736,5,0.78903
5000736,6,0.80965
5000736,7,0.73101
5000736,8,0.62896
5000736,9,0.45225
5000736,10,0.48660
5000736,11,0.60023
5000736,12,0.66604
5000737,1,0.62996
5000737,2,0.58516
5000737,3,0.54990
5000737,4,0.61996
5000737,5,0.68744
5000737,6,0.78467
5000737,7,0.69172
5000737,8,0.57834
5000737,9,0.41400
5000737,10,0.44491
5000737,11,0.52760
5000737,12,0.59306
5000738,1,0.62996
5000738,2,0.58516
5000738,3,0.54990
5000738,4,0.61996
5000738,5,0.68744
5000738,6,0.78467
5000738,7,0.69172
5000738,8,0.57834
5000738,9,0.41400
5000738,10,0.44491
5000738,11,0.52760
5000738,12,0.59306
5000739,1,0.62996
5000739,2,0.58516
5000739,3,0.54990
5000739,4,0.61996
5000739,5,0.68744
5000739,6,0.78467
5000739,7,0.69172
5000739,8,0.57834
5000739,9,0.41400
5000739,10,0.44491
5000739,11,0.52760
5000739,12,0.59306
5000740,1,0.54200
5000740,2,0.46525
5000740,3,0.43700
5000740,4,0.41900
5000740,5,0.48150
5000740,6,0.53950
5000740,7,0.44075
5000740,8,0.33125
5000740,9,0.27100
5000740,10,0.29550
5000740,11,0.39450
5000740,12,0.50975
5000741,1,0.54200
5000741,2,0.46525
5000741,3,0.43700
5000741,4,0.41900
5000741,5,0.48150
5000741,6,0.53950
5000741,7,0.44075
5000741,8,0.33125
5000741,9,0.27100
5000741,10,0.29550
5000741,11,0.39450
5000741,12,0.50975
5000742,1,0.26351
5000742,2,0.25676
5000742,3,0.22635
5000742,4,0.24324
5000742,5,0.28041
5000742,6,0.34122
5000742,7,0.28378
5000742,8,0.22297
5000742,9,0.18243
5000742,10,0.18919
5000742,11,0.21622
5000742,12,0.22973
5000743,1,0.43063
5000743,2,0.39750
5000743,3,0.39438
5000743,4,0.43875
5000743,5,0.52625
5000743,6,0.59063
5000743,7,0.47250
5000743,8,0.36250
5000743,9,0.27875
5000743,10,0.29625
5000743,11,0.34500
5000743,12,0.38438
5000744,1,0.43063
5000744,2,0.39750
5000744,3,0.39438
5000744,4,0.43875
5000744,5,0.52625
5000744,6,0.59063
5000744,7,0.47250
5000744,8,0.36250
5000744,9,0.27875
5000744,10,0.29625
5000744,11,0.34500
5000744,12,0.38438
5000745,1,0.38732
5000745,2,0.35464
5000745,3,0.35232
5000745,4,0.39250
5000745,5,0.47554
5000745,6,0.53161
5000745,7,0.42036
5000745,8,0.32661
5000745,9,0.25429
5000745,10,0.27054
5000745,11,0.31625
5000745,12,0.35304
5000746,1,0.47512
5000746,2,0.37963
5000746,3,0.32784
5000746,4,0.27807
5000746,5,0.33854
5000746,6,0.36516
5000746,7,0.33218
5000746,8,0.23843
5000746,9,0.25984
5000746,10,0.33738
5000746,11,0.40278
5000746,12,0.45602
5000747,1,0.41481
5000747,2,0.27778
5000747,3,0.25015
5000747,4,0.18596
5000747,5,0.17392
5000747,6,0.20802
5000747,7,0.19012
5000747,8,0.20139
5000747,9,0.20340
5000747,10,0.26204
5000747,11,0.28611
5000747,12,0.35664
5000748,1,0.41481
5000748,2,0.27778
5000748,3,0.25015
5000748,4,0.18596
5000748,5,0.17392
5000748,6,0.20802
5000748,7,0.19012
5000748,8,0.20139
5000748,9,0.20340
5000748,10,0.26204
5000748,11,0.28611
5000748,12,0.35664
5000749,1,0.41481
5000749,2,0.27778
5000749,3,0.25015
5000749,4,0.18596
5000749,5,0.17392
5000749,6,0.20802
5000749,7,0.19012
5000749,8,0.20139
5000749,9,0.20340
5000749,10,0.26204
5000749,11,0.28611
5000749,12,0.35664
5000750,1,0.60458
5000750,2,0.61150
5000750,3,0.49068
5000750,4,0.43654
5000750,5,0.46416
5000750,6,0.55935
5000750,7,0.49630
5000750,8,0.36849
5000750,9,0.34300
5000750,10,0.36561
5000750,11,0.51309
5000750,12,0.47012
5000751,1,0.60458
5000751,2,0.61150
5000751,3,0.49068
5000751,4,0.43654
5000751,5,0.46416
5000751,6,0.55935
5000751,7,0.49630
5000751,8,0.36849
5000751,9,0.34300
5000751,10,0.36561
5000751,11,0.51309
5000751,12,0.47012
5000752,1,0.45888
5000752,2,0.41502
5000752,3,0.41173
5000752,4,0.45504
5000752,5,0.56414
5000752,6,0.62993
5000752,7,0.49342
5000752,8,0.38542
5000752,9,0.30702
5000752,10,0.32730
5000752,11,0.38158
5000752,12,0.42928
5000753,1,0.45888
5000753,2,0.41502
5000753,3,0.41173
5000753,4,0.45504
5000753,5,0.56414
5000753,6,0.62993
5000753,7,0.49342
5000753,8,0.38542
5000753,9,0.30702
5000753,10,0.32730
5000753,11,0.38158
5000753,12,0.42928
5000754,1,0.48115
5000754,2,0.43849
5000754,3,0.43651
5000754,4,0.48313
5000754,5,0.59325
5000754,6,0.66071
5000754,7,0.51984
5000754,8,0.40675
5000754,9,0.32044
5000754,10,0.34325
5000754,11,0.39881
5000754,12,0.44742
5000755,1,0.48115
5000755,2,0.43849
5000755,3,0.43651
5000755,4,0.48313
5000755,5,0.59325
5000755,6,0.66071
5000755,7,0.51984
5000755,8,0.40675
5000755,9,0.32044
5000755,10,0.34325
5000755,11,0.39881
5000755,12,0.44742
5000756,1,0.60890
5000756,2,0.55061
5000756,3,0.55138
5000756,4,0.61426
5000756,5,0.74847
5000756,6,0.80982
5000756,7,0.65107
5000756,8,0.50844
5000756,9,0.40031
5000756,10,0.42561
5000756,11,0.49617
5000756,12,0.56058
5000757,1,0.64363
5000757,2,0.66492
5000757,3,0.53166
5000757,4,0.43506
5000757,5,0.39007
5000757,6,0.51345
5000757,7,0.57947
5000757,8,0.40057
5000757,9,0.40340
5000757,10,0.43174
5000757,11,0.57917
5000757,12,0.51417
5000758,1,0.64363
5000758,2,0.66492
5000758,3,0.53166
5000758,4,0.43506
5000758,5,0.39007
5000758,6,0.51345
5000758,7,0.57947
5000758,8,0.40057
5000758,9,0.40340
5000758,10,0.43174
5000758,11,0.57917
5000758,12,0.51417
5000759,1,0.64363
5000759,2,0.66492
5000759,3,0.53166
5000759,4,0.43506
5000759,5,0.39007
5000759,6,0.51345
5000759,7,0.57947
5000759,8,0.40057
5000759,9,0.40340
5000759,10,0.43174
5000759,11,0.57917
5000759,12,0.51417
5000760,1,0.50145
5000760,2,0.43482
5000760,3,0.40239
5000760,4,0.41134
5000760,5,0.46456
5000760,6,0.57581
5000760,7,0.43068
5000760,8,0.34123
5000760,9,0.27471
5000760,10,0.29852
5000760,11,0.42442
5000760,12,0.46467
5000761,1,0.36771
5000761,2,0.34375
5000761,3,0.34271
5000761,4,0.39688
5000761,5,0.48229
5000761,6,0.54688
5000761,7,0.44479
5000761,8,0.34896
5000761,9,0.25938
5000761,10,0.26250
5000761,11,0.30104
5000761,12,0.33333
5000762,1,0.63438
5000762,2,0.52695
5000762,3,0.50137
5000762,4,0.52012
5000762,5,0.56543
5000762,6,0.61504
5000762,7,0.50117
5000762,8,0.37832
5000762,9,0.34395
5000762,10,0.36855
5000762,11,0.49648
5000762,12,0.62734
5000763,1,0.63438
5000763,2,0.52695
5000763,3,0.50137
5000763,4,0.52012
5000763,5,0.56543
5000763,6,0.61504
5000763,7,0.50117
5000763,8,0.37832
5000763,9,0.34395
5000763,10,0.36855
5000763,11,0.49648
5000763,12,0.62734
5000764,1,0.49662
5000764,2,0.45221
5000764,3,0.45441
5000764,4,0.50324
5000764,5,0.60794
5000764,6,0.67368
5000764,7,0.53647
5000764,8,0.41868
5000764,9,0.32515
5000764,10,0.34735
5000764,11,0.40515
5000764,12,0.45294
5000765,1,0.59059
5000765,2,0.51227
5000765,3,0.49213
5000765,4,0.42546
5000765,5,0.47600
5000765,6,0.53534
5000765,7,0.42569
5000765,8,0.32184
5000765,9,0.30756
5000765,10,0.36605
5000765,11,0.54344
5000765,12,0.58642
5000766,1,0.59059
5000766,2,0.51227
5000766,3,0.49213
5000766,4,0.42546
5000766,5,0.47600
5000766,6,0.53534
5000766,7,0.42569
5000766,8,0.32184
5000766,9,0.30756
5000766,10,0.36605
5000766,11,0.54344
5000766,12,0.58642
5000767,1,0.58272
5000767,2,0.51691
5000767,3,0.44715
5000767,4,0.39936
5000767,5,0.42822
5000767,6,0.48557
5000767,7,0.33879
5000767,8,0.25138
5000767,9,0.23566
5000767,10,0.28107
5000767,11,0.46737
5000767,12,0.54724
5000768,1,0.58272
5000768,2,0.51691
5000768,3,0.44715
5000768,4,0.39936
5000768,5,0.42822
5000768,6,0.48557
5000768,7,0.33879
5000768,8,0.25138
5000768,9,0.23566
5000768,10,0.28107
5000768,11,0.46737
5000768,12,0.54724
5000769,1,0.58272
5000769,2,0.51691
5000769,3,0.44715
5000769,4,0.39936
5000769,5,0.42822
5000769,6,0.48557
5000769,7,0.33879
5000769,8,0.25138
5000769,9,0.23566
5000769,10,0.28107
5000769,11,0.46737
5000769,12,0.54724
5000770,1,0.58272
5000770,2,0.51691
5000770,3,0.44715
5000770,4,0.39936
5000770,5,0.42822
5000770,6,0.48557
5000770,7,0.33879
5000770,8,0.25138
5000770,9,0.23566
5000770,10,0.28107
5000770,11,0.46737
5000770,12,0.54724
5000771,1,0.53904
5000771,2,0.45263
5000771,3,0.30758
5000771,4,0.34942
5000771,5,0.33725
5000771,6,0.41904
5000771,7,0.28658
5000771,8,0.25675
5000771,9,0.29354
5000771,10,0.30183
5000771,11,0.42950
5000771,12,0.45046
5000772,1,0.28261
5000772,2,0.25543
5000772,3,0.25543
5000772,4,0.28261
5000772,5,0.33696
5000772,6,0.36957
5000772,7,0.28804
5000772,8,0.23913
5000772,9,0.19565
5000772,10,0.20109
5000772,11,0.23913
5000772,12,0.26087
5000773,1,0.40318
5000773,2,0.37318
5000773,3,0.36818
5000773,4,0.41000
5000773,5,0.49409
5000773,6,0.55182
5000773,7,0.44000
5000773,8,0.34182
5000773,9,0.26500
5000773,10,0.28182
5000773,11,0.32909
5000773,12,0.36682
5000774,1,0.68750
5000774,2,0.65625
5000774,3,0.62500
5000774,4,0.62500
5000774,5,0.78125
5000774,6,0.78125
5000774,7,0.68750
5000774,8,0.59375
5000774,9,0.43750
5000774,10,0.46875
5000774,11,0.62500
5000774,12,0.65625
5000775,1,0.20313
5000775,2,0.18750
5000775,3,0.15625
5000775,4,0.18750
5000775,5,0.21094
5000775,6,0.25000
5000775,7,0.22656
5000775,8,0.17188
5000775,9,0.14844
5000775,10,0.14063
5000775,11,0.16406
5000775,12,0.17188
5000776,1,0.26153
5000776,2,0.28419
5000776,3,0.18933
5000776,4,0.13117
5000776,5,0.06533
5000776,6,0.14056
5000776,7,0.20733
5000776,8,0.11011
5000776,9,0.12956
5000776,10,0.15906
5000776,11,0.23936
5000776,12,0.19108
5000777,1,0.26153
5000777,2,0.28419
5000777,3,0.18933
5000777,4,0.13117
5000777,5,0.06533
5000777,6,0.14056
5000777,7,0.20733
5000777,8,0.11011
5000777,9,0.12956
5000777,10,0.15906
5000777,11,0.23936
5000777,12,0.19108
5000778,1,0.26153
5000778,2,0.28419
5000778,3,0.18933
5000778,4,0.13117
5000778,5,0.06533
5000778,6,0.14056
5000778,7,0.20733
5000778,8,0.11011
5000778,9,0.12956
5000778,10,0.15906
5000778,11,0.23936
5000778,12,0.19108
5000779,1,0.26153
5000779,2,0.28419
5000779,3,0.18933
5000779,4,0.13117
5000779,5,0.06533
5000779,6,0.14056
5000779,7,0.20733
5000779,8,0.11011
5000779,9,0.12956
5000779,10,0.15906
5000779,11,0.23936
5000779,12,0.19108
5000780,1,0.48750
5000780,2,0.47500
5000780,3,0.37500
5000780,4,0.36250
5000780,5,0.37500
5000780,6,0.46250
5000780,7,0.40000
5000780,8,0.28750
5000780,9,0.28750
5000780,10,0.30000
5000780,11,0.38750
5000780,12,0.42500
5000781,1,0.37798
5000781,2,0.34598
5000781,3,0.34524
5000781,4,0.38170
5000781,5,0.46429
5000781,6,0.51786
5000781,7,0.41146
5000781,8,0.31994
5000781,9,0.24926
5000781,10,0.26488
5000781,11,0.30878
5000781,12,0.34673
5000782,1,0.53490
5000782,2,0.36370
5000782,3,0.32427
5000782,4,0.36443
5000782,5,0.37250
5000782,6,0.34016
5000782,7,0.17021
5000782,8,0.12833
5000782,9,0.14516
5000782,10,0.15724
5000782,11,0.41531
5000782,12,0.43490
5000783,1,0.29948
5000783,2,0.27865
5000783,3,0.28281
5000783,4,0.32917
5000783,5,0.39688
5000783,6,0.44792
5000783,7,0.36771
5000783,8,0.27969
5000783,9,0.20260
5000783,10,0.20521
5000783,11,0.23698
5000783,12,0.25938
5000784,1,0.41949
5000784,2,0.30200
5000784,3,0.29389
5000784,4,0.29854
5000784,5,0.37572
5000784,6,0.55284
5000784,7,0.47853
5000784,8,0.29258
5000784,9,0.28900
5000784,10,0.32419
5000784,11,0.40661
5000784,12,0.38967
5000785,1,0.33721
5000785,2,0.31105
5000785,3,0.30814
5000785,4,0.35756
5000785,5,0.43314
5000785,6,0.48256
5000785,7,0.39826
5000785,8,0.30523
5000785,9,0.22965
5000785,10,0.23256
5000785,11,0.26744
5000785,12,0.29942
5000786,1,0.39453
5000786,2,0.27246
5000786,3,0.28613
5000786,4,0.18652
5000786,5,0.18066
5000786,6,0.21777
5000786,7,0.21484
5000786,8,0.17383
5000786,9,0.16406
5000786,10,0.22168
5000786,11,0.33203
5000786,12,0.32422
5000787,1,0.63321
5000787,2,0.58265
5000787,3,0.49132
5000787,4,0.44403
5000787,5,0.48358
5000787,6,0.54226
5000787,7,0.38629
5000787,8,0.30410
5000787,9,0.28106
5000787,10,0.30522
5000787,11,0.54300
5000787,12,0.62201
5000788,1,0.68854
5000788,2,0.63021
5000788,3,0.62813
5000788,4,0.69792
5000788,5,0.84271
5000788,6,0.89583
5000788,7,0.74271
5000788,8,0.58229
5000788,9,0.45313
5000788,10,0.47813
5000788,11,0.55833
5000788,12,0.62396
5000789,1,0.68854
5000789,2,0.63021
5000789,3,0.62813
5000789,4,0.69792
5000789,5,0.84271
5000789,6,0.89583
5000789,7,0.74271
5000789,8,0.58229
5000789,9,0.45313
5000789,10,0.47813
5000789,11,0.55833
5000789,12,0.62396
5000790,1,0.47167
5000790,2,0.43500
5000790,3,0.36000
5000790,4,0.33833
5000790,5,0.34833
5000790,6,0.43333
5000790,7,0.38167
5000790,8,0.28000
5000790,9,0.27000
5000790,10,0.29500
5000790,11,0.39000
5000790,12,0.39667
5000791,1,0.31500
5000791,2,0.25583
5000791,3,0.29750
5000791,4,0.40250
5000791,5,0.64750
5000791,6,0.67583
5000791,7,0.54583
5000791,8,0.49667
5000791,9,0.37083
5000791,10,0.21750
5000791,11,0.25500
5000791,12,0.26583
5000792,1,0.19583
5000792,2,0.21042
5000792,3,0.20486
5000792,4,0.38056
5000792,5,0.58194
5000792,6,0.72569
5000792,7,0.74653
5000792,8,0.63194
5000792,9,0.47500
5000792,10,0.25278
5000792,11,0.16181
5000792,12,0.20833
5000793,1,0.21552
5000793,2,0.21983
5000793,3,0.25000
5000793,4,0.34052
5000793,5,0.53879
5000793,6,0.54310
5000793,7,0.45690
5000793,8,0.40086
5000793,9,0.31466
5000793,10,0.19397
5000793,11,0.18966
5000793,12,0.20690
5000794,1,0.10500
5000794,2,0.10250
5000794,3,0.10750
5000794,4,0.16750
5000794,5,0.56500
5000794,6,0.68750
5000794,7,0.65750
5000794,8,0.57000
5000794,9,0.52750
5000794,10,0.20750
5000794,11,0.09500
5000794,12,0.10750
5000795,1,0.72917
5000795,2,0.49583
5000795,3,0.70417
5000795,4,0.81250
5000795,5,0.88750
5000795,6,0.89583
5000795,7,0.87500
5000795,8,0.87917
5000795,9,0.78750
5000795,10,0.71250
5000795,11,0.70000
5000795,12,0.67083
5000796,1,0.13611
5000796,2,0.13611
5000796,3,0.13889
5000796,4,0.18889
5000796,5,0.57778
5000796,6,0.74167
5000796,7,0.77222
5000796,8,0.74722
5000796,9,0.70556
5000796,10,0.31944
5000796,11,0.12500
5000796,12,0.13889
5000797,1,0.13406
5000797,2,0.13225
5000797,3,0.17814
5000797,4,0.34088
5000797,5,0.43599
5000797,6,0.54167
5000797,7,0.54710
5000797,8,0.37893
5000797,9,0.23490
5000797,10,0.12983
5000797,11,0.12591
5000797,12,0.13436
5000798,1,0.16729
5000798,2,0.16617
5000798,3,0.26347
5000798,4,0.45977
5000798,5,0.50599
5000798,6,0.50337
5000798,7,0.61134
5000798,8,0.54884
5000798,9,0.30782
5000798,10,0.09469
5000798,11,0.15793
5000798,12,0.17010
5000799,1,0.16729
5000799,2,0.16617
5000799,3,0.26347
5000799,4,0.45977
5000799,5,0.50599
5000799,6,0.50337
5000799,7,0.61134
5000799,8,0.54884
5000799,9,0.30782
5000799,10,0.09469
5000799,11,0.15793
5000799,12,0.17010
5000800,1,0.05987
5000800,2,0.05921
5000800,3,0.14671
5000800,4,0.21349
5000800,5,0.37928
5000800,6,0.48487
5000800,7,0.60329
5000800,8,0.49276
5000800,9,0.20822
5000800,10,0.05329
5000800,11,0.05526
5000800,12,0.06184
5000801,1,0.05987
5000801,2,0.05921
5000801,3,0.14671
5000801,4,0.21349
5000801,5,0.37928
5000801,6,0.48487
5000801,7,0.60329
5000801,8,0.49276
5000801,9,0.20822
5000801,10,0.05329
5000801,11,0.05526
5000801,12,0.06184
5000802,1,0.08203
5000802,2,0.08008
5000802,3,0.18945
5000802,4,0.33398
5000802,5,0.58594
5000802,6,0.60156
5000802,7,0.53516
5000802,8,0.60742
5000802,9,0.25391
5000802,10,0.07422
5000802,11,0.07422
5000802,12,0.08594
5000803,1,0.08203
5000803,2,0.08008
5000803,3,0.18945
5000803,4,0.33398
5000803,5,0.58594
5000803,6,0.60156
5000803,7,0.53516
5000803,8,0.60742
5000803,9,0.25391
5000803,10,0.07422
5000803,11,0.07422
5000803,12,0.08594
5000804,1,0.23333
5000804,2,0.26215
5000804,3,0.27604
5000804,4,0.51667
5000804,5,0.64097
5000804,6,0.72535
5000804,7,0.71111
5000804,8,0.55694
5000804,9,0.32222
5000804,10,0.22569
5000804,11,0.21424
5000804,12,0.23472
5000805,1,0.23333
5000805,2,0.26215
5000805,3,0.27604
5000805,4,0.51667
5000805,5,0.64097
5000805,6,0.72535
5000805,7,0.71111
5000805,8,0.55694
5000805,9,0.32222
5000805,10,0.22569
5000805,11,0.21424
5000805,12,0.23472
5000806,1,0.14801
5000806,2,0.17660
5000806,3,0.21100
5000806,4,0.39365
5000806,5,0.39099
5000806,6,0.53367
5000806,7,0.47796
5000806,8,0.33503
5000806,9,0.19380
5000806,10,0.13857
5000806,11,0.13784
5000806,12,0.14947
5000807,1,0.43625
5000807,2,0.44000
5000807,3,0.50000
5000807,4,0.66500
5000807,5,0.71125
5000807,6,0.82875
5000807,7,0.81875
5000807,8,0.73625
5000807,9,0.52750
5000807,10,0.33500
5000807,11,0.35625
5000807,12,0.39250
5000808,1,0.22013
5000808,2,0.22235
5000808,3,0.19248
5000808,4,0.18363
5000808,5,0.22345
5000808,6,0.35398
5000808,7,0.35841
5000808,8,0.26991
5000808,9,0.24668
5000808,10,0.22566
5000808,11,0.22345
5000808,12,0.22566
5000809,1,0.22109
5000809,2,0.22344
5000809,3,0.19375
5000809,4,0.18281
5000809,5,0.22734
5000809,6,0.35156
5000809,7,0.35781
5000809,8,0.27109
5000809,9,0.24766
5000809,10,0.22656
5000809,11,0.22344
5000809,12,0.22734
5000810,1,0.21667
5000810,2,0.22917
5000810,3,0.19167
5000810,4,0.18750
5000810,5,0.22083
5000810,6,0.35000
5000810,7,0.35833
5000810,8,0.27083
5000810,9,0.24583
5000810,10,0.23333
5000810,11,0.22500
5000810,12,0.22917
5000811,1,0.22073
5000811,2,0.22271
5000811,3,0.19344
5000811,4,0.18344
5000811,5,0.22521
5000811,6,0.35250
5000811,7,0.35854
5000811,8,0.27052
5000811,9,0.24771
5000811,10,0.22531
5000811,11,0.22219
5000811,12,0.22635
5000812,1,0.22082
5000812,2,0.22282
5000812,3,0.19340
5000812,4,0.18315
5000812,5,0.22521
5000812,6,0.35252
5000812,7,0.35849
5000812,8,0.27055
5000812,9,0.24772
5000812,10,0.22535
5000812,11,0.22231
5000812,12,0.22635
5000813,1,0.22082
5000813,2,0.22282
5000813,3,0.19340
5000813,4,0.18315
5000813,5,0.22521
5000813,6,0.35252
5000813,7,0.35849
5000813,8,0.27055
5000813,9,0.24772
5000813,10,0.22535
5000813,11,0.22231
5000813,12,0.22635
5000814,1,0.22096
5000814,2,0.22243
5000814,3,0.19375
5000814,4,0.18346
5000814,5,0.22537
