ep_id,month,avg_capacity_factor_hydro
5000239,6,0.72396
5000239,7,0.70833
5000239,8,0.60625
5000239,9,0.45417
5000239,10,0.36667
5000239,11,0.35938
5000239,12,0.38750
5000240,1,0.43958
5000240,2,0.43542
5000240,3,0.50833
5000240,4,0.61250
5000240,5,0.72083
5000240,6,0.72396
5000240,7,0.70833
5000240,8,0.60625
5000240,9,0.45417
5000240,10,0.36667
5000240,11,0.35938
5000240,12,0.38750
5000241,1,0.03799
5000241,2,0.04485
5000241,3,0.03460
5000241,4,0.04372
5000241,5,0.02445
5000241,6,0.07655
5000241,7,0.05239
5000241,8,0.04677
5000241,9,0.03920
5000241,10,0.04510
5000241,11,0.03006
5000241,12,0.02760
5000242,1,0.03799
5000242,2,0.04485
5000242,3,0.03460
5000242,4,0.04372
5000242,5,0.02445
5000242,6,0.07655
5000242,7,0.05239
5000242,8,0.04677
5000242,9,0.03920
5000242,10,0.04510
5000242,11,0.03006
5000242,12,0.02760
5000243,1,0.03799
5000243,2,0.04485
5000243,3,0.03460
5000243,4,0.04372
5000243,5,0.02445
5000243,6,0.07655
5000243,7,0.05239
5000243,8,0.04677
5000243,9,0.03920
5000243,10,0.04510
5000243,11,0.03006
5000243,12,0.02760
5000244,1,0.03799
5000244,2,0.04485
5000244,3,0.03460
5000244,4,0.04372
5000244,5,0.02445
5000244,6,0.07655
5000244,7,0.05239
5000244,8,0.04677
5000244,9,0.03920
5000244,10,0.04510
5000244,11,0.03006
5000244,12,0.02760
5000245,1,0.20467
5000245,2,0.20267
5000245,3,0.23100
5000245,4,0.28067
5000245,5,0.33467
5000245,6,0.33967
5000245,7,0.32767
5000245,8,0.28067
5000245,9,0.20900
5000245,10,0.16967
5000245,11,0.17167
5000245,12,0.18967
5000246,1,0.30208
5000246,2,0.29688
5000246,3,0.35938
5000246,4,0.44271
5000246,5,0.52604
5000246,6,0.54167
5000246,7,0.53646
5000246,8,0.45833
5000246,9,0.33854
5000246,10,0.26563
5000246,11,0.26042
5000246,12,0.28125
5000247,1,0.30208
5000247,2,0.29688
5000247,3,0.35938
5000247,4,0.44271
5000247,5,0.52604
5000247,6,0.54167
5000247,7,0.53646
5000247,8,0.45833
5000247,9,0.33854
5000247,10,0.26563
5000247,11,0.26042
5000247,12,0.28125
5000248,1,0.36705
5000248,2,0.36818
5000248,3,0.42841
5000248,4,0.50795
5000248,5,0.60795
5000248,6,0.61818
5000248,7,0.59091
5000248,8,0.49659
5000248,9,0.38295
5000248,10,0.31136
5000248,11,0.31023
5000248,12,0.34091
5000249,1,0.55417
5000249,2,0.54861
5000249,3,0.64722
5000249,4,0.78333
5000249,5,0.89306
5000249,6,0.91806
5000249,7,0.89861
5000249,8,0.76944
5000249,9,0.59028
5000249,10,0.47083
5000249,11,0.45278
5000249,12,0.49444
5000250,1,0.34375
5000250,2,0.34152
5000250,3,0.37277
5000250,4,0.43080
5000250,5,0.50446
5000250,6,0.51563
5000250,7,0.48884
5000250,8,0.43527
5000250,9,0.36161
5000250,10,0.31696
5000250,11,0.31696
5000250,12,0.34821
5000251,1,0.19809
5000251,2,0.19703
5000251,3,0.24258
5000251,4,0.32309
5000251,5,0.39089
5000251,6,0.40890
5000251,7,0.40254
5000251,8,0.34216
5000251,9,0.24682
5000251,10,0.17055
5000251,11,0.16314
5000251,12,0.17373
5000252,1,0.25156
5000252,2,0.24751
5000252,3,0.29115
5000252,4,0.35599
5000252,5,0.41958
5000252,6,0.42332
5000252,7,0.40586
5000252,8,0.34289
5000252,9,0.25998
5000252,10,0.20698
5000252,11,0.20387
5000252,12,0.21852
5000253,1,0.27917
5000253,2,0.27917
5000253,3,0.32500
5000253,4,0.38750
5000253,5,0.45000
5000253,6,0.45833
5000253,7,0.42917
5000253,8,0.37083
5000253,9,0.28333
5000253,10,0.22917
5000253,11,0.22917
5000253,12,0.25000
5000254,1,0.27917
5000254,2,0.27917
5000254,3,0.32500
5000254,4,0.38750
5000254,5,0.45000
5000254,6,0.45833
5000254,7,0.42917
5000254,8,0.37083
5000254,9,0.28333
5000254,10,0.22917
5000254,11,0.22917
5000254,12,0.25000
5000255,1,0.22200
5000255,2,0.21767
5000255,3,0.25033
5000255,4,0.30500
5000255,5,0.36167
5000255,6,0.36700
5000255,7,0.35367
5000255,8,0.30300
5000255,9,0.22633
5000255,10,0.18233
5000255,11,0.18367
5000255,12,0.20133
5000256,1,0.19878
5000256,2,0.18616
5000256,3,0.21407
5000256,4,0.24541
5000256,5,0.28593
5000256,6,0.29855
5000256,7,0.31804
5000256,8,0.32913
5000256,9,0.24083
5000256,10,0.20069
5000256,11,0.18846
5000256,12,0.18349
5000257,1,0.20703
5000257,2,0.20313
5000257,3,0.24219
5000257,4,0.28906
5000257,5,0.33984
5000257,6,0.34766
5000257,7,0.33203
5000257,8,0.28125
5000257,9,0.21484
5000257,10,0.17578
5000257,11,0.17578
5000257,12,0.19531
5000258,1,0.26451
5000258,2,0.26228
5000258,3,0.31027
5000258,4,0.37165
5000258,5,0.43527
5000258,6,0.44531
5000258,7,0.43080
5000258,8,0.36607
5000258,9,0.27679
5000258,10,0.22210
5000258,11,0.21763
5000258,12,0.23996
5000259,1,0.23148
5000259,2,0.23380
5000259,3,0.27315
5000259,4,0.31829
5000259,5,0.37963
5000259,6,0.38194
5000259,7,0.38426
5000259,8,0.32986
5000259,9,0.24537
5000259,10,0.20023
5000259,11,0.19676
5000259,12,0.21296
5000260,1,0.27115
5000260,2,0.27500
5000260,3,0.32596
5000260,4,0.39519
5000260,5,0.47885
5000260,6,0.48750
5000260,7,0.46731
5000260,8,0.39327
5000260,9,0.30000
5000260,10,0.24038
5000260,11,0.23654
5000260,12,0.26058
5000261,1,0.27115
5000261,2,0.27500
5000261,3,0.32596
5000261,4,0.39519
5000261,5,0.47885
5000261,6,0.48750
5000261,7,0.46731
5000261,8,0.39327
5000261,9,0.30000
5000261,10,0.24038
5000261,11,0.23654
5000261,12,0.26058
5000262,1,0.45581
5000262,2,0.43561
5000262,3,0.51263
5000262,4,0.59596
5000262,5,0.68182
5000262,6,0.70833
5000262,7,0.70328
5000262,8,0.60227
5000262,9,0.46338
5000262,10,0.39646
5000262,11,0.39268
5000262,12,0.39520
5000263,1,0.23647
5000263,2,0.23196
5000263,3,0.26948
5000263,4,0.32125
5000263,5,0.37789
5000263,6,0.38564
5000263,7,0.36706
5000263,8,0.31097
5000263,9,0.23755
5000263,10,0.19354
5000263,11,0.19462
5000263,12,0.21519
5000264,1,0.23647
5000264,2,0.23196
5000264,3,0.26948
5000264,4,0.32125
5000264,5,0.37789
5000264,6,0.38564
5000264,7,0.36706
5000264,8,0.31097
5000264,9,0.23755
5000264,10,0.19354
5000264,11,0.19462
5000264,12,0.21519
5000265,1,0.23647
5000265,2,0.23196
5000265,3,0.26948
5000265,4,0.32125
5000265,5,0.37789
5000265,6,0.38564
5000265,7,0.36706
5000265,8,0.31097
5000265,9,0.23755
5000265,10,0.19354
5000265,11,0.19462
5000265,12,0.21519
5000266,1,0.23647
5000266,2,0.23196
5000266,3,0.26948
5000266,4,0.32125
5000266,5,0.37789
5000266,6,0.38564
5000266,7,0.36706
5000266,8,0.31097
5000266,9,0.23755
5000266,10,0.19354
5000266,11,0.19462
5000266,12,0.21519
5000267,1,0.26429
5000267,2,0.24196
5000267,3,0.27991
5000267,4,0.30625
5000267,5,0.34063
5000267,6,0.34643
5000267,7,0.33616
5000267,8,0.30804
5000267,9,0.26071
5000267,10,0.20268
5000267,11,0.19821
5000267,12,0.20670
5000268,1,0.26429
5000268,2,0.24196
5000268,3,0.27991
5000268,4,0.30625
5000268,5,0.34063
5000268,6,0.34643
5000268,7,0.33616
5000268,8,0.30804
5000268,9,0.26071
5000268,10,0.20268
5000268,11,0.19821
5000268,12,0.20670
5000269,1,0.15234
5000269,2,0.14844
5000269,3,0.17188
5000269,4,0.20703
5000269,5,0.25000
5000269,6,0.25781
5000269,7,0.25000
5000269,8,0.20703
5000269,9,0.15234
5000269,10,0.12109
5000269,11,0.12109
5000269,12,0.14063
5000270,1,0.21700
5000270,2,0.21333
5000270,3,0.24500
5000270,4,0.29833
5000270,5,0.35367
5000270,6,0.35900
5000270,7,0.34633
5000270,8,0.29533
5000270,9,0.22133
5000270,10,0.17733
5000270,11,0.17967
5000270,12,0.19700
5000271,1,0.39993
5000271,2,0.45839
5000271,3,0.40364
5000271,4,0.61607
5000271,5,0.63309
5000271,6,0.59619
5000271,7,0.72793
5000271,8,0.64252
5000271,9,0.52493
5000271,10,0.42840
5000271,11,0.21799
5000271,12,0.36961
5000272,1,0.39993
5000272,2,0.45839
5000272,3,0.40364
5000272,4,0.61607
5000272,5,0.63309
5000272,6,0.59619
5000272,7,0.72793
5000272,8,0.64252
5000272,9,0.52493
5000272,10,0.42840
5000272,11,0.21799
5000272,12,0.36961
5000273,1,0.25000
5000273,2,0.21667
5000273,3,0.26667
5000273,4,0.32083
5000273,5,0.35417
5000273,6,0.37500
5000273,7,0.38333
5000273,8,0.35417
5000273,9,0.30000
5000273,10,0.24167
5000273,11,0.18750
5000273,12,0.19583
5000274,1,0.38362
5000274,2,0.39224
5000274,3,0.47845
5000274,4,0.59914
5000274,5,0.70259
5000274,6,0.69397
5000274,7,0.70259
5000274,8,0.62500
5000274,9,0.46983
5000274,10,0.35776
5000274,11,0.33621
5000274,12,0.37931
5000275,1,0.29032
5000275,2,0.30645
5000275,3,0.32661
5000275,4,0.40323
5000275,5,0.47177
5000275,6,0.47581
5000275,7,0.50806
5000275,8,0.46774
5000275,9,0.35887
5000275,10,0.30242
5000275,11,0.27016
5000275,12,0.28226
5000276,1,0.36880
5000276,2,0.34151
5000276,3,0.35816
5000276,4,0.40202
5000276,5,0.42949
5000276,6,0.50240
5000276,7,0.56843
5000276,8,0.54290
5000276,9,0.49439
5000276,10,0.44909
5000276,11,0.37473
5000276,12,0.34585
5000277,1,0.36880
5000277,2,0.34151
5000277,3,0.35816
5000277,4,0.40202
5000277,5,0.42949
5000277,6,0.50240
5000277,7,0.56843
5000277,8,0.54290
5000277,9,0.49439
5000277,10,0.44909
5000277,11,0.37473
5000277,12,0.34585
5000278,1,0.36880
5000278,2,0.34151
5000278,3,0.35816
5000278,4,0.40202
5000278,5,0.42949
5000278,6,0.50240
5000278,7,0.56843
5000278,8,0.54290
5000278,9,0.49439
5000278,10,0.44909
5000278,11,0.37473
5000278,12,0.34585
5000279,1,0.36880
5000279,2,0.34151
5000279,3,0.35816
5000279,4,0.40202
5000279,5,0.42949
5000279,6,0.50240
5000279,7,0.56843
5000279,8,0.54290
5000279,9,0.49439
5000279,10,0.44909
5000279,11,0.37473
5000279,12,0.34585
5000280,1,0.08754
5000280,2,0.08291
5000280,3,0.09975
5000280,4,0.11953
5000280,5,0.13342
5000280,6,0.13258
5000280,7,0.13594
5000280,8,0.11827
5000280,9,0.08670
5000280,10,0.06692
5000280,11,0.06481
5000280,12,0.06566
5000281,1,0.34467
5000281,2,0.33525
5000281,3,0.38232
5000281,4,0.44613
5000281,5,0.51046
5000281,6,0.51412
5000281,7,0.50680
5000281,8,0.43619
5000281,9,0.32531
5000281,10,0.26778
5000281,11,0.27144
5000281,12,0.28190
5000282,1,0.21875
5000282,2,0.21875
5000282,3,0.25000
5000282,4,0.30357
5000282,5,0.37500
5000282,6,0.36607
5000282,7,0.36607
5000282,8,0.30804
5000282,9,0.23214
5000282,10,0.18304
5000282,11,0.17857
5000282,12,0.19643
5000283,1,0.40051
5000283,2,0.40306
5000283,3,0.48724
5000283,4,0.60969
5000283,5,0.70408
5000283,6,0.71684
5000283,7,0.70663
5000283,8,0.62500
5000283,9,0.47449
5000283,10,0.36224
5000283,11,0.34184
5000283,12,0.37500
5000284,1,0.33333
5000284,2,0.32500
5000284,3,0.38750
5000284,4,0.46667
5000284,5,0.53750
5000284,6,0.55000
5000284,7,0.53750
5000284,8,0.46667
5000284,9,0.34167
5000284,10,0.27500
5000284,11,0.27083
5000284,12,0.29167
5000285,1,0.33333
5000285,2,0.32500
5000285,3,0.38750
5000285,4,0.46667
5000285,5,0.53750
5000285,6,0.55000
5000285,7,0.53750
5000285,8,0.46667
5000285,9,0.34167
5000285,10,0.27500
5000285,11,0.27083
5000285,12,0.29167
5000286,1,0.28956
5000286,2,0.28481
5000286,3,0.33703
5000286,4,0.39082
5000286,5,0.44304
5000286,6,0.44937
5000286,7,0.44462
5000286,8,0.37816
5000286,9,0.28481
5000286,10,0.23418
5000286,11,0.22943
5000286,12,0.24367
5000287,1,0.23684
5000287,2,0.23684
5000287,3,0.26316
5000287,4,0.32895
5000287,5,0.38816
5000287,6,0.37500
5000287,7,0.37500
5000287,8,0.34211
5000287,9,0.24342
5000287,10,0.19737
5000287,11,0.18421
5000287,12,0.20395
5000288,1,0.31250
5000288,2,0.27500
5000288,3,0.33750
5000288,4,0.36250
5000288,5,0.42500
5000288,6,0.48750
5000288,7,0.48750
5000288,8,0.46250
5000288,9,0.36250
5000288,10,0.33750
5000288,11,0.27500
5000288,12,0.25000
5000289,1,0.23750
5000289,2,0.21500
5000289,3,0.27000
5000289,4,0.35250
5000289,5,0.41750
5000289,6,0.43750
5000289,7,0.43250
5000289,8,0.37500
5000289,9,0.27750
5000289,10,0.20250
5000289,11,0.19250
5000289,12,0.19750
5000290,1,0.18548
5000290,2,0.18145
5000290,3,0.20968
5000290,4,0.25000
5000290,5,0.29435
5000290,6,0.29435
5000290,7,0.27823
5000290,8,0.23387
5000290,9,0.18145
5000290,10,0.14919
5000290,11,0.15323
5000290,12,0.16935
5000291,1,0.40517
5000291,2,0.41379
5000291,3,0.50431
5000291,4,0.62931
5000291,5,0.72845
5000291,6,0.72414
5000291,7,0.72845
5000291,8,0.65517
5000291,9,0.48707
5000291,10,0.37931
5000291,11,0.34914
5000291,12,0.40086
5000292,1,0.18598
5000292,2,0.17988
5000292,3,0.20427
5000292,4,0.23476
5000292,5,0.27134
5000292,6,0.28354
5000292,7,0.28049
5000292,8,0.24390
5000292,9,0.20122
5000292,10,0.16159
5000292,11,0.14634
5000292,12,0.15549
5000293,1,0.46569
5000293,2,0.45833
5000293,3,0.53186
5000293,4,0.63725
5000293,5,0.73039
5000293,6,0.73039
5000293,7,0.72549
5000293,8,0.62745
5000293,9,0.46814
5000293,10,0.37990
5000293,11,0.36765
5000293,12,0.37990
5000294,1,0.44103
5000294,2,0.42500
5000294,3,0.47500
5000294,4,0.49744
5000294,5,0.50513
5000294,6,0.52756
5000294,7,0.52885
5000294,8,0.48141
5000294,9,0.36923
5000294,10,0.34359
5000294,11,0.39872
5000294,12,0.40321
5000295,1,0.25729
5000295,2,0.31917
5000295,3,0.48865
5000295,4,0.56604
5000295,5,0.54896
5000295,6,0.54635
5000295,7,0.56781
5000295,8,0.50240
5000295,9,0.42469
5000295,10,0.32646
5000295,11,0.26750
5000295,12,0.20604
5000296,1,0.25729
5000296,2,0.31917
5000296,3,0.48865
5000296,4,0.56604
5000296,5,0.54896
5000296,6,0.54635
5000296,7,0.56781
5000296,8,0.50240
5000296,9,0.42469
5000296,10,0.32646
5000296,11,0.26750
5000296,12,0.20604
5000297,1,0.39205
5000297,2,0.38636
5000297,3,0.44886
5000297,4,0.55114
5000297,5,0.65341
5000297,6,0.65341
5000297,7,0.64773
5000297,8,0.55114
5000297,9,0.40909
5000297,10,0.31818
5000297,11,0.31818
5000297,12,0.33523
5000298,1,0.59028
5000298,2,0.58333
5000298,3,0.69444
5000298,4,0.81250
5000298,5,0.91667
5000298,6,0.92361
5000298,7,0.91667
5000298,8,0.84028
5000298,9,0.63889
5000298,10,0.50000
5000298,11,0.48611
5000298,12,0.52083
5000299,1,0.37240
5000299,2,0.38281
5000299,3,0.45052
5000299,4,0.53906
5000299,5,0.65104
5000299,6,0.65104
5000299,7,0.64583
5000299,8,0.55729
5000299,9,0.41406
5000299,10,0.33333
5000299,11,0.32813
5000299,12,0.37760
5000300,1,0.16250
5000300,2,0.16250
5000300,3,0.20000
5000300,4,0.26250
5000300,5,0.30000
5000300,6,0.31250
5000300,7,0.30000
5000300,8,0.27500
5000300,9,0.18750
5000300,10,0.13750
5000300,11,0.15000
5000300,12,0.16250
5000301,1,0.19341
5000301,2,0.19590
5000301,3,0.23321
5000301,4,0.30659
5000301,5,0.36318
5000301,6,0.37873
5000301,7,0.36816
5000301,8,0.31281
5000301,9,0.22575
5000301,10,0.16356
5000301,11,0.15796
5000301,12,0.16853
5000302,1,0.19643
5000302,2,0.20536
5000302,3,0.25000
5000302,4,0.32143
5000302,5,0.36607
5000302,6,0.36607
5000302,7,0.37500
5000302,8,0.33036
5000302,9,0.25000
5000302,10,0.18750
5000302,11,0.15179
5000302,12,0.16071
5000303,1,0.26339
5000303,2,0.25446
5000303,3,0.40625
5000303,4,0.48363
5000303,5,0.51339
5000303,6,0.44048
5000303,7,0.33631
5000303,8,0.24405
5000303,9,0.16369
5000303,10,0.11012
5000303,11,0.10863
5000303,12,0.15625
5000304,1,0.36667
5000304,2,0.36667
5000304,3,0.40833
5000304,4,0.50000
5000304,5,0.56667
5000304,6,0.57500
5000304,7,0.59167
5000304,8,0.52500
5000304,9,0.42500
5000304,10,0.32500
5000304,11,0.33333
5000304,12,0.31667
5000305,1,0.37500
5000305,2,0.37228
5000305,3,0.43478
5000305,4,0.54620
5000305,5,0.64674
5000305,6,0.64946
5000305,7,0.65489
5000305,8,0.57337
5000305,9,0.41304
5000305,10,0.32337
5000305,11,0.31250
5000305,12,0.33696
5000306,1,0.37500
5000306,2,0.36441
5000306,3,0.43644
5000306,4,0.53602
5000306,5,0.62924
5000306,6,0.63983
5000306,7,0.62288
5000306,8,0.53178
5000306,9,0.39619
5000306,10,0.31144
5000306,11,0.30932
5000306,12,0.34110
5000307,1,0.24301
5000307,2,0.26907
5000307,3,0.33950
5000307,4,0.41925
5000307,5,0.50239
5000307,6,0.51441
5000307,7,0.44512
5000307,8,0.32421
5000307,9,0.23326
5000307,10,0.20613
5000307,11,0.18794
5000307,12,0.22615
5000308,1,0.32929
5000308,2,0.42164
5000308,3,0.52892
5000308,4,0.57556
5000308,5,0.67910
5000308,6,0.73601
5000308,7,0.73321
5000308,8,0.60541
5000308,9,0.45709
5000308,10,0.34049
5000308,11,0.29384
5000308,12,0.32090
5000309,1,0.09167
5000309,2,0.07778
5000309,3,0.10278
5000309,4,0.09444
5000309,5,0.28889
5000309,6,0.46111
5000309,7,0.51389
5000309,8,0.36944
5000309,9,0.38611
5000309,10,0.21111
5000309,11,0.01389
5000309,12,0.08333
5000310,1,0.11625
5000310,2,0.11375
5000310,3,0.11750
5000310,4,0.12750
5000310,5,0.13875
5000310,6,0.14750
5000310,7,0.16000
5000310,8,0.11000
5000310,9,0.14250
5000310,10,0.10125
5000310,11,0.04125
5000310,12,0.07125
5000311,1,0.35833
5000311,2,0.35000
5000311,3,0.37083
5000311,4,0.39583
5000311,5,0.42083
5000311,6,0.44583
5000311,7,0.50417
5000311,8,0.34583
5000311,9,0.43750
5000311,10,0.30000
5000311,11,0.12500
5000311,12,0.22500
5000312,1,0.30000
5000312,2,0.29286
5000312,3,0.31071
5000312,4,0.32500
5000312,5,0.34643
5000312,6,0.35714
5000312,7,0.39286
5000312,8,0.26071
5000312,9,0.34286
5000312,10,0.23929
5000312,11,0.10357
5000312,12,0.18571
5000313,1,0.43561
5000313,2,0.41667
5000313,3,0.44697
5000313,4,0.46970
5000313,5,0.48864
5000313,6,0.53030
5000313,7,0.57197
5000313,8,0.38636
5000313,9,0.52652
5000313,10,0.36742
5000313,11,0.14015
5000313,12,0.25379
5000314,1,0.35389
5000314,2,0.33028
5000314,3,0.36278
5000314,4,0.30861
5000314,5,0.27139
5000314,6,0.19083
5000314,7,0.30000
5000314,8,0.23583
5000314,9,0.32694
5000314,10,0.24111
5000314,11,0.10306
5000314,12,0.18972
5000315,1,0.35698
5000315,2,0.33387
5000315,3,0.33677
5000315,4,0.28169
5000315,5,0.32020
5000315,6,0.30610
5000315,7,0.32980
5000315,8,0.18939
5000315,9,0.28445
5000315,10,0.19084
5000315,11,0.04302
5000315,12,0.16788
5000316,1,0.24412
5000316,2,0.37500
5000316,3,0.39265
5000316,4,0.30735
5000316,5,0.13235
5000316,6,0.42500
5000316,7,0.07941
5000316,8,0.09706
5000316,9,0.09853
5000316,10,0.09853
5000316,11,0.00000
5000316,12,0.08382
5000317,1,0.27823
5000317,2,0.27419
5000317,3,0.28226
5000317,4,0.30242
5000317,5,0.29032
5000317,6,0.33468
5000317,7,0.35484
5000317,8,0.22177
5000317,9,0.32258
5000317,10,0.21774
5000317,11,0.08468
5000317,12,0.13710
5000318,1,0.32372
5000318,2,0.30769
5000318,3,0.32532
5000318,4,0.28526
5000318,5,0.30128
5000318,6,0.30769
5000318,7,0.34135
5000318,8,0.23718
5000318,9,0.32212
5000318,10,0.22596
5000318,11,0.07532
5000318,12,0.16667
5000319,1,0.45000
5000319,2,0.44375
5000319,3,0.46875
5000319,4,0.48125
5000319,5,0.49375
5000319,6,0.55000
5000319,7,0.58750
5000319,8,0.40625
5000319,9,0.54375
5000319,10,0.36875
5000319,11,0.14375
5000319,12,0.26250
5000320,1,0.76698
5000320,2,0.70833
5000320,3,0.78549
5000320,4,0.59414
5000320,5,0.43981
5000320,6,0.30401
5000320,7,0.59722
5000320,8,0.45216
5000320,9,0.68210
5000320,10,0.49691
5000320,11,0.11111
5000320,12,0.40432
5000321,1,0.65118
5000321,2,0.61976
5000321,3,0.68226
5000321,4,0.58312
5000321,5,0.61976
5000321,6,0.68128
5000321,7,0.68914
5000321,8,0.44961
5000321,9,0.65151
5000321,10,0.41721
5000321,11,0.07134
5000321,12,0.27651
5000322,1,0.76250
5000322,2,0.70000
5000322,3,0.76250
5000322,4,0.81250
5000322,5,0.81250
5000322,6,0.86250
5000322,7,0.91250
5000322,8,0.71250
5000322,9,0.87500
5000322,10,0.65000
5000322,11,0.26250
5000322,12,0.46250
5000323,1,0.27853
5000323,2,0.26449
5000323,3,0.28125
5000323,4,0.28487
5000323,5,0.29620
5000323,6,0.31658
5000323,7,0.33650
5000323,8,0.22736
5000323,9,0.31295
5000323,10,0.22690
5000323,11,0.10462
5000323,12,0.17754
5000324,1,0.00000
5000324,2,0.00000
5000324,3,0.00254
5000324,4,0.01079
5000324,5,0.00000
5000324,6,0.00679
5000324,7,0.00438
5000324,8,0.00000
5000324,9,0.00471
5000324,10,0.00000
5000324,11,0.00000
5000324,12,0.00000
5000325,1,0.72222
5000325,2,0.67361
5000325,3,0.75000
5000325,4,0.78472
5000325,5,0.80556
5000325,6,0.83333
5000325,7,0.91667
5000325,8,0.65278
5000325,9,0.84028
5000325,10,0.64583
5000325,11,0.25694
5000325,12,0.44444
5000326,1,0.43750
5000326,2,0.40625
5000326,3,0.42708
5000326,4,0.42708
5000326,5,0.44792
5000326,6,0.47917
5000326,7,0.51042
5000326,8,0.33333
5000326,9,0.47917
5000326,10,0.35417
5000326,11,0.15625
5000326,12,0.27083
5000327,1,0.43750
5000327,2,0.40625
5000327,3,0.42708
5000327,4,0.42708
5000327,5,0.44792
5000327,6,0.47917
5000327,7,0.51042
5000327,8,0.33333
5000327,9,0.47917
5000327,10,0.35417
5000327,11,0.15625
5000327,12,0.27083
5000328,1,0.53333
5000328,2,0.50417
5000328,3,0.54167
5000328,4,0.54167
5000328,5,0.57500
5000328,6,0.61667
5000328,7,0.64167
5000328,8,0.44167
5000328,9,0.59583
5000328,10,0.42917
5000328,11,0.21667
5000328,12,0.35417
5000329,1,0.14327
5000329,2,0.12837
5000329,3,0.16923
5000329,4,0.16587
5000329,5,0.24231
5000329,6,0.37356
5000329,7,0.30481
5000329,8,0.23221
5000329,9,0.34135
5000329,10,0.29279
5000329,11,0.08846
5000329,12,0.14567
5000330,1,0.41406
5000330,2,0.39323
5000330,3,0.41406
5000330,4,0.42188
5000330,5,0.45052
5000330,6,0.46615
5000330,7,0.50521
5000330,8,0.34896
5000330,9,0.46354
5000330,10,0.35156
5000330,11,0.16406
5000330,12,0.27083
5000331,1,0.36250
5000331,2,0.34792
5000331,3,0.37083
5000331,4,0.36458
5000331,5,0.37500
5000331,6,0.41250
5000331,7,0.42917
5000331,8,0.27917
5000331,9,0.42083
5000331,10,0.29583
5000331,11,0.12292
5000331,12,0.22708
5000332,1,0.36250
5000332,2,0.34792
5000332,3,0.37083
5000332,4,0.36458
5000332,5,0.37500
5000332,6,0.41250
5000332,7,0.42917
5000332,8,0.27917
5000332,9,0.42083
5000332,10,0.29583
5000332,11,0.12292
5000332,12,0.22708
5000333,1,0.36250
5000333,2,0.34792
5000333,3,0.37083
5000333,4,0.36458
5000333,5,0.37500
5000333,6,0.41250
5000333,7,0.42917
5000333,8,0.27917
5000333,9,0.42083
5000333,10,0.29583
5000333,11,0.12292
5000333,12,0.22708
5000334,1,0.01525
5000334,2,0.03163
5000334,3,0.02000
5000334,4,0.01263
5000334,5,0.01263
5000334,6,0.02306
5000334,7,0.01319
5000334,8,0.00444
5000334,9,0.00194
5000334,10,0.00225
5000334,11,0.01363
5000334,12,0.01131
5000335,1,0.01525
5000335,2,0.03163
5000335,3,0.02000
5000335,4,0.01263
5000335,5,0.01263
5000335,6,0.02306
5000335,7,0.01319
5000335,8,0.00444
5000335,9,0.00194
5000335,10,0.00225
5000335,11,0.01363
5000335,12,0.01131
5000336,1,0.23409
5000336,2,0.22955
5000336,3,0.25000
5000336,4,0.27045
5000336,5,0.28864
5000336,6,0.30455
5000336,7,0.34091
5000336,8,0.22727
5000336,9,0.29545
5000336,10,0.20682
5000336,11,0.07273
5000336,12,0.14318
5000337,1,0.55357
5000337,2,0.52679
5000337,3,0.57143
5000337,4,0.58036
5000337,5,0.59821
5000337,6,0.66071
5000337,7,0.67857
5000337,8,0.43750
5000337,9,0.61607
5000337,10,0.46429
5000337,11,0.19643
5000337,12,0.35714
5000338,1,0.42000
5000338,2,0.39250
5000338,3,0.43000
5000338,4,0.42250
5000338,5,0.45250
5000338,6,0.47500
5000338,7,0.50250
5000338,8,0.33250
5000338,9,0.47250
5000338,10,0.36000
5000338,11,0.14750
5000338,12,0.27000
5000339,1,0.50260
5000339,2,0.49045
5000339,3,0.51128
5000339,4,0.51563
5000339,5,0.55469
5000339,6,0.59722
5000339,7,0.59722
5000339,8,0.39670
5000339,9,0.53733
5000339,10,0.39931
5000339,11,0.21181
5000339,12,0.33160
5000340,1,0.27500
5000340,2,0.25500
5000340,3,0.28000
5000340,4,0.29500
5000340,5,0.31500
5000340,6,0.34000
5000340,7,0.35000
5000340,8,0.23000
5000340,9,0.32000
5000340,10,0.24500
5000340,11,0.09000
5000340,12,0.15500
5000341,1,0.61413
5000341,2,0.59239
5000341,3,0.63043
5000341,4,0.66848
5000341,5,0.71739
5000341,6,0.76087
5000341,7,0.82609
5000341,8,0.57065
5000341,9,0.73370
5000341,10,0.52717
5000341,11,0.20652
5000341,12,0.36957
5000342,1,0.39826
5000342,2,0.37500
5000342,3,0.39680
5000342,4,0.40552
5000342,5,0.43023
5000342,6,0.44622
5000342,7,0.48547
5000342,8,0.33430
5000342,9,0.44186
5000342,10,0.33576
5000342,11,0.15988
5000342,12,0.26163
5000343,1,0.36111
5000343,2,0.33333
5000343,3,0.36111
5000343,4,0.35764
5000343,5,0.37500
5000343,6,0.39236
5000343,7,0.44792
5000343,8,0.30903
5000343,9,0.43750
5000343,10,0.30903
5000343,11,0.11458
5000343,12,0.24306
5000344,1,0.29933
5000344,2,0.28458
5000344,3,0.32639
5000344,4,0.35677
5000344,5,0.35344
5000344,6,0.40611
5000344,7,0.48799
5000344,8,0.34823
5000344,9,0.47960
5000344,10,0.33420
5000344,11,0.10142
5000344,12,0.22150
5000345,1,0.66964
5000345,2,0.62857
5000345,3,0.67902
