project_id,technology,original_dataset_id,load_area,capacity_limit,capacity_limit_conversion,connect_cost_per_mw,location_id,avg_capacity_factor
1111791,CSP_Trough_No_Storage,1111791,CA_SCE_CEN,23.85,43.37,13260.4239814537,100988,0.263961277025114
1111792,CSP_Trough_6h_Storage,1111792,CA_SCE_CEN,23.85,30.39,13260.4239814537,100988,0.41723147088813
1111796,Central_PV,1111796,WY_SW,12.36,26.3,9368.42347516501,103074,0.238993745151915
1111797,CSP_Trough_No_Storage,1111797,WY_SW,12.36,42.82,9368.42347516501,103074,0.156943817394977
1111798,CSP_Trough_6h_Storage,1111798,WY_SW,12.36,29.99,9368.42347516501,103074,0.257623724488587
1111799,Central_PV,1111799,UT_S,12.44,28.54,10288.8568605036,102971,0.264161436219456
1111800,CSP_Trough_No_Storage,1111800,UT_S,12.44,43.09,10288.8568605036,102971,0.168275012414384
1111801,CSP_Trough_6h_Storage,1111801,UT_S,12.44,30.13,10288.8568605036,102971,0.275720669636987
1111802,Central_PV,1111802,ID_S_OR_E,1.29,24.57,77804.8617616847,101323,0.252008031490866
1111803,CSP_Trough_No_Storage,1111803,ID_S_OR_E,1.29,42.03,77804.8617616847,101323,0.170234675869864
1111804,CSP_Trough_6h_Storage,1111804,ID_S_OR_E,1.29,29.35,77804.8617616847,101323,0.279033685663245
1111805,Central_PV,1111805,NV_N,105.48,30.88,41319.1302419218,101217,0.318976616956978
1111806,CSP_Trough_No_Storage,1111806,NV_N,105.48,43.09,41319.1302419218,101217,0.251903820616439
1111807,CSP_Trough_6h_Storage,1111807,NV_N,105.48,30.26,41319.1302419218,101217,0.399103227181507
1111808,Central_PV,1111808,NV_S,6.21,32.1,11653.5307948685,101425,0.314619904139522
1111809,CSP_Trough_No_Storage,1111809,NV_S,6.21,43.09,11653.5307948685,101425,0.265104613932648
1111810,CSP_Trough_6h_Storage,1111810,NV_S,6.21,30.13,11653.5307948685,101425,0.41572181186644
1111811,Central_PV,1111811,CA_SCE_CEN,1.64,33.54,22116.1000462661,101058,0.311265894043129
1111812,CSP_Trough_No_Storage,1111812,CA_SCE_CEN,1.64,42.55,22116.1000462661,101058,0.256237606391553
1111813,CSP_Trough_6h_Storage,1111813,CA_SCE_CEN,1.64,29.73,22116.1000462661,101058,0.404672017143838
1111859,Central_PV,1111859,OR_E,2.77,25.06,20836.6379821638,100113,0.25216199769998
1111860,CSP_Trough_No_Storage,1111860,OR_E,2.77,41.51,20836.6379821638,100113,0.17678829001484
1111861,CSP_Trough_6h_Storage,1111861,OR_E,2.77,28.97,20836.6379821638,100113,0.284367895310617
1111868,Central_PV,1111868,OR_W,3.02,24.07,20648.970590292,100014,0.209998154898631
1111869,CSP_Trough_No_Storage,1111869,OR_W,3.02,39.13,20648.970590292,100014,0.144388343958905
1111870,CSP_Trough_6h_Storage,1111870,OR_W,3.02,27.45,20648.970590292,100014,0.231399218498516
1111916,Central_PV,1111916,NV_N,3.34,26.55,42947.4127721564,102267,0.267074129228148
1111917,CSP_Trough_No_Storage,1111917,NV_N,3.34,42.03,42947.4127721564,102267,0.18394475916096
1111918,CSP_Trough_6h_Storage,1111918,NV_N,3.34,29.35,42947.4127721564,102267,0.295492357723746
1111934,Central_PV,1111934,ID_E,17,22.86,6732.39169554568,103010,0.227029485611132
1111935,CSP_Trough_No_Storage,1111935,ID_E,17,41.77,6732.39169554568,103010,0.1511723305742
1111936,CSP_Trough_6h_Storage,1111936,ID_E,17,29.22,6732.39169554568,103010,0.246664629527398
1111937,Central_PV,1111937,MT_SW,12.34,21.66,9072.03975263167,102489,0.238737487986883
1111938,CSP_Trough_No_Storage,1111938,MT_SW,12.34,41.26,9072.03975263167,102489,0.144526172601599
1111939,CSP_Trough_6h_Storage,1111939,MT_SW,12.34,28.85,9072.03975263167,102489,0.237784911218037
1111943,Central_PV,1111943,MT_SW,1.33,19.91,29887.9727565676,102994,0.223895851433781
1111944,CSP_Trough_No_Storage,1111944,MT_SW,1.33,40.05,29887.9727565676,102994,0.128081583868722
1111945,CSP_Trough_6h_Storage,1111945,MT_SW,1.33,28.02,29887.9727565676,102994,0.209026258987442
1111949,Central_PV,1111949,WA_N_CEN,2.89,19.23,1015.94439079815,100460,0.232451708879221
1111950,CSP_Trough_No_Storage,1111950,WA_N_CEN,2.89,37.82,1015.94439079815,100460,0.164570797146119
1111951,CSP_Trough_6h_Storage,1111951,WA_N_CEN,2.89,26.49,1015.94439079815,100460,0.265389593117581
1111952,Central_PV,1111952,MT_SW,11.75,20.14,15512.9762734098,102629,0.234804483644488
1111953,CSP_Trough_No_Storage,1111953,MT_SW,11.75,40.05,15512.9762734098,102629,0.13878323507306
1111954,CSP_Trough_6h_Storage,1111954,MT_SW,11.75,28.13,15512.9762734098,102629,0.226080843433789
1111955,Central_PV,1111955,CO_SW,10.84,30.39,30520.1991865992,103641,0.287498356624748
1111956,CSP_Trough_No_Storage,1111956,CO_SW,10.84,43.37,30520.1991865992,103641,0.199640329069635
1111957,CSP_Trough_6h_Storage,1111957,CO_SW,10.84,30.26,30520.1991865992,103641,0.323787642432652
1111961,Central_PV,1111961,ID_E,26.43,23.95,30360.0213811674,102983,0.223615140089625
1111962,CSP_Trough_No_Storage,1111962,ID_E,26.43,42.29,30360.0213811674,102983,0.144902093930366
1111963,CSP_Trough_6h_Storage,1111963,ID_E,26.43,29.73,30360.0213811674,102983,0.236937736812786
1111964,Central_PV,1111964,MT_SW,5.18,21.78,22656.1758698063,102415,0.233457511181407
1111965,CSP_Trough_No_Storage,1111965,MT_SW,5.18,42.29,22656.1758698063,102415,0.137036252457762
1111966,CSP_Trough_6h_Storage,1111966,MT_SW,5.18,29.73,22656.1758698063,102415,0.224935279893835
1111967,Central_PV,1111967,OR_E,4.73,23.83,17295.2459738194,100650,0.257120447237137
1111968,CSP_Trough_No_Storage,1111968,OR_E,4.73,40.53,17295.2459738194,100650,0.174744258546805
1111969,CSP_Trough_6h_Storage,1111969,OR_E,4.73,28.37,17295.2459738194,100650,0.280267683515984
1111970,Central_PV,1111970,AZ_APS_E,28.86,34.01,41870.6674605231,103446,0.303704669385693
1111971,CSP_Trough_No_Storage,1111971,AZ_APS_E,28.86,43.93,41870.6674605231,103446,0.231551911764841
1111972,CSP_Trough_6h_Storage,1111972,AZ_APS_E,28.86,30.81,41870.6674605231,103446,0.371126299610732
1111973,Central_PV,1111973,WA_N_CEN,45.65,18.23,14548.425297127,100565,0.214810756725755
1111974,CSP_Trough_No_Storage,1111974,WA_N_CEN,45.65,37.82,14548.425297127,100565,0.145157868331051
1111975,CSP_Trough_6h_Storage,1111975,WA_N_CEN,45.65,26.49,14548.425297127,100565,0.233848116522831
1111982,Central_PV,1111982,ID_S_OR_E,1.19,22.37,68114.8794700913,101761,0.23027792193104
1111983,CSP_Trough_No_Storage,1111983,ID_S_OR_E,1.19,42.55,68114.8794700913,101761,0.136658975027398
1111984,CSP_Trough_6h_Storage,1111984,ID_S_OR_E,1.19,29.86,68114.8794700913,101761,0.221366612152968
1111985,Central_PV,1111985,WA_N_CEN,44.99,19,6620.53181342523,100661,0.240302027165034
1111986,CSP_Trough_No_Storage,1111986,WA_N_CEN,44.99,38.25,6620.53181342523,100661,0.171812587468037
1111987,CSP_Trough_6h_Storage,1111987,WA_N_CEN,44.99,26.7,6620.53181342523,100661,0.274552706095891
1111988,Central_PV,1111988,WY_SW,6.98,26.42,20002.5540604327,103143,0.249416782446688
1111989,CSP_Trough_No_Storage,1111989,WY_SW,6.98,43.37,20002.5540604327,103143,0.157575219059361
1111990,CSP_Trough_6h_Storage,1111990,WY_SW,6.98,30.39,20002.5540604327,103143,0.257849406407535
1111997,Central_PV,1111997,WY_NE,484.11,23.34,29794.8440322482,104365,0.24050482321687
1111998,CSP_Trough_No_Storage,1111998,WY_NE,484.11,39.58,29794.8440322482,104365,0.154568152971462
1111999,CSP_Trough_6h_Storage,1111999,WY_NE,484.11,27.68,29794.8440322482,104365,0.255271690525115
1112000,Central_PV,1112000,WY_NE,315,22.86,30334.1297519127,104030,0.255217051435273
1112001,CSP_Trough_No_Storage,1112001,WY_NE,315,41.26,30334.1297519127,104030,0.152771970811643
1112002,CSP_Trough_6h_Storage,1112002,WY_NE,315,28.85,30334.1297519127,104030,0.250386362649544
1112003,Central_PV,1112003,ID_E,9.81,24.69,13446.3687972713,102782,0.236730323899406
1112004,CSP_Trough_No_Storage,1112004,ID_E,9.81,41.77,13446.3687972713,102782,0.151445858248859
1112005,CSP_Trough_6h_Storage,1112005,ID_E,9.81,29.35,13446.3687972713,102782,0.247880723347033
1112006,Central_PV,1112006,CA_PGE_N,4.32,30.27,3455.5377876123,100140,0.24691955040308
1112007,CSP_Trough_No_Storage,1112007,CA_PGE_N,4.32,37.2,3455.5377876123,100140,0.193714628163242
1112008,CSP_Trough_6h_Storage,1112008,CA_PGE_N,4.32,25.99,3455.5377876123,100140,0.310378940518267
1112009,Central_PV,1112009,UT_N,1.97,26.05,26107.6420446461,102674,0.247377425268645
1112010,CSP_Trough_No_Storage,1112010,UT_N,1.97,41.51,26107.6420446461,102674,0.1628976139258
1112011,CSP_Trough_6h_Storage,1112011,UT_N,1.97,29.1,26107.6420446461,102674,0.25919817784589
1112012,Central_PV,1112012,CA_PGE_N,8.9,27.42,53805.4122951491,100311,0.270339831277729
1112013,CSP_Trough_No_Storage,1112013,CA_PGE_N,8.9,41.26,53805.4122951491,100311,0.196603821613014
1112014,CSP_Trough_6h_Storage,1112014,CA_PGE_N,8.9,28.85,53805.4122951491,100311,0.313708389723744
1112015,Central_PV,1112015,OR_E,3.4,24.44,28898.6550066079,100303,0.256014104903559
1112016,CSP_Trough_No_Storage,1112016,OR_E,3.4,41.01,28898.6550066079,100303,0.164947309739726
1112017,CSP_Trough_6h_Storage,1112017,OR_E,3.4,28.73,28898.6550066079,100303,0.266524873767236
1112018,Central_PV,1112018,WY_SE,8.21,24.44,11527.022454187,103849,0.254451039422594
1112019,CSP_Trough_No_Storage,1112019,WY_SE,8.21,42.55,11527.022454187,103849,0.158676975476027
1112020,CSP_Trough_6h_Storage,1112020,WY_SE,8.21,29.73,11527.022454187,103849,0.264703144383564
1112021,Central_PV,1112021,AZ_APS_SW,8.91,34.95,14286.7763924669,102218,0.300466931351813
1112022,CSP_Trough_No_Storage,1112022,AZ_APS_SW,8.91,41.77,14286.7763924669,102218,0.261645512578766
1112023,CSP_Trough_6h_Storage,1112023,AZ_APS_SW,8.91,29.22,14286.7763924669,102218,0.412656259972604
1112024,Central_PV,1112024,ID_E,20.42,25.43,17484.8373144675,102908,0.253038642643599
1112025,CSP_Trough_No_Storage,1112025,ID_E,20.42,41.77,17484.8373144675,102908,0.179302324424658
1112026,CSP_Trough_6h_Storage,1112026,ID_E,20.42,29.22,17484.8373144675,102908,0.291258960859591
1112027,Central_PV,1112027,UT_N,1.29,26.18,58849.2872847624,102467,0.268681794459389
1112028,CSP_Trough_No_Storage,1112028,UT_N,1.29,41.77,58849.2872847624,102467,0.196265577041097
1112029,CSP_Trough_6h_Storage,1112029,UT_N,1.29,29.35,58849.2872847624,102467,0.316486014097034
1112030,Central_PV,1112030,NV_N,9.35,26.8,29410.4401219502,102270,0.259606907576326
1112031,CSP_Trough_No_Storage,1112031,NV_N,9.35,42.03,29410.4401219502,102270,0.166096206061644
1112032,CSP_Trough_6h_Storage,1112032,NV_N,9.35,29.35,29410.4401219502,102270,0.266208396656393
1112033,Central_PV,1112033,ID_S_OR_E,1.92,25.55,72072.2834264208,102229,0.247344008395641
1112034,CSP_Trough_No_Storage,1112034,ID_S_OR_E,1.92,42.55,72072.2834264208,102229,0.159022213425799
1112035,CSP_Trough_6h_Storage,1112035,ID_S_OR_E,1.92,29.86,72072.2834264208,102229,0.260833710082193
1112036,Central_PV,1112036,ID_E,9,24.07,9749.64257770324,102691,0.260846818226194
1112037,CSP_Trough_No_Storage,1112037,ID_E,9,41.26,9749.64257770324,102691,0.186454728721462
1112038,CSP_Trough_6h_Storage,1112038,ID_E,9,28.85,9749.64257770324,102691,0.298815313621007
1112039,Central_PV,1112039,NV_N,20.4,25.18,16818.4892396633,101087,0.263271381694058
1112040,CSP_Trough_No_Storage,1112040,NV_N,20.4,41.51,16818.4892396633,101087,0.181708406179225
1112041,CSP_Trough_6h_Storage,1112041,NV_N,20.4,28.97,16818.4892396633,101087,0.293462232835615
1112042,Central_PV,1112042,OR_E,5.3,24.2,28626.4531871019,100750,0.259387087939581
1112043,CSP_Trough_No_Storage,1112043,OR_E,5.3,41.01,28626.4531871019,100750,0.176649731214612
1112044,CSP_Trough_6h_Storage,1112044,OR_E,5.3,28.73,28626.4531871019,100750,0.286517632358448
1112045,Central_PV,1112045,WY_SW,6.48,26.42,43218.1753994698,103606,0.259451922227052
1112046,CSP_Trough_No_Storage,1112046,WY_SW,6.48,43.37,43218.1753994698,103606,0.158542148069636
1112047,CSP_Trough_6h_Storage,1112047,WY_SW,6.48,30.39,43218.1753994698,103606,0.262381989439497
1112048,Central_PV,1112048,OR_E,12.98,24.57,62516.473196789,100987,0.261169900416629
1112049,CSP_Trough_No_Storage,1112049,OR_E,12.98,41.01,62516.473196789,100987,0.18513717102854
1112050,CSP_Trough_6h_Storage,1112050,OR_E,12.98,28.73,62516.473196789,100987,0.297825382853082
1112051,Central_PV,1112051,OR_E,57.46,23.58,42493.2326815953,100538,0.260993376911943
1112052,CSP_Trough_No_Storage,1112052,OR_E,57.46,41.01,42493.2326815953,100538,0.180465941698631
1112053,CSP_Trough_6h_Storage,1112053,OR_E,57.46,28.73,42493.2326815953,100538,0.291535487248859
1112054,Central_PV,1112054,WY_SW,2.47,25.06,54809.06136709,103191,0.258710973786411
1112055,CSP_Trough_No_Storage,1112055,WY_SW,2.47,43.37,54809.06136709,103191,0.160781574083334
1112056,CSP_Trough_6h_Storage,1112056,WY_SW,2.47,30.26,54809.06136709,103191,0.266408498644979
1112057,Central_PV,1112057,OR_E,15.06,23.95,28091.6700375643,100827,0.259904887595638
1112058,CSP_Trough_No_Storage,1112058,OR_E,15.06,41.01,28091.6700375643,100827,0.180591427578768
1112059,CSP_Trough_6h_Storage,1112059,OR_E,15.06,28.61,28091.6700375643,100827,0.290963739740867
1112063,Central_PV,1112063,NV_N,37.62,27.29,59551.1135637838,101786,0.26789502873126
1112064,CSP_Trough_No_Storage,1112064,NV_N,37.62,42.82,59551.1135637838,101786,0.174117377794521
1112065,CSP_Trough_6h_Storage,1112065,NV_N,37.62,29.99,59551.1135637838,101786,0.279814969634703
1112066,Central_PV,1112066,NV_N,35.88,27.05,34229.2384686179,102291,0.260221342013037
1112067,CSP_Trough_No_Storage,1112067,NV_N,35.88,42.03,34229.2384686179,102291,0.18128913163927
1112068,CSP_Trough_6h_Storage,1112068,NV_N,35.88,29.35,34229.2384686179,102291,0.289962298113013
1112069,Central_PV,1112069,UT_N,1.96,27.05,53396.0193199917,103611,0.266083273580566
1112070,CSP_Trough_No_Storage,1112070,UT_N,1.96,43.09,53396.0193199917,103611,0.17367676477169
1112071,CSP_Trough_6h_Storage,1112071,UT_N,1.96,30.26,53396.0193199917,103611,0.285060083300914
1112072,Central_PV,1112072,NV_N,72.94,26.67,44604.332995813,100931,0.269971366631785
1112073,CSP_Trough_No_Storage,1112073,NV_N,72.94,41.26,44604.332995813,100931,0.199263302754567
1112074,CSP_Trough_6h_Storage,1112074,NV_N,72.94,28.97,44604.332995813,100931,0.317314877586759
1112078,Central_PV,1112078,CA_PGE_S,31.45,34.01,1847.88932850767,100334,0.263256848449988
1112079,CSP_Trough_No_Storage,1112079,CA_PGE_S,31.45,38.91,1847.88932850767,100334,0.205292199633561
1112080,CSP_Trough_6h_Storage,1112080,CA_PGE_S,31.45,27.23,1847.88932850767,100334,0.327417394848174
1112081,Central_PV,1112081,OR_E,11.09,24.81,38915.2496503148,100415,0.2695483287994
1112082,CSP_Trough_No_Storage,1112082,OR_E,11.09,41.51,38915.2496503148,100415,0.187155391405252
1112083,CSP_Trough_6h_Storage,1112083,OR_E,11.09,28.97,38915.2496503148,100415,0.302189049089041
1112084,Central_PV,1112084,CA_SCE_VLY,17.13,33.06,7699.2094761894,100704,0.254938253522171
1112085,CSP_Trough_No_Storage,1112085,CA_SCE_VLY,17.13,39.13,7699.2094761894,100704,0.210481655328768
1112086,CSP_Trough_6h_Storage,1112086,CA_SCE_VLY,17.13,27.34,7699.2094761894,100704,0.333191501472603
1112087,Central_PV,1112087,NV_N,4.96,27.42,65930.3275855832,101776,0.272947374031643
1112088,CSP_Trough_No_Storage,1112088,NV_N,4.96,43.09,65930.3275855832,101776,0.178215589866439
1112089,CSP_Trough_6h_Storage,1112089,NV_N,4.96,30.13,65930.3275855832,101776,0.287891043229455
1112090,Central_PV,1112090,NV_N,40.92,26.18,20676.9191238337,101551,0.261577076642504
1112091,CSP_Trough_No_Storage,1112091,NV_N,40.92,42.55,20676.9191238337,101551,0.174013832143836
1112092,CSP_Trough_6h_Storage,1112092,NV_N,40.92,29.86,20676.9191238337,101551,0.282466127267351
1112093,Central_PV,1112093,UT_N,20.84,26.67,16613.6871768577,102545,0.261816312054583
1112094,CSP_Trough_No_Storage,1112094,UT_N,20.84,41.77,16613.6871768577,102545,0.191005067310504
1112095,CSP_Trough_6h_Storage,1112095,UT_N,20.84,29.35,16613.6871768577,102545,0.308150094633563
1112096,Central_PV,1112096,NV_N,9.22,26.55,49768.7094763222,100888,0.268686352605005
1112097,CSP_Trough_No_Storage,1112097,NV_N,9.22,41.51,49768.7094763222,100888,0.198551969554795
1112098,CSP_Trough_6h_Storage,1112098,NV_N,9.22,28.97,49768.7094763222,100888,0.317542644772831
1112099,Central_PV,1112099,CA_PGE_CEN,5.61,32.34,2165.72076810117,100228,0.265980420638467
1112100,CSP_Trough_No_Storage,1112100,CA_PGE_CEN,5.61,39.35,2165.72076810117,100228,0.218042447587899
1112101,CSP_Trough_6h_Storage,1112101,CA_PGE_CEN,5.61,27.56,2165.72076810117,100228,0.345526297495434
1112102,Central_PV,1112102,WY_NW,3.75,23.58,37869.9070012001,103507,0.290702224729548
1112103,CSP_Trough_No_Storage,1112103,WY_NW,3.75,42.29,37869.9070012001,103507,0.178082206616439
1112104,CSP_Trough_6h_Storage,1112104,WY_NW,3.75,29.6,37869.9070012001,103507,0.292892331591325
1112105,Central_PV,1112105,NV_N,9.19,26.8,47501.5514589538,100918,0.272403472549673
1112106,CSP_Trough_No_Storage,1112106,NV_N,9.19,41.77,47501.5514589538,100918,0.200265427664384
1112107,CSP_Trough_6h_Storage,1112107,NV_N,9.19,29.22,47501.5514589538,100918,0.320004734574201
1112108,Central_PV,1112108,UT_S,3.98,28.41,14205.253170176,103179,0.281213719710992
1112109,CSP_Trough_No_Storage,1112109,UT_S,3.98,42.82,14205.253170176,103179,0.197304888990868
1112110,CSP_Trough_6h_Storage,1112110,UT_S,3.98,29.86,14205.253170176,103179,0.321854518641553
1112111,Central_PV,1112111,WY_SW,85.28,25.31,23917.0356445201,103325,0.278165425619197
1112112,CSP_Trough_No_Storage,1112112,WY_SW,85.28,42.82,23917.0356445201,103325,0.18259467380137
1112113,CSP_Trough_6h_Storage,1112113,WY_SW,85.28,29.86,23917.0356445201,103325,0.298866659374428
1112114,Central_PV,1112114,UT_N,10.91,28.17,23636.6689384089,103462,0.277233325394285
1112115,CSP_Trough_No_Storage,1112115,UT_N,10.91,42.82,23636.6689384089,103462,0.186974600371006
1112116,CSP_Trough_6h_Storage,1112116,UT_N,10.91,29.99,23636.6689384089,103462,0.304395089621007
1112120,Central_PV,1112120,NV_N,6.51,26.92,19958.0671932718,101175,0.274244029651815
1112121,CSP_Trough_No_Storage,1112121,NV_N,6.51,42.03,19958.0671932718,101175,0.204269561055937
1112122,CSP_Trough_6h_Storage,1112122,NV_N,6.51,29.35,19958.0671932718,101175,0.328035169125571
1112123,Central_PV,1112123,NV_N,4.02,26.92,76622.7314959989,100432,0.277700971568888
1112124,CSP_Trough_No_Storage,1112124,NV_N,4.02,41.77,76622.7314959989,100432,0.203994387378996
1112125,CSP_Trough_6h_Storage,1112125,NV_N,4.02,29.22,76622.7314959989,100432,0.326797281167159
1112126,Central_PV,1112126,NV_N,4.44,27.29,75831.8834204798,101916,0.284448444998958
1112127,CSP_Trough_No_Storage,1112127,NV_N,4.44,43.09,75831.8834204798,101916,0.191617022287672
1112128,CSP_Trough_6h_Storage,1112128,NV_N,4.44,30.13,75831.8834204798,101916,0.309805842164269
1112129,Central_PV,1112129,NV_N,1.32,27.79,83641.9459196342,101863,0.288629900820988
1112130,CSP_Trough_No_Storage,1112130,NV_N,1.32,43.37,83641.9459196342,101863,0.191278971624429
1112131,CSP_Trough_6h_Storage,1112131,NV_N,1.32,30.39,83641.9459196342,101863,0.30988491643037
1112132,Central_PV,1112132,NV_N,7.99,27.05,56064.121984863,101835,0.27878613241712
1112133,CSP_Trough_No_Storage,1112133,NV_N,7.99,43.09,56064.121984863,101835,0.187329173390411
1112134,CSP_Trough_6h_Storage,1112134,NV_N,7.99,30.13,56064.121984863,101835,0.305775221800229
1112138,Central_PV,1112138,NV_N,15.07,27.42,38994.0051442322,101122,0.280233958802975
1112139,CSP_Trough_No_Storage,1112139,NV_N,15.07,42.03,38994.0051442322,101122,0.210047337412101
1112140,CSP_Trough_6h_Storage,1112140,NV_N,15.07,29.35,38994.0051442322,101122,0.333838652259134
1112144,Central_PV,1112144,NV_N,14.58,28.79,28058.0522323398,101215,0.285298685340853
1112145,CSP_Trough_No_Storage,1112145,NV_N,14.58,43.37,28058.0522323398,101215,0.201848666866439
1112146,CSP_Trough_6h_Storage,1112146,NV_N,14.58,30.39,28058.0522323398,101215,0.323864995692925
1112147,Central_PV,1112147,NV_N,8.17,29.03,87885.3257797049,102227,0.29652043625763
1112148,CSP_Trough_No_Storage,1112148,NV_N,8.17,42.82,87885.3257797049,102227,0.218152134519406
1112149,CSP_Trough_6h_Storage,1112149,NV_N,8.17,29.99,87885.3257797049,102227,0.348870882466896
1112150,Central_PV,1112150,UT_S,228.83,28.54,13986.3286306393,102627,0.277035068740832
1112151,CSP_Trough_No_Storage,1112151,UT_S,228.83,42.29,13986.3286306393,102627,0.209185770355023
1112152,CSP_Trough_6h_Storage,1112152,UT_S,228.83,29.6,13986.3286306393,102627,0.336112322625571
1112153,Central_PV,1112153,UT_S,55.77,30.52,66688.5968503797,102816,0.284731052476929
1112154,CSP_Trough_No_Storage,1112154,UT_S,55.77,43.93,66688.5968503797,102816,0.185579069952056
1112155,CSP_Trough_6h_Storage,1112155,UT_S,55.77,30.67,66688.5968503797,102816,0.301798451528541
1112156,Central_PV,1112156,AZ_PHX,1.92,35.76,2750.90989723918,103126,0.288371726184579
1112157,CSP_Trough_No_Storage,1112157,AZ_PHX,1.92,42.55,2750.90989723918,103126,0.230189876665526
1112158,CSP_Trough_6h_Storage,1112158,AZ_PHX,1.92,29.73,2750.90989723918,103126,0.365562787964613
1112159,Central_PV,1112159,NV_N,3.96,30.27,15360.8131874314,101137,0.292680442609858
1112160,CSP_Trough_No_Storage,1112160,NV_N,3.96,42.82,15360.8131874314,101137,0.203732225817353
1112161,CSP_Trough_6h_Storage,1112161,NV_N,3.96,30.13,15360.8131874314,101137,0.327814262560503
1112162,Central_PV,1112162,NV_N,20.22,28.91,40039.6979269663,101589,0.292701748200781
1112163,CSP_Trough_No_Storage,1112163,NV_N,20.22,43.37,40039.6979269663,101589,0.202077599275115
1112164,CSP_Trough_6h_Storage,1112164,NV_N,20.22,30.39,40039.6979269663,101589,0.326907617541097
1112165,Central_PV,1112165,NV_N,27.18,28.41,19611.0487246793,101417,0.285834545486742
1112166,CSP_Trough_No_Storage,1112166,NV_N,27.18,43.37,19611.0487246793,101417,0.200424673424658
1112167,CSP_Trough_6h_Storage,1112167,NV_N,27.18,30.39,19611.0487246793,101417,0.321934242406393
1112168,Central_PV,1112168,NV_N,10.55,27.92,47495.23100844,100702,0.281388493685244
1112169,CSP_Trough_No_Storage,1112169,NV_N,10.55,41.77,47495.23100844,100702,0.214243426674658
1112170,CSP_Trough_6h_Storage,1112170,NV_N,10.55,29.35,47495.23100844,100702,0.341145967599317
1112171,Central_PV,1112171,NV_N,1.36,28.41,32374.3753658306,100880,0.281061031164369
1112172,CSP_Trough_No_Storage,1112172,NV_N,1.36,42.55,32374.3753658306,100880,0.218673751958905
1112173,CSP_Trough_6h_Storage,1112173,NV_N,1.36,29.86,32374.3753658306,100880,0.346999397738586
1112174,Central_PV,1112174,CO_SW,22.04,30.76,14689.0240529852,104043,0.307058094768256
1112175,CSP_Trough_No_Storage,1112175,CO_SW,22.04,44.5,14689.0240529852,104043,0.201210665896119
1112176,CSP_Trough_6h_Storage,1112176,CO_SW,22.04,31.09,14689.0240529852,104043,0.330203492367582
1112180,Central_PV,1112180,NM_N,4.53,33.42,21132.7881115371,103915,0.298101615288009
1112181,CSP_Trough_No_Storage,1112181,NM_N,4.53,44.21,21132.7881115371,103915,0.202525508858448
1112182,CSP_Trough_6h_Storage,1112182,NM_N,4.53,30.95,21132.7881115371,103915,0.330709204502283
1112183,Central_PV,1112183,AZ_SE,1.59,36.68,5312.98654474968,103176,0.28969328754483
1112184,CSP_Trough_No_Storage,1112184,AZ_SE,1.59,42.29,5312.98654474968,103176,0.229223697397261
1112185,CSP_Trough_6h_Storage,1112185,AZ_SE,1.59,29.6,5312.98654474968,103176,0.364665800626713
1112186,Central_PV,1112186,UT_S,7.41,30.15,95823.5337998406,103184,0.294769099547417
1112187,CSP_Trough_No_Storage,1112187,UT_S,7.41,42.55,95823.5337998406,103184,0.223318946075342
1112188,CSP_Trough_6h_Storage,1112188,UT_S,7.41,29.86,95823.5337998406,103184,0.355536789745433
1112189,Central_PV,1112189,NM_N,18.72,32.58,21058.7073986194,103885,0.30332472410369
1112190,CSP_Trough_No_Storage,1112190,NM_N,18.72,43.93,21058.7073986194,103885,0.219008238401827
1112191,CSP_Trough_6h_Storage,1112191,NM_N,18.72,30.67,21058.7073986194,103885,0.355072054597032
1112192,Central_PV,1112192,AZ_APS_N,11.76,32.34,68490.8636513956,102910,0.296016463527406
1112193,CSP_Trough_No_Storage,1112193,AZ_APS_N,11.76,43.37,68490.8636513956,102910,0.217629801437214
1112194,CSP_Trough_6h_Storage,1112194,AZ_APS_N,11.76,30.26,68490.8636513956,102910,0.349901671584476
1112195,Central_PV,1112195,AZ_NW,10.18,33.78,1492.80674979136,102386,0.311627486727607
1112196,CSP_Trough_No_Storage,1112196,AZ_NW,10.18,43.09,1492.80674979136,102386,0.245254323973744
1112197,CSP_Trough_6h_Storage,1112197,AZ_NW,10.18,30.26,1492.80674979136,102386,0.390058607723745
1112198,Central_PV,1112198,NV_N,1.36,30.52,118133.868790017,101601,0.311869821182568
1112199,CSP_Trough_No_Storage,1112199,NV_N,1.36,43.64,118133.868790017,101601,0.23651986147831
1112200,CSP_Trough_6h_Storage,1112200,NV_N,1.36,30.53,118133.868790017,101601,0.379243694063929
1112201,Central_PV,1112201,AZ_NM_N,46.35,32.58,82737.1527974924,103357,0.30021056581608
1112202,CSP_Trough_No_Storage,1112202,AZ_NM_N,46.35,43.93,82737.1527974924,103357,0.219643264181507
1112203,CSP_Trough_6h_Storage,1112203,AZ_NM_N,46.35,30.67,82737.1527974924,103357,0.352515204687215
1112204,Central_PV,1112204,AZ_SE,60.98,36.56,13693.377102397,102937,0.286213187547936
1112205,CSP_Trough_No_Storage,1112205,AZ_SE,60.98,41.77,13693.377102397,102937,0.245080066221461
1112206,CSP_Trough_6h_Storage,1112206,AZ_SE,60.98,29.1,13693.377102397,102937,0.386555605493608
1112207,Central_PV,1112207,UT_S,85.77,31.61,85986.442513096,102663,0.290319880203525
