project_id,technology,original_dataset_id,load_area,capacity_limit,capacity_limit_conversion,connect_cost_per_mw,location_id,avg_capacity_factor
1104022,CSP_Trough_6h_Storage,1104022,CA_SCE_CEN,3.39,30.67,40221.6502666533,100817,0.339104506276257
1104023,Central_PV,1104023,NV_N,2.48,28.41,10974.4022487256,100640,0.285311537263682
1104024,CSP_Trough_No_Storage,1104024,NV_N,2.48,42.03,10974.4022487256,100640,0.214550909694065
1104025,CSP_Trough_6h_Storage,1104025,NV_N,2.48,29.35,10974.4022487256,100640,0.344235269679228
1104026,Central_PV,1104026,NV_N,1.01,28.29,6875.11705733989,100519,0.28431089901745
1104027,CSP_Trough_No_Storage,1104027,NV_N,1.01,42.03,6875.11705733989,100519,0.214900535988584
1104028,CSP_Trough_6h_Storage,1104028,NV_N,1.01,29.47,6875.11705733989,100519,0.342138510886985
1104029,Central_PV,1104029,NV_N,1.32,28.17,26470.8170835526,100669,0.281784342740167
1104030,CSP_Trough_No_Storage,1104030,NV_N,1.32,42.29,26470.8170835526,100669,0.213618691926941
1104031,CSP_Trough_6h_Storage,1104031,NV_N,1.32,29.6,26470.8170835526,100669,0.341602222467812
1104032,Central_PV,1104032,NV_N,1.33,28.66,23036.6153002934,100701,0.286159508749686
1104033,CSP_Trough_No_Storage,1104033,NV_N,1.33,42.03,23036.6153002934,100701,0.221890306619865
1104034,CSP_Trough_6h_Storage,1104034,NV_N,1.33,29.47,23036.6153002934,100701,0.354293399502282
1104035,Central_PV,1104035,UT_S,169.56,30.52,13281.1042389688,102465,0.285883178244622
1104036,CSP_Trough_No_Storage,1104036,UT_S,169.56,43.09,13281.1042389688,102465,0.211711845389271
1104037,CSP_Trough_6h_Storage,1104037,UT_S,169.56,30.13,13281.1042389688,102465,0.342176840673516
1104038,Central_PV,1104038,NM_N,411.71,32.94,35142.0690635605,104283,0.295642199831561
1104039,CSP_Trough_No_Storage,1104039,NM_N,411.71,42.55,35142.0690635605,104283,0.225741217433789
1104040,CSP_Trough_6h_Storage,1104040,NM_N,411.71,29.86,35142.0690635605,104283,0.365866035178082
1104041,Central_PV,1104041,NM_N,178.54,33.06,9941.96643827998,104244,0.300419787857792
1104042,CSP_Trough_No_Storage,1104042,NM_N,178.54,43.37,9941.96643827998,104244,0.214159658320777
1104043,CSP_Trough_6h_Storage,1104043,NM_N,178.54,30.39,9941.96643827998,104244,0.346506070797947
1104044,Central_PV,1104044,NM_N,75.35,33.66,45962.7998663171,104293,0.294485027004483
1104045,CSP_Trough_No_Storage,1104045,NM_N,75.35,42.29,45962.7998663171,104293,0.229559485281964
1104046,CSP_Trough_6h_Storage,1104046,NM_N,75.35,29.73,45962.7998663171,104293,0.369064551705481
1104047,Central_PV,1104047,CA_SCE_CEN,9.1,30.76,11932.3433799598,100774,0.29151216492421
1104048,CSP_Trough_No_Storage,1104048,CA_SCE_CEN,9.1,43.64,11932.3433799598,100774,0.211383143626714
1104049,CSP_Trough_6h_Storage,1104049,CA_SCE_CEN,9.1,30.53,11932.3433799598,100774,0.340756282716896
1104050,Central_PV,1104050,UT_S,8.17,30.88,10046.5557029634,102448,0.297597873115277
1104051,CSP_Trough_No_Storage,1104051,UT_S,8.17,43.64,10046.5557029634,102448,0.214141788444064
1104052,CSP_Trough_6h_Storage,1104052,UT_S,8.17,30.39,10046.5557029634,102448,0.346167915366439
1104053,Central_PV,1104053,NV_N,1.34,29.03,25039.9317065122,100587,0.286741374531477
1104054,CSP_Trough_No_Storage,1104054,NV_N,1.34,42.82,25039.9317065122,100587,0.207977782890412
1104055,CSP_Trough_6h_Storage,1104055,NV_N,1.34,29.99,25039.9317065122,100587,0.334336516109589
1104056,Central_PV,1104056,NV_N,4.17,29.65,19499.0749551612,100955,0.302487261324572
1104057,CSP_Trough_No_Storage,1104057,NV_N,4.17,43.09,19499.0749551612,100955,0.229650566648402
1104058,CSP_Trough_6h_Storage,1104058,NV_N,4.17,30.13,19499.0749551612,100955,0.365476385829908
1104059,Central_PV,1104059,UT_S,2.05,31.37,19341.3631882639,102254,0.295288718772062
1104060,CSP_Trough_No_Storage,1104060,UT_S,2.05,42.55,19341.3631882639,102254,0.23227483830137
1104061,CSP_Trough_6h_Storage,1104061,UT_S,2.05,29.86,19341.3631882639,102254,0.368082421038815
1104062,Central_PV,1104062,AZ_APS_N,1.42,34.83,40639.201185954,102780,0.294342240169965
1104063,CSP_Trough_No_Storage,1104063,AZ_APS_N,1.42,42.82,40639.201185954,102780,0.231097624984019
1104064,CSP_Trough_6h_Storage,1104064,AZ_APS_N,1.42,29.99,40639.201185954,102780,0.366197004396119
1104065,Central_PV,1104065,NV_N,1.2,29.41,43685.8076584847,101036,0.303930204500547
1104066,CSP_Trough_No_Storage,1104066,NV_N,1.2,43.09,43685.8076584847,101036,0.228577397457763
1104067,CSP_Trough_6h_Storage,1104067,NV_N,1.2,30.13,43685.8076584847,101036,0.366132443738585
1104068,Central_PV,1104068,WY_NW,9.1,21.89,11730.7013347175,103628,0.254108274232868
1104069,CSP_Trough_No_Storage,1104069,WY_NW,9.1,41.01,11730.7013347175,103628,0.159474637937214
1104070,CSP_Trough_6h_Storage,1104070,WY_NW,9.1,28.61,11730.7013347175,103628,0.262246931679372
1104071,Central_PV,1104071,WY_SE,1642.89,25.55,62213.8529017774,104366,0.250929417452366
1104072,CSP_Trough_No_Storage,1104072,WY_SE,1642.89,40.53,62213.8529017774,104366,0.17215620590411
1104073,CSP_Trough_6h_Storage,1104073,WY_SE,1642.89,28.37,62213.8529017774,104366,0.28073764222032
1104074,Central_PV,1104074,AZ_NM_N,1650.28,31.98,8337.16596258301,103747,0.298351882371103
1104075,CSP_Trough_No_Storage,1104075,AZ_NM_N,1650.28,43.37,8337.16596258301,103747,0.226485319658677
1104076,CSP_Trough_6h_Storage,1104076,AZ_NM_N,1650.28,30.39,8337.16596258301,103747,0.361799260872148
1104077,Central_PV,1104077,NM_S_TX_EPE,1.49,35.53,50717.7989719412,104107,0.297732716214175
1104078,CSP_Trough_No_Storage,1104078,NM_S_TX_EPE,1.49,42.82,50717.7989719412,104107,0.228017250063927
1104079,CSP_Trough_6h_Storage,1104079,NM_S_TX_EPE,1.49,29.99,50717.7989719412,104107,0.365939587075343
1104080,Central_PV,1104080,AZ_PHX,44.48,35.99,12030.5216283837,102915,0.289423793732751
1104081,CSP_Trough_No_Storage,1104081,AZ_PHX,44.48,40.77,12030.5216283837,102915,0.257534683250001
1104082,CSP_Trough_6h_Storage,1104082,AZ_PHX,44.48,28.61,12030.5216283837,102915,0.407101781294523
1104083,Central_PV,1104083,AZ_APS_E,163.14,34.01,51690.8201741807,103529,0.304601377874356
1104084,CSP_Trough_No_Storage,1104084,AZ_APS_E,163.14,43.93,51690.8201741807,103529,0.225845278523973
1104085,CSP_Trough_6h_Storage,1104085,AZ_APS_E,163.14,30.81,51690.8201741807,103529,0.364036936554795
1104086,Central_PV,1104086,CA_SCE_CEN,3.43,30.64,14843.0147983655,100772,0.291953124856298
1104087,CSP_Trough_No_Storage,1104087,CA_SCE_CEN,3.43,43.93,14843.0147983655,100772,0.211632291755708
1104088,CSP_Trough_6h_Storage,1104088,CA_SCE_CEN,3.43,30.81,14843.0147983655,100772,0.340207910783105
1104089,Central_PV,1104089,AZ_APS_N,4.52,34.48,12527.8934284389,102754,0.30049763249793
1104090,CSP_Trough_No_Storage,1104090,AZ_APS_N,4.52,43.37,12527.8934284389,102754,0.229303665448632
1104091,CSP_Trough_6h_Storage,1104091,AZ_APS_N,4.52,30.39,12527.8934284389,102754,0.363503102103881
1104092,Central_PV,1104092,UT_S,28.06,31.49,29924.2550947078,103363,0.300141073998008
1104093,CSP_Trough_No_Storage,1104093,UT_S,28.06,42.82,29924.2550947078,103363,0.237362390619864
1104094,CSP_Trough_6h_Storage,1104094,UT_S,28.06,29.99,29924.2550947078,103363,0.377658421355022
1104095,Central_PV,1104095,AZ_PHX,124.12,35.41,3596.89131115101,102790,0.29143532809291
1104096,CSP_Trough_No_Storage,1104096,AZ_PHX,124.12,41.01,3596.89131115101,102790,0.254567687987443
1104097,CSP_Trough_6h_Storage,1104097,AZ_PHX,124.12,28.73,3596.89131115101,102790,0.399873674738584
1104098,Central_PV,1104098,ID_E,1.49,24.81,14996.8735586813,103012,0.239906582454438
1104099,CSP_Trough_No_Storage,1104099,ID_E,1.49,42.29,14996.8735586813,103012,0.150635597115297
1104100,CSP_Trough_6h_Storage,1104100,ID_E,1.49,29.73,14996.8735586813,103012,0.248769003388127
1104104,Central_PV,1104104,ID_S_OR_E,3.18,24.94,40627.4787212143,102580,0.243852589476942
1104105,CSP_Trough_No_Storage,1104105,ID_S_OR_E,3.18,41.77,40627.4787212143,102580,0.163265100507992
1104106,CSP_Trough_6h_Storage,1104106,ID_S_OR_E,3.18,29.22,40627.4787212143,102580,0.266968258273972
1104107,Central_PV,1104107,NV_N,3.3,30.27,109870.368666809,101585,0.305333034403519
1104108,CSP_Trough_No_Storage,1104108,NV_N,3.3,43.37,109870.368666809,101585,0.224649687597032
1104109,CSP_Trough_6h_Storage,1104109,NV_N,3.3,30.39,109870.368666809,101585,0.364331351218037
1104110,Central_PV,1104110,WY_SE,40.71,23.95,21731.7050357596,104079,0.25112178327638
1104111,CSP_Trough_No_Storage,1104111,WY_SE,40.71,41.51,21731.7050357596,104079,0.160634970430365
1104112,CSP_Trough_6h_Storage,1104112,WY_SE,40.71,29.1,21731.7050357596,104079,0.265698062551371
1104113,Central_PV,1104113,UT_N,1.3,26.42,52157.7352411876,103313,0.254417123620387
1104114,CSP_Trough_No_Storage,1104114,UT_N,1.3,43.64,52157.7352411876,103313,0.153365788074202
1104115,CSP_Trough_6h_Storage,1104115,UT_N,1.3,30.53,52157.7352411876,103313,0.25675509413128
1104116,Central_PV,1104116,AZ_APS_SW,77.85,36.79,8617.46283422572,101959,0.290887544344406
1104117,CSP_Trough_No_Storage,1104117,AZ_APS_SW,77.85,40.29,8617.46283422572,101959,0.259274136714611
1104118,CSP_Trough_6h_Storage,1104118,AZ_APS_SW,77.85,28.25,8617.46283422572,101959,0.40575719278767
1104119,Central_PV,1104119,AZ_APS_E,524.83,34.72,9211.50519565102,103471,0.302584890694564
1104120,CSP_Trough_No_Storage,1104120,AZ_APS_E,524.83,43.93,9211.50519565102,103471,0.221647644345891
1104121,CSP_Trough_6h_Storage,1104121,AZ_APS_E,524.83,30.81,9211.50519565102,103471,0.354855412293381
1104122,Central_PV,1104122,NV_N,6.5,26.8,28830.8471124775,101858,0.238674800182887
1104123,CSP_Trough_No_Storage,1104123,NV_N,6.5,43.09,28830.8471124775,101858,0.151850258555936
1104124,CSP_Trough_6h_Storage,1104124,NV_N,6.5,30.13,28830.8471124775,101858,0.248989940157536
1104128,Central_PV,1104128,AZ_APS_N,78.99,33.06,16027.8226779139,103018,0.302740399804093
1104129,CSP_Trough_No_Storage,1104129,AZ_APS_N,78.99,43.37,16027.8226779139,103018,0.234187565058219
1104130,CSP_Trough_6h_Storage,1104130,AZ_APS_N,78.99,30.39,16027.8226779139,103018,0.372133079408677
1104131,Central_PV,1104131,NM_N,13.46,32.34,36846.6642585182,103963,0.291804472400752
1104132,CSP_Trough_No_Storage,1104132,NM_N,13.46,43.93,36846.6642585182,103963,0.201941143434933
1104133,CSP_Trough_6h_Storage,1104133,NM_N,13.46,30.81,36846.6642585182,103963,0.327332924836074
1104134,Central_PV,1104134,AZ_SE,4.38,37.69,14363.6943515449,103426,0.296983178786288
1104135,CSP_Trough_No_Storage,1104135,AZ_SE,4.38,43.09,14363.6943515449,103426,0.230908004960046
1104136,CSP_Trough_6h_Storage,1104136,AZ_SE,4.38,30.26,14363.6943515449,103426,0.367924544724885
1104137,Central_PV,1104137,NV_N,3.29,29.53,28963.7527810863,101369,0.302880719428289
1104138,CSP_Trough_No_Storage,1104138,NV_N,3.29,43.93,28963.7527810863,101369,0.212041845426941
1104139,CSP_Trough_6h_Storage,1104139,NV_N,3.29,30.81,28963.7527810863,101369,0.339653736159818
1104140,Central_PV,1104140,AZ_APS_N,1.17,35.07,20540.7227099175,102798,0.293705096313914
1104141,CSP_Trough_No_Storage,1104141,AZ_APS_N,1.17,41.77,20540.7227099175,102798,0.250689815876713
1104142,CSP_Trough_6h_Storage,1104142,AZ_APS_N,1.17,29.35,20540.7227099175,102798,0.396814365036531
1104143,Central_PV,1104143,AZ_NW,1.4,33.3,37868.0406016735,102163,0.299127888232633
1104144,CSP_Trough_No_Storage,1104144,AZ_NW,1.4,42.82,37868.0406016735,102163,0.244000539238584
1104145,CSP_Trough_6h_Storage,1104145,AZ_NW,1.4,29.99,37868.0406016735,102163,0.388699656311643
1104146,Central_PV,1104146,AZ_APS_E,196.07,33.54,57548.1078362334,103457,0.302345748221217
1104147,CSP_Trough_No_Storage,1104147,AZ_APS_E,196.07,43.93,57548.1078362334,103457,0.228355996922376
1104148,CSP_Trough_6h_Storage,1104148,AZ_APS_E,196.07,30.81,57548.1078362334,103457,0.368214126235161
1104149,Central_PV,1104149,AZ_APS_SW,1.22,36.22,55216.3158338652,102239,0.301109803554894
1104150,CSP_Trough_No_Storage,1104150,AZ_APS_SW,1.22,41.01,55216.3158338652,102239,0.268175781986302
1104151,CSP_Trough_6h_Storage,1104151,AZ_APS_SW,1.22,28.73,55216.3158338652,102239,0.421422417656394
1104152,Central_PV,1104152,AZ_SE,2.09,38.02,17305.236939855,103287,0.300826012673502
1104153,CSP_Trough_No_Storage,1104153,AZ_SE,2.09,42.82,17305.236939855,103287,0.240457518601598
1104154,CSP_Trough_6h_Storage,1104154,AZ_SE,2.09,29.99,17305.236939855,103287,0.384741614729452
1104155,Central_PV,1104155,NV_N,7.86,27.29,39297.7654594849,101492,0.270821890576625
1104156,CSP_Trough_No_Storage,1104156,NV_N,7.86,42.55,39297.7654594849,101492,0.191291176127854
1104157,CSP_Trough_6h_Storage,1104157,NV_N,7.86,29.73,39297.7654594849,101492,0.308742405159819
1104158,Central_PV,1104158,NV_N,9.01,27.17,22252.522728566,101221,0.28400315390866
1104159,CSP_Trough_No_Storage,1104159,NV_N,9.01,42.29,22252.522728566,101221,0.209579397872147
1104160,CSP_Trough_6h_Storage,1104160,NV_N,9.01,29.6,22252.522728566,101221,0.335131808365298
1104161,Central_PV,1104161,NV_N,2.56,26.92,18594.5066040795,101388,0.254953864932727
1104162,CSP_Trough_No_Storage,1104162,NV_N,2.56,42.55,18594.5066040795,101388,0.180324124441781
1104163,CSP_Trough_6h_Storage,1104163,NV_N,2.56,29.73,18594.5066040795,101388,0.290203944883561
1104167,Central_PV,1104167,OR_PDX,2.32,20.83,3469.30153790874,100081,0.181851003610036
1104168,CSP_Trough_No_Storage,1104168,OR_PDX,2.32,35.83,3469.30153790874,100081,0.110104403413242
1104169,CSP_Trough_6h_Storage,1104169,OR_PDX,2.32,25.03,3469.30153790874,100081,0.181080145614156
1104191,Central_PV,1104191,CA_PGE_S,7.88,33.3,1220.74779043006,100680,0.255659246007298
1104192,CSP_Trough_No_Storage,1104192,CA_PGE_S,7.88,38.91,1220.74779043006,100680,0.210045237670092
1104193,CSP_Trough_6h_Storage,1104193,CA_PGE_S,7.88,27.23,1220.74779043006,100680,0.331985345164384
1104194,Central_PV,1104194,NV_N,12.09,28.29,23273.057255414,101655,0.26863731244748
1104195,CSP_Trough_No_Storage,1104195,NV_N,12.09,43.09,23273.057255414,101655,0.173730429023973
1104196,CSP_Trough_6h_Storage,1104196,NV_N,12.09,30.26,23273.057255414,101655,0.284619813531964
1104224,Central_PV,1104224,CA_SCE_CEN,5.45,32.82,9250.91652827494,101052,0.33070950255705
1104225,CSP_Trough_No_Storage,1104225,CA_SCE_CEN,5.45,43.64,9250.91652827494,101052,0.264430257426941
1104226,CSP_Trough_6h_Storage,1104226,CA_SCE_CEN,5.45,30.53,9250.91652827494,101052,0.417859188877853
1104242,Central_PV,1104242,NV_N,12.48,27.54,42777.0884310729,101387,0.281226437700901
1104243,CSP_Trough_No_Storage,1104243,NV_N,12.48,42.55,42777.0884310729,101387,0.196781821242011
1104244,CSP_Trough_6h_Storage,1104244,NV_N,12.48,29.86,42777.0884310729,101387,0.317043232741554
1104254,Central_PV,1104254,CA_SCE_CEN,2.11,33.78,15165.3029889845,101540,0.302737724936193
1104255,CSP_Trough_No_Storage,1104255,CA_SCE_CEN,2.11,41.77,15165.3029889845,101540,0.260499090372146
1104256,CSP_Trough_6h_Storage,1104256,CA_SCE_CEN,2.11,29.35,15165.3029889845,101540,0.407537398245435
1104257,Central_PV,1104257,WA_ID_AVA,12.28,19.11,14527.9506314572,101348,0.224482324647936
1104258,CSP_Trough_No_Storage,1104258,WA_ID_AVA,12.28,38.91,14527.9506314572,101348,0.144157257430366
1104259,CSP_Trough_6h_Storage,1104259,WA_ID_AVA,12.28,27.23,14527.9506314572,101348,0.232094514409361
1104266,Central_PV,1104266,WA_N_CEN,41.1,18.45,12869.4880505235,100730,0.221402191506703
1104267,CSP_Trough_No_Storage,1104267,WA_N_CEN,41.1,38.47,12869.4880505235,100730,0.150364725406394
1104268,CSP_Trough_6h_Storage,1104268,WA_N_CEN,41.1,27.02,12869.4880505235,100730,0.242758657970319
1104272,Central_PV,1104272,WA_ID_AVA,7.57,19.79,17310.9354120418,101070,0.231624464319428
1104273,CSP_Trough_No_Storage,1104273,WA_ID_AVA,7.57,38.25,17310.9354120418,101070,0.161587122678082
1104274,CSP_Trough_6h_Storage,1104274,WA_ID_AVA,7.57,26.7,17310.9354120418,101070,0.259224222982876
1104275,Central_PV,1104275,OR_WA_BPA,19.17,20.72,24907.4136564658,100849,0.223773917508427
1104276,CSP_Trough_No_Storage,1104276,OR_WA_BPA,19.17,38.47,24907.4136564658,100849,0.157503736885845
1104277,CSP_Trough_6h_Storage,1104277,OR_WA_BPA,19.17,26.91,24907.4136564658,100849,0.253661444092467
1104278,Central_PV,1104278,OR_WA_BPA,2.48,21.18,23063.271796748,100215,0.225936303680509
1104279,CSP_Trough_No_Storage,1104279,OR_WA_BPA,2.48,37.82,23063.271796748,100215,0.150822536384703
1104280,CSP_Trough_6h_Storage,1104280,OR_WA_BPA,2.48,26.39,23063.271796748,100215,0.243684097696347
1104281,Central_PV,1104281,WY_NE,13.69,21.78,15151.4285577345,103918,0.230113003536503
1104282,CSP_Trough_No_Storage,1104282,WY_NE,13.69,40.77,15151.4285577345,103918,0.140289353356165
1104283,CSP_Trough_6h_Storage,1104283,WY_NE,13.69,28.49,15151.4285577345,103918,0.230569517746574
1104284,Central_PV,1104284,OR_E,2.52,24.2,80310.0811582748,100452,0.251824922354285
1104285,CSP_Trough_No_Storage,1104285,OR_E,2.52,41.51,80310.0811582748,100452,0.162434209082191
1104286,CSP_Trough_6h_Storage,1104286,OR_E,2.52,29.1,80310.0811582748,100452,0.264494048619864
1104287,Central_PV,1104287,WY_NW,9.36,21.3,43890.5524701169,103595,0.232930200104009
1104288,CSP_Trough_No_Storage,1104288,WY_NW,9.36,40.53,43890.5524701169,103595,0.140831111681506
1104289,CSP_Trough_6h_Storage,1104289,WY_NW,9.36,28.25,43890.5524701169,103595,0.233561105337899
1104290,Central_PV,1104290,WA_N_CEN,256.29,19.23,5175.74300151877,100588,0.237987334400981
1104291,CSP_Trough_No_Storage,1104291,WA_N_CEN,256.29,38.04,5175.74300151877,100588,0.170566288784247
1104292,CSP_Trough_6h_Storage,1104292,WA_N_CEN,256.29,26.7,5175.74300151877,100588,0.273156659030823
1104293,Central_PV,1104293,OR_WA_BPA,17.92,20.6,6459.73311534357,100516,0.237165263005864
1104294,CSP_Trough_No_Storage,1104294,OR_WA_BPA,17.92,38.68,6459.73311534357,100516,0.173099735994294
1104295,CSP_Trough_6h_Storage,1104295,OR_WA_BPA,17.92,27.13,6459.73311534357,100516,0.275741617694065
1104296,Central_PV,1104296,CA_PGE_CEN,3.09,32.58,9107.68002700682,100238,0.268316945369089
1104297,CSP_Trough_No_Storage,1104297,CA_PGE_CEN,3.09,39.58,9107.68002700682,100238,0.221977157213471
1104298,CSP_Trough_6h_Storage,1104298,CA_PGE_CEN,3.09,27.68,9107.68002700682,100238,0.354025282254568
1104299,Central_PV,1104299,CA_PGE_CEN,26.36,30.02,7887.81397173981,100262,0.235596335608324
1104300,CSP_Trough_No_Storage,1104300,CA_PGE_CEN,26.36,38.04,7887.81397173981,100262,0.186336000744293
1104301,CSP_Trough_6h_Storage,1104301,CA_PGE_CEN,26.36,26.6,7887.81397173981,100262,0.2965692152637
1104305,Central_PV,1104305,UT_S,3.31,29.03,23913.1878360178,102831,0.23264861850773
1104306,CSP_Trough_No_Storage,1104306,UT_S,3.31,43.09,23913.1878360178,102831,0.138252835254566
1104307,CSP_Trough_6h_Storage,1104307,UT_S,3.31,30.26,23913.1878360178,102831,0.227914642231735
1104308,Central_PV,1104308,WY_SE,16.92,25.55,10232.6160919174,104055,0.249901254625253
1104309,CSP_Trough_No_Storage,1104309,WY_SE,16.92,42.29,10232.6160919174,104055,0.151156036066211
1104310,CSP_Trough_6h_Storage,1104310,WY_SE,16.92,29.6,10232.6160919174,104055,0.253033579095891
1104311,Central_PV,1104311,CO_NW,5.05,27.42,6727.79087316757,103825,0.25108249252105
1104312,CSP_Trough_No_Storage,1104312,CO_NW,5.05,43.09,6727.79087316757,103825,0.157126266049087
1104313,CSP_Trough_6h_Storage,1104313,CO_NW,5.05,30.13,6727.79087316757,103825,0.26129609635959
1104314,Central_PV,1104314,UT_N,23.72,26.8,7752.58567484174,102823,0.253610610929831
1104315,CSP_Trough_No_Storage,1104315,UT_N,23.72,40.53,7752.58567484174,102823,0.182351967332192
1104316,CSP_Trough_6h_Storage,1104316,UT_N,23.72,28.49,7752.58567484174,102823,0.291825014168952
1104317,Central_PV,1104317,WY_SE,52.48,25.43,33024.2686526938,103760,0.256782277746278
1104318,CSP_Trough_No_Storage,1104318,WY_SE,52.48,42.55,33024.2686526938,103760,0.164209886292238
1104319,CSP_Trough_6h_Storage,1104319,WY_SE,52.48,29.73,33024.2686526938,103760,0.271328510886988
1104320,Central_PV,1104320,UT_N,12.86,26.18,62418.6805483322,102417,0.255288653215139
1104321,CSP_Trough_No_Storage,1104321,UT_N,12.86,41.77,62418.6805483322,102417,0.174420019496575
1104322,CSP_Trough_6h_Storage,1104322,UT_N,12.86,29.35,62418.6805483322,102417,0.279957318224431
1104323,Central_PV,1104323,ID_S_OR_E,10.18,25.06,31535.9840491347,102026,0.250461813780221
1104324,CSP_Trough_No_Storage,1104324,ID_S_OR_E,10.18,42.03,31535.9840491347,102026,0.169709047053652
1104325,CSP_Trough_6h_Storage,1104325,ID_S_OR_E,10.18,29.35,31535.9840491347,102026,0.274033677332191
1104326,Central_PV,1104326,OR_E,22.46,25.31,10240.851019139,100220,0.259239729473422
1104327,CSP_Trough_No_Storage,1104327,OR_E,22.46,41.26,10240.851019139,100220,0.182315113623289
1104328,CSP_Trough_6h_Storage,1104328,OR_E,22.46,28.97,10240.851019139,100220,0.291899315719179
1104329,Central_PV,1104329,ID_S_OR_E,23.19,24.07,68656.2855236325,101234,0.258131063168083
1104330,CSP_Trough_No_Storage,1104330,ID_S_OR_E,23.19,41.51,68656.2855236325,101234,0.182577357840183
1104331,CSP_Trough_6h_Storage,1104331,ID_S_OR_E,23.19,29.1,68656.2855236325,101234,0.293945654716896
1104332,Central_PV,1104332,WY_NW,33.92,24.44,81300.1209450862,103395,0.266948986133229
1104333,CSP_Trough_No_Storage,1104333,WY_NW,33.92,42.82,81300.1209450862,103395,0.162749760773973
1104334,CSP_Trough_6h_Storage,1104334,WY_NW,33.92,29.86,81300.1209450862,103395,0.271197145366438
1104335,Central_PV,1104335,OR_W,16.45,25.93,13059.6129016104,100090,0.257897810021471
1104336,CSP_Trough_No_Storage,1104336,OR_W,16.45,40.29,13059.6129016104,100090,0.186734521966895
1104337,CSP_Trough_6h_Storage,1104337,OR_W,16.45,28.13,13059.6129016104,100090,0.300170718567351
1104338,Central_PV,1104338,NV_N,35.94,25.68,5559.60934208584,101629,0.257828810754219
1104339,CSP_Trough_No_Storage,1104339,NV_N,35.94,42.82,5559.60934208584,101629,0.165890710421233
1104340,CSP_Trough_6h_Storage,1104340,NV_N,35.94,29.99,5559.60934208584,101629,0.273911988763699
1104341,Central_PV,1104341,CA_PGE_CEN,12.02,32.22,7610.25284341227,100534,0.24670079728132
1104342,CSP_Trough_No_Storage,1104342,CA_PGE_CEN,12.02,38.25,7610.25284341227,100534,0.205223576973744
1104343,CSP_Trough_6h_Storage,1104343,CA_PGE_CEN,12.02,26.8,7610.25284341227,100534,0.327061739218036
1104344,Central_PV,1104344,UT_N,10.43,27.54,55337.4474681781,103133,0.275756505480682
1104345,CSP_Trough_No_Storage,1104345,UT_N,10.43,43.09,55337.4474681781,103133,0.179602329371005
1104346,CSP_Trough_6h_Storage,1104346,UT_N,10.43,30.13,55337.4474681781,103133,0.292826846662099
1104347,Central_PV,1104347,CA_PGE_N,1.12,28.41,38021.1582444902,100018,0.241097305443742
1104348,CSP_Trough_No_Storage,1104348,CA_PGE_N,1.12,39.35,38021.1582444902,100018,0.191640067907534
1104349,CSP_Trough_6h_Storage,1104349,CA_PGE_N,1.12,27.45,38021.1582444902,100018,0.304912331315072
1104350,Central_PV,1104350,OR_E,26.41,24.81,50580.9409488858,100463,0.267165093172617
1104351,CSP_Trough_No_Storage,1104351,OR_E,26.41,41.26,50580.9409488858,100463,0.18497378224886
1104352,CSP_Trough_6h_Storage,1104352,OR_E,26.41,28.85,50580.9409488858,100463,0.297471697015069
1104356,Central_PV,1104356,NV_N,32.13,26.8,54171.7275020121,100894,0.264977737868273
1104357,CSP_Trough_No_Storage,1104357,NV_N,32.13,41.51,54171.7275020121,100894,0.185585375511417
1104358,CSP_Trough_6h_Storage,1104358,NV_N,32.13,28.97,54171.7275020121,100894,0.298650709482876
1104359,Central_PV,1104359,ID_S_OR_E,1.83,24.2,953.177763593266,101796,0.26399333448019
1104360,CSP_Trough_No_Storage,1104360,ID_S_OR_E,1.83,40.77,953.177763593266,101796,0.191597475497718
1104361,CSP_Trough_6h_Storage,1104361,ID_S_OR_E,1.83,28.49,953.177763593266,101796,0.305410223665528
1104362,Central_PV,1104362,OR_E,3.72,25.18,7662.45633713543,100200,0.263180958515406
1104363,CSP_Trough_No_Storage,1104363,OR_E,3.72,41.01,7662.45633713543,100200,0.190918039817352
1104364,CSP_Trough_6h_Storage,1104364,OR_E,3.72,28.61,7662.45633713543,100200,0.304993246333333
1104365,Central_PV,1104365,NV_N,1.94,26.42,6133.08804328554,101610,0.249609819571609
1104366,CSP_Trough_No_Storage,1104366,NV_N,1.94,43.09,6133.08804328554,101610,0.16577021249201
1104367,CSP_Trough_6h_Storage,1104367,NV_N,1.94,30.13,6133.08804328554,101610,0.270894027199772
1104368,Central_PV,1104368,UT_S,14.91,28.66,20929.845304885,102963,0.25881749099098
1104369,CSP_Trough_No_Storage,1104369,UT_S,14.91,42.82,20929.845304885,102963,0.167708843641553
1104370,CSP_Trough_6h_Storage,1104370,UT_S,14.91,29.86,20929.845304885,102963,0.275033096219181
1104374,Central_PV,1104374,NV_N,115.25,27.17,57426.6643288426,100515,0.272992305964573
1104375,CSP_Trough_No_Storage,1104375,NV_N,115.25,41.01,57426.6643288426,100515,0.201947696115297
1104376,CSP_Trough_6h_Storage,1104376,NV_N,115.25,28.73,57426.6643288426,100515,0.322022785649543
1104377,Central_PV,1104377,CA_PGE_S,33.1,34.13,699.009799338819,100351,0.265628274332875
1104378,CSP_Trough_No_Storage,1104378,CA_PGE_S,33.1,39.35,699.009799338819,100351,0.209666988257991
1104379,CSP_Trough_6h_Storage,1104379,CA_PGE_S,33.1,27.45,699.009799338819,100351,0.333068333992009
