load_area,distance_km
WA_ID_AVA,216.201551695414
AZ_APS_N,70.9297242172175
ID_S_OR_E,246.789870502596
WA_N_CEN,79.4054683357711
NV_S,257.50996339712
CA_SCE_SE,32.7174264078146
NV_N,158.662034986965
AZ_SE,288.422575502409
AZ_NW,255.244569511492
AZ_PHX,262.208145825561
