project_id,technology,original_dataset_id,load_area,capacity_limit,capacity_limit_conversion,connect_cost_per_mw,location_id
3843,Central_PV,3583,WY_SE,27.5356539407806,44.2274408690987,12758.7369773273,8875
19039,CSP_Trough_No_Storage,3583,WY_SE,27.5356539407806,53.2484903395219,12758.7369773273,8875
11441,CSP_Trough_6h_Storage,3583,WY_SE,27.5356539407806,31.7705352272794,12758.7369773273,8875
7300,Central_PV,15240,NM_S_TX_EPE,1.46427359649658,41.5750869849785,20426.0694193957,8876
14898,CSP_Trough_6h_Storage,15240,NM_S_TX_EPE,1.46427359649658,30.8891812248568,20426.0694193957,8876
22496,CSP_Trough_No_Storage,15240,NM_S_TX_EPE,1.46427359649658,50.2584310868187,20426.0694193957,8876
4918,Central_PV,8924,NM_N,14.7983728390503,42.450621276824,6912.71167115031,8877
12516,CSP_Trough_6h_Storage,8924,NM_N,14.7983728390503,34.0739301398407,6912.71167115031,8877
20114,CSP_Trough_No_Storage,8924,NM_N,14.7983728390503,56.0706200180459,6912.71167115031,8877
2956,Wind,1833,CO_SW,30,1,4628.7507245914,8878
7318,Central_PV,15271,NM_S_TX_EPE,26.3360372443848,41.6008379935622,9916.77176505288,8879
14916,CSP_Trough_6h_Storage,15271,NM_S_TX_EPE,26.3360372443848,31.9645844735922,9916.77176505288,8879
16339,CSP_Trough_6h_Storage,18253,CO_SW,16.9430051757812,34.7915368305813,16892.3276811006,8880
23937,CSP_Trough_No_Storage,18253,CO_SW,16.9430051757812,57.6397164466519,16892.3276811006,8880
21465,CSP_Trough_No_Storage,12711,CO_SW,50.1060586429138,56.0706200180459,23378.6851967666,8881
13867,CSP_Trough_6h_Storage,12711,CO_SW,50.1060586429138,34.5009199663854,23378.6851967666,8881
6269,Central_PV,12711,CO_SW,50.1060586429138,43.2489025429185,23378.6851967666,8881
4049,Central_PV,3855,WY_SE,20.1538082249832,44.5107019635193,16097.6682593667,8882
11647,CSP_Trough_6h_Storage,3855,WY_SE,20.1538082249832,31.3916474798381,16097.6682593667,8882
19245,CSP_Trough_No_Storage,3855,WY_SE,20.1538082249832,52.1188925910402,16097.6682593667,8882
11739,CSP_Trough_6h_Storage,3990,WY_SE,18.1699280542831,31.2114471729612,34654.1899702789,8883
19337,CSP_Trough_No_Storage,3990,WY_SE,18.1699280542831,52.2925952672519,34654.1899702789,8883
4141,Central_PV,3990,WY_SE,18.1699280542831,44.5879549892704,34654.1899702789,8883
23941,CSP_Trough_No_Storage,18257,CO_SW,6.08858275216675,57.2392956310647,34520.1151109353,8884
16343,CSP_Trough_6h_Storage,18257,CO_SW,6.08858275216675,34.3573906274771,34520.1151109353,8884
8745,Central_PV,18257,CO_SW,6.08858275216675,43.2746535515021,34520.1151109353,8884
17237,CSP_Trough_6h_Storage,19317,WY_SE,20.4268641687469,31.3580570432138,2916.32334736177,8885
24835,CSP_Trough_No_Storage,19317,WY_SE,20.4268641687469,52.1665814813133,2916.32334736177,8885
9639,Central_PV,19317,WY_SE,20.4268641687469,44.2789428862661,2916.32334736177,8885
11584,CSP_Trough_6h_Storage,3750,WY_SE,35.82315987883,32.6367223520282,2517.00117843088,8886
19182,CSP_Trough_No_Storage,3750,WY_SE,35.82315987883,54.168945752324,2517.00117843088,8886
3986,Central_PV,3750,WY_SE,35.82315987883,44.4106864622652,2517.00117843088,8886
1006,Wind,1910,CO_NW,30,1,10169.9612392197,8887
3020,Wind,2197,WY_SE,30,1,47559.0629296802,8888
432,Wind,61,WY_SE,1290,1,5475.1892145492,8889
499,Wind,83,WY_SE,750,1,10885.7909698098,8890
463,Wind,1717,WY_SE,60,1,32463.5191612027,8891
4243,Central_PV,4208,WY_SE,18.6184558265953,44.7398850244706,30605.6356240406,8892
19439,CSP_Trough_No_Storage,4208,WY_SE,18.6184558265953,50.4548299924972,30605.6356240406,8892
519,Wind,2546,WY_SE,30,1,30230.6171394063,9046
11841,CSP_Trough_6h_Storage,4208,WY_SE,18.6184558265953,30.6533373345358,30605.6356240406,8892
2422,Wind,3805,NM_N,30,1,22115.2251455899,9625
19050,CSP_Trough_No_Storage,3598,WY_SE,14.7133663742981,52.8353654146151,9162.48118928069,8893
11452,CSP_Trough_6h_Storage,3598,WY_SE,14.7133663742981,31.6217466680896,9162.48118928069,8893
3854,Central_PV,3598,WY_SE,14.7133663742981,44.2531918776824,9162.48118928069,8893
482,Wind,2230,WY_SE,30,1,35383.0853720596,8894
23172,CSP_Trough_No_Storage,16486,NM_N,19.8940879185791,55.6916908047539,45635.0096902573,8895
7976,Central_PV,16486,NM_N,19.8940879185791,42.2703642167382,45635.0096902573,8895
15574,CSP_Trough_6h_Storage,16486,NM_N,19.8940879185791,33.7951554991313,45635.0096902573,8895
21164,CSP_Trough_No_Storage,11951,NM_N,484.796805670105,56.2749137729336,493.387390682315,8896
13566,CSP_Trough_6h_Storage,11951,NM_N,484.796805670105,34.0916040722635,493.387390682315,8896
18113,CSP_Trough_6h_Storage,22053,NM_S_TX_EPE,32.0231303853149,32.9854967175013,677.318591521283,8902
10515,Central_PV,22053,NM_S_TX_EPE,32.0231303853149,41.8840990879828,677.318591521283,8902
3089,Wind,3422,WY_SE,30,1,40570.8665185578,9108
5968,Central_PV,11951,NM_N,484.796805670105,42.4810817958789,493.387390682315,8896
8226,Central_PV,16764,NM_N,4.21553971923828,42.5021232939914,7888.54760113955,8897
23422,CSP_Trough_No_Storage,16764,NM_N,4.21553971923828,56.4548588241277,7888.54760113955,8897
15824,CSP_Trough_6h_Storage,16764,NM_N,4.21553971923828,34.0739301398407,7888.54760113955,8897
4352,Central_PV,4450,WY_NE,14.0478140773983,44.9742201180257,37591.2506311768,8898
19548,CSP_Trough_No_Storage,4450,WY_NE,14.0478140773983,49.1642990954173,37591.2506311768,8898
11950,CSP_Trough_6h_Storage,4450,WY_NE,14.0478140773983,29.9021896982486,37591.2506311768,8898
10517,Central_PV,22055,NM_S_TX_EPE,33.7923745147705,41.9098500965665,4724.3506378909,8899
25713,CSP_Trough_No_Storage,22055,NM_S_TX_EPE,33.7923745147705,49.3558163742907,4724.3506378909,8899
18115,CSP_Trough_6h_Storage,22055,NM_S_TX_EPE,33.7923745147705,30.0902770831951,4724.3506378909,8899
18116,CSP_Trough_6h_Storage,22056,NM_S_TX_EPE,10.841033428894,28.1815880076117,3009.90539517625,8900
10518,Central_PV,22056,NM_S_TX_EPE,10.841033428894,41.9356011051502,3009.90539517625,8900
25714,CSP_Trough_No_Storage,22056,NM_S_TX_EPE,10.841033428894,47.3712188563464,3009.90539517625,8900
22877,CSP_Trough_No_Storage,16129,NM_S_TX_EPE,204.374512275085,53.8303475954685,1636.77728926792,8901
15279,CSP_Trough_6h_Storage,16129,NM_S_TX_EPE,204.374512275085,33.2202011558177,1636.77728926792,8901
7681,Central_PV,16129,NM_S_TX_EPE,204.374512275085,41.8713867967366,1636.77728926792,8901
25711,CSP_Trough_No_Storage,22053,NM_S_TX_EPE,32.0231303853149,53.5215689951423,677.318591521283,8902
13463,CSP_Trough_6h_Storage,11828,NM_N,4.26027298535156,33.9339690194871,41891.8126921542,8903
5865,Central_PV,11828,NM_N,4.26027298535156,42.2961152253219,41891.8126921542,8903
21061,CSP_Trough_No_Storage,11828,NM_N,4.26027298535156,55.6916908047539,41891.8126921542,8903
8230,Central_PV,16768,NM_N,7.75413497216797,42.450621276824,2298.53076538032,8904
15828,CSP_Trough_6h_Storage,16768,NM_N,7.75413497216797,34.0739301398407,2298.53076538032,8904
23426,CSP_Trough_No_Storage,16768,NM_N,7.75413497216797,56.0706200180459,2298.53076538032,8904
6022,Central_PV,12028,NM_N,2.09448768865967,42.6308783369099,4280.26377025946,8905
21218,CSP_Trough_No_Storage,12028,NM_N,2.09448768865967,56.0706200180459,4280.26377025946,8905
13620,CSP_Trough_6h_Storage,12028,NM_N,2.09448768865967,34.3573906274771,4280.26377025946,8905
11715,CSP_Trough_6h_Storage,3962,WY_SE,16.3135758326721,31.3584988415899,25570.3101977562,8906
19313,CSP_Trough_No_Storage,3962,WY_SE,16.3135758326721,52.3327022759271,25570.3101977562,8906
4117,Central_PV,3962,WY_SE,16.3135758326721,44.5622039806867,25570.3101977562,8906
1048,Wind,1573,CO_NW,90,1,5652.07691827146,8907
3026,Wind,2175,WY_SE,30,1,53532.5260427185,8908
483,Wind,64,WY_SE,1620,1,11531.490555543,8909
474,Wind,1711,WY_SE,60,1,27590.6790066767,8910
462,Wind,2564,WY_SE,30,1,18360.8098803464,8911
3025,Wind,182,WY_SE,210,1,45193.8293894179,8920
5078,Central_PV,9993,NM_N,35.5789158664551,42.2446132081545,61300.7103694745,8912
