breakpoint_id,load_area,year,price_dollars_per_mmbtu,breakpoint_mmbtu_per_year
1,CA_PGE_BAY,2045,1.7157,16821857
2,CA_PGE_BAY,2045,9.6111,22883128
3,CA_PGE_BAY,2045,824.7326,22912024
4,CA_PGE_BAY,2045,2514.4073,22922322
5,CA_PGE_BAY,2045,3767.3439,22930417
6,CA_PGE_BAY,2045,4998.9304,22939569
7,CA_PGE_BAY,2045,6152.5361,22949488
8,CA_PGE_BAY,2045,999999999.0000,
1,CA_PGE_BAY,2046,1.7157,16821857
2,CA_PGE_BAY,2046,9.6111,22883128
3,CA_PGE_BAY,2046,824.7326,22912024
4,CA_PGE_BAY,2046,2514.4073,22922322
5,CA_PGE_BAY,2046,3767.3439,22930417
6,CA_PGE_BAY,2046,4998.9304,22939569
7,CA_PGE_BAY,2046,6152.5361,22949488
8,CA_PGE_BAY,2046,999999999.0000,
1,CA_PGE_BAY,2047,1.7157,16821857
2,CA_PGE_BAY,2047,9.6111,22883128
3,CA_PGE_BAY,2047,824.7326,22912024
4,CA_PGE_BAY,2047,2514.4073,22922322
5,CA_PGE_BAY,2047,3767.3439,22930417
6,CA_PGE_BAY,2047,4998.9304,22939569
7,CA_PGE_BAY,2047,6152.5361,22949488
8,CA_PGE_BAY,2047,999999999.0000,
1,CA_PGE_BAY,2048,1.7157,16821857
2,CA_PGE_BAY,2048,9.6111,22883128
3,CA_PGE_BAY,2048,824.7326,22912024
4,CA_PGE_BAY,2048,2514.4073,22922322
5,CA_PGE_BAY,2048,3767.3439,22930417
6,CA_PGE_BAY,2048,4998.9304,22939569
7,CA_PGE_BAY,2048,6152.5361,22949488
8,CA_PGE_BAY,2048,999999999.0000,
1,CA_PGE_BAY,2049,1.7157,16821857
2,CA_PGE_BAY,2049,9.6111,22883128
3,CA_PGE_BAY,2049,824.7326,22912024
4,CA_PGE_BAY,2049,2514.4073,22922322
5,CA_PGE_BAY,2049,3767.3439,22930417
6,CA_PGE_BAY,2049,4998.9304,22939569
7,CA_PGE_BAY,2049,6152.5361,22949488
8,CA_PGE_BAY,2049,999999999.0000,
1,CA_PGE_BAY,2050,1.7157,16821857
2,CA_PGE_BAY,2050,9.6111,22883128
3,CA_PGE_BAY,2050,824.7326,22912024
4,CA_PGE_BAY,2050,2514.4073,22922322
5,CA_PGE_BAY,2050,3767.3439,22930417
6,CA_PGE_BAY,2050,4998.9304,22939569
7,CA_PGE_BAY,2050,6152.5361,22949488
8,CA_PGE_BAY,2050,999999999.0000,
1,CA_PGE_BAY,2051,1.7157,16821857
2,CA_PGE_BAY,2051,9.6111,22883128
3,CA_PGE_BAY,2051,824.7326,22912024
4,CA_PGE_BAY,2051,2514.4073,22922322
5,CA_PGE_BAY,2051,3767.3439,22930417
6,CA_PGE_BAY,2051,4998.9304,22939569
7,CA_PGE_BAY,2051,6152.5361,22949488
8,CA_PGE_BAY,2051,999999999.0000,
1,CA_PGE_BAY,2052,1.7157,16821857
2,CA_PGE_BAY,2052,9.6111,22883128
3,CA_PGE_BAY,2052,824.7326,22912024
4,CA_PGE_BAY,2052,2514.4073,22922322
5,CA_PGE_BAY,2052,3767.3439,22930417
6,CA_PGE_BAY,2052,4998.9304,22939569
7,CA_PGE_BAY,2052,6152.5361,22949488
8,CA_PGE_BAY,2052,999999999.0000,
1,CA_PGE_BAY,2053,1.7157,16821857
2,CA_PGE_BAY,2053,9.6111,22883128
3,CA_PGE_BAY,2053,824.7326,22912024
4,CA_PGE_BAY,2053,2514.4073,22922322
5,CA_PGE_BAY,2053,3767.3439,22930417
6,CA_PGE_BAY,2053,4998.9304,22939569
7,CA_PGE_BAY,2053,6152.5361,22949488
8,CA_PGE_BAY,2053,999999999.0000,
1,CA_PGE_BAY,2054,1.7157,16821857
2,CA_PGE_BAY,2054,9.6111,22883128
3,CA_PGE_BAY,2054,824.7326,22912024
4,CA_PGE_BAY,2054,2514.4073,22922322
5,CA_PGE_BAY,2054,3767.3439,22930417
6,CA_PGE_BAY,2054,4998.9304,22939569
7,CA_PGE_BAY,2054,6152.5361,22949488
8,CA_PGE_BAY,2054,999999999.0000,
1,CA_PGE_BAY,2055,1.7157,16821857
2,CA_PGE_BAY,2055,9.6111,22883128
3,CA_PGE_BAY,2055,824.7326,22912024
4,CA_PGE_BAY,2055,2514.4073,22922322
5,CA_PGE_BAY,2055,3767.3439,22930417
6,CA_PGE_BAY,2055,4998.9304,22939569
7,CA_PGE_BAY,2055,6152.5361,22949488
8,CA_PGE_BAY,2055,999999999.0000,
1,CA_PGE_BAY,2056,1.7157,16821857
2,CA_PGE_BAY,2056,9.6111,22883128
3,CA_PGE_BAY,2056,824.7326,22912024
4,CA_PGE_BAY,2056,2514.4073,22922322
5,CA_PGE_BAY,2056,3767.3439,22930417
6,CA_PGE_BAY,2056,4998.9304,22939569
7,CA_PGE_BAY,2056,6152.5361,22949488
8,CA_PGE_BAY,2056,999999999.0000,
1,CA_PGE_BAY,2057,1.7157,16821857
2,CA_PGE_BAY,2057,9.6111,22883128
3,CA_PGE_BAY,2057,824.7326,22912024
4,CA_PGE_BAY,2057,2514.4073,22922322
5,CA_PGE_BAY,2057,3767.3439,22930417
6,CA_PGE_BAY,2057,4998.9304,22939569
7,CA_PGE_BAY,2057,6152.5361,22949488
8,CA_PGE_BAY,2057,999999999.0000,
1,CA_PGE_BAY,2058,1.7157,16821857
2,CA_PGE_BAY,2058,9.6111,22883128
3,CA_PGE_BAY,2058,824.7326,22912024
4,CA_PGE_BAY,2058,2514.4073,22922322
5,CA_PGE_BAY,2058,3767.3439,22930417
6,CA_PGE_BAY,2058,4998.9304,22939569
7,CA_PGE_BAY,2058,6152.5361,22949488
8,CA_PGE_BAY,2058,999999999.0000,
1,CA_PGE_BAY,2059,1.7157,16821857
2,CA_PGE_BAY,2059,9.6111,22883128
3,CA_PGE_BAY,2059,824.7326,22912024
4,CA_PGE_BAY,2059,2514.4073,22922322
5,CA_PGE_BAY,2059,3767.3439,22930417
6,CA_PGE_BAY,2059,4998.9304,22939569
7,CA_PGE_BAY,2059,6152.5361,22949488
8,CA_PGE_BAY,2059,999999999.0000,
1,CA_PGE_BAY,2060,1.7157,16821857
2,CA_PGE_BAY,2060,9.6111,22883128
3,CA_PGE_BAY,2060,824.7326,22912024
4,CA_PGE_BAY,2060,2514.4073,22922322
5,CA_PGE_BAY,2060,3767.3439,22930417
6,CA_PGE_BAY,2060,4998.9304,22939569
7,CA_PGE_BAY,2060,6152.5361,22949488
8,CA_PGE_BAY,2060,999999999.0000,
1,CA_PGE_BAY,2061,1.7157,16821857
2,CA_PGE_BAY,2061,9.6111,22883128
3,CA_PGE_BAY,2061,824.7326,22912024
4,CA_PGE_BAY,2061,2514.4073,22922322
5,CA_PGE_BAY,2061,3767.3439,22930417
6,CA_PGE_BAY,2061,4998.9304,22939569
7,CA_PGE_BAY,2061,6152.5361,22949488
8,CA_PGE_BAY,2061,999999999.0000,
1,CA_PGE_BAY,2062,1.7157,16821857
2,CA_PGE_BAY,2062,9.6111,22883128
3,CA_PGE_BAY,2062,824.7326,22912024
4,CA_PGE_BAY,2062,2514.4073,22922322
5,CA_PGE_BAY,2062,3767.3439,22930417
6,CA_PGE_BAY,2062,4998.9304,22939569
7,CA_PGE_BAY,2062,6152.5361,22949488
8,CA_PGE_BAY,2062,999999999.0000,
1,CA_PGE_BAY,2063,1.7157,16821857
2,CA_PGE_BAY,2063,9.6111,22883128
3,CA_PGE_BAY,2063,824.7326,22912024
4,CA_PGE_BAY,2063,2514.4073,22922322
5,CA_PGE_BAY,2063,3767.3439,22930417
6,CA_PGE_BAY,2063,4998.9304,22939569
7,CA_PGE_BAY,2063,6152.5361,22949488
8,CA_PGE_BAY,2063,999999999.0000,
1,CA_PGE_BAY,2064,1.7157,16821857
2,CA_PGE_BAY,2064,9.6111,22883128
3,CA_PGE_BAY,2064,824.7326,22912024
4,CA_PGE_BAY,2064,2514.4073,22922322
5,CA_PGE_BAY,2064,3767.3439,22930417
6,CA_PGE_BAY,2064,4998.9304,22939569
7,CA_PGE_BAY,2064,6152.5361,22949488
8,CA_PGE_BAY,2064,999999999.0000,
1,CA_PGE_BAY,2065,1.7157,16821857
2,CA_PGE_BAY,2065,9.6111,22883128
3,CA_PGE_BAY,2065,824.7326,22912024
4,CA_PGE_BAY,2065,2514.4073,22922322
5,CA_PGE_BAY,2065,3767.3439,22930417
6,CA_PGE_BAY,2065,4998.9304,22939569
7,CA_PGE_BAY,2065,6152.5361,22949488
8,CA_PGE_BAY,2065,999999999.0000,
1,CA_PGE_BAY,2066,1.7157,16821857
2,CA_PGE_BAY,2066,9.6111,22883128
3,CA_PGE_BAY,2066,824.7326,22912024
4,CA_PGE_BAY,2066,2514.4073,22922322
5,CA_PGE_BAY,2066,3767.3439,22930417
6,CA_PGE_BAY,2066,4998.9304,22939569
7,CA_PGE_BAY,2066,6152.5361,22949488
8,CA_PGE_BAY,2066,999999999.0000,
1,CA_PGE_BAY,2067,1.7157,16821857
2,CA_PGE_BAY,2067,9.6111,22883128
3,CA_PGE_BAY,2067,824.7326,22912024
4,CA_PGE_BAY,2067,2514.4073,22922322
5,CA_PGE_BAY,2067,3767.3439,22930417
6,CA_PGE_BAY,2067,4998.9304,22939569
7,CA_PGE_BAY,2067,6152.5361,22949488
8,CA_PGE_BAY,2067,999999999.0000,
1,CA_PGE_BAY,2068,1.7157,16821857
2,CA_PGE_BAY,2068,9.6111,22883128
3,CA_PGE_BAY,2068,824.7326,22912024
4,CA_PGE_BAY,2068,2514.4073,22922322
5,CA_PGE_BAY,2068,3767.3439,22930417
6,CA_PGE_BAY,2068,4998.9304,22939569
7,CA_PGE_BAY,2068,6152.5361,22949488
8,CA_PGE_BAY,2068,999999999.0000,
1,CA_PGE_BAY,2069,1.7157,16821857
2,CA_PGE_BAY,2069,9.6111,22883128
3,CA_PGE_BAY,2069,824.7326,22912024
4,CA_PGE_BAY,2069,2514.4073,22922322
5,CA_PGE_BAY,2069,3767.3439,22930417
6,CA_PGE_BAY,2069,4998.9304,22939569
7,CA_PGE_BAY,2069,6152.5361,22949488
8,CA_PGE_BAY,2069,999999999.0000,
1,CA_PGE_BAY,2070,1.7157,16821857
2,CA_PGE_BAY,2070,9.6111,22883128
3,CA_PGE_BAY,2070,824.7326,22912024
4,CA_PGE_BAY,2070,2514.4073,22922322
5,CA_PGE_BAY,2070,3767.3439,22930417
6,CA_PGE_BAY,2070,4998.9304,22939569
7,CA_PGE_BAY,2070,6152.5361,22949488
8,CA_PGE_BAY,2070,999999999.0000,
1,CA_PGE_CEN,2007,1.1618,1772783
2,CA_PGE_CEN,2007,1.9634,41604746
3,CA_PGE_CEN,2007,6.1267,50054293
4,CA_PGE_CEN,2007,7.0220,72157745
5,CA_PGE_CEN,2007,2988.7712,72173999
6,CA_PGE_CEN,2007,10316.2285,72183153
7,CA_PGE_CEN,2007,13781.1263,72190167
8,CA_PGE_CEN,2007,18132.6042,72198097
9,CA_PGE_CEN,2007,22310.6700,72206691
10,CA_PGE_CEN,2007,999999999.0000,
1,CA_PGE_CEN,2008,1.1618,1772783
2,CA_PGE_CEN,2008,1.9634,41604746
3,CA_PGE_CEN,2008,5.4308,52940508
4,CA_PGE_CEN,2008,7.0993,75040628
5,CA_PGE_CEN,2008,3107.9365,75056881
6,CA_PGE_CEN,2008,10727.9990,75066035
7,CA_PGE_CEN,2008,14331.1737,75073049
8,CA_PGE_CEN,2008,18856.2931,75080979
9,CA_PGE_CEN,2008,23201.0043,75089574
10,CA_PGE_CEN,2008,999999999.0000,
1,CA_PGE_CEN,2009,1.1618,1772783
2,CA_PGE_CEN,2009,1.9634,41604746
3,CA_PGE_CEN,2009,5.2640,53605095
4,CA_PGE_CEN,2009,7.1462,75705232
5,CA_PGE_CEN,2009,3127.3297,75721539
6,CA_PGE_CEN,2009,10791.3340,75730711
7,CA_PGE_CEN,2009,14467.0210,75737725
8,CA_PGE_CEN,2009,19023.1755,75745655
9,CA_PGE_CEN,2009,23406.3083,75754249
10,CA_PGE_CEN,2009,999999999.0000,
1,CA_PGE_CEN,2010,1.1618,1772783
2,CA_PGE_CEN,2010,1.9676,42055528
3,CA_PGE_CEN,2010,5.4137,53719939
4,CA_PGE_CEN,2010,6.5395,75816061
5,CA_PGE_CEN,2010,2863.9637,75836720
6,CA_PGE_CEN,2010,11748.0001,75845644
7,CA_PGE_CEN,2010,14358.3393,75852658
8,CA_PGE_CEN,2010,19050.8565,75860588
9,CA_PGE_CEN,2010,23440.6330,75869182
10,CA_PGE_CEN,2010,999999999.0000,
1,CA_PGE_CEN,2011,1.1618,1772783
2,CA_PGE_CEN,2011,1.9634,41604746
3,CA_PGE_CEN,2011,5.9781,53834798
4,CA_PGE_CEN,2011,6.1861,75766861
5,CA_PGE_CEN,2011,2789.9038,75787466
6,CA_PGE_CEN,2011,10402.3594,75806736
7,CA_PGE_CEN,2011,19302.5039,75814667
8,CA_PGE_CEN,2011,23921.6839,75823261
9,CA_PGE_CEN,2011,999999999.0000,
1,CA_PGE_CEN,2012,1.1618,1772783
2,CA_PGE_CEN,2012,1.9634,41604746
3,CA_PGE_CEN,2012,5.8145,54495415
4,CA_PGE_CEN,2012,6.2171,76427318
5,CA_PGE_CEN,2012,2800.9299,76448013
6,CA_PGE_CEN,2012,8615.3308,76460269
7,CA_PGE_CEN,2012,14689.4012,76467283
8,CA_PGE_CEN,2012,19205.2107,76475213
9,CA_PGE_CEN,2012,23630.5157,76483807
10,CA_PGE_CEN,2012,999999999.0000,
1,CA_PGE_CEN,2013,1.1618,1772783
2,CA_PGE_CEN,2013,1.9676,42055528
3,CA_PGE_CEN,2013,5.3057,54217735
4,CA_PGE_CEN,2013,6.5620,76317333
5,CA_PGE_CEN,2013,2704.5034,76338081
6,CA_PGE_CEN,2013,12212.8313,76347004
7,CA_PGE_CEN,2013,14453.2035,76354018
8,CA_PGE_CEN,2013,19176.7147,76361948
9,CA_PGE_CEN,2013,23595.4725,76370542
10,CA_PGE_CEN,2013,999999999.0000,
1,CA_PGE_CEN,2014,1.1618,1772783
2,CA_PGE_CEN,2014,1.9634,41604746
3,CA_PGE_CEN,2014,5.8524,54335246
4,CA_PGE_CEN,2014,6.1891,76465615
5,CA_PGE_CEN,2014,2972.0943,76485189
6,CA_PGE_CEN,2014,11982.1726,76494112
7,CA_PGE_CEN,2014,14481.1038,76501126
8,CA_PGE_CEN,2014,19213.7092,76509056
9,CA_PGE_CEN,2014,23640.9706,76517651
10,CA_PGE_CEN,2014,999999999.0000,
1,CA_PGE_CEN,2015,1.1618,1772783
2,CA_PGE_CEN,2015,1.9634,41604746
3,CA_PGE_CEN,2015,5.8430,54374615
4,CA_PGE_CEN,2015,6.1889,76525208
5,CA_PGE_CEN,2015,3036.9725,76544445
6,CA_PGE_CEN,2015,11968.8304,76553368
7,CA_PGE_CEN,2015,14492.3153,76560382
8,CA_PGE_CEN,2015,19228.5838,76568312
9,CA_PGE_CEN,2015,23659.2705,76576906
10,CA_PGE_CEN,2015,999999999.0000,
1,CA_PGE_CEN,2016,1.1618,1772783
2,CA_PGE_CEN,2016,1.9789,45606474
3,CA_PGE_CEN,2016,6.5866,52118234
4,CA_PGE_CEN,2016,6.8080,74468918
5,CA_PGE_CEN,2016,2969.2389,74488154
6,CA_PGE_CEN,2016,11647.3971,74497078
7,CA_PGE_CEN,2016,14103.1720,74504092
8,CA_PGE_CEN,2016,18712.3211,74512022
9,CA_PGE_CEN,2016,23024.1436,74520616
10,CA_PGE_CEN,2016,999999999.0000,
1,CA_PGE_CEN,2017,1.1618,1772783
2,CA_PGE_CEN,2017,1.9754,45207934
3,CA_PGE_CEN,2017,6.0553,52226699
4,CA_PGE_CEN,2017,7.4439,74614474
5,CA_PGE_CEN,2017,3235.5399,74629803
6,CA_PGE_CEN,2017,11107.2040,74638726
7,CA_PGE_CEN,2017,14131.4023,74645740
8,CA_PGE_CEN,2017,18749.3080,74653670
9,CA_PGE_CEN,2017,23069.3185,74662264
10,CA_PGE_CEN,2017,999999999.0000,
1,CA_PGE_CEN,2018,1.1618,1772783
2,CA_PGE_CEN,2018,1.9785,45575943
3,CA_PGE_CEN,2018,6.1198,54893033
4,CA_PGE_CEN,2018,6.6844,76987155
5,CA_PGE_CEN,2018,3070.9604,77006392
6,CA_PGE_CEN,2018,12040.9613,77015315
7,CA_PGE_CEN,2018,14579.6572,77022329
8,CA_PGE_CEN,2018,19344.4833,77030259
9,CA_PGE_CEN,2018,23801.8729,77038853
10,CA_PGE_CEN,2018,999999999.0000,
1,CA_PGE_CEN,2019,1.1618,1772783
2,CA_PGE_CEN,2019,1.9806,45983785
3,CA_PGE_CEN,2019,6.5236,53037458
4,CA_PGE_CEN,2019,6.8218,75130479
5,CA_PGE_CEN,2019,2996.9234,75149716
6,CA_PGE_CEN,2019,11750.7896,75158639
7,CA_PGE_CEN,2019,14228.3485,75165653
8,CA_PGE_CEN,2019,18878.3951,75173583
9,CA_PGE_CEN,2019,23228.4593,75182177
10,CA_PGE_CEN,2019,999999999.0000,
1,CA_PGE_CEN,2020,1.1618,1772783
2,CA_PGE_CEN,2020,1.9840,46647342
3,CA_PGE_CEN,2020,6.3764,53786024
4,CA_PGE_CEN,2020,6.9069,75879062
5,CA_PGE_CEN,2020,3026.7400,75898299
6,CA_PGE_CEN,2020,11867.7824,75907222
7,CA_PGE_CEN,2020,14369.9908,75914236
8,CA_PGE_CEN,2020,19066.3147,75922166
9,CA_PGE_CEN,2020,23459.6508,75930760
10,CA_PGE_CEN,2020,999999999.0000,
1,CA_PGE_CEN,2021,1.1618,1772783
2,CA_PGE_CEN,2021,1.9917,48246575
3,CA_PGE_CEN,2021,6.2343,55488220
4,CA_PGE_CEN,2021,7.0577,77580867
5,CA_PGE_CEN,2021,3094.4854,77600104
6,CA_PGE_CEN,2021,7177.5730,77616674
7,CA_PGE_CEN,2021,13180.2881,77623688
8,CA_PGE_CEN,2021,19495.4445,77631618
9,CA_PGE_CEN,2021,23987.5957,77640212
10,CA_PGE_CEN,2021,999999999.0000,
1,CA_PGE_CEN,2022,1.1618,1772783
2,CA_PGE_CEN,2022,1.9930,48803064
3,CA_PGE_CEN,2022,6.2023,56154238
4,CA_PGE_CEN,2022,7.0994,78246885
5,CA_PGE_CEN,2022,3121.0118,78266122
6,CA_PGE_CEN,2022,7239.1235,78282692
7,CA_PGE_CEN,2022,13293.3237,78289706
8,CA_PGE_CEN,2022,19662.6375,78297636
9,CA_PGE_CEN,2022,24193.2880,78306230
10,CA_PGE_CEN,2022,999999999.0000,
1,CA_PGE_CEN,2023,1.1618,1772783
2,CA_PGE_CEN,2023,1.9933,48914983
3,CA_PGE_CEN,2023,6.1496,56371269
4,CA_PGE_CEN,2023,7.1144,78463916
5,CA_PGE_CEN,2023,3129.6557,78483153
6,CA_PGE_CEN,2023,6014.5371,78503545
7,CA_PGE_CEN,2023,12995.9762,78510559
8,CA_PGE_CEN,2023,19718.0792,78518489
9,CA_PGE_CEN,2023,24261.4961,78527084
10,CA_PGE_CEN,2023,999999999.0000,
1,CA_PGE_CEN,2024,1.1618,1772783
2,CA_PGE_CEN,2024,1.9936,49027975
3,CA_PGE_CEN,2024,6.0934,56600621
4,CA_PGE_CEN,2024,7.1301,78693268
5,CA_PGE_CEN,2024,3138.7904,78712505
6,CA_PGE_CEN,2024,6032.0955,78732898
7,CA_PGE_CEN,2024,13033.9233,78739912
8,CA_PGE_CEN,2024,19775.6543,78747842
9,CA_PGE_CEN,2024,24332.3290,78756436
10,CA_PGE_CEN,2024,999999999.0000,
1,CA_PGE_CEN,2025,1.1618,1772783
2,CA_PGE_CEN,2025,1.9938,49126561
3,CA_PGE_CEN,2025,7.1282,76491494
4,CA_PGE_CEN,2025,3051.1491,76510731
5,CA_PGE_CEN,2025,5863.5868,76531124
6,CA_PGE_CEN,2025,12669.6839,76538138
7,CA_PGE_CEN,2025,19222.9866,76546068
8,CA_PGE_CEN,2025,23652.3874,76554662
9,CA_PGE_CEN,2025,999999999.0000,
1,CA_PGE_CEN,2026,1.1618,1772783
2,CA_PGE_CEN,2026,1.9941,49255469
3,CA_PGE_CEN,2026,7.1214,76743132
4,CA_PGE_CEN,2026,3061.1473,76762369
5,CA_PGE_CEN,2026,5882.8273,76782762
6,CA_PGE_CEN,2026,12711.2941,76789776
7,CA_PGE_CEN,2026,19286.1320,76797706
8,CA_PGE_CEN,2026,23730.0788,76806300
9,CA_PGE_CEN,2026,999999999.0000,
1,CA_PGE_CEN,2027,1.1618,1772783
2,CA_PGE_CEN,2027,1.9945,49341423
3,CA_PGE_CEN,2027,7.1237,76852783
4,CA_PGE_CEN,2027,3065.5098,76872020
5,CA_PGE_CEN,2027,5891.2170,76892413
6,CA_PGE_CEN,2027,12729.4315,76899427
7,CA_PGE_CEN,2027,19313.6533,76907357
8,CA_PGE_CEN,2027,23763.9385,76915951
9,CA_PGE_CEN,2027,999999999.0000,
1,CA_PGE_CEN,2028,1.1618,1772783
2,CA_PGE_CEN,2028,1.9935,48821474
3,CA_PGE_CEN,2028,7.0846,76382685
4,CA_PGE_CEN,2028,3047.1736,76401922
5,CA_PGE_CEN,2028,5855.3198,76422315
6,CA_PGE_CEN,2028,12651.7440,76429329
7,CA_PGE_CEN,2028,19195.7348,76437259
8,CA_PGE_CEN,2028,23618.8460,76445853
9,CA_PGE_CEN,2028,999999999.0000,
1,CA_PGE_CEN,2029,1.1618,1772783
2,CA_PGE_CEN,2029,1.9939,48929511
3,CA_PGE_CEN,2029,7.0871,76523783
4,CA_PGE_CEN,2029,2966.3601,76558313
5,CA_PGE_CEN,2029,6989.5935,76567236
6,CA_PGE_CEN,2029,14529.7943,76574250
7,CA_PGE_CEN,2029,19266.9201,76582180
8,CA_PGE_CEN,2029,23698.4084,76590774
9,CA_PGE_CEN,2029,999999999.0000,
1,CA_PGE_CEN,2030,1.1618,1772783
2,CA_PGE_CEN,2030,1.9931,49471828
3,CA_PGE_CEN,2030,7.1201,77103054
4,CA_PGE_CEN,2030,2988.6694,77137584
5,CA_PGE_CEN,2030,7042.3337,77146507
6,CA_PGE_CEN,2030,14639.5639,77153521
7,CA_PGE_CEN,2030,19412.5002,77161451
8,CA_PGE_CEN,2030,23877.4734,77170045
9,CA_PGE_CEN,2030,999999999.0000,
1,CA_PGE_CEN,2031,1.1618,1772783
2,CA_PGE_CEN,2031,1.9931,49471828
3,CA_PGE_CEN,2031,7.1201,77103054
4,CA_PGE_CEN,2031,2988.6694,77137584
5,CA_PGE_CEN,2031,7042.3337,77146507
6,CA_PGE_CEN,2031,14639.5639,77153521
7,CA_PGE_CEN,2031,19412.5002,77161451
8,CA_PGE_CEN,2031,23877.4734,77170045
9,CA_PGE_CEN,2031,999999999.0000,
1,CA_PGE_CEN,2032,1.1618,1772783
2,CA_PGE_CEN,2032,1.9931,49471828
3,CA_PGE_CEN,2032,7.1201,77103054
4,CA_PGE_CEN,2032,2988.6694,77137584
5,CA_PGE_CEN,2032,7042.3337,77146507
6,CA_PGE_CEN,2032,14639.5639,77153521
7,CA_PGE_CEN,2032,19412.5002,77161451
8,CA_PGE_CEN,2032,23877.4734,77170045
9,CA_PGE_CEN,2032,999999999.0000,
1,CA_PGE_CEN,2033,1.1618,1772783
2,CA_PGE_CEN,2033,1.9931,49471828
3,CA_PGE_CEN,2033,7.1201,77103054
4,CA_PGE_CEN,2033,2988.6694,77137584
5,CA_PGE_CEN,2033,7042.3337,77146507
6,CA_PGE_CEN,2033,14639.5639,77153521
7,CA_PGE_CEN,2033,19412.5002,77161451
8,CA_PGE_CEN,2033,23877.4734,77170045
9,CA_PGE_CEN,2033,999999999.0000,
1,CA_PGE_CEN,2034,1.1618,1772783
2,CA_PGE_CEN,2034,1.9931,49471828
3,CA_PGE_CEN,2034,7.1201,77103054
4,CA_PGE_CEN,2034,2988.6694,77137584
5,CA_PGE_CEN,2034,7042.3337,77146507
6,CA_PGE_CEN,2034,14639.5639,77153521
7,CA_PGE_CEN,2034,19412.5002,77161451
8,CA_PGE_CEN,2034,23877.4734,77170045
9,CA_PGE_CEN,2034,999999999.0000,
1,CA_PGE_CEN,2035,1.1618,1772783
2,CA_PGE_CEN,2035,1.9931,49471828
3,CA_PGE_CEN,2035,7.1201,77103054
4,CA_PGE_CEN,2035,2988.6694,77137584
5,CA_PGE_CEN,2035,7042.3337,77146507
6,CA_PGE_CEN,2035,14639.5639,77153521
7,CA_PGE_CEN,2035,19412.5002,77161451
8,CA_PGE_CEN,2035,23877.4734,77170045
9,CA_PGE_CEN,2035,999999999.0000,
1,CA_PGE_CEN,2036,1.1618,1772783
2,CA_PGE_CEN,2036,1.9931,49471828
3,CA_PGE_CEN,2036,7.1201,77103054
4,CA_PGE_CEN,2036,2988.6694,77137584
5,CA_PGE_CEN,2036,7042.3337,77146507
6,CA_PGE_CEN,2036,14639.5639,77153521
7,CA_PGE_CEN,2036,19412.5002,77161451
8,CA_PGE_CEN,2036,23877.4734,77170045
9,CA_PGE_CEN,2036,999999999.0000,
1,CA_PGE_CEN,2037,1.1618,1772783
2,CA_PGE_CEN,2037,1.9931,49471828
3,CA_PGE_CEN,2037,7.1201,77103054
4,CA_PGE_CEN,2037,2988.6694,77137584
5,CA_PGE_CEN,2037,7042.3337,77146507
6,CA_PGE_CEN,2037,14639.5639,77153521
7,CA_PGE_CEN,2037,19412.5002,77161451
8,CA_PGE_CEN,2037,23877.4734,77170045
9,CA_PGE_CEN,2037,999999999.0000,
1,CA_PGE_CEN,2038,1.1618,1772783
2,CA_PGE_CEN,2038,1.9931,49471828
3,CA_PGE_CEN,2038,7.1201,77103054
4,CA_PGE_CEN,2038,2988.6694,77137584
5,CA_PGE_CEN,2038,7042.3337,77146507
6,CA_PGE_CEN,2038,14639.5639,77153521
7,CA_PGE_CEN,2038,19412.5002,77161451
8,CA_PGE_CEN,2038,23877.4734,77170045
9,CA_PGE_CEN,2038,999999999.0000,
1,CA_PGE_CEN,2039,1.1618,1772783
2,CA_PGE_CEN,2039,1.9931,49471828
3,CA_PGE_CEN,2039,7.1201,77103054
4,CA_PGE_CEN,2039,2988.6694,77137584
5,CA_PGE_CEN,2039,7042.3337,77146507
6,CA_PGE_CEN,2039,14639.5639,77153521
7,CA_PGE_CEN,2039,19412.5002,77161451
8,CA_PGE_CEN,2039,23877.4734,77170045
9,CA_PGE_CEN,2039,999999999.0000,
1,CA_PGE_CEN,2040,1.1618,1772783
2,CA_PGE_CEN,2040,1.9931,49471828
3,CA_PGE_CEN,2040,7.1201,77103054
4,CA_PGE_CEN,2040,2988.6694,77137584
5,CA_PGE_CEN,2040,7042.3337,77146507
6,CA_PGE_CEN,2040,14639.5639,77153521
7,CA_PGE_CEN,2040,19412.5002,77161451
8,CA_PGE_CEN,2040,23877.4734,77170045
9,CA_PGE_CEN,2040,999999999.0000,
1,CA_PGE_CEN,2041,1.1618,1772783
2,CA_PGE_CEN,2041,1.9931,49471828
3,CA_PGE_CEN,2041,7.1201,77103054
4,CA_PGE_CEN,2041,2988.6694,77137584
5,CA_PGE_CEN,2041,7042.3337,77146507
6,CA_PGE_CEN,2041,14639.5639,77153521
7,CA_PGE_CEN,2041,19412.5002,77161451
8,CA_PGE_CEN,2041,23877.4734,77170045
9,CA_PGE_CEN,2041,999999999.0000,
1,CA_PGE_CEN,2042,1.1618,1772783
2,CA_PGE_CEN,2042,1.9931,49471828
3,CA_PGE_CEN,2042,7.1201,77103054
4,CA_PGE_CEN,2042,2988.6694,77137584
5,CA_PGE_CEN,2042,7042.3337,77146507
6,CA_PGE_CEN,2042,14639.5639,77153521
7,CA_PGE_CEN,2042,19412.5002,77161451
8,CA_PGE_CEN,2042,23877.4734,77170045
9,CA_PGE_CEN,2042,999999999.0000,
