ampl.tab 2 1
rps_compliance_entity	rps_compliance_year	rps_compliance_fraction
AZ_PHX	2052	0.15
AZ_SE	2052	0.15
CAN_ALB	2052	0
CAN_BC	2052	0
CA_IID	2052	0.33
CA_LADWP	2052	0.33
CA_PGE	2052	0.33
CA_SCE	2052	0.33
CA_SDGE	2052	0.33
CA_SMUD	2052	0.33
CO_E	2052	0.1
CO_PSC	2052	0.3
CO_SW	2052	0.1
ID_E	2052	0.000436218
ID_S_OR_E	2052	0.0235421
MEX_BAJA	2052	0
MT_NE	2052	0.15
MT_NW	2052	0.15
MT_SE	2052	0.149301
MT_SW	2052	0.14539
NM_N	2052	0.2
NM_S_TX_EPE	2052	0.11147
NV_ENERGY	2052	0.250825
OR_E	2052	0.255578
OR_PDX	2052	0.231989
OR_W	2052	0.253643
OR_WA_BPA	2052	0.169875
UT_PACE	2052	0.200061
WA_ID_AVA	2052	0.097718
WA_N_CEN	2052	0.15
WA_SEATAC	2052	0.148616
WA_W	2052	0.15
WY_NE	2052	0.063678
WY_NW	2052	0
WY_SE	2052	0
WY_SW	2052	0
AZ_APS	2053	0.15
AZ_APS_E	2053	0.15
AZ_NM_N	2053	0
AZ_NW	2053	0.150013
AZ_PHX	2053	0.15
AZ_SE	2053	0.15
CAN_ALB	2053	0
CAN_BC	2053	0
CA_IID	2053	0.33
CA_LADWP	2053	0.33
CA_PGE	2053	0.33
CA_SCE	2053	0.33
CA_SDGE	2053	0.33
CA_SMUD	2053	0.33
CO_E	2053	0.1
CO_PSC	2053	0.3
CO_SW	2053	0.1
ID_E	2053	0.000436218
ID_S_OR_E	2053	0.0235421
MEX_BAJA	2053	0
MT_NE	2053	0.15
MT_NW	2053	0.15
MT_SE	2053	0.149301
MT_SW	2053	0.14539
NM_N	2053	0.2
NM_S_TX_EPE	2053	0.11147
NV_ENERGY	2053	0.250825
OR_E	2053	0.255578
OR_PDX	2053	0.231989
OR_W	2053	0.253643
OR_WA_BPA	2053	0.169875
UT_PACE	2053	0.200061
WA_ID_AVA	2053	0.097718
WA_N_CEN	2053	0.15
WA_SEATAC	2053	0.148616
WA_W	2053	0.15
WY_NE	2053	0.063678
WY_NW	2053	0
WY_SE	2053	0
WY_SW	2053	0
AZ_APS	2054	0.15
AZ_APS_E	2054	0.15
AZ_NM_N	2054	0
AZ_NW	2054	0.150013
AZ_PHX	2054	0.15
AZ_SE	2054	0.15
CAN_ALB	2054	0
CAN_BC	2054	0
CA_IID	2054	0.33
CA_LADWP	2054	0.33
CA_PGE	2054	0.33
CA_SCE	2054	0.33
CA_SDGE	2054	0.33
CA_SMUD	2054	0.33
CO_E	2054	0.1
CO_PSC	2054	0.3
CO_SW	2054	0.1
ID_E	2054	0.000436218
ID_S_OR_E	2054	0.0235421
MEX_BAJA	2054	0
MT_NE	2054	0.15
MT_NW	2054	0.15
MT_SE	2054	0.149301
MT_SW	2054	0.14539
NM_N	2054	0.2
NM_S_TX_EPE	2054	0.11147
NV_ENERGY	2054	0.250825
OR_E	2054	0.255578
OR_PDX	2054	0.231989
OR_W	2054	0.253643
OR_WA_BPA	2054	0.169875
UT_PACE	2054	0.200061
WA_ID_AVA	2054	0.097718
WA_N_CEN	2054	0.15
WA_SEATAC	2054	0.148616
WA_W	2054	0.15
WY_NE	2054	0.063678
WY_NW	2054	0
WY_SE	2054	0
WY_SW	2054	0
AZ_APS	2055	0.15
AZ_APS_E	2055	0.15
AZ_NM_N	2055	0
AZ_NW	2055	0.150013
AZ_PHX	2055	0.15
AZ_SE	2055	0.15
CAN_ALB	2055	0
CAN_BC	2055	0
CA_IID	2055	0.33
CA_LADWP	2055	0.33
CA_PGE	2055	0.33
CA_SCE	2055	0.33
CA_SDGE	2055	0.33
CA_SMUD	2055	0.33
CO_E	2055	0.1
CO_PSC	2055	0.3
CO_SW	2055	0.1
ID_E	2055	0.000436218
ID_S_OR_E	2055	0.0235421
MEX_BAJA	2055	0
MT_NE	2055	0.15
MT_NW	2055	0.15
MT_SE	2055	0.149301
MT_SW	2055	0.14539
NM_N	2055	0.2
NM_S_TX_EPE	2055	0.11147
NV_ENERGY	2055	0.250825
OR_E	2055	0.255578
OR_PDX	2055	0.231989
OR_W	2055	0.253643
OR_WA_BPA	2055	0.169875
UT_PACE	2055	0.200061
WA_ID_AVA	2055	0.097718
WA_N_CEN	2055	0.15
WA_SEATAC	2055	0.148616
WA_W	2055	0.15
WY_NE	2055	0.063678
WY_NW	2055	0
WY_SE	2055	0
WY_SW	2055	0
