ampl.tab 1 5
hour	period	date	hours_in_sample	month_of_year	hour_of_day
2024052005	2022	20240520	8.0	5	5
2024052007	2022	20240520	8.0	5	7
2024052009	2022	20240520	8.0	5	9
2024052011	2022	20240520	8.0	5	11
2024052013	2022	20240520	8.0	5	13
2024052015	2022	20240520	8.0	5	15
2024052017	2022	20240520	8.0	5	17
2024052019	2022	20240520	8.0	5	19
2024052021	2022	20240520	8.0	5	21
2024052023	2022	20240520	8.0	5	23
2024061400	2022	20240614	232.0	6	0
2024061402	2022	20240614	232.0	6	2
2024061404	2022	20240614	232.0	6	4
2024061406	2022	20240614	232.0	6	6
2024061408	2022	20240614	232.0	6	8
2024061410	2022	20240614	232.0	6	10
2024061412	2022	20240614	232.0	6	12
2024061414	2022	20240614	232.0	6	14
2024061416	2022	20240614	232.0	6	16
2024061418	2022	20240614	232.0	6	18
2024061420	2022	20240614	232.0	6	20
2024061422	2022	20240614	232.0	6	22
2024063001	2022	20240630	8.0	6	1
2024063003	2022	20240630	8.0	6	3
2024063005	2022	20240630	8.0	6	5
2024063007	2022	20240630	8.0	6	7
2024063009	2022	20240630	8.0	6	9
2024063011	2022	20240630	8.0	6	11
2024063013	2022	20240630	8.0	6	13
2024063015	2022	20240630	8.0	6	15
2024063017	2022	20240630	8.0	6	17
2024063019	2022	20240630	8.0	6	19
2024063021	2022	20240630	8.0	6	21
2024063023	2022	20240630	8.0	6	23
2024071000	2022	20240710	240.0	7	0
2024071002	2022	20240710	240.0	7	2
2024071004	2022	20240710	240.0	7	4
2024071006	2022	20240710	240.0	7	6
2024071008	2022	20240710	240.0	7	8
2024071010	2022	20240710	240.0	7	10
2024071012	2022	20240710	240.0	7	12
2024071014	2022	20240710	240.0	7	14
2024071016	2022	20240710	240.0	7	16
2024071018	2022	20240710	240.0	7	18
2024071020	2022	20240710	240.0	7	20
2024071022	2022	20240710	240.0	7	22
2024071101	2022	20240711	8.0	7	1
2024071103	2022	20240711	8.0	7	3
2024071105	2022	20240711	8.0	7	5
2024071107	2022	20240711	8.0	7	7
2024071109	2022	20240711	8.0	7	9
2024071111	2022	20240711	8.0	7	11
2024071113	2022	20240711	8.0	7	13
2024071115	2022	20240711	8.0	7	15
2024071117	2022	20240711	8.0	7	17
2024071119	2022	20240711	8.0	7	19
2024071121	2022	20240711	8.0	7	21
2024071123	2022	20240711	8.0	7	23
2024081000	2022	20240810	240.0	8	0
2024081002	2022	20240810	240.0	8	2
2024081004	2022	20240810	240.0	8	4
2024081006	2022	20240810	240.0	8	6
2024081008	2022	20240810	240.0	8	8
2024081010	2022	20240810	240.0	8	10
2024081012	2022	20240810	240.0	8	12
2024081014	2022	20240810	240.0	8	14
2024081016	2022	20240810	240.0	8	16
2024081018	2022	20240810	240.0	8	18
2024081020	2022	20240810	240.0	8	20
2024081022	2022	20240810	240.0	8	22
2024082701	2022	20240827	8.0	8	1
2024082703	2022	20240827	8.0	8	3
2024082705	2022	20240827	8.0	8	5
2024082707	2022	20240827	8.0	8	7
2024082709	2022	20240827	8.0	8	9
2024082711	2022	20240827	8.0	8	11
2024082713	2022	20240827	8.0	8	13
2024082715	2022	20240827	8.0	8	15
2024082717	2022	20240827	8.0	8	17
2024082719	2022	20240827	8.0	8	19
2024082721	2022	20240827	8.0	8	21
2024082723	2022	20240827	8.0	8	23
2024092100	2022	20240921	232.0	9	0
2024092102	2022	20240921	232.0	9	2
2024092104	2022	20240921	232.0	9	4
2024092106	2022	20240921	232.0	9	6
2024092108	2022	20240921	232.0	9	8
2024092110	2022	20240921	232.0	9	10
2024092112	2022	20240921	232.0	9	12
2024092114	2022	20240921	232.0	9	14
2024092116	2022	20240921	232.0	9	16
2024092118	2022	20240921	232.0	9	18
2024092120	2022	20240921	232.0	9	20
2024092122	2022	20240921	232.0	9	22
2024093001	2022	20240930	8.0	9	1
2024093003	2022	20240930	8.0	9	3
2024093005	2022	20240930	8.0	9	5
2024093007	2022	20240930	8.0	9	7
2024093009	2022	20240930	8.0	9	9
2024093011	2022	20240930	8.0	9	11
2024093013	2022	20240930	8.0	9	13
2024093015	2022	20240930	8.0	9	15
2024093017	2022	20240930	8.0	9	17
2024093019	2022	20240930	8.0	9	19
2024093021	2022	20240930	8.0	9	21
2024093023	2022	20240930	8.0	9	23
2024100101	2022	20241001	8.0	10	1
2024100103	2022	20241001	8.0	10	3
2024100105	2022	20241001	8.0	10	5
2024100107	2022	20241001	8.0	10	7
2024100109	2022	20241001	8.0	10	9
2024100111	2022	20241001	8.0	10	11
2024100113	2022	20241001	8.0	10	13
2024100115	2022	20241001	8.0	10	15
2024100117	2022	20241001	8.0	10	17
2024100119	2022	20241001	8.0	10	19
2024100121	2022	20241001	8.0	10	21
2024100123	2022	20241001	8.0	10	23
2024100400	2022	20241004	240.0	10	0
2024100402	2022	20241004	240.0	10	2
2024100404	2022	20241004	240.0	10	4
2024100406	2022	20241004	240.0	10	6
2024100408	2022	20241004	240.0	10	8
2024100410	2022	20241004	240.0	10	10
2024100412	2022	20241004	240.0	10	12
2024100414	2022	20241004	240.0	10	14
2024100416	2022	20241004	240.0	10	16
2024100418	2022	20241004	240.0	10	18
2024100420	2022	20241004	240.0	10	20
2024100422	2022	20241004	240.0	10	22
2024111301	2022	20241113	8.0	11	1
2024111303	2022	20241113	8.0	11	3
2024111305	2022	20241113	8.0	11	5
2024111307	2022	20241113	8.0	11	7
2024111309	2022	20241113	8.0	11	9
2024111311	2022	20241113	8.0	11	11
2024111313	2022	20241113	8.0	11	13
2024111315	2022	20241113	8.0	11	15
2024111317	2022	20241113	8.0	11	17
2024111319	2022	20241113	8.0	11	19
2024111321	2022	20241113	8.0	11	21
2024111323	2022	20241113	8.0	11	23
2024111600	2022	20241116	232.0	11	0
2024111602	2022	20241116	232.0	11	2
2024111604	2022	20241116	232.0	11	4
2024111606	2022	20241116	232.0	11	6
2024111608	2022	20241116	232.0	11	8
2024111610	2022	20241116	232.0	11	10
2024111612	2022	20241116	232.0	11	12
2024111614	2022	20241116	232.0	11	14
2024111616	2022	20241116	232.0	11	16
2024111618	2022	20241116	232.0	11	18
2024111620	2022	20241116	232.0	11	20
2024111622	2022	20241116	232.0	11	22
2024120700	2022	20241207	240.0	12	0
2024120702	2022	20241207	240.0	12	2
2024120704	2022	20241207	240.0	12	4
2024120706	2022	20241207	240.0	12	6
2024120708	2022	20241207	240.0	12	8
2024120710	2022	20241207	240.0	12	10
2024120712	2022	20241207	240.0	12	12
2024120714	2022	20241207	240.0	12	14
2024120716	2022	20241207	240.0	12	16
2024120718	2022	20241207	240.0	12	18
2024120720	2022	20241207	240.0	12	20
2024120722	2022	20241207	240.0	12	22
2024122501	2022	20241225	8.0	12	1
2024122503	2022	20241225	8.0	12	3
2024122505	2022	20241225	8.0	12	5
2024122507	2022	20241225	8.0	12	7
2024122509	2022	20241225	8.0	12	9
2024122511	2022	20241225	8.0	12	11
2024122513	2022	20241225	8.0	12	13
2024122515	2022	20241225	8.0	12	15
2024122517	2022	20241225	8.0	12	17
2024122519	2022	20241225	8.0	12	19
2024122521	2022	20241225	8.0	12	21
2024122523	2022	20241225	8.0	12	23
2028011600	2026	20280116	8.0	1	0
2028011602	2026	20280116	8.0	1	2
2028011604	2026	20280116	8.0	1	4
2028011606	2026	20280116	8.0	1	6
2028011608	2026	20280116	8.0	1	8
2028011610	2026	20280116	8.0	1	10
2028011612	2026	20280116	8.0	1	12
2028011614	2026	20280116	8.0	1	14
2028011616	2026	20280116	8.0	1	16
2028011618	2026	20280116	8.0	1	18
2028011620	2026	20280116	8.0	1	20
2028011622	2026	20280116	8.0	1	22
2028011800	2026	20280118	240.0	1	0
2028011802	2026	20280118	240.0	1	2
2028011804	2026	20280118	240.0	1	4
2028011806	2026	20280118	240.0	1	6
2028011808	2026	20280118	240.0	1	8
2028011810	2026	20280118	240.0	1	10
2028011812	2026	20280118	240.0	1	12
2028011814	2026	20280118	240.0	1	14
2028011816	2026	20280118	240.0	1	16
2028011818	2026	20280118	240.0	1	18
2028011820	2026	20280118	240.0	1	20
2028011822	2026	20280118	240.0	1	22
2028022001	2026	20280220	8.0	2	1
2028022003	2026	20280220	8.0	2	3
2028022005	2026	20280220	8.0	2	5
2028022007	2026	20280220	8.0	2	7
2028022009	2026	20280220	8.0	2	9
2028022011	2026	20280220	8.0	2	11
2028022013	2026	20280220	8.0	2	13
2028022015	2026	20280220	8.0	2	15
2028022017	2026	20280220	8.0	2	17
2028022019	2026	20280220	8.0	2	19
2028022021	2026	20280220	8.0	2	21
2028022023	2026	20280220	8.0	2	23
2028022100	2026	20280221	226.0	2	0
2028022102	2026	20280221	226.0	2	2
2028022104	2026	20280221	226.0	2	4
2028022106	2026	20280221	226.0	2	6
2028022108	2026	20280221	226.0	2	8
2028022110	2026	20280221	226.0	2	10
2028022112	2026	20280221	226.0	2	12
2028022114	2026	20280221	226.0	2	14
2028022116	2026	20280221	226.0	2	16
2028022118	2026	20280221	226.0	2	18
2028022120	2026	20280221	226.0	2	20
2028022122	2026	20280221	226.0	2	22
2028030600	2026	20280306	240.0	3	0
2028030602	2026	20280306	240.0	3	2
2028030604	2026	20280306	240.0	3	4
2028030606	2026	20280306	240.0	3	6
2028030608	2026	20280306	240.0	3	8
2028030610	2026	20280306	240.0	3	10
2028030612	2026	20280306	240.0	3	12
2028030614	2026	20280306	240.0	3	14
2028030616	2026	20280306	240.0	3	16
2028030618	2026	20280306	240.0	3	18
2028030620	2026	20280306	240.0	3	20
2028030622	2026	20280306	240.0	3	22
2028032501	2026	20280325	8.0	3	1
2028032503	2026	20280325	8.0	3	3
2028032505	2026	20280325	8.0	3	5
2028032507	2026	20280325	8.0	3	7
2028032509	2026	20280325	8.0	3	9
2028032511	2026	20280325	8.0	3	11
2028032513	2026	20280325	8.0	3	13
2028032515	2026	20280325	8.0	3	15
2028032517	2026	20280325	8.0	3	17
2028032519	2026	20280325	8.0	3	19
2028032521	2026	20280325	8.0	3	21
2028032523	2026	20280325	8.0	3	23
2028040300	2026	20280403	232.0	4	0
2028040302	2026	20280403	232.0	4	2
2028040304	2026	20280403	232.0	4	4
2028040306	2026	20280403	232.0	4	6
2028040308	2026	20280403	232.0	4	8
2028040310	2026	20280403	232.0	4	10
2028040312	2026	20280403	232.0	4	12
2028040314	2026	20280403	232.0	4	14
2028040316	2026	20280403	232.0	4	16
2028040318	2026	20280403	232.0	4	18
2028040320	2026	20280403	232.0	4	20
2028040322	2026	20280403	232.0	4	22
2028042101	2026	20280421	8.0	4	1
2028042103	2026	20280421	8.0	4	3
2028042105	2026	20280421	8.0	4	5
2028042107	2026	20280421	8.0	4	7
2028042109	2026	20280421	8.0	4	9
2028042111	2026	20280421	8.0	4	11
2028042113	2026	20280421	8.0	4	13
2028042115	2026	20280421	8.0	4	15
2028042117	2026	20280421	8.0	4	17
2028042119	2026	20280421	8.0	4	19
2028042121	2026	20280421	8.0	4	21
2028042123	2026	20280421	8.0	4	23
2028051500	2026	20280515	240.0	5	0
2028051502	2026	20280515	240.0	5	2
2028051504	2026	20280515	240.0	5	4
2028051506	2026	20280515	240.0	5	6
2028051508	2026	20280515	240.0	5	8
2028051510	2026	20280515	240.0	5	10
2028051512	2026	20280515	240.0	5	12
2028051514	2026	20280515	240.0	5	14
2028051516	2026	20280515	240.0	5	16
2028051518	2026	20280515	240.0	5	18
2028051520	2026	20280515	240.0	5	20
2028051522	2026	20280515	240.0	5	22
2028052001	2026	20280520	8.0	5	1
2028052003	2026	20280520	8.0	5	3
2028052005	2026	20280520	8.0	5	5
2028052007	2026	20280520	8.0	5	7
2028052009	2026	20280520	8.0	5	9
2028052011	2026	20280520	8.0	5	11
2028052013	2026	20280520	8.0	5	13
2028052015	2026	20280520	8.0	5	15
2028052017	2026	20280520	8.0	5	17
2028052019	2026	20280520	8.0	5	19
2028052021	2026	20280520	8.0	5	21
2028052023	2026	20280520	8.0	5	23
2028061400	2026	20280614	232.0	6	0
2028061402	2026	20280614	232.0	6	2
2028061404	2026	20280614	232.0	6	4
2028061406	2026	20280614	232.0	6	6
2028061408	2026	20280614	232.0	6	8
2028061410	2026	20280614	232.0	6	10
2028061412	2026	20280614	232.0	6	12
2028061414	2026	20280614	232.0	6	14
2028061416	2026	20280614	232.0	6	16
2028061418	2026	20280614	232.0	6	18
2028061420	2026	20280614	232.0	6	20
2028061422	2026	20280614	232.0	6	22
2028063001	2026	20280630	8.0	6	1
2028063003	2026	20280630	8.0	6	3
2028063005	2026	20280630	8.0	6	5
2028063007	2026	20280630	8.0	6	7
2028063009	2026	20280630	8.0	6	9
2028063011	2026	20280630	8.0	6	11
2028063013	2026	20280630	8.0	6	13
2028063015	2026	20280630	8.0	6	15
2028063017	2026	20280630	8.0	6	17
2028063019	2026	20280630	8.0	6	19
2028063021	2026	20280630	8.0	6	21
2028063023	2026	20280630	8.0	6	23
2028071000	2026	20280710	240.0	7	0
2028071002	2026	20280710	240.0	7	2
2028071004	2026	20280710	240.0	7	4
2028071006	2026	20280710	240.0	7	6
2028071008	2026	20280710	240.0	7	8
2028071010	2026	20280710	240.0	7	10
2028071012	2026	20280710	240.0	7	12
2028071014	2026	20280710	240.0	7	14
2028071016	2026	20280710	240.0	7	16
2028071018	2026	20280710	240.0	7	18
2028071020	2026	20280710	240.0	7	20
2028071022	2026	20280710	240.0	7	22
2028071101	2026	20280711	8.0	7	1
2028071103	2026	20280711	8.0	7	3
2028071105	2026	20280711	8.0	7	5
2028071107	2026	20280711	8.0	7	7
2028071109	2026	20280711	8.0	7	9
2028071111	2026	20280711	8.0	7	11
2028071113	2026	20280711	8.0	7	13
2028071115	2026	20280711	8.0	7	15
2028071117	2026	20280711	8.0	7	17
2028071119	2026	20280711	8.0	7	19
2028071121	2026	20280711	8.0	7	21
2028071123	2026	20280711	8.0	7	23
2028081000	2026	20280810	240.0	8	0
2028081002	2026	20280810	240.0	8	2
2028081004	2026	20280810	240.0	8	4
2028081006	2026	20280810	240.0	8	6
2028081008	2026	20280810	240.0	8	8
2028081010	2026	20280810	240.0	8	10
2028081012	2026	20280810	240.0	8	12
2028081014	2026	20280810	240.0	8	14
2028081016	2026	20280810	240.0	8	16
2028081018	2026	20280810	240.0	8	18
2028081020	2026	20280810	240.0	8	20
2028081022	2026	20280810	240.0	8	22
2028082701	2026	20280827	8.0	8	1
2028082703	2026	20280827	8.0	8	3
2028082705	2026	20280827	8.0	8	5
2028082707	2026	20280827	8.0	8	7
2028082709	2026	20280827	8.0	8	9
2028082711	2026	20280827	8.0	8	11
2028082713	2026	20280827	8.0	8	13
2028082715	2026	20280827	8.0	8	15
2028082717	2026	20280827	8.0	8	17
2028082719	2026	20280827	8.0	8	19
2028082721	2026	20280827	8.0	8	21
2028082723	2026	20280827	8.0	8	23
2028092100	2026	20280921	232.0	9	0
2028092102	2026	20280921	232.0	9	2
2028092104	2026	20280921	232.0	9	4
2028092106	2026	20280921	232.0	9	6
2028092108	2026	20280921	232.0	9	8
2028092110	2026	20280921	232.0	9	10
2028092112	2026	20280921	232.0	9	12
2028092114	2026	20280921	232.0	9	14
2028092116	2026	20280921	232.0	9	16
2028092118	2026	20280921	232.0	9	18
2028092120	2026	20280921	232.0	9	20
2028092122	2026	20280921	232.0	9	22
2028093001	2026	20280930	8.0	9	1
2028093003	2026	20280930	8.0	9	3
2028093005	2026	20280930	8.0	9	5
2028093007	2026	20280930	8.0	9	7
2028093009	2026	20280930	8.0	9	9
2028093011	2026	20280930	8.0	9	11
2028093013	2026	20280930	8.0	9	13
2028093015	2026	20280930	8.0	9	15
2028093017	2026	20280930	8.0	9	17
2028093019	2026	20280930	8.0	9	19
2028093021	2026	20280930	8.0	9	21
2028093023	2026	20280930	8.0	9	23
2028100101	2026	20281001	8.0	10	1
2028100103	2026	20281001	8.0	10	3
2028100105	2026	20281001	8.0	10	5
2028100107	2026	20281001	8.0	10	7
2028100109	2026	20281001	8.0	10	9
2028100111	2026	20281001	8.0	10	11
2028100113	2026	20281001	8.0	10	13
2028100115	2026	20281001	8.0	10	15
2028100117	2026	20281001	8.0	10	17
2028100119	2026	20281001	8.0	10	19
2028100121	2026	20281001	8.0	10	21
2028100123	2026	20281001	8.0	10	23
2028100400	2026	20281004	240.0	10	0
2028100402	2026	20281004	240.0	10	2
2028100404	2026	20281004	240.0	10	4
2028100406	2026	20281004	240.0	10	6
2028100408	2026	20281004	240.0	10	8
2028100410	2026	20281004	240.0	10	10
2028100412	2026	20281004	240.0	10	12
2028100414	2026	20281004	240.0	10	14
2028100416	2026	20281004	240.0	10	16
2028100418	2026	20281004	240.0	10	18
2028100420	2026	20281004	240.0	10	20
2028100422	2026	20281004	240.0	10	22
2028111301	2026	20281113	8.0	11	1
2028111303	2026	20281113	8.0	11	3
2028111305	2026	20281113	8.0	11	5
2028111307	2026	20281113	8.0	11	7
2028111309	2026	20281113	8.0	11	9
2028111311	2026	20281113	8.0	11	11
2028111313	2026	20281113	8.0	11	13
2028111315	2026	20281113	8.0	11	15
2028111317	2026	20281113	8.0	11	17
2028111319	2026	20281113	8.0	11	19
2028111321	2026	20281113	8.0	11	21
2028111323	2026	20281113	8.0	11	23
2028111600	2026	20281116	232.0	11	0
2028111602	2026	20281116	232.0	11	2
2028111604	2026	20281116	232.0	11	4
2028111606	2026	20281116	232.0	11	6
2028111608	2026	20281116	232.0	11	8
2028111610	2026	20281116	232.0	11	10
2028111612	2026	20281116	232.0	11	12
2028111614	2026	20281116	232.0	11	14
2028111616	2026	20281116	232.0	11	16
2028111618	2026	20281116	232.0	11	18
2028111620	2026	20281116	232.0	11	20
2028111622	2026	20281116	232.0	11	22
2028120700	2026	20281207	240.0	12	0
2028120702	2026	20281207	240.0	12	2
2028120704	2026	20281207	240.0	12	4
2028120706	2026	20281207	240.0	12	6
2028120708	2026	20281207	240.0	12	8
2028120710	2026	20281207	240.0	12	10
2028120712	2026	20281207	240.0	12	12
2028120714	2026	20281207	240.0	12	14
2028120716	2026	20281207	240.0	12	16
2028120718	2026	20281207	240.0	12	18
2028120720	2026	20281207	240.0	12	20
2028120722	2026	20281207	240.0	12	22
2028122501	2026	20281225	8.0	12	1
2028122503	2026	20281225	8.0	12	3
2028122505	2026	20281225	8.0	12	5
2028122507	2026	20281225	8.0	12	7
2028122509	2026	20281225	8.0	12	9
2028122511	2026	20281225	8.0	12	11
2028122513	2026	20281225	8.0	12	13
2028122515	2026	20281225	8.0	12	15
2028122517	2026	20281225	8.0	12	17
2028122519	2026	20281225	8.0	12	19
2028122521	2026	20281225	8.0	12	21
2028122523	2026	20281225	8.0	12	23
