ampl.tab 4 1
project_id	la_id	technology	hour	capacity_factor
120	S1	Hydro_RoR	2012010810	0.5
130	S1	Hydro_RoR	2012010810	0.5
116	S1	Hydro_RoR	2012010810	0.0828571
113	S1	Hydro_RoR	2012010810	0.0828571
169	S18	Hydro_RoR	2012010810	0.636364
167	S18	Hydro_RoR	2012010810	0.636364
165	S18	Hydro_RoR	2012010810	0.636364
146	S18	Hydro_RoR	2012010810	0.636364
170	S18	Hydro_RoR	2012010810	0.636364
112	1	Hydro_RoR	2012010810	0.636364
111	1	Hydro_RoR	2012010810	0.636364
144	S18	Hydro_RoR	2012010810	0.636364
142	S18	Hydro_RoR	2012010810	0.636364
157	S18	Hydro_RoR	2012010810	0.636364
140	S12	Hydro_RoR	2012010810	0.636364
139	S12	Hydro_RoR	2012010810	0.636364
148	S18	Hydro_RoR	2012010810	0.636364
159	S18	Hydro_RoR	2012010810	0.636364
155	S18	Hydro_RoR	2012010810	0.636364
160	S18	Hydro_RoR	2012010810	0.636364
150	S18	Hydro_RoR	2012010810	0.636364
162	S18	Hydro_RoR	2012010810	0.636364
163	S18	Hydro_RoR	2012010810	0.636364
110	1	Hydro_RoR	2012010810	0.636364
164	S18	Hydro_RoR	2012010810	0.636364
168	S18	Hydro_RoR	2012010810	0.539216
143	S18	Hydro_RoR	2012010810	0.539216
149	S18	Hydro_RoR	2012010810	0.539216
151	S18	Hydro_RoR	2012010810	0.291829
147	S18	Hydro_RoR	2012010810	0.291829
145	S18	Hydro_RoR	2012010810	0.291829
158	S18	Hydro_RoR	2012010810	0.291829
161	S18	Hydro_RoR	2012010810	0.291829
166	S18	Hydro_RoR	2012010810	0.291829
156	S18	Hydro_RoR	2012010810	0.291829
154	S18	Hydro_RoR	2012010810	0.291829
153	S18	Hydro_RoR	2012010810	0.291829
152	S18	Hydro_RoR	2012010810	0.291829
118	S1	Hydro_RoR	2012010810	0.442825
190	S8	Hydro_RoR	2012010810	0.975
192	S8	Hydro_RoR	2012010810	0.975
187	S8	Hydro_RoR	2012010810	0.975
186	S8	Hydro_RoR	2012010810	0.975
177	S7	Hydro_RoR	2012010810	0
219	S22	CSP_Trough_6h_Storage	2012010810	1
218	S21	CSP_Trough_6h_Storage	2012010810	1
217	S20	CSP_Trough_6h_Storage	2012010810	1
216	S20	CSP_Trough_6h_Storage	2012010810	1
215	S19	CSP_Trough_6h_Storage	2012010810	1
214	S19	CSP_Trough_6h_Storage	2012010810	1
213	S17	CSP_Trough_6h_Storage	2012010810	1
212	S17	CSP_Trough_6h_Storage	2012010810	1
210	S22	CSP_Trough_No_Storage	2012010810	0.984092
209	S21	CSP_Trough_No_Storage	2012010810	1
208	S20	CSP_Trough_No_Storage	2012010810	1
207	S20	CSP_Trough_No_Storage	2012010810	0.990603
206	S19	CSP_Trough_No_Storage	2012010810	1
205	S19	CSP_Trough_No_Storage	2012010810	0.997566
204	S17	CSP_Trough_No_Storage	2012010810	0.985614
203	S17	CSP_Trough_No_Storage	2012010810	0.984974
42	S22	Central_PV	2012010810	0.575475
41	S21	Central_PV	2012010810	0.61832
40	S20	Central_PV	2012010810	0.61577
39	S20	Central_PV	2012010810	0.58919
38	S19	Central_PV	2012010810	0.57973
