ampl.tab 2 1		
year	technology	finance_rate_schedule
2019	Bio_Solid_Steam_Turbine_Cogen	0.07
2019	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2019	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2019	Coal_Steam_Turbine_CCS	0.07
2019	Coal_Steam_Turbine_Cogen	0.07
2019	Coal_Steam_Turbine_Cogen_Existing	0.07
2019	Coal_IGCC	0.07
2019	Coal_IGCC_CCS	0.07
2019	Nuclear_Existing	0.07
2019	Geothermal_Existing	0.07
2019	Residential_PV	0.07
2019	Commercial_PV	0.08
2019	Concentrating_PV	0.08
2019	CSP_Trough_No_Storage	0.08
2019	Offshore_Wind	0.07
2019	Hydro_Pumped	0.07
2019	Compressed_Air_Energy_Storage	0.07
2019	Coal_IGCC_Existing	0.07
2019	CCGT	0.07
2019	Gas_Combustion_Turbine	0.07
2019	CCGT_EP	0.07
2019	Gas_Combustion_Turbine_EP	0.07
2019	Coal_Steam_Turbine	0.07
2019	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2019	Bio_Solid_Steam_Turbine_EP	0.07
2019	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2019	Central_PV	0.08
2019	CSP_Trough_6h_Storage	0.08
2019	Wind	0.08
2019	Wind_EP	0.07
2019	Nuclear	0.07
2019	DistillateFuelOil_Internal_Combustion_Engine	0.07
2019	DistillateFuelOil_Combustion_Turbine_EP	0.07
2019	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2019	Coal_Steam_Turbine_EP	0.07
2019	Biomass_Steam_Turbine	0.07
2019	DistillateFuelOil_Combustion_Turbine	0.07
2019	Hydro_NonPumped	0.07
2019	Hydro_RoR_EP	0.07
2019	Hydro_RoR	0.07
2019	Hydro_NonPumped_New	0.07
2019	Hydro_RoR_RPS	0.07
2019	Geothermal	0.13
2020	Gas_Steam_Turbine_Cogen	0.07
2020	CCGT_Cogen	0.07
2020	CCGT_Cogen_CCS	0.07
2020	CCGT_CCS	0.07
2020	CCGT_Cogen_Existing	0.07
2020	Gas_Combustion_Turbine_Cogen	0.07
2020	Gas_Combustion_Turbine_Cogen_CCS	0.07
2020	Gas_Combustion_Turbine_CCS	0.07
2020	Gas_Combustion_Turbine_Cogen_Existing	0.07
2020	Gas_Internal_Combustion_Engine_Cogen	0.07
2020	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2020	Gas_Internal_Combustion_Engine_Existing	0.07
2020	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2020	Battery_Storage	0.07
2020	Gas_Steam_Turbine_Cogen_CCS	0.07
2020	Gas_Steam_Turbine_Existing	0.07
2020	Gas_Steam_Turbine_Cogen_Existing	0.07
2020	Bio_Gas	0.07
2020	Coal_Steam_Turbine_Cogen_CCS	0.07
2020	Bio_Gas_CCS	0.07
2020	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2020	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2020	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2020	Bio_Gas_Steam_Turbine_Existing	0.07
2020	Bio_Liquid_Steam_Turbine_Cogen	0.07
2020	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2020	Biomass_IGCC	0.07
2020	Biomass_IGCC_CCS	0.07
2020	Bio_Solid_Steam_Turbine_Cogen	0.07
2020	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2020	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2020	Coal_Steam_Turbine_CCS	0.07
2020	Coal_Steam_Turbine_Cogen	0.07
2020	Coal_Steam_Turbine_Cogen_Existing	0.07
2020	Coal_IGCC	0.07
2020	Coal_IGCC_CCS	0.07
2020	Nuclear_Existing	0.07
2020	Geothermal_Existing	0.07
2020	Residential_PV	0.07
2020	Commercial_PV	0.08
2020	Concentrating_PV	0.08
2020	CSP_Trough_No_Storage	0.08
2020	Offshore_Wind	0.07
2020	Hydro_Pumped	0.07
2020	Compressed_Air_Energy_Storage	0.07
2020	Coal_IGCC_Existing	0.07
2020	CCGT	0.07
2020	Gas_Combustion_Turbine	0.07
2020	CCGT_EP	0.07
2020	Gas_Combustion_Turbine_EP	0.07
2020	Coal_Steam_Turbine	0.07
2020	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2020	Bio_Solid_Steam_Turbine_EP	0.07
2020	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2020	Central_PV	0.08
2020	CSP_Trough_6h_Storage	0.08
2020	Wind	0.08
2020	Wind_EP	0.07
2020	Nuclear	0.07
2020	DistillateFuelOil_Internal_Combustion_Engine	0.07
2020	DistillateFuelOil_Combustion_Turbine_EP	0.07
2020	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2020	Coal_Steam_Turbine_EP	0.07
2020	Biomass_Steam_Turbine	0.07
2020	DistillateFuelOil_Combustion_Turbine	0.07
2020	Hydro_NonPumped	0.07
2020	Hydro_RoR_EP	0.07
2020	Hydro_RoR	0.07
2020	Hydro_NonPumped_New	0.07
2020	Hydro_RoR_RPS	0.07
2020	Geothermal	0.13
2021	Gas_Steam_Turbine_Cogen	0.07
2021	CCGT_Cogen	0.07
2021	CCGT_Cogen_CCS	0.07
2021	CCGT_CCS	0.07
2021	CCGT_Cogen_Existing	0.07
2021	Gas_Combustion_Turbine_Cogen	0.07
2021	Gas_Combustion_Turbine_Cogen_CCS	0.07
2021	Gas_Combustion_Turbine_CCS	0.07
2021	Gas_Combustion_Turbine_Cogen_Existing	0.07
2021	Gas_Internal_Combustion_Engine_Cogen	0.07
2021	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2021	Gas_Internal_Combustion_Engine_Existing	0.07
2021	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2021	Battery_Storage	0.07
2021	Gas_Steam_Turbine_Cogen_CCS	0.07
2021	Gas_Steam_Turbine_Existing	0.07
2021	Gas_Steam_Turbine_Cogen_Existing	0.07
2021	Bio_Gas	0.07
2021	Coal_Steam_Turbine_Cogen_CCS	0.07
2021	Bio_Gas_CCS	0.07
2021	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2021	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2021	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2021	Bio_Gas_Steam_Turbine_Existing	0.07
2021	Bio_Liquid_Steam_Turbine_Cogen	0.07
2021	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2021	Biomass_IGCC	0.07
2021	Biomass_IGCC_CCS	0.07
2021	Bio_Solid_Steam_Turbine_Cogen	0.07
2021	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2021	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2021	Coal_Steam_Turbine_CCS	0.07
2021	Coal_Steam_Turbine_Cogen	0.07
2021	Coal_Steam_Turbine_Cogen_Existing	0.07
2021	Coal_IGCC	0.07
2021	Coal_IGCC_CCS	0.07
2021	Nuclear_Existing	0.07
2021	Geothermal_Existing	0.07
2021	Residential_PV	0.07
2021	Commercial_PV	0.08
2021	Concentrating_PV	0.08
2021	CSP_Trough_No_Storage	0.08
2021	Offshore_Wind	0.07
2021	Hydro_Pumped	0.07
2021	Compressed_Air_Energy_Storage	0.07
2021	Coal_IGCC_Existing	0.07
2021	CCGT	0.07
2021	Gas_Combustion_Turbine	0.07
2021	CCGT_EP	0.07
2021	Gas_Combustion_Turbine_EP	0.07
2021	Coal_Steam_Turbine	0.07
2021	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2021	Bio_Solid_Steam_Turbine_EP	0.07
2021	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2021	Central_PV	0.08
2021	CSP_Trough_6h_Storage	0.08
2021	Wind	0.08
2021	Wind_EP	0.07
2021	Nuclear	0.07
2021	DistillateFuelOil_Internal_Combustion_Engine	0.07
2021	DistillateFuelOil_Combustion_Turbine_EP	0.07
2021	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2021	Coal_Steam_Turbine_EP	0.07
2021	Biomass_Steam_Turbine	0.07
2021	DistillateFuelOil_Combustion_Turbine	0.07
2021	Hydro_NonPumped	0.07
2021	Hydro_RoR_EP	0.07
2021	Hydro_RoR	0.07
2021	Hydro_NonPumped_New	0.07
2021	Hydro_RoR_RPS	0.07
2021	Geothermal	0.13
2022	Gas_Steam_Turbine_Cogen	0.07
2022	CCGT_Cogen	0.07
2022	CCGT_Cogen_CCS	0.07
2022	CCGT_CCS	0.07
2022	CCGT_Cogen_Existing	0.07
2022	Gas_Combustion_Turbine_Cogen	0.07
2022	Gas_Combustion_Turbine_Cogen_CCS	0.07
2022	Gas_Combustion_Turbine_CCS	0.07
2022	Gas_Combustion_Turbine_Cogen_Existing	0.07
2022	Gas_Internal_Combustion_Engine_Cogen	0.07
2022	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2022	Gas_Internal_Combustion_Engine_Existing	0.07
2022	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2022	Battery_Storage	0.07
2022	Gas_Steam_Turbine_Cogen_CCS	0.07
2022	Gas_Steam_Turbine_Existing	0.07
2022	Gas_Steam_Turbine_Cogen_Existing	0.07
2022	Bio_Gas	0.07
2022	Coal_Steam_Turbine_Cogen_CCS	0.07
2022	Bio_Gas_CCS	0.07
2022	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2022	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2022	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2022	Bio_Gas_Steam_Turbine_Existing	0.07
2022	Bio_Liquid_Steam_Turbine_Cogen	0.07
2022	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2022	Biomass_IGCC	0.07
2022	Biomass_IGCC_CCS	0.07
2022	Bio_Solid_Steam_Turbine_Cogen	0.07
2022	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2022	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2022	Coal_Steam_Turbine_CCS	0.07
2022	Coal_Steam_Turbine_Cogen	0.07
2022	Coal_Steam_Turbine_Cogen_Existing	0.07
2022	Coal_IGCC	0.07
2022	Coal_IGCC_CCS	0.07
2022	Nuclear_Existing	0.07
2022	Geothermal_Existing	0.07
2022	Residential_PV	0.07
2022	Commercial_PV	0.07
2022	Concentrating_PV	0.07
2022	CSP_Trough_No_Storage	0.07
2022	Offshore_Wind	0.07
2022	Hydro_Pumped	0.07
2022	Compressed_Air_Energy_Storage	0.07
2022	Coal_IGCC_Existing	0.07
2022	CCGT	0.07
2022	Gas_Combustion_Turbine	0.07
2022	CCGT_EP	0.07
2022	Gas_Combustion_Turbine_EP	0.07
2022	Coal_Steam_Turbine	0.07
2022	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2022	Bio_Solid_Steam_Turbine_EP	0.07
2022	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2022	Central_PV	0.07
2022	CSP_Trough_6h_Storage	0.07
2022	Wind	0.07
2022	Wind_EP	0.07
2022	Nuclear	0.07
2022	DistillateFuelOil_Internal_Combustion_Engine	0.07
2022	DistillateFuelOil_Combustion_Turbine_EP	0.07
2022	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2022	Coal_Steam_Turbine_EP	0.07
2022	Biomass_Steam_Turbine	0.07
2022	DistillateFuelOil_Combustion_Turbine	0.07
2022	Hydro_NonPumped	0.07
2022	Hydro_RoR_EP	0.07
2022	Hydro_RoR	0.07
2022	Hydro_NonPumped_New	0.07
2022	Hydro_RoR_RPS	0.07
2022	Geothermal	0.11
2023	Gas_Steam_Turbine_Cogen	0.07
2023	CCGT_Cogen	0.07
2023	CCGT_Cogen_CCS	0.07
2023	CCGT_CCS	0.07
2023	CCGT_Cogen_Existing	0.07
2023	Gas_Combustion_Turbine_Cogen	0.07
2023	Gas_Combustion_Turbine_Cogen_CCS	0.07
2023	Gas_Combustion_Turbine_CCS	0.07
2023	Gas_Combustion_Turbine_Cogen_Existing	0.07
2023	Gas_Internal_Combustion_Engine_Cogen	0.07
2023	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2023	Gas_Internal_Combustion_Engine_Existing	0.07
2023	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2023	Battery_Storage	0.07
2023	Gas_Steam_Turbine_Cogen_CCS	0.07
2023	Gas_Steam_Turbine_Existing	0.07
2023	Gas_Steam_Turbine_Cogen_Existing	0.07
2023	Bio_Gas	0.07
2023	Coal_Steam_Turbine_Cogen_CCS	0.07
2023	Bio_Gas_CCS	0.07
2023	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2023	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2023	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2023	Bio_Gas_Steam_Turbine_Existing	0.07
2023	Bio_Liquid_Steam_Turbine_Cogen	0.07
2023	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2023	Biomass_IGCC	0.07
2023	Biomass_IGCC_CCS	0.07
2023	Bio_Solid_Steam_Turbine_Cogen	0.07
2023	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2023	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2023	Coal_Steam_Turbine_CCS	0.07
2023	Coal_Steam_Turbine_Cogen	0.07
2023	Coal_Steam_Turbine_Cogen_Existing	0.07
2023	Coal_IGCC	0.07
2023	Coal_IGCC_CCS	0.07
2023	Nuclear_Existing	0.07
2023	Geothermal_Existing	0.07
2023	Residential_PV	0.07
2023	Commercial_PV	0.07
2023	Concentrating_PV	0.07
2023	CSP_Trough_No_Storage	0.07
2023	Offshore_Wind	0.07
2023	Hydro_Pumped	0.07
2023	Compressed_Air_Energy_Storage	0.07
2023	Coal_IGCC_Existing	0.07
2023	CCGT	0.07
2023	Gas_Combustion_Turbine	0.07
2023	CCGT_EP	0.07
2023	Gas_Combustion_Turbine_EP	0.07
2023	Coal_Steam_Turbine	0.07
2023	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2023	Bio_Solid_Steam_Turbine_EP	0.07
2023	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2023	Central_PV	0.07
2023	CSP_Trough_6h_Storage	0.07
2023	Wind	0.07
2023	Wind_EP	0.07
2023	Nuclear	0.07
2023	DistillateFuelOil_Internal_Combustion_Engine	0.07
2023	DistillateFuelOil_Combustion_Turbine_EP	0.07
2023	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2023	Coal_Steam_Turbine_EP	0.07
2023	Biomass_Steam_Turbine	0.07
2023	DistillateFuelOil_Combustion_Turbine	0.07
2023	Hydro_NonPumped	0.07
2023	Hydro_RoR_EP	0.07
2023	Hydro_RoR	0.07
2023	Hydro_NonPumped_New	0.07
2023	Hydro_RoR_RPS	0.07
2023	Geothermal	0.11
2024	Gas_Steam_Turbine_Cogen	0.07
2024	CCGT_Cogen	0.07
2024	CCGT_Cogen_CCS	0.07
2024	CCGT_CCS	0.07
2024	CCGT_Cogen_Existing	0.07
2024	Gas_Combustion_Turbine_Cogen	0.07
2024	Gas_Combustion_Turbine_Cogen_CCS	0.07
2024	Gas_Combustion_Turbine_CCS	0.07
2024	Gas_Combustion_Turbine_Cogen_Existing	0.07
2024	Gas_Internal_Combustion_Engine_Cogen	0.07
2024	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2024	Gas_Internal_Combustion_Engine_Existing	0.07
2024	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2024	Battery_Storage	0.07
2024	Gas_Steam_Turbine_Cogen_CCS	0.07
2024	Gas_Steam_Turbine_Existing	0.07
2024	Gas_Steam_Turbine_Cogen_Existing	0.07
2024	Bio_Gas	0.07
2024	Coal_Steam_Turbine_Cogen_CCS	0.07
2024	Bio_Gas_CCS	0.07
2024	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2024	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2024	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2024	Bio_Gas_Steam_Turbine_Existing	0.07
2024	Bio_Liquid_Steam_Turbine_Cogen	0.07
2024	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2024	Biomass_IGCC	0.07
2024	Biomass_IGCC_CCS	0.07
2024	Bio_Solid_Steam_Turbine_Cogen	0.07
2024	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2024	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2024	Coal_Steam_Turbine_CCS	0.07
2024	Coal_Steam_Turbine_Cogen	0.07
2024	Coal_Steam_Turbine_Cogen_Existing	0.07
2024	Coal_IGCC	0.07
2024	Coal_IGCC_CCS	0.07
2024	Nuclear_Existing	0.07
2024	Geothermal_Existing	0.07
2024	Residential_PV	0.07
2024	Commercial_PV	0.07
2024	Concentrating_PV	0.07
2024	CSP_Trough_No_Storage	0.07
2024	Offshore_Wind	0.07
2024	Hydro_Pumped	0.07
2024	Compressed_Air_Energy_Storage	0.07
2024	Coal_IGCC_Existing	0.07
2024	CCGT	0.07
2024	Gas_Combustion_Turbine	0.07
2024	CCGT_EP	0.07
2024	Gas_Combustion_Turbine_EP	0.07
2024	Coal_Steam_Turbine	0.07
2024	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2024	Bio_Solid_Steam_Turbine_EP	0.07
2024	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2024	Central_PV	0.07
2024	CSP_Trough_6h_Storage	0.07
2024	Wind	0.07
2024	Wind_EP	0.07
2024	Nuclear	0.07
2024	DistillateFuelOil_Internal_Combustion_Engine	0.07
2024	DistillateFuelOil_Combustion_Turbine_EP	0.07
2024	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2024	Coal_Steam_Turbine_EP	0.07
2024	Biomass_Steam_Turbine	0.07
2024	DistillateFuelOil_Combustion_Turbine	0.07
2024	Hydro_NonPumped	0.07
2024	Hydro_RoR_EP	0.07
2024	Hydro_RoR	0.07
2024	Hydro_NonPumped_New	0.07
2024	Hydro_RoR_RPS	0.07
2024	Geothermal	0.11
2025	Gas_Steam_Turbine_Cogen	0.07
2025	CCGT_Cogen	0.07
2025	CCGT_Cogen_CCS	0.07
2025	CCGT_CCS	0.07
2025	CCGT_Cogen_Existing	0.07
2025	Gas_Combustion_Turbine_Cogen	0.07
2025	Gas_Combustion_Turbine_Cogen_CCS	0.07
2025	Gas_Combustion_Turbine_CCS	0.07
2025	Gas_Combustion_Turbine_Cogen_Existing	0.07
2025	Gas_Internal_Combustion_Engine_Cogen	0.07
2025	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2025	Gas_Internal_Combustion_Engine_Existing	0.07
2025	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2025	Battery_Storage	0.07
2025	Gas_Steam_Turbine_Cogen_CCS	0.07
2025	Gas_Steam_Turbine_Existing	0.07
2025	Gas_Steam_Turbine_Cogen_Existing	0.07
2025	Bio_Gas	0.07
2025	Coal_Steam_Turbine_Cogen_CCS	0.07
2025	Bio_Gas_CCS	0.07
2025	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2025	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2025	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2025	Bio_Gas_Steam_Turbine_Existing	0.07
2025	Bio_Liquid_Steam_Turbine_Cogen	0.07
2025	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2025	Biomass_IGCC	0.07
2025	Biomass_IGCC_CCS	0.07
2025	Bio_Solid_Steam_Turbine_Cogen	0.07
2025	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2025	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2025	Coal_Steam_Turbine_CCS	0.07
2025	Coal_Steam_Turbine_Cogen	0.07
2025	Coal_Steam_Turbine_Cogen_Existing	0.07
2025	Coal_IGCC	0.07
2025	Coal_IGCC_CCS	0.07
2025	Nuclear_Existing	0.07
2025	Geothermal_Existing	0.07
2025	Residential_PV	0.07
2025	Commercial_PV	0.07
2025	Concentrating_PV	0.07
2025	CSP_Trough_No_Storage	0.07
2025	Offshore_Wind	0.07
2025	Hydro_Pumped	0.07
2025	Compressed_Air_Energy_Storage	0.07
2025	Coal_IGCC_Existing	0.07
2025	CCGT	0.07
2025	Gas_Combustion_Turbine	0.07
2025	CCGT_EP	0.07
2025	Gas_Combustion_Turbine_EP	0.07
2025	Coal_Steam_Turbine	0.07
2025	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2025	Bio_Solid_Steam_Turbine_EP	0.07
2025	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2025	Central_PV	0.07
2025	CSP_Trough_6h_Storage	0.07
2025	Wind	0.07
2025	Wind_EP	0.07
2025	Nuclear	0.07
2025	DistillateFuelOil_Internal_Combustion_Engine	0.07
2025	DistillateFuelOil_Combustion_Turbine_EP	0.07
2025	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2025	Coal_Steam_Turbine_EP	0.07
2025	Biomass_Steam_Turbine	0.07
2025	DistillateFuelOil_Combustion_Turbine	0.07
2025	Hydro_NonPumped	0.07
2025	Hydro_RoR_EP	0.07
2025	Hydro_RoR	0.07
2025	Hydro_NonPumped_New	0.07
2025	Hydro_RoR_RPS	0.07
2025	Geothermal	0.11
2026	Gas_Steam_Turbine_Cogen	0.07
2026	CCGT_Cogen	0.07
2026	CCGT_Cogen_CCS	0.07
2026	CCGT_CCS	0.07
2026	CCGT_Cogen_Existing	0.07
2026	Gas_Combustion_Turbine_Cogen	0.07
2026	Gas_Combustion_Turbine_Cogen_CCS	0.07
2026	Gas_Combustion_Turbine_CCS	0.07
2026	Gas_Combustion_Turbine_Cogen_Existing	0.07
2026	Gas_Internal_Combustion_Engine_Cogen	0.07
2026	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2026	Gas_Internal_Combustion_Engine_Existing	0.07
2026	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2026	Battery_Storage	0.07
2026	Gas_Steam_Turbine_Cogen_CCS	0.07
2026	Gas_Steam_Turbine_Existing	0.07
2026	Gas_Steam_Turbine_Cogen_Existing	0.07
2026	Bio_Gas	0.07
2026	Coal_Steam_Turbine_Cogen_CCS	0.07
2026	Bio_Gas_CCS	0.07
2026	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2026	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2026	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2026	Bio_Gas_Steam_Turbine_Existing	0.07
2026	Bio_Liquid_Steam_Turbine_Cogen	0.07
2026	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2026	Biomass_IGCC	0.07
2026	Biomass_IGCC_CCS	0.07
2026	Bio_Solid_Steam_Turbine_Cogen	0.07
2026	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2026	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2026	Coal_Steam_Turbine_CCS	0.07
2026	Coal_Steam_Turbine_Cogen	0.07
2026	Coal_Steam_Turbine_Cogen_Existing	0.07
2026	Coal_IGCC	0.07
2026	Coal_IGCC_CCS	0.07
2026	Nuclear_Existing	0.07
2026	Geothermal_Existing	0.07
2026	Residential_PV	0.07
2026	Commercial_PV	0.07
2026	Concentrating_PV	0.07
2026	CSP_Trough_No_Storage	0.07
2026	Offshore_Wind	0.07
2026	Hydro_Pumped	0.07
2026	Compressed_Air_Energy_Storage	0.07
2026	Coal_IGCC_Existing	0.07
2026	CCGT	0.07
2026	Gas_Combustion_Turbine	0.07
2026	CCGT_EP	0.07
2026	Gas_Combustion_Turbine_EP	0.07
2026	Coal_Steam_Turbine	0.07
2026	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2026	Bio_Solid_Steam_Turbine_EP	0.07
2026	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2026	Central_PV	0.07
2026	CSP_Trough_6h_Storage	0.07
2026	Wind	0.07
2026	Wind_EP	0.07
2026	Nuclear	0.07
2026	DistillateFuelOil_Internal_Combustion_Engine	0.07
2026	DistillateFuelOil_Combustion_Turbine_EP	0.07
2026	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2026	Coal_Steam_Turbine_EP	0.07
2026	Biomass_Steam_Turbine	0.07
2026	DistillateFuelOil_Combustion_Turbine	0.07
2026	Hydro_NonPumped	0.07
2026	Hydro_RoR_EP	0.07
2026	Hydro_RoR	0.07
2026	Hydro_NonPumped_New	0.07
2026	Hydro_RoR_RPS	0.07
2026	Geothermal	0.11
2027	Gas_Steam_Turbine_Cogen	0.07
2027	CCGT_Cogen	0.07
2027	CCGT_Cogen_CCS	0.07
2027	CCGT_CCS	0.07
2027	CCGT_Cogen_Existing	0.07
2027	Gas_Combustion_Turbine_Cogen	0.07
2027	Gas_Combustion_Turbine_Cogen_CCS	0.07
2027	Gas_Combustion_Turbine_CCS	0.07
2027	Gas_Combustion_Turbine_Cogen_Existing	0.07
2027	Gas_Internal_Combustion_Engine_Cogen	0.07
2027	Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2027	Gas_Internal_Combustion_Engine_Existing	0.07
2027	Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2027	Battery_Storage	0.07
2027	Gas_Steam_Turbine_Cogen_CCS	0.07
2027	Gas_Steam_Turbine_Existing	0.07
2027	Gas_Steam_Turbine_Cogen_Existing	0.07
2027	Bio_Gas	0.07
2027	Coal_Steam_Turbine_Cogen_CCS	0.07
2027	Bio_Gas_CCS	0.07
2027	Bio_Gas_Internal_Combustion_Engine_Cogen	0.07
2027	Bio_Gas_Internal_Combustion_Engine_Cogen_CCS	0.07
2027	Bio_Gas_Internal_Combustion_Engine_Cogen_Existing	0.07
2027	Bio_Gas_Steam_Turbine_Existing	0.07
2027	Bio_Liquid_Steam_Turbine_Cogen	0.07
2027	Bio_Liquid_Steam_Turbine_Cogen_CCS	0.07
2027	Biomass_IGCC	0.07
2027	Biomass_IGCC_CCS	0.07
2027	Bio_Solid_Steam_Turbine_Cogen	0.07
2027	Bio_Solid_Steam_Turbine_Cogen_CCS	0.07
2027	Bio_Gas_Internal_Combustion_Engine_EP	0.07
2027	Coal_Steam_Turbine_CCS	0.07
2027	Coal_Steam_Turbine_Cogen	0.07
2027	Coal_Steam_Turbine_Cogen_Existing	0.07
2027	Coal_IGCC	0.07
2027	Coal_IGCC_CCS	0.07
2027	Nuclear_Existing	0.07
2027	Geothermal_Existing	0.07
2027	Residential_PV	0.07
2027	Commercial_PV	0.07
2027	Concentrating_PV	0.07
2027	CSP_Trough_No_Storage	0.07
2027	Offshore_Wind	0.07
2027	Hydro_Pumped	0.07
2027	Compressed_Air_Energy_Storage	0.07
2027	Coal_IGCC_Existing	0.07
2027	CCGT	0.07
2027	Gas_Combustion_Turbine	0.07
2027	CCGT_EP	0.07
2027	Gas_Combustion_Turbine_EP	0.07
2027	Coal_Steam_Turbine	0.07
2027	Bio_Liquid_Steam_Turbine_Cogen_EP	0.07
2027	Bio_Solid_Steam_Turbine_EP	0.07
2027	Bio_Solid_Steam_Turbine_Cogen_EP	0.07
2027	Central_PV	0.07
2027	CSP_Trough_6h_Storage	0.07
2027	Wind	0.07
2027	Wind_EP	0.07
2027	Nuclear	0.07
2027	DistillateFuelOil_Internal_Combustion_Engine	0.07
2027	DistillateFuelOil_Combustion_Turbine_EP	0.07
2027	DistillateFuelOil_Internal_Combustion_Engine_EP	0.07
2027	Coal_Steam_Turbine_EP	0.07
2027	Biomass_Steam_Turbine	0.07
2027	DistillateFuelOil_Combustion_Turbine	0.07
2027	Hydro_NonPumped	0.07
2027	Hydro_RoR_EP	0.07
