ampl.tab 2 1
province	hour	system_load
Zhejiang	2021041004	45574.491000392
East_Inner_Mongolia	2021041004	7953.64200514637
Henan	2021041004	41385.8432491521
Guizhou	2021041004	14176.7993086658
Guangxi	2021041004	17340.6998468513
Tianjin	2021041004	10954.336166911
Guangdong	2021041004	62081.8584097335
Liaoning	2021041004	28881.146643825
Hubei	2021041004	22320.1305042441
Beijing	2021041004	10485.4777041353
Heilongjiang	2021041004	12135.29800738
West_Inner_Mongolia	2021041004	21212.787668018
Jiangsu	2021041004	62247.3447043086
Hebei	2021041004	49178.3173929332
Hainan	2021041004	3155.62130598615
Shaanxi	2021041004	14370.6728194749
Gansu	2021041004	12639.4907311185
Shanxi	2021041004	28015.312408377
Ningxia	2021041004	8992.90916754386
Yunnan	2021041004	16461.4382346032
Anhui	2021041004	18158.0728572814
Qinghai	2021041004	7081.60460414776
Sichuan	2021041004	24984.2372196004
Shandong	2021041004	55080.1939946719
Shanghai	2021041004	19761.1503679366
Fujian	2021041004	22354.0342283258
Xinjiang	2021041004	13208.7192378134
Chongqing	2021041004	11269.4655601031
Macau	2021041008	321.738337389204
Hong_Kong	2021041008	3903.51124037046
Taiwan	2021041008	21307.0518536136
Tibet	2021041008	446.557977099102
Jilin	2021041008	9786.00810522714
Jiangxi	2021041008	11388.2112478358
Hunan	2021041008	20583.0664185023
Zhejiang	2021041008	47262.4345626545
East_Inner_Mongolia	2021041008	8248.22124288293
Henan	2021041008	42918.6517599616
Guizhou	2021041008	14701.8657789934
Guangxi	2021041008	17982.9477804895
Tianjin	2021041008	11360.0521893156
Guangdong	2021041008	64381.1857513181
Liaoning	2021041008	29950.8183939227
Hubei	2021041008	23146.8017355953
Beijing	2021041008	10873.8286039355
Heilongjiang	2021041008	12584.7533429868
West_Inner_Mongolia	2021041008	21998.4462150671
Jiangsu	2021041008	64552.8011659215
Hebei	2021041008	50999.7359633697
Hainan	2021041008	3272.49613116701
Shaanxi	2021041008	14902.9197878679
Gansu	2021041008	13107.6198652362
Shanxi	2021041008	29052.9162342559
Ningxia	2021041008	9325.97976914939
Yunnan	2021041008	17071.1209339325
Anhui	2021041008	18830.5938555363
Qinghai	2021041008	7343.88617086798
Sichuan	2021041008	25909.5790379544
Shandong	2021041008	57120.2005163175
Shanghai	2021041008	20493.0445880207
Fujian	2021041008	23181.9611527532
Xinjiang	2021041008	13697.9309023607
Chongqing	2021041008	11686.8530377197
Macau	2021041012	387.809607606728
Hong_Kong	2021041012	4705.12521044474
Taiwan	2021041012	25682.6074432352
Tibet	2021041012	538.261853647125
Jilin	2021041012	11795.6349066773
Jiangxi	2021041012	13726.8619313563
Hunan	2021041012	24809.946417565
Zhejiang	2021041012	56968.11375049
East_Inner_Mongolia	2021041012	9942.05250643296
Henan	2021041012	51732.3040614402
Guizhou	2021041012	17720.9991358323
Guangxi	2021041012	21675.8748085641
Tianjin	2021041012	13692.9202086387
Guangdong	2021041012	77602.3230121669
Liaoning	2021041012	36101.4333047813
Hubei	2021041012	27900.1631303051
Beijing	2021041012	13106.8471301691
Heilongjiang	2021041012	15169.1225092249
West_Inner_Mongolia	2021041012	26515.9845850225
Jiangsu	2021041012	77809.1808803857
Hebei	2021041012	61472.8967411665
Hainan	2021041012	3944.52663248268
Shaanxi	2021041012	17963.3410243437
Gansu	2021041012	15799.3634138981
Shanxi	2021041012	35019.1405104713
Ningxia	2021041012	11241.1364594298
Yunnan	2021041012	20576.797793254
Anhui	2021041012	22697.5910716017
Qinghai	2021041012	8852.0057551847
Sichuan	2021041012	31230.2965245004
Shandong	2021041012	68850.2424933399
Shanghai	2021041012	24701.4379599208
Fujian	2021041012	27942.5427854073
Xinjiang	2021041012	16510.8990472667
Chongqing	2021041012	14086.8319501288
Macau	2021041016	369.137286627743
Hong_Kong	2021041016	4478.58206542593
Taiwan	2021041016	24446.0370222061
Tibet	2021041016	512.345533099866
Jilin	2021041016	11227.6967308089
Jiangxi	2021041016	13065.9387180346
Hunan	2021041016	23615.3930235965
Zhejiang	2021041016	54225.2036094004
East_Inner_Mongolia	2021041016	9463.36092182865
Henan	2021041016	49241.4885492127
Guizhou	2021041016	16867.7655453222
Guangxi	2021041016	20632.2212115747
Tianjin	2021041016	13033.631226983
Guangdong	2021041016	73865.9135587232
Liaoning	2021041016	34363.2155369742
Hubei	2021041016	26556.8214721392
Beijing	2021041016	12475.7764918026
Heilongjiang	2021041016	14438.7570956145
West_Inner_Mongolia	2021041016	25239.2885838562
Jiangsu	2021041016	74062.8116001697
Hebei	2021041016	58513.0895653137
Hainan	2021041016	3754.60491330092
Shaanxi	2021041016	17098.439116597
Gansu	2021041016	15038.6530572142
Shanxi	2021041016	33333.0331547123
Ningxia	2021041016	10699.8963662965
Yunnan	2021041016	19586.0627377549
Anhui	2021041016	21604.7437113876
Qinghai	2021041016	8425.79792142662
Sichuan	2021041016	29726.61505417
Shandong	2021041016	65535.2296568856
Shanghai	2021041016	23512.1090490758
Fujian	2021041016	26597.1606246145
Xinjiang	2021041016	15715.9295554979
Chongqing	2021041016	13408.576840945
Macau	2021041020	364.110132987459
Hong_Kong	2021041020	4417.58979791701
Taiwan	2021041020	24113.1148589389
Tibet	2021041020	505.368075646743
Jilin	2021041020	11074.7905938864
Jiangxi	2021041020	12887.998196257
Hunan	2021041020	23293.7831150179
Zhejiang	2021041020	53486.7292271171
East_Inner_Mongolia	2021041020	9334.4826669601
Henan	2021041020	48570.8856668146
Guizhou	2021041020	16638.0492526678
Guangxi	2021041020	20351.2380930215
Tianjin	2021041020	12856.130689805
Guangdong	2021041020	72859.9591084644
Liaoning	2021041020	33895.2347332555
Hubei	2021041020	26195.1532620332
Beijing	2021041020	12305.8731862355
Heilongjiang	2021041020	14242.1206329111
West_Inner_Mongolia	2021041020	24895.5634006279
Jiangsu	2021041020	73054.1756632616
Hebei	2021041020	57716.2199401945
Hainan	2021041020	3703.47224141572
Shaanxi	2021041020	16865.5813599791
Gansu	2021041020	14833.8468179091
Shanxi	2021041020	32879.0820502431
Ningxia	2021041020	10554.1781608562
Yunnan	2021041020	19319.3268913428
Anhui	2021041020	21310.5161436761
Qinghai	2021041020	8311.04987990538
Sichuan	2021041020	29321.7785163926
Shandong	2021041020	64642.7279230559
Shanghai	2021041020	23191.9057293932
Fujian	2021041020	26234.9430494767
Xinjiang	2021041020	15501.8997206981
Chongqing	2021041020	13225.9700485162
Macau	2021051100	330.901321256371
Hong_Kong	2021051100	4014.68173628047
Taiwan	2021051100	21913.8684797447
Tibet	2021051100	459.275776206033
Jilin	2021051100	10064.7098450316
Jiangxi	2021051100	11712.5431157338
Hunan	2021051100	21169.2642184288
Zhejiang	2021051100	48608.4504864478
East_Inner_Mongolia	2021051100	8483.12740543308
Henan	2021051100	44140.9584234084
Guizhou	2021051100	15120.5692510238
Guangxi	2021051100	18495.0952035596
Tianjin	2021051100	11683.582098078
Guangdong	2021051100	66214.7371122639
Liaoning	2021051100	30803.8061602516
Hubei	2021051100	23806.0137294187
Beijing	2021051100	11183.5110523522
Heilongjiang	2021051100	12943.1622686679
West_Inner_Mongolia	2021051100	22624.953486184
Jiangsu	2021051100	66391.2400677433
Hebei	2021051100	52452.1887908885
Hainan	2021051100	3365.69555992821
Shaanxi	2021051100	15327.3492005951
Gansu	2021051100	13480.9198279846
Shanxi	2021051100	29880.3320930835
Ningxia	2021051100	9591.58007921401
Yunnan	2021051100	17557.2998797846
Anhui	2021051100	19366.8819121838
Qinghai	2021051100	7553.03721905213
Sichuan	2021051100	26647.4738647145
Shandong	2021051100	58746.9618157868
Shanghai	2021051100	21076.678600905
Fujian	2021051100	23842.1744732287
Xinjiang	2021051100	14088.0426959704
Chongqing	2021051100	12019.6901087121
Macau	2021051104	306.758309825566
Hong_Kong	2021051104	3721.76508462718
Taiwan	2021051104	20315.0027659697
Tibet	2021051104	425.766389562504
Jilin	2021051104	9330.37489612979
Jiangxi	2021051104	10857.9800053379
Hunan	2021051104	19624.7258464853
Zhejiang	2021051104	45061.9116836643
East_Inner_Mongolia	2021051104	7864.18686708548
Henan	2021051104	40920.3739309173
Guizhou	2021051104	14017.3519085191
Guangxi	2021051104	17145.667847942
Tianjin	2021051104	10831.1320230053
Guangdong	2021051104	61383.6196391771
Liaoning	2021051104	28556.3184759607
Hubei	2021051104	22069.0945191567
Beijing	2021051104	10367.5468423928
Heilongjiang	2021051104	11998.81150749
West_Inner_Mongolia	2021051104	20974.2060411015
Jiangsu	2021051104	61547.244698444
Hebei	2021051104	48625.2056022415
Hainan	2021051104	3120.12982429609
Shaanxi	2021051104	14209.0449111202
Gansu	2021051104	12497.3335422936
Shanxi	2021051104	27700.2223354659
Ningxia	2021051104	8891.76532292133
Yunnan	2021051104	16276.2953492427
Anhui	2021051104	17953.8478100242
Qinghai	2021051104	7001.95732845358
Sichuan	2021051104	24703.2378499557
Shandong	2021051104	54460.703407212
Shanghai	2021051104	19538.8954018139
Fujian	2021051104	22102.6169258097
Xinjiang	2021051104	13060.159898298
Chongqing	2021051104	11142.7171350546
Macau	2021051108	318.119725013639
Hong_Kong	2021051108	3859.60819108767
Taiwan	2021051108	21067.4100311626
Tibet	2021051108	441.535509974262
Jilin	2021051108	9675.94422435953
Jiangxi	2021051108	11260.127282178
Hunan	2021051108	20351.5673081586
Zhejiang	2021051108	46730.8708329618
East_Inner_Mongolia	2021051108	8155.45295263785
Henan	2021051108	42435.9428429535
Guizhou	2021051108	14536.5129215022
Guangxi	2021051108	17780.6923765621
Tianjin	2021051108	11232.2849304528
Guangdong	2021051108	63657.0862939649
Liaoning	2021051108	29613.9595570866
Hubei	2021051108	22886.4681244539
Beijing	2021051108	10751.5299339192
Heilongjiang	2021051108	12443.2117891891
West_Inner_Mongolia	2021051108	21751.0282344715
Jiangsu	2021051108	63826.7715386415
Hebei	2021051108	50426.1385574618
Hainan	2021051108	3235.69015058253
Shaanxi	2021051108	14735.3056626318
Gansu	2021051108	12960.1975970557
Shanxi	2021051108	28726.1561624391
Ningxia	2021051108	9221.08985742562
Yunnan	2021051108	16879.1209068995
Anhui	2021051108	18618.8049200994
Qinghai	2021051108	7261.28899703323
Sichuan	2021051108	25618.172287633
Shandong	2021051108	56477.7658404863
Shanghai	2021051108	20262.5579591627
Fujian	2021051108	22921.2321013199
Xinjiang	2021051108	13543.8693668746
Chongqing	2021051108	11555.4102280848
Macau	2021051112	383.447887281957
Hong_Kong	2021051112	4652.20635578398
Taiwan	2021051112	25393.7534574622
Tibet	2021051112	532.20798695313
Jilin	2021051112	11662.9686201622
Jiangxi	2021051112	13572.4750066723
Hunan	2021051112	24530.9073081066
Zhejiang	2021051112	56327.3896045804
East_Inner_Mongolia	2021051112	9830.23358385685
Henan	2021051112	51150.4674136466
Guizhou	2021051112	17521.6898856489
Guangxi	2021051112	21432.0848099275
Tianjin	2021051112	13538.9150287566
Guangdong	2021051112	76729.5245489714
Liaoning	2021051112	35695.3980949509
Hubei	2021051112	27586.3681489459
Beijing	2021051112	12959.433552991
Heilongjiang	2021051112	14998.5143843625
West_Inner_Mongolia	2021051112	26217.7575513769
Jiangsu	2021051112	76934.055873055
Hebei	2021051112	60781.5070028019
Hainan	2021051112	3900.16228037012
Shaanxi	2021051112	17761.3061389003
Gansu	2021051112	15621.6669278669
Shanxi	2021051112	34625.2779193324
Ningxia	2021051112	11114.7066536517
Yunnan	2021051112	20345.3691865533
Anhui	2021051112	22442.3097625303
Qinghai	2021051112	8752.44666056698
Sichuan	2021051112	30879.0473124446
Shandong	2021051112	68075.879259015
Shanghai	2021051112	24423.6192522674
Fujian	2021051112	27628.2711572622
Xinjiang	2021051112	16325.1998728725
Chongqing	2021051112	13928.3964188183
Macau	2021051116	364.985575132891
Hong_Kong	2021051116	4428.21115651144
Taiwan	2021051116	24171.0908258035
Tibet	2021051116	506.583148978394
Jilin	2021051116	11101.4180825481
Jiangxi	2021051116	12918.9852404754
Hunan	2021051116	23349.7891352242
Zhejiang	2021051116	53615.329155393
East_Inner_Mongolia	2021051116	9356.92587518782
Henan	2021051116	48687.6662683452
Guizhou	2021051116	16678.0526698044
Guangxi	2021051116	20400.1692540199
Tianjin	2021051116	12887.041113914
Guangdong	2021051116	73035.1387399529
Liaoning	2021051116	33976.730177426
Hubei	2021051116	26258.1351433213
Beijing	2021051116	12335.4606078631
Heilongjiang	2021051116	14276.3634388997
West_Inner_Mongolia	2021051116	24955.4206346366
Jiangsu	2021051116	73229.8222560951
Hebei	2021051116	57854.9889741571
Hainan	2021051116	3712.37662333438
Shaanxi	2021051116	16906.1318401555
Gansu	2021051116	14869.512330914
Shanxi	2021051116	32958.1343246023
Ningxia	2021051116	10579.553923669
Yunnan	2021051116	19365.7769937974
Anhui	2021051116	21361.7537289089
Qinghai	2021051116	8331.03241452467
Sichuan	2021051116	29392.2778471354
Shandong	2021051116	64798.1505913436
Shanghai	2021051116	23247.666802401
Fujian	2021051116	26298.0205986788
Xinjiang	2021051116	15539.1714555944
Chongqing	2021051116	13257.7696897392
Macau	2021051120	360.014962222332
Hong_Kong	2021051120	4367.90487307209
Taiwan	2021051120	23841.9130601417
Tibet	2021051120	499.684167451065
Jilin	2021051120	10950.231691068
Jiangxi	2021051120	12743.0460275236
Hunan	2021051120	23031.7963945738
Zhejiang	2021051120	52885.1604433648
East_Inner_Mongolia	2021051120	9229.49712258187
Henan	2021051120	48024.6057009508
Guizhou	2021051120	16450.9200114978
Guangxi	2021051120	20122.3463711986
Tianjin	2021051120	12711.536937026
Guangdong	2021051120	72040.4983259774
Liaoning	2021051120	33514.0127847812
Hubei	2021051120	25900.5346395122
Beijing	2021051120	12167.4682160191
Heilongjiang	2021051120	14081.9385595072
West_Inner_Mongolia	2021051120	24615.5613512943
Jiangsu	2021051120	72232.5305143282
Hebei	2021051120	57067.0817944543
Hainan	2021051120	3661.8190439942
Shaanxi	2021051120	16675.8930501384
Gansu	2021051120	14667.0095609378
Shanxi	2021051120	32509.2888382508
Ningxia	2021051120	10435.47462053
Yunnan	2021051120	19102.0411431044
Anhui	2021051120	21070.8353581255
Qinghai	2021051120	8217.57495182126
Sichuan	2021051120	28991.9945326934
Shandong	2021051120	63915.6868835864
Shanghai	2021051120	22931.0648306483
Fujian	2021051120	25939.8769085827
Xinjiang	2021051120	15327.5488285126
Chongqing	2021051120	13077.216687991
Macau	2021052000	330.901321256371
Hong_Kong	2021052000	4014.68173628047
Taiwan	2021052000	21913.8684797447
Tibet	2021052000	459.275776206033
Jilin	2021052000	10064.7098450316
Jiangxi	2021052000	11712.5431157338
Hunan	2021052000	21169.2642184288
Zhejiang	2021052000	48608.4504864478
East_Inner_Mongolia	2021052000	8483.12740543308
Henan	2021052000	44140.9584234084
Guizhou	2021052000	15120.5692510238
Guangxi	2021052000	18495.0952035596
Tianjin	2021052000	11683.582098078
Guangdong	2021052000	66214.7371122639
Liaoning	2021052000	30803.8061602516
Hubei	2021052000	23806.0137294187
Beijing	2021052000	11183.5110523522
Heilongjiang	2021052000	12943.1622686679
West_Inner_Mongolia	2021052000	22624.953486184
Jiangsu	2021052000	66391.2400677433
Hebei	2021052000	52452.1887908885
Hainan	2021052000	3365.69555992821
Shaanxi	2021052000	15327.3492005951
Gansu	2021052000	13480.9198279846
Shanxi	2021052000	29880.3320930835
Ningxia	2021052000	9591.58007921401
Yunnan	2021052000	17557.2998797846
Anhui	2021052000	19366.8819121838
Qinghai	2021052000	7553.03721905213
Sichuan	2021052000	26647.4738647145
Shandong	2021052000	58746.9618157868
Shanghai	2021052000	21076.678600905
Fujian	2021052000	23842.1744732287
Xinjiang	2021052000	14088.0426959704
Chongqing	2021052000	12019.6901087121
Macau	2021052004	306.758309825566
Hong_Kong	2021052004	3721.76508462718
Taiwan	2021052004	20315.0027659697
Tibet	2021052004	425.766389562504
Jilin	2021052004	9330.37489612979
Jiangxi	2021052004	10857.9800053379
Hunan	2021052004	19624.7258464853
Zhejiang	2021052004	45061.9116836643
East_Inner_Mongolia	2021052004	7864.18686708548
Henan	2021052004	40920.3739309173
Guizhou	2021052004	14017.3519085191
Guangxi	2021052004	17145.667847942
Tianjin	2021052004	10831.1320230053
Guangdong	2021052004	61383.6196391771
Liaoning	2021052004	28556.3184759607
Hubei	2021052004	22069.0945191567
Beijing	2021052004	10367.5468423928
Heilongjiang	2021052004	11998.81150749
West_Inner_Mongolia	2021052004	20974.2060411015
Jiangsu	2021052004	61547.244698444
Hebei	2021052004	48625.2056022415
Hainan	2021052004	3120.12982429609
Shaanxi	2021052004	14209.0449111202
Gansu	2021052004	12497.3335422936
Shanxi	2021052004	27700.2223354659
Ningxia	2021052004	8891.76532292133
Yunnan	2021052004	16276.2953492427
Anhui	2021052004	17953.8478100242
Qinghai	2021052004	7001.95732845358
Sichuan	2021052004	24703.2378499557
Shandong	2021052004	54460.703407212
Shanghai	2021052004	19538.8954018139
Fujian	2021052004	22102.6169258097
Xinjiang	2021052004	13060.159898298
Chongqing	2021052004	11142.7171350546
Macau	2021052008	318.119725013639
Hong_Kong	2021052008	3859.60819108767
Taiwan	2021052008	21067.4100311626
Tibet	2021052008	441.535509974262
Jilin	2021052008	9675.94422435953
Jiangxi	2021052008	11260.127282178
Hunan	2021052008	20351.5673081586
Zhejiang	2021052008	46730.8708329618
East_Inner_Mongolia	2021052008	8155.45295263785
Henan	2021052008	42435.9428429535
Guizhou	2021052008	14536.5129215022
Guangxi	2021052008	17780.6923765621
Tianjin	2021052008	11232.2849304528
Guangdong	2021052008	63657.0862939649
Liaoning	2021052008	29613.9595570866
Hubei	2021052008	22886.4681244539
Beijing	2021052008	10751.5299339192
Heilongjiang	2021052008	12443.2117891891
West_Inner_Mongolia	2021052008	21751.0282344715
Jiangsu	2021052008	63826.7715386415
Hebei	2021052008	50426.1385574618
Hainan	2021052008	3235.69015058253
Shaanxi	2021052008	14735.3056626318
Gansu	2021052008	12960.1975970557
Shanxi	2021052008	28726.1561624391
Ningxia	2021052008	9221.08985742562
Yunnan	2021052008	16879.1209068995
Anhui	2021052008	18618.8049200994
Qinghai	2021052008	7261.28899703323
Sichuan	2021052008	25618.172287633
Shandong	2021052008	56477.7658404863
Shanghai	2021052008	20262.5579591627
Fujian	2021052008	22921.2321013199
Xinjiang	2021052008	13543.8693668746
Chongqing	2021052008	11555.4102280848
Macau	2021052012	383.447887281957
Hong_Kong	2021052012	4652.20635578398
Taiwan	2021052012	25393.7534574622
Tibet	2021052012	532.20798695313
Jilin	2021052012	11662.9686201622
Jiangxi	2021052012	13572.4750066723
Hunan	2021052012	24530.9073081066
Zhejiang	2021052012	56327.3896045804
East_Inner_Mongolia	2021052012	9830.23358385685
Henan	2021052012	51150.4674136466
Guizhou	2021052012	17521.6898856489
Guangxi	2021052012	21432.0848099275
Tianjin	2021052012	13538.9150287566
Guangdong	2021052012	76729.5245489714
Liaoning	2021052012	35695.3980949509
Hubei	2021052012	27586.3681489459
Beijing	2021052012	12959.433552991
Heilongjiang	2021052012	14998.5143843625
West_Inner_Mongolia	2021052012	26217.7575513769
Jiangsu	2021052012	76934.055873055
Hebei	2021052012	60781.5070028019
Hainan	2021052012	3900.16228037012
Shaanxi	2021052012	17761.3061389003
Gansu	2021052012	15621.6669278669
Shanxi	2021052012	34625.2779193324
Ningxia	2021052012	11114.7066536517
Yunnan	2021052012	20345.3691865533
Anhui	2021052012	22442.3097625303
Qinghai	2021052012	8752.44666056698
Sichuan	2021052012	30879.0473124446
Shandong	2021052012	68075.879259015
Shanghai	2021052012	24423.6192522674
Fujian	2021052012	27628.2711572622
Xinjiang	2021052012	16325.1998728725
Chongqing	2021052012	13928.3964188183
Macau	2021052016	364.985575132891
Hong_Kong	2021052016	4428.21115651144
Taiwan	2021052016	24171.0908258035
Tibet	2021052016	506.583148978394
Jilin	2021052016	11101.4180825481
Jiangxi	2021052016	12918.9852404754
Hunan	2021052016	23349.7891352242
Zhejiang	2021052016	53615.329155393
East_Inner_Mongolia	2021052016	9356.92587518782
Henan	2021052016	48687.6662683452
Guizhou	2021052016	16678.0526698044
Guangxi	2021052016	20400.1692540199
Tianjin	2021052016	12887.041113914
Guangdong	2021052016	73035.1387399529
Liaoning	2021052016	33976.730177426
Hubei	2021052016	26258.1351433213
Beijing	2021052016	12335.4606078631
Heilongjiang	2021052016	14276.3634388997
West_Inner_Mongolia	2021052016	24955.4206346366
Jiangsu	2021052016	73229.8222560951
Hebei	2021052016	57854.9889741571
Hainan	2021052016	3712.37662333438
Shaanxi	2021052016	16906.1318401555
Gansu	2021052016	14869.512330914
Shanxi	2021052016	32958.1343246023
Ningxia	2021052016	10579.553923669
Yunnan	2021052016	19365.7769937974
Anhui	2021052016	21361.7537289089
Qinghai	2021052016	8331.03241452467
Sichuan	2021052016	29392.2778471354
Shandong	2021052016	64798.1505913436
Shanghai	2021052016	23247.666802401
Fujian	2021052016	26298.0205986788
Xinjiang	2021052016	15539.1714555944
Chongqing	2021052016	13257.7696897392
Macau	2021052020	360.014962222332
Hong_Kong	2021052020	4367.90487307209
Taiwan	2021052020	23841.9130601417
Tibet	2021052020	499.684167451065
Jilin	2021052020	10950.231691068
Jiangxi	2021052020	12743.0460275236
Hunan	2021052020	23031.7963945738
Zhejiang	2021052020	52885.1604433648
East_Inner_Mongolia	2021052020	9229.49712258187
Henan	2021052020	48024.6057009508
Guizhou	2021052020	16450.9200114978
Guangxi	2021052020	20122.3463711986
Tianjin	2021052020	12711.536937026
Guangdong	2021052020	72040.4983259774
Liaoning	2021052020	33514.0127847812
Hubei	2021052020	25900.5346395122
Beijing	2021052020	12167.4682160191
Heilongjiang	2021052020	14081.9385595072
West_Inner_Mongolia	2021052020	24615.5613512943
Jiangsu	2021052020	72232.5305143282
Hebei	2021052020	57067.0817944543
Hainan	2021052020	3661.8190439942
Shaanxi	2021052020	16675.8930501384
Gansu	2021052020	14667.0095609378
Shanxi	2021052020	32509.2888382508
Ningxia	2021052020	10435.47462053
Yunnan	2021052020	19102.0411431044
Anhui	2021052020	21070.8353581255
Qinghai	2021052020	8217.57495182126
Sichuan	2021052020	28991.9945326934
Shandong	2021052020	63915.6868835864
Shanghai	2021052020	22931.0648306483
Fujian	2021052020	25939.8769085827
Xinjiang	2021052020	15327.5488285126
Chongqing	2021052020	13077.216687991
Macau	2021061200	394.503315423775
Hong_Kong	2021061200	4786.33705456511
Taiwan	2021061200	26125.8967966523
Tibet	2021061200	547.552411453598
Jilin	2021061200	11999.2310322842
Jiangxi	2021061200	13963.7916030591
Hunan	2021061200	25238.1733851758
Zhejiang	2021061200	57951.40013859
East_Inner_Mongolia	2021061200	10113.655254984
Henan	2021061200	52625.2188353337
Guizhou	2021061200	18026.8687896901
Guangxi	2021061200	22050.0067789988
Tianjin	2021061200	13929.2640362308
Guangdong	2021061200	78941.7619171832
Liaoning	2021061200	36724.5546549977
Hubei	2021061200	28381.7281466923
Beijing	2021061200	13333.075164161
Heilongjiang	2021061200	15430.9460224287
West_Inner_Mongolia	2021061200	26973.6582728633
Jiangsu	2021061200	79152.1902130097
Hebei	2021061200	62533.9370077866
Hainan	2021061200	4012.61032158297
Shaanxi	2021061200	18273.3935704293
Gansu	2021061200	16072.0650703646
Shanxi	2021061200	35623.5811689372
Ningxia	2021061200	11435.1617788522
Yunnan	2021061200	20931.9593713502
Anhui	2021061200	23089.3581650519
Qinghai	2021061200	9004.79397640926
Sichuan	2021061200	31769.340622105
Shandong	2021061200	70038.6179160824
Shanghai	2021061200	25127.7920396586
Fujian	2021061200	28424.8392870982
Xinjiang	2021061200	16795.8820179084
Chongqing	2021061200	14329.9748101624
Macau	2021061204	365.719815806415
Hong_Kong	2021061204	4437.11937909224
Taiwan	2021061204	24219.7157557101
Tibet	2021061204	507.602241177768
Jilin	2021061204	11123.7507807294
Jiangxi	2021061204	12944.9743344848
Hunan	2021061204	23396.761854338
Zhejiang	2021061204	53723.1869943663
East_Inner_Mongolia	2021061204	9375.74918225746
Henan	2021061204	48785.6111387971
Guizhou	2021061204	16711.60387144
Guangxi	2021061204	20441.2082293482
Tianjin	2021061204	12912.9659459948
Guangdong	2021061204	73182.0633668778
Liaoning	2021061204	34045.0810903095
Hubei	2021061204	26310.9585756614
Beijing	2021061204	12360.2758266608
Heilongjiang	2021061204	14305.0831676261
West_Inner_Mongolia	2021061204	25005.6233990834
Jiangsu	2021061204	73377.1385274184
Hebei	2021061204	57971.3757274025
Hainan	2021061204	3719.84480316943
Shaanxi	2021061204	16940.1418681531
Gansu	2021061204	14899.4252959533
Shanxi	2021061204	33024.4361304635
Ningxia	2021061204	10600.8367888772
Yunnan	2021061204	19404.7350845057
Anhui	2021061204	21404.7271215967
Qinghai	2021061204	8347.79193399051
Sichuan	2021061204	29451.4062274146
Shandong	2021061204	64928.5048874442
Shanghai	2021061204	23294.4340822439
Fujian	2021061204	26350.9242685011
Xinjiang	2021061204	15570.4315724125
Chongqing	2021061204	13284.4403156753
Macau	2021061208	379.264989765175
Hong_Kong	2021061208	4601.45708043627
Taiwan	2021061208	25116.7419734977
Tibet	2021061208	526.402318071191
Jilin	2021061208	11535.7414164204
Jiangxi	2021061208	13424.4176724556
Hunan	2021061208	24263.3083079117
Zhejiang	2021061208	55712.9340138247
East_Inner_Mongolia	2021061208	9722.99903905658
Henan	2021061208	50592.4850378839
Guizhou	2021061208	17330.5519617134
Guangxi	2021061208	21198.2897694426
Tianjin	2021061208	13391.223788481
Guangdong	2021061208	75892.5092768967
Liaoning	2021061208	35306.0096095682
Hubei	2021061208	27285.4382060397
Beijing	2021061208	12818.0636713835
Heilongjiang	2021061208	14834.9008904442
West_Inner_Mongolia	2021061208	25931.7572979015
Jiangsu	2021061208	76094.8094410339
Hebei	2021061208	60118.4630191449
Hainan	2021061208	3857.61678811757
Shaanxi	2021061208	17567.5543259229
Gansu	2021061208	15451.2556830332
Shanxi	2021061208	34247.5629968345
Ningxia	2021061208	10993.4602459824
Yunnan	2021061208	20123.4287428292
Anhui	2021061208	22197.4945349853
Qinghai	2021061208	8656.96931249299
Sichuan	2021061208	30542.1986959627
Shandong	2021061208	67333.2635457723
Shanghai	2021061208	24157.1906195651
Fujian	2021061208	27326.884109244
Xinjiang	2021061208	16147.1140357246
Chongqing	2021061208	13776.456463676
Macau	2021061212	457.149769758018
Hong_Kong	2021061212	5546.3992238653
Taiwan	2021061212	30274.6446946376
Tibet	2021061212	634.50280147221
Jilin	2021061212	13904.6884759118
Jiangxi	2021061212	16181.217918106
Hunan	2021061212	29245.9523179225
Zhejiang	2021061212	67153.9837429579
East_Inner_Mongolia	2021061212	11719.6864778218
Henan	2021061212	60982.0139234964
Guizhou	2021061212	20889.5048393
Guangxi	2021061212	25551.5102866853
Tianjin	2021061212	16141.2074324935
Guangdong	2021061212	91477.5792085972
Liaoning	2021061212	42556.3513628869
Hubei	2021061212	32888.6982195767
Beijing	2021061212	15450.344783326
Heilongjiang	2021061212	17881.3539595326
West_Inner_Mongolia	2021061212	31257.0292488542
Jiangsu	2021061212	91721.423159273
Hebei	2021061212	72464.2196592532
Hainan	2021061212	4649.80600396179
Shaanxi	2021061212	21175.1773351914
Gansu	2021061212	18624.2816199417
Shanxi	2021061212	41280.5451630794
Ningxia	2021061212	13251.0459860965
Yunnan	2021061212	24255.9188556322
Anhui	2021061212	26755.9089019959
Qinghai	2021061212	10434.7399174881
Sichuan	2021061212	36814.2577842683
Shandong	2021061212	81160.6311093052
Shanghai	2021061212	29118.0426028049
Fujian	2021061212	32938.6553356264
Xinjiang	2021061212	19463.0394655156
Chongqing	2021061212	16605.5503945941
Macau	2021061216	435.138847210047
Hong_Kong	2021061216	5279.35027883083
Taiwan	2021061216	28816.9761063022
Tibet	2021061216	603.95265588848
Jilin	2021061216	13235.2032407798
Jiangxi	2021061216	15402.1219677443
Hunan	2021061216	27837.8133798843
