ampl.tab 2 2
load_area	hour	system_load	present_day_system_load
CA_PGE_S	2040122404	1937	1466
CA_SCE_CEN	2040122404	3139	2376
CA_SCE_S	2040122404	16280	12322
CA_SCE_SE	2040122404	50	38
CA_SCE_VLY	2040122404	658	498
CA_SDGE	2040122404	4019	3042
CA_SMUD	2040122404	2689	2035
CO_DEN	2040122404	7350	5563
CO_E	2040122404	4185	3168
CO_NW	2040122404	1329	1006
CO_SW	2040122404	1285	972
ID_E	2040122404	1473	1115
ID_S_OR_E	2040122404	2979	2255
MEX_BAJA	2040122404	1602	1213
MT_NE	2040122404	506	383
MT_NW	2040122404	849	643
MT_SE	2040122404	506	383
MT_SW	2040122404	756	572
NM_N	2040122404	1498	1134
NM_S_TX_EPE	2040122404	1584	1199
NV_N	2040122404	2041	1545
NV_S	2040122404	3878	2935
OR_E	2040122404	860	651
OR_PDX	2040122404	5245	3969
OR_W	2040122404	4838	3661
OR_WA_BPA	2040122404	2104	1592
UT_N	2040122404	5987	4531
UT_S	2040122404	1618	1225
WA_ID_AVA	2040122404	2893	2189
WA_N_CEN	2040122404	1359	1028
WA_SEATAC	2040122404	7069	5350
WA_W	2040122404	4387	3320
WY_NE	2040122404	1060	802
WY_NW	2040122404	330	250
WY_SE	2040122404	1164	881
WY_SW	2040122404	288	218
AZ_APS_E	2040122408	227	172
AZ_APS_N	2040122408	704	533
AZ_APS_SW	2040122408	605	458
AZ_NM_N	2040122408	431	326
AZ_NW	2040122408	634	480
AZ_PHX	2040122408	6120	4632
AZ_SE	2040122408	3163	2394
CAN_ALB	2040122408	10254	7761
CAN_BC	2040122408	9712	7350
CA_IID	2040122408	394	299
CA_LADWP	2040122408	4080	3088
CA_PGE_BAY	2040122408	5050	3822
CA_PGE_CEN	2040122408	4067	3078
CA_PGE_N	2040122408	3762	2847
CA_PGE_S	2040122408	1431	1083
CA_SCE_CEN	2040122408	2269	1718
CA_SCE_S	2040122408	11787	8921
CA_SCE_SE	2040122408	36	27
CA_SCE_VLY	2040122408	475	360
CA_SDGE	2040122408	2703	2046
CA_SMUD	2040122408	1967	1489
CO_DEN	2040122408	5612	4248
CO_E	2040122408	3528	2670
CO_NW	2040122408	1079	816
CO_SW	2040122408	1075	813
ID_E	2040122408	1177	891
ID_S_OR_E	2040122408	2466	1866
MEX_BAJA	2040122408	1230	931
MT_NE	2040122408	400	302
MT_NW	2040122408	671	508
MT_SE	2040122408	400	303
MT_SW	2040122408	598	452
NM_N	2040122408	1136	860
NM_S_TX_EPE	2040122408	1161	879
NV_N	2040122408	1712	1295
NV_S	2040122408	3317	2510
OR_E	2040122408	672	509
OR_PDX	2040122408	3892	2945
OR_W	2040122408	3712	2809
OR_WA_BPA	2040122408	1634	1236
UT_N	2040122408	4735	3584
UT_S	2040122408	1296	981
WA_ID_AVA	2040122408	2291	1734
WA_N_CEN	2040122408	1179	893
WA_SEATAC	2040122408	5278	3994
WA_W	2040122408	3228	2443
WY_NE	2040122408	901	682
WY_NW	2040122408	274	208
WY_SE	2040122408	985	745
WY_SW	2040122408	230	174
AZ_APS_E	2040122412	242	183
AZ_APS_N	2040122412	750	567
AZ_APS_SW	2040122412	644	487
AZ_NM_N	2040122412	444	336
AZ_NW	2040122412	667	504
AZ_PHX	2040122412	6480	4904
AZ_SE	2040122412	3327	2518
CAN_ALB	2040122412	10160	7689
CAN_BC	2040122412	9010	6819
CA_IID	2040122412	338	256
CA_LADWP	2040122412	3713	2810
CA_PGE_BAY	2040122412	4741	3588
CA_PGE_CEN	2040122412	3850	2914
CA_PGE_N	2040122412	3563	2697
CA_PGE_S	2040122412	1355	1025
CA_SCE_CEN	2040122412	2050	1551
CA_SCE_S	2040122412	10647	8058
CA_SCE_SE	2040122412	33	25
CA_SCE_VLY	2040122412	430	325
CA_SDGE	2040122412	2601	1968
CA_SMUD	2040122412	1876	1420
CO_DEN	2040122412	5653	4279
CO_E	2040122412	3544	2683
CO_NW	2040122412	1086	822
CO_SW	2040122412	1080	817
ID_E	2040122412	1291	977
ID_S_OR_E	2040122412	2771	2097
MEX_BAJA	2040122412	1120	848
MT_NE	2040122412	407	308
MT_NW	2040122412	683	517
MT_SE	2040122412	409	309
MT_SW	2040122412	611	463
NM_N	2040122412	1135	859
NM_S_TX_EPE	2040122412	1143	865
NV_N	2040122412	1648	1247
NV_S	2040122412	3280	2483
OR_E	2040122412	671	508
OR_PDX	2040122412	3757	2843
OR_W	2040122412	3671	2779
OR_WA_BPA	2040122412	1629	1233
UT_N	2040122412	5014	3795
UT_S	2040122412	1358	1028
WA_ID_AVA	2040122412	2246	1700
WA_N_CEN	2040122412	1225	927
WA_SEATAC	2040122412	5070	3837
WA_W	2040122412	3147	2382
WY_NE	2040122412	911	689
WY_NW	2040122412	282	214
WY_SE	2040122412	999	756
WY_SW	2040122412	245	185
AZ_APS_E	2040122416	264	200
AZ_APS_N	2040122416	818	619
AZ_APS_SW	2040122416	700	530
AZ_NM_N	2040122416	495	375
AZ_NW	2040122416	720	545
AZ_PHX	2040122416	7156	5416
AZ_SE	2040122416	3627	2745
CAN_ALB	2040122416	11317	8565
CAN_BC	2040122416	11353	8592
CA_IID	2040122416	404	306
CA_LADWP	2040122416	4394	3326
CA_PGE_BAY	2040122416	6212	4701
CA_PGE_CEN	2040122416	4920	3723
CA_PGE_N	2040122416	4530	3429
CA_PGE_S	2040122416	1729	1309
CA_SCE_CEN	2040122416	2409	1824
CA_SCE_S	2040122416	12520	9475
CA_SCE_SE	2040122416	38	29
CA_SCE_VLY	2040122416	505	382
CA_SDGE	2040122416	3320	2513
CA_SMUD	2040122416	2437	1844
CO_DEN	2040122416	6336	4795
CO_E	2040122416	3769	2853
CO_NW	2040122416	1179	892
CO_SW	2040122416	1153	873
ID_E	2040122416	1534	1161
ID_S_OR_E	2040122416	3157	2390
MEX_BAJA	2040122416	1192	902
MT_NE	2040122416	489	370
MT_NW	2040122416	822	622
MT_SE	2040122416	491	372
MT_SW	2040122416	736	557
NM_N	2040122416	1303	986
NM_S_TX_EPE	2040122416	1291	977
NV_N	2040122416	1848	1399
NV_S	2040122416	3324	2515
OR_E	2040122416	827	626
OR_PDX	2040122416	4927	3729
OR_W	2040122416	4647	3517
OR_WA_BPA	2040122416	2041	1545
UT_N	2040122416	5932	4490
UT_S	2040122416	1579	1195
WA_ID_AVA	2040122416	2795	2115
WA_N_CEN	2040122416	1458	1104
WA_SEATAC	2040122416	6791	5140
WA_W	2040122416	4234	3204
WY_NE	2040122416	974	737
WY_NW	2040122416	313	237
WY_SE	2040122416	1076	814
WY_SW	2040122416	288	218
AZ_APS_E	2040122420	219	166
AZ_APS_N	2040122420	682	516
AZ_APS_SW	2040122420	586	443
AZ_NM_N	2040122420	438	332
AZ_NW	2040122420	630	476
AZ_PHX	2040122420	5943	4498
AZ_SE	2040122420	3219	2436
CAN_ALB	2040122420	11200	8477
CAN_BC	2040122420	11521	8719
CA_IID	2040122420	407	308
CA_LADWP	2040122420	4547	3441
CA_PGE_BAY	2040122420	5985	4530
CA_PGE_CEN	2040122420	4524	3424
CA_PGE_N	2040122420	4099	3102
CA_PGE_S	2040122420	1561	1182
CA_SCE_CEN	2040122420	2442	1848
CA_SCE_S	2040122420	12695	9608
CA_SCE_SE	2040122420	39	29
CA_SCE_VLY	2040122420	511	387
CA_SDGE	2040122420	3255	2463
CA_SMUD	2040122420	2409	1823
CO_DEN	2040122420	5860	4435
CO_E	2040122420	3476	2631
CO_NW	2040122420	1088	824
CO_SW	2040122420	1064	805
ID_E	2040122420	1346	1019
ID_S_OR_E	2040122420	2691	2037
MEX_BAJA	2040122420	1193	903
MT_NE	2040122420	454	344
MT_NW	2040122420	764	578
MT_SE	2040122420	455	344
MT_SW	2040122420	680	515
NM_N	2040122420	1204	911
NM_S_TX_EPE	2040122420	1194	903
NV_N	2040122420	1765	1336
NV_S	2040122420	3030	2293
OR_E	2040122420	773	585
OR_PDX	2040122420	4956	3751
OR_W	2040122420	4427	3351
OR_WA_BPA	2040122420	1907	1443
UT_N	2040122420	5400	4087
UT_S	2040122420	1426	1079
WA_ID_AVA	2040122420	2752	2083
WA_N_CEN	2040122420	1287	974
WA_SEATAC	2040122420	6858	5191
WA_W	2040122420	4171	3156
WY_NE	2040122420	896	678
WY_NW	2040122420	286	217
WY_SE	2040122420	989	749
WY_SW	2040122420	261	198
AZ_APS_E	2049121701	310	212
AZ_APS_N	2049121701	932	639
AZ_APS_SW	2049121701	782	536
AZ_NM_N	2049121701	573	393
AZ_NW	2049121701	655	449
AZ_PHX	2049121701	8385	5745
AZ_SE	2049121701	3901	2673
CAN_ALB	2049121701	14134	9684
CAN_BC	2049121701	15513	10629
CA_IID	2049121701	513	352
CA_LADWP	2049121701	6145	4210
CA_PGE_BAY	2049121701	9071	6215
CA_PGE_CEN	2049121701	6551	4489
CA_PGE_N	2049121701	6012	4119
CA_PGE_S	2049121701	2298	1574
CA_SCE_CEN	2049121701	3678	2520
CA_SCE_S	2049121701	19067	13064
CA_SCE_SE	2049121701	58	40
CA_SCE_VLY	2049121701	771	528
CA_SDGE	2049121701	4891	3351
CA_SMUD	2049121701	3218	2205
CO_DEN	2049121701	8396	5752
CO_E	2049121701	4588	3144
CO_NW	2049121701	1481	1015
CO_SW	2049121701	1413	968
ID_E	2049121701	1987	1361
ID_S_OR_E	2049121701	4144	2839
MEX_BAJA	2049121701	1910	1309
MT_NE	2049121701	605	414
MT_NW	2049121701	1020	699
MT_SE	2049121701	608	417
MT_SW	2049121701	912	625
NM_N	2049121701	1671	1145
NM_S_TX_EPE	2049121701	1723	1181
NV_N	2049121701	2310	1583
NV_S	2049121701	4430	3035
OR_E	2049121701	1086	744
OR_PDX	2049121701	6867	4705
OR_W	2049121701	6217	4259
OR_WA_BPA	2049121701	2693	1845
UT_N	2049121701	7165	4909
UT_S	2049121701	1752	1200
WA_ID_AVA	2049121701	3853	2640
WA_N_CEN	2049121701	2118	1451
WA_SEATAC	2049121701	9223	6319
WA_W	2049121701	5733	3928
WY_NE	2049121701	1178	807
WY_NW	2049121701	386	265
WY_SE	2049121701	1308	896
WY_SW	2049121701	360	247
AZ_APS_E	2049121705	291	200
AZ_APS_N	2049121705	876	600
AZ_APS_SW	2049121705	735	503
AZ_NM_N	2049121705	520	356
AZ_NW	2049121705	607	416
AZ_PHX	2049121705	7996	5479
AZ_SE	2049121705	3576	2450
CAN_ALB	2049121705	13177	9028
CAN_BC	2049121705	14375	9849
CA_IID	2049121705	550	377
CA_LADWP	2049121705	5459	3741
CA_PGE_BAY	2049121705	7840	5372
CA_PGE_CEN	2049121705	5784	3963
CA_PGE_N	2049121705	5309	3637
CA_PGE_S	2049121705	2026	1388
CA_SCE_CEN	2049121705	3359	2301
CA_SCE_S	2049121705	17403	11924
CA_SCE_SE	2049121705	53	37
CA_SCE_VLY	2049121705	704	482
CA_SDGE	2049121705	4118	2822
CA_SMUD	2049121705	2861	1960
CO_DEN	2049121705	7186	4923
CO_E	2049121705	4066	2786
CO_NW	2049121705	1295	887
CO_SW	2049121705	1249	855
ID_E	2049121705	1728	1184
ID_S_OR_E	2049121705	3643	2496
MEX_BAJA	2049121705	1833	1256
MT_NE	2049121705	540	370
MT_NW	2049121705	911	624
MT_SE	2049121705	542	372
MT_SW	2049121705	814	558
NM_N	2049121705	1474	1010
NM_S_TX_EPE	2049121705	1495	1024
NV_N	2049121705	2171	1487
NV_S	2049121705	4383	3003
OR_E	2049121705	995	682
OR_PDX	2049121705	6297	4315
OR_W	2049121705	5701	3906
OR_WA_BPA	2049121705	2469	1692
UT_N	2049121705	6184	4237
UT_S	2049121705	1562	1070
WA_ID_AVA	2049121705	3482	2386
WA_N_CEN	2049121705	1964	1346
WA_SEATAC	2049121705	8435	5780
WA_W	2049121705	5223	3579
WY_NE	2049121705	1046	716
WY_NW	2049121705	339	232
WY_SE	2049121705	1158	793
WY_SW	2049121705	312	214
AZ_APS_E	2049121709	262	180
AZ_APS_N	2049121709	801	549
AZ_APS_SW	2049121709	681	466
AZ_NM_N	2049121709	462	317
AZ_NW	2049121709	640	438
AZ_PHX	2049121709	7219	4946
AZ_SE	2049121709	3351	2296
CAN_ALB	2049121709	11869	8132
CAN_BC	2049121709	11609	7954
CA_IID	2049121709	403	276
CA_LADWP	2049121709	4067	2787
CA_PGE_BAY	2049121709	5645	3867
CA_PGE_CEN	2049121709	4660	3193
CA_PGE_N	2049121709	4361	2988
CA_PGE_S	2049121709	1664	1140
CA_SCE_CEN	2049121709	2405	1648
CA_SCE_S	2049121709	12473	8546
CA_SCE_SE	2049121709	38	26
CA_SCE_VLY	2049121709	505	346
CA_SDGE	2049121709	2762	1893
CA_SMUD	2049121709	2089	1431
CO_DEN	2049121709	5924	4059
CO_E	2049121709	3634	2490
CO_NW	2049121709	1122	769
CO_SW	2049121709	1109	760
ID_E	2049121709	1534	1051
ID_S_OR_E	2049121709	3205	2196
MEX_BAJA	2049121709	1422	974
MT_NE	2049121709	474	325
MT_NW	2049121709	799	547
MT_SE	2049121709	476	326
MT_SW	2049121709	715	490
NM_N	2049121709	1202	824
NM_S_TX_EPE	2049121709	1190	816
NV_N	2049121709	1846	1265
NV_S	2049121709	3812	2612
OR_E	2049121709	832	570
OR_PDX	2049121709	5004	3429
OR_W	2049121709	4702	3222
OR_WA_BPA	2049121709	2065	1415
UT_N	2049121709	5453	3736
UT_S	2049121709	1386	949
WA_ID_AVA	2049121709	2925	2004
WA_N_CEN	2049121709	1756	1203
WA_SEATAC	2049121709	6574	4504
WA_W	2049121709	4086	2799
WY_NE	2049121709	945	647
WY_NW	2049121709	304	208
WY_SE	2049121709	1044	716
WY_SW	2049121709	277	189
AZ_APS_E	2049121713	305	209
AZ_APS_N	2049121713	924	633
AZ_APS_SW	2049121713	781	535
AZ_NM_N	2049121713	519	355
AZ_NW	2049121713	695	476
AZ_PHX	2049121713	8425	5772
AZ_SE	2049121713	3798	2602
CAN_ALB	2049121713	12105	8294
CAN_BC	2049121713	11669	7995
CA_IID	2049121713	390	267
CA_LADWP	2049121713	3976	2724
CA_PGE_BAY	2049121713	5916	4053
CA_PGE_CEN	2049121713	4782	3276
CA_PGE_N	2049121713	4485	3073
CA_PGE_S	2049121713	1711	1172
CA_SCE_CEN	2049121713	2387	1635
CA_SCE_S	2049121713	12373	8477
CA_SCE_SE	2049121713	38	26
CA_SCE_VLY	2049121713	501	343
CA_SDGE	2049121713	2939	2014
CA_SMUD	2049121713	2132	1461
CO_DEN	2049121713	6485	4443
CO_E	2049121713	3897	2670
CO_NW	2049121713	1213	831
CO_SW	2049121713	1191	816
ID_E	2049121713	1758	1205
ID_S_OR_E	2049121713	3565	2442
MEX_BAJA	2049121713	1360	932
MT_NE	2049121713	518	355
MT_NW	2049121713	873	598
MT_SE	2049121713	522	358
MT_SW	2049121713	784	537
NM_N	2049121713	1343	920
NM_S_TX_EPE	2049121713	1286	881
NV_N	2049121713	1896	1299
NV_S	2049121713	3942	2701
OR_E	2049121713	899	616
OR_PDX	2049121713	5312	3640
OR_W	2049121713	5074	3476
OR_WA_BPA	2049121713	2242	1536
UT_N	2049121713	6194	4244
UT_S	2049121713	1542	1057
WA_ID_AVA	2049121713	3096	2121
WA_N_CEN	2049121713	1930	1322
WA_SEATAC	2049121713	7039	4823
WA_W	2049121713	4449	3048
WY_NE	2049121713	1019	698
WY_NW	2049121713	335	230
WY_SE	2049121713	1131	775
WY_SW	2049121713	315	216
AZ_APS_E	2049121717	293	201
AZ_APS_N	2049121717	882	605
AZ_APS_SW	2049121717	739	506
AZ_NM_N	2049121717	518	355
AZ_NW	2049121717	607	416
AZ_PHX	2049121717	8095	5546
AZ_SE	2049121717	3580	2453
CAN_ALB	2049121717	13192	9039
CAN_BC	2049121717	13913	9532
CA_IID	2049121717	492	337
CA_LADWP	2049121717	4930	3377
CA_PGE_BAY	2049121717	7641	5235
CA_PGE_CEN	2049121717	5669	3884
CA_PGE_N	2049121717	5255	3600
CA_PGE_S	2049121717	2007	1375
CA_SCE_CEN	2049121717	2917	1999
CA_SCE_S	2049121717	15131	10367
CA_SCE_SE	2049121717	46	32
CA_SCE_VLY	2049121717	612	419
CA_SDGE	2049121717	3827	2622
CA_SMUD	2049121717	2689	1842
CO_DEN	2049121717	7497	5137
CO_E	2049121717	4265	2922
CO_NW	2049121717	1355	929
CO_SW	2049121717	1309	897
ID_E	2049121717	1906	1306
ID_S_OR_E	2049121717	3966	2717
MEX_BAJA	2049121717	1509	1034
MT_NE	2049121717	579	397
MT_NW	2049121717	976	669
MT_SE	2049121717	582	399
MT_SW	2049121717	875	599
NM_N	2049121717	1454	997
NM_S_TX_EPE	2049121717	1417	971
NV_N	2049121717	2068	1417
NV_S	2049121717	3981	2727
OR_E	2049121717	1049	719
OR_PDX	2049121717	6492	4448
OR_W	2049121717	6014	4120
OR_WA_BPA	2049121717	2629	1802
UT_N	2049121717	6698	4589
UT_S	2049121717	1647	1129
WA_ID_AVA	2049121717	3578	2451
WA_N_CEN	2049121717	2086	1429
WA_SEATAC	2049121717	8755	5999
WA_W	2049121717	5503	3770
WY_NE	2049121717	1103	756
WY_NW	2049121717	362	248
WY_SE	2049121717	1225	839
WY_SW	2049121717	339	232
AZ_APS_E	2049121721	247	169
AZ_APS_N	2049121721	749	513
AZ_APS_SW	2049121721	630	432
AZ_NM_N	2049121721	466	319
AZ_NW	2049121721	564	386
AZ_PHX	2049121721	6707	4595
AZ_SE	2049121721	3264	2237
CAN_ALB	2049121721	13024	8923
CAN_BC	2049121721	13090	8969
CA_IID	2049121721	507	348
CA_LADWP	2049121721	4969	3404
CA_PGE_BAY	2049121721	7455	5108
CA_PGE_CEN	2049121721	5556	3807
CA_PGE_N	2049121721	5143	3523
CA_PGE_S	2049121721	1965	1346
CA_SCE_CEN	2049121721	2856	1957
CA_SCE_S	2049121721	14821	10155
CA_SCE_SE	2049121721	45	31
CA_SCE_VLY	2049121721	599	410
CA_SDGE	2049121721	3641	2495
CA_SMUD	2049121721	2652	1817
CO_DEN	2049121721	7297	4999
CO_E	2049121721	4058	2780
CO_NW	2049121721	1300	891
CO_SW	2049121721	1248	855
ID_E	2049121721	1669	1143
ID_S_OR_E	2049121721	3434	2353
MEX_BAJA	2049121721	1498	1026
MT_NE	2049121721	525	359
MT_NW	2049121721	883	605
MT_SE	2049121721	527	361
MT_SW	2049121721	789	541
NM_N	2049121721	1343	920
NM_S_TX_EPE	2049121721	1320	904
NV_N	2049121721	2005	1374
NV_S	2049121721	3667	2512
OR_E	2049121721	929	637
OR_PDX	2049121721	5717	3917
OR_W	2049121721	5269	3610
OR_WA_BPA	2049121721	2294	1571
UT_N	2049121721	6173	4229
UT_S	2049121721	1518	1040
WA_ID_AVA	2049121721	3126	2141
WA_N_CEN	2049121721	1788	1225
WA_SEATAC	2049121721	7521	5153
WA_W	2049121721	4634	3175
WY_NE	2049121721	1042	714
WY_NW	2049121721	339	232
WY_SE	2049121721	1154	791
WY_SW	2049121721	311	213
AZ_APS_E	2050122800	270	185
AZ_APS_N	2050122800	835	572
AZ_APS_SW	2050122800	714	489
AZ_NM_N	2050122800	545	373
AZ_NW	2050122800	736	505
AZ_PHX	2050122800	7140	4892
AZ_SE	2050122800	3847	2635
CAN_ALB	2050122800	13627	9336
CAN_BC	2050122800	12974	8889
CA_IID	2050122800	466	319
CA_LADWP	2050122800	5944	4073
CA_PGE_BAY	2050122800	8256	5657
CA_PGE_CEN	2050122800	5734	3928
CA_PGE_N	2050122800	5277	3615
CA_PGE_S	2050122800	2012	1379
CA_SCE_CEN	2050122800	3229	2212
CA_SCE_S	2050122800	16779	11496
CA_SCE_SE	2050122800	51	35
CA_SCE_VLY	2050122800	676	463
CA_SDGE	2050122800	4404	3017
CA_SMUD	2050122800	2767	1896
CO_DEN	2050122800	7948	5446
CO_E	2050122800	4476	3067
CO_NW	2050122800	1429	979
CO_SW	2050122800	1375	942
ID_E	2050122800	1712	1173
ID_S_OR_E	2050122800	3458	2369
MEX_BAJA	2050122800	1577	1081
MT_NE	2050122800	570	391
MT_NW	2050122800	957	655
MT_SE	2050122800	572	392
MT_SW	2050122800	855	585
NM_N	2050122800	1548	1061
NM_S_TX_EPE	2050122800	1591	1090
NV_N	2050122800	2166	1484
NV_S	2050122800	3790	2597
OR_E	2050122800	908	622
OR_PDX	2050122800	5439	3727
OR_W	2050122800	5062	3468
OR_WA_BPA	2050122800	2208	1513
UT_N	2050122800	6862	4702
UT_S	2050122800	1791	1227
WA_ID_AVA	2050122800	3067	2101
WA_N_CEN	2050122800	1433	982
WA_SEATAC	2050122800	7370	5049
WA_W	2050122800	4516	3094
WY_NE	2050122800	1143	783
WY_NW	2050122800	365	250
WY_SE	2050122800	1262	864
WY_SW	2050122800	331	227
AZ_APS_E	2050122804	275	188
AZ_APS_N	2050122804	848	581
AZ_APS_SW	2050122804	727	498
AZ_NM_N	2050122804	545	374
AZ_NW	2050122804	751	515
AZ_PHX	2050122804	7326	5019
AZ_SE	2050122804	3868	2650
CAN_ALB	2050122804	12934	8862
CAN_BC	2050122804	13447	9213
CA_IID	2050122804	548	375
CA_LADWP	2050122804	5932	4064
CA_PGE_BAY	2050122804	7873	5395
CA_PGE_CEN	2050122804	5826	3992
CA_PGE_N	2050122804	5371	3680
CA_PGE_S	2050122804	2049	1404
CA_SCE_CEN	2050122804	3381	2317
CA_SCE_S	2050122804	17552	12026
CA_SCE_SE	2050122804	54	37
CA_SCE_VLY	2050122804	708	485
CA_SDGE	2050122804	4239	2904
CA_SMUD	2050122804	2824	1935
CO_DEN	2050122804	7163	4908
CO_E	2050122804	4115	2820
CO_NW	2050122804	1303	893
CO_SW	2050122804	1262	865
ID_E	2050122804	1538	1054
ID_S_OR_E	2050122804	3065	2100
MEX_BAJA	2050122804	1710	1172
MT_NE	2050122804	535	367
MT_NW	2050122804	899	616
MT_SE	2050122804	535	367
MT_SW	2050122804	800	548
NM_N	2050122804	1523	1043
NM_S_TX_EPE	2050122804	1577	1080
NV_N	2050122804	2201	1508
NV_S	2050122804	4076	2793
OR_E	2050122804	912	625
OR_PDX	2050122804	5679	3891
OR_W	2050122804	5178	3548
OR_WA_BPA	2050122804	2246	1539
UT_N	2050122804	6137	4205
UT_S	2050122804	1640	1123
WA_ID_AVA	2050122804	3154	2161
WA_N_CEN	2050122804	1469	1007
WA_SEATAC	2050122804	7728	5295
WA_W	2050122804	4791	3283
WY_NE	2050122804	1050	719
WY_NW	2050122804	331	227
WY_SE	2050122804	1156	792
WY_SW	2050122804	296	203
AZ_APS_E	2050122808	212	145
AZ_APS_N	2050122808	665	456
AZ_APS_SW	2050122808	577	395
AZ_NM_N	2050122808	426	292
AZ_NW	2050122808	660	452
AZ_PHX	2050122808	5644	3867
AZ_SE	2050122808	3202	2194
CAN_ALB	2050122808	11316	7753
CAN_BC	2050122808	10780	7386
CA_IID	2050122808	412	282
CA_LADWP	2050122808	4435	3039
CA_PGE_BAY	2050122808	5383	3688
CA_PGE_CEN	2050122808	4316	2957
CA_PGE_N	2050122808	4014	2750
CA_PGE_S	2050122808	1529	1047
CA_SCE_CEN	2050122808	2413	1653
CA_SCE_S	2050122808	12540	8592
CA_SCE_SE	2050122808	38	26
CA_SCE_VLY	2050122808	505	346
CA_SDGE	2050122808	2763	1893
CA_SMUD	2050122808	2009	1376
CO_DEN	2050122808	5307	3636
CO_E	2050122808	3348	2294
CO_NW	2050122808	1023	701
CO_SW	2050122808	1020	699
ID_E	2050122808	1266	867
ID_S_OR_E	2050122808	2589	1774
MEX_BAJA	2050122808	1305	894
MT_NE	2050122808	428	293
MT_NW	2050122808	719	493
MT_SE	2050122808	429	294
MT_SW	2050122808	641	439
NM_N	2050122808	1124	770
NM_S_TX_EPE	2050122808	1140	781
NV_N	2050122808	1773	1215
NV_S	2050122808	3290	2254
OR_E	2050122808	710	486
OR_PDX	2050122808	4168	2856
OR_W	2050122808	3958	2712
OR_WA_BPA	2050122808	1742	1193
UT_N	2050122808	4925	3374
UT_S	2050122808	1314	901
WA_ID_AVA	2050122808	2461	1686
WA_N_CEN	2050122808	1238	849
WA_SEATAC	2050122808	5710	3912
WA_W	2050122808	3521	2412
WY_NE	2050122808	866	593
WY_NW	2050122808	272	186
WY_SE	2050122808	952	653
WY_SW	2050122808	241	165
AZ_APS_E	2050122812	238	163
AZ_APS_N	2050122812	744	510
AZ_APS_SW	2050122812	642	440
AZ_NM_N	2050122812	454	311
AZ_NW	2050122812	704	482
AZ_PHX	2050122812	6384	4374
AZ_SE	2050122812	3477	2382
CAN_ALB	2050122812	11210	7681
CAN_BC	2050122812	10319	7070
CA_IID	2050122812	359	246
CA_LADWP	2050122812	4164	2853
CA_PGE_BAY	2050122812	5253	3599
CA_PGE_CEN	2050122812	4202	2879
CA_PGE_N	2050122812	3915	2682
CA_PGE_S	2050122812	1490	1021
CA_SCE_CEN	2050122812	2286	1567
CA_SCE_S	2050122812	11877	8138
CA_SCE_SE	2050122812	36	25
CA_SCE_VLY	2050122812	479	328
CA_SDGE	2050122812	2694	1846
CA_SMUD	2050122812	1938	1328
CO_DEN	2050122812	5714	3915
CO_E	2050122812	3541	2426
CO_NW	2050122812	1090	747
CO_SW	2050122812	1080	740
ID_E	2050122812	1478	1013
ID_S_OR_E	2050122812	3090	2117
MEX_BAJA	2050122812	1222	837
MT_NE	2050122812	455	312
MT_NW	2050122812	765	524
MT_SE	2050122812	458	313
MT_SW	2050122812	686	470
NM_N	2050122812	1167	799
NM_S_TX_EPE	2050122812	1191	816
NV_N	2050122812	1757	1204
NV_S	2050122812	3160	2165
OR_E	2050122812	745	510
OR_PDX	2050122812	4224	2894
OR_W	2050122812	4116	2820
OR_WA_BPA	2050122812	1828	1252
UT_N	2050122812	5553	3805
UT_S	2050122812	1459	1000
WA_ID_AVA	2050122812	2511	1720
WA_N_CEN	2050122812	1327	909
WA_SEATAC	2050122812	5887	4033
WA_W	2050122812	3679	2521
WY_NE	2050122812	921	631
WY_NW	2050122812	296	203
WY_SE	2050122812	1019	698
WY_SW	2050122812	272	187
AZ_APS_E	2050122816	268	184
AZ_APS_N	2050122816	832	570
AZ_APS_SW	2050122816	711	487
AZ_NM_N	2050122816	514	352
AZ_NW	2050122816	735	504
AZ_PHX	2050122816	7168	4911
AZ_SE	2050122816	3766	2581
CAN_ALB	2050122816	12380	8482
CAN_BC	2050122816	12691	8695
CA_IID	2050122816	449	308
CA_LADWP	2050122816	5524	3785
CA_PGE_BAY	2050122816	7329	5022
CA_PGE_CEN	2050122816	5516	3779
CA_PGE_N	2050122816	5129	3514
CA_PGE_S	2050122816	1957	1341
CA_SCE_CEN	2050122816	3123	2140
CA_SCE_S	2050122816	16213	11109
CA_SCE_SE	2050122816	50	34
CA_SCE_VLY	2050122816	654	448
CA_SDGE	2050122816	4009	2747
CA_SMUD	2050122816	2555	1751
CO_DEN	2050122816	6765	4635
CO_E	2050122816	3982	2728
CO_NW	2050122816	1252	858
CO_SW	2050122816	1219	835
ID_E	2050122816	1711	1172
ID_S_OR_E	2050122816	3386	2320
MEX_BAJA	2050122816	1467	1005
MT_NE	2050122816	545	374
MT_NW	2050122816	918	629
MT_SE	2050122816	548	375
MT_SW	2050122816	820	562
NM_N	2050122816	1382	947
NM_S_TX_EPE	2050122816	1444	989
NV_N	2050122816	2116	1450
NV_S	2050122816	3467	2375
OR_E	2050122816	945	647
OR_PDX	2050122816	5745	3936
OR_W	2050122816	5359	3672
OR_WA_BPA	2050122816	2346	1607
UT_N	2050122816	6650	4556
UT_S	2050122816	1743	1194
WA_ID_AVA	2050122816	3245	2224
WA_N_CEN	2050122816	1624	1113
WA_SEATAC	2050122816	8060	5522
WA_W	2050122816	4952	3393
WY_NE	2050122816	1036	710
WY_NW	2050122816	340	233
