ampl.tab 2 2
load_area	hour	system_load	present_day_system_load
MT_SE	2029121513	459	383
MT_SW	2029121513	689	576
NM_N	2029121513	1240	1036
NM_S_TX_EPE	2029121513	1239	1036
NV_N	2029121513	1588	1328
NV_S	2029121513	3149	2633
OR_E	2029121513	794	664
OR_PDX	2029121513	4682	3914
OR_W	2029121513	4459	3728
OR_WA_BPA	2029121513	1966	1643
UT_N	2029121513	5762	4817
UT_S	2029121513	1421	1188
WA_ID_AVA	2029121513	2664	2227
WA_N_CEN	2029121513	1659	1387
WA_SEATAC	2029121513	6363	5320
WA_W	2029121513	3973	3322
WY_NE	2029121513	889	743
WY_NW	2029121513	300	251
WY_SE	2029121513	993	830
WY_SW	2029121513	292	244
AZ_APS_E	2029121517	229	191
AZ_APS_N	2029121517	689	576
AZ_APS_SW	2029121517	576	481
AZ_NM_N	2029121517	422	353
AZ_NW	2029121517	473	396
AZ_PHX	2029121517	6143	5136
AZ_SE	2029121517	2852	2384
CAN_ALB	2029121517	11078	9262
CAN_BC	2029121517	12056	10079
CA_IID	2029121517	425	356
CA_LADWP	2029121517	4530	3787
CA_PGE_BAY	2029121517	6556	5481
CA_PGE_CEN	2029121517	4723	3948
CA_PGE_N	2029121517	4318	3610
CA_PGE_S	2029121517	1647	1377
CA_SCE_CEN	2029121517	2711	2266
CA_SCE_S	2029121517	14055	11750
CA_SCE_SE	2029121517	43	36
CA_SCE_VLY	2029121517	568	475
CA_SDGE	2029121517	3359	2808
CA_SMUD	2029121517	2362	1975
CO_DEN	2029121517	6119	5116
CO_E	2029121517	3365	2813
CO_NW	2029121517	1085	907
CO_SW	2029121517	1036	866
ID_E	2029121517	1562	1306
ID_S_OR_E	2029121517	3255	2721
MEX_BAJA	2029121517	1427	1193
MT_NE	2029121517	469	392
MT_NW	2029121517	791	661
MT_SE	2029121517	472	394
MT_SW	2029121517	708	592
NM_N	2029121517	1237	1034
NM_S_TX_EPE	2029121517	1278	1069
NV_N	2029121517	1759	1471
NV_S	2029121517	3232	2702
OR_E	2029121517	871	728
OR_PDX	2029121517	5396	4511
OR_W	2029121517	4971	4156
OR_WA_BPA	2029121517	2167	1812
UT_N	2029121517	5653	4726
UT_S	2029121517	1397	1168
WA_ID_AVA	2029121517	3003	2510
WA_N_CEN	2029121517	1751	1464
WA_SEATAC	2029121517	7434	6215
WA_W	2029121517	4537	3793
WY_NE	2029121517	874	731
WY_NW	2029121517	294	245
WY_SE	2029121517	975	815
WY_SW	2029121517	285	238
AZ_APS_E	2029121521	210	176
AZ_APS_N	2029121521	635	531
AZ_APS_SW	2029121521	533	445
AZ_NM_N	2029121521	402	336
AZ_NW	2029121521	459	384
AZ_PHX	2029121521	5608	4688
AZ_SE	2029121521	2755	2304
CAN_ALB	2029121521	10971	9172
CAN_BC	2029121521	11184	9350
CA_IID	2029121521	422	353
CA_LADWP	2029121521	4611	3855
CA_PGE_BAY	2029121521	6281	5251
CA_PGE_CEN	2029121521	4538	3794
CA_PGE_N	2029121521	4162	3480
CA_PGE_S	2029121521	1589	1329
CA_SCE_CEN	2029121521	2701	2258
CA_SCE_S	2029121521	14010	11713
CA_SCE_SE	2029121521	43	36
CA_SCE_VLY	2029121521	566	473
CA_SDGE	2029121521	3267	2731
CA_SMUD	2029121521	2196	1836
CO_DEN	2029121521	5856	4896
CO_E	2029121521	3229	2700
CO_NW	2029121521	1040	869
CO_SW	2029121521	994	831
ID_E	2029121521	1420	1187
ID_S_OR_E	2029121521	2893	2418
MEX_BAJA	2029121521	1426	1192
MT_NE	2029121521	445	372
MT_NW	2029121521	750	627
MT_SE	2029121521	447	374
MT_SW	2029121521	669	560
NM_N	2029121521	1190	995
NM_S_TX_EPE	2029121521	1207	1009
NV_N	2029121521	1652	1381
NV_S	2029121521	3001	2508
OR_E	2029121521	791	661
OR_PDX	2029121521	4903	4099
OR_W	2029121521	4499	3761
OR_WA_BPA	2029121521	1958	1637
UT_N	2029121521	5293	4425
UT_S	2029121521	1305	1091
WA_ID_AVA	2029121521	2842	2376
WA_N_CEN	2029121521	1654	1383
WA_SEATAC	2029121521	6715	5614
WA_W	2029121521	4041	3378
WY_NE	2029121521	836	699
WY_NW	2029121521	278	233
WY_SE	2029121521	931	778
WY_SW	2029121521	266	223
AZ_APS_E	2030121500	218	182
AZ_APS_N	2030121500	674	563
AZ_APS_SW	2030121500	576	481
AZ_NM_N	2030121500	452	377
AZ_NW	2030121500	598	500
AZ_PHX	2030121500	5785	4836
AZ_SE	2030121500	3148	2632
CAN_ALB	2030121500	11463	9583
CAN_BC	2030121500	11532	9641
CA_IID	2030121500	398	333
CA_LADWP	2030121500	5026	4202
CA_PGE_BAY	2030121500	6945	5806
CA_PGE_CEN	2030121500	4735	3958
CA_PGE_N	2030121500	4350	3637
CA_PGE_S	2030121500	1661	1388
CA_SCE_CEN	2030121500	2794	2336
CA_SCE_S	2030121500	14511	12131
CA_SCE_SE	2030121500	44	37
CA_SCE_VLY	2030121500	585	489
CA_SDGE	2030121500	3767	3149
CA_SMUD	2030121500	2296	1919
CO_DEN	2030121500	6632	5544
CO_E	2030121500	3677	3074
CO_NW	2030121500	1181	987
CO_SW	2030121500	1131	946
ID_E	2030121500	1396	1167
ID_S_OR_E	2030121500	2859	2390
MEX_BAJA	2030121500	1474	1232
MT_NE	2030121500	462	387
MT_NW	2030121500	776	649
MT_SE	2030121500	464	388
MT_SW	2030121500	693	579
NM_N	2030121500	1313	1098
NM_S_TX_EPE	2030121500	1409	1178
NV_N	2030121500	1720	1438
NV_S	2030121500	3016	2521
OR_E	2030121500	735	614
OR_PDX	2030121500	4460	3729
OR_W	2030121500	4108	3434
OR_WA_BPA	2030121500	1786	1493
UT_N	2030121500	5644	4719
UT_S	2030121500	1481	1238
WA_ID_AVA	2030121500	2603	2176
WA_N_CEN	2030121500	1180	986
WA_SEATAC	2030121500	6238	5215
WA_W	2030121500	3710	3101
WY_NE	2030121500	936	783
WY_NW	2030121500	299	250
WY_SE	2030121500	1034	864
WY_SW	2030121500	272	227
AZ_APS_E	2030121504	226	189
AZ_APS_N	2030121504	698	583
AZ_APS_SW	2030121504	597	499
AZ_NM_N	2030121504	456	381
AZ_NW	2030121504	616	515
AZ_PHX	2030121504	6039	5049
AZ_SE	2030121504	3217	2689
CAN_ALB	2030121504	10937	9144
CAN_BC	2030121504	11406	9536
CA_IID	2030121504	441	369
CA_LADWP	2030121504	4994	4175
CA_PGE_BAY	2030121504	7013	5863
CA_PGE_CEN	2030121504	4978	4162
CA_PGE_N	2030121504	4569	3820
CA_PGE_S	2030121504	1745	1459
CA_SCE_CEN	2030121504	2944	2461
CA_SCE_S	2030121504	15269	12765
CA_SCE_SE	2030121504	47	39
CA_SCE_VLY	2030121504	617	516
CA_SDGE	2030121504	3681	3077
CA_SMUD	2030121504	2463	2059
CO_DEN	2030121504	6047	5056
CO_E	2030121504	3451	2885
CO_NW	2030121504	1096	916
CO_SW	2030121504	1059	885
ID_E	2030121504	1251	1046
ID_S_OR_E	2030121504	2522	2108
MEX_BAJA	2030121504	1601	1338
MT_NE	2030121504	416	347
MT_NW	2030121504	699	584
MT_SE	2030121504	417	349
MT_SW	2030121504	623	520
NM_N	2030121504	1298	1085
NM_S_TX_EPE	2030121504	1431	1197
NV_N	2030121504	1811	1514
NV_S	2030121504	3269	2733
OR_E	2030121504	748	625
OR_PDX	2030121504	4611	3855
OR_W	2030121504	4214	3523
OR_WA_BPA	2030121504	1826	1526
UT_N	2030121504	5141	4298
UT_S	2030121504	1387	1159
WA_ID_AVA	2030121504	2492	2083
WA_N_CEN	2030121504	1173	981
WA_SEATAC	2030121504	6262	5235
WA_W	2030121504	3793	3171
WY_NE	2030121504	879	735
WY_NW	2030121504	277	231
WY_SE	2030121504	967	809
WY_SW	2030121504	247	207
AZ_APS_E	2030121508	172	144
AZ_APS_N	2030121508	540	452
AZ_APS_SW	2030121508	469	392
AZ_NM_N	2030121508	351	294
AZ_NW	2030121508	537	449
AZ_PHX	2030121508	4558	3811
AZ_SE	2030121508	2618	2189
CAN_ALB	2030121508	9176	7671
CAN_BC	2030121508	8585	7177
CA_IID	2030121508	311	260
CA_LADWP	2030121508	3618	3024
CA_PGE_BAY	2030121508	4616	3859
CA_PGE_CEN	2030121508	3622	3028
CA_PGE_N	2030121508	3364	2812
CA_PGE_S	2030121508	1282	1072
CA_SCE_CEN	2030121508	2021	1690
CA_SCE_S	2030121508	10493	8773
CA_SCE_SE	2030121508	32	27
CA_SCE_VLY	2030121508	423	354
CA_SDGE	2030121508	2307	1929
CA_SMUD	2030121508	1709	1429
CO_DEN	2030121508	4365	3649
CO_E	2030121508	2752	2301
CO_NW	2030121508	842	704
CO_SW	2030121508	838	701
ID_E	2030121508	991	829
ID_S_OR_E	2030121508	2055	1718
MEX_BAJA	2030121508	1233	1031
MT_NE	2030121508	322	269
MT_NW	2030121508	540	452
MT_SE	2030121508	323	270
MT_SW	2030121508	482	403
NM_N	2030121508	943	788
NM_S_TX_EPE	2030121508	1015	848
NV_N	2030121508	1454	1215
NV_S	2030121508	2645	2211
OR_E	2030121508	568	475
OR_PDX	2030121508	3274	2737
OR_W	2030121508	3129	2616
OR_WA_BPA	2030121508	1377	1151
UT_N	2030121508	4019	3360
UT_S	2030121508	1086	908
WA_ID_AVA	2030121508	1878	1570
WA_N_CEN	2030121508	972	813
WA_SEATAC	2030121508	4382	3664
WA_W	2030121508	2610	2182
WY_NE	2030121508	711	594
WY_NW	2030121508	222	186
WY_SE	2030121508	781	653
WY_SW	2030121508	196	164
AZ_APS_E	2030121512	205	172
AZ_APS_N	2030121512	639	534
AZ_APS_SW	2030121512	551	460
AZ_NM_N	2030121512	393	329
AZ_NW	2030121512	596	498
AZ_PHX	2030121512	5482	4583
AZ_SE	2030121512	2957	2472
CAN_ALB	2030121512	9212	7701
CAN_BC	2030121512	8034	6717
CA_IID	2030121512	281	235
CA_LADWP	2030121512	3374	2821
CA_PGE_BAY	2030121512	4810	4021
CA_PGE_CEN	2030121512	3720	3110
CA_PGE_N	2030121512	3481	2910
CA_PGE_S	2030121512	1327	1109
CA_SCE_CEN	2030121512	1925	1610
CA_SCE_S	2030121512	9991	8353
CA_SCE_SE	2030121512	31	26
CA_SCE_VLY	2030121512	404	337
CA_SDGE	2030121512	2365	1977
CA_SMUD	2030121512	1678	1403
CO_DEN	2030121512	4826	4035
CO_E	2030121512	2977	2489
CO_NW	2030121512	919	768
CO_SW	2030121512	908	759
ID_E	2030121512	1190	995
ID_S_OR_E	2030121512	2569	2148
MEX_BAJA	2030121512	1153	964
MT_NE	2030121512	342	286
MT_NW	2030121512	574	480
MT_SE	2030121512	346	289
MT_SW	2030121512	517	432
NM_N	2030121512	1025	857
NM_S_TX_EPE	2030121512	1115	932
NV_N	2030121512	1482	1239
NV_S	2030121512	2658	2222
OR_E	2030121512	588	491
OR_PDX	2030121512	3287	2748
OR_W	2030121512	3194	2670
OR_WA_BPA	2030121512	1412	1180
UT_N	2030121512	4686	3917
UT_S	2030121512	1238	1035
WA_ID_AVA	2030121512	1872	1565
WA_N_CEN	2030121512	1044	873
WA_SEATAC	2030121512	4311	3604
WA_W	2030121512	2618	2189
WY_NE	2030121512	774	647
WY_NW	2030121512	249	208
WY_SE	2030121512	856	716
WY_SW	2030121512	229	191
AZ_APS_E	2030121516	218	182
AZ_APS_N	2030121516	675	564
AZ_APS_SW	2030121516	578	484
AZ_NM_N	2030121516	440	368
AZ_NW	2030121516	610	510
AZ_PHX	2030121516	5776	4829
AZ_SE	2030121516	3132	2618
CAN_ALB	2030121516	10394	8690
CAN_BC	2030121516	10735	8975
CA_IID	2030121516	373	312
CA_LADWP	2030121516	4628	3869
CA_PGE_BAY	2030121516	6429	5375
CA_PGE_CEN	2030121516	4678	3911
CA_PGE_N	2030121516	4316	3608
CA_PGE_S	2030121516	1648	1378
CA_SCE_CEN	2030121516	2633	2202
CA_SCE_S	2030121516	13669	11427
CA_SCE_SE	2030121516	42	35
CA_SCE_VLY	2030121516	552	461
CA_SDGE	2030121516	3282	2744
CA_SMUD	2030121516	2274	1901
CO_DEN	2030121516	5719	4781
CO_E	2030121516	3299	2758
CO_NW	2030121516	1045	873
CO_SW	2030121516	1012	846
ID_E	2030121516	1327	1110
ID_S_OR_E	2030121516	2693	2251
MEX_BAJA	2030121516	1382	1155
MT_NE	2030121516	418	349
MT_NW	2030121516	703	588
MT_SE	2030121516	421	352
MT_SW	2030121516	628	525
NM_N	2030121516	1235	1033
NM_S_TX_EPE	2030121516	1315	1099
NV_N	2030121516	1719	1437
NV_S	2030121516	2855	2387
OR_E	2030121516	761	636
OR_PDX	2030121516	4650	3887
OR_W	2030121516	4291	3587
OR_WA_BPA	2030121516	1867	1561
UT_N	2030121516	5417	4529
UT_S	2030121516	1433	1198
WA_ID_AVA	2030121516	2533	2118
WA_N_CEN	2030121516	1264	1057
WA_SEATAC	2030121516	6190	5175
WA_W	2030121516	3728	3117
WY_NE	2030121516	853	713
WY_NW	2030121516	278	232
WY_SE	2030121516	945	790
WY_SW	2030121516	262	219
AZ_APS_E	2030121520	197	164
AZ_APS_N	2030121520	612	512
AZ_APS_SW	2030121520	526	440
AZ_NM_N	2030121520	403	337
AZ_NW	2030121520	569	476
AZ_PHX	2030121520	5211	4356
AZ_SE	2030121520	2927	2447
CAN_ALB	2030121520	10310	8620
CAN_BC	2030121520	10225	8548
CA_IID	2030121520	402	336
CA_LADWP	2030121520	5019	4196
CA_PGE_BAY	2030121520	6245	5221
CA_PGE_CEN	2030121520	4370	3653
CA_PGE_N	2030121520	4017	3358
CA_PGE_S	2030121520	1532	1281
CA_SCE_CEN	2030121520	2774	2319
CA_SCE_S	2030121520	14410	12047
CA_SCE_SE	2030121520	44	37
CA_SCE_VLY	2030121520	581	485
CA_SDGE	2030121520	3407	2848
CA_SMUD	2030121520	2145	1793
CO_DEN	2030121520	5652	4725
CO_E	2030121520	3209	2682
CO_NW	2030121520	1022	854
CO_SW	2030121520	985	824
ID_E	2030121520	1198	1002
ID_S_OR_E	2030121520	2406	2011
MEX_BAJA	2030121520	1409	1178
MT_NE	2030121520	394	329
MT_NW	2030121520	662	553
MT_SE	2030121520	396	331
MT_SW	2030121520	589	493
NM_N	2030121520	1133	947
NM_S_TX_EPE	2030121520	1236	1033
NV_N	2030121520	1632	1365
NV_S	2030121520	2764	2310
OR_E	2030121520	695	581
OR_PDX	2030121520	4230	3536
OR_W	2030121520	3891	3253
OR_WA_BPA	2030121520	1689	1412
UT_N	2030121520	5051	4223
UT_S	2030121520	1331	1113
WA_ID_AVA	2030121520	2366	1978
WA_N_CEN	2030121520	1116	933
WA_SEATAC	2030121520	5577	4663
WA_W	2030121520	3302	2761
WY_NE	2030121520	823	688
WY_NW	2030121520	264	221
WY_SE	2030121520	910	760
WY_SW	2030121520	243	203
AZ_APS_E	2039120801	279	211
AZ_APS_N	2039120801	843	638
AZ_APS_SW	2039120801	709	536
AZ_NM_N	2039120801	534	404
AZ_NW	2039120801	612	463
AZ_PHX	2039120801	7585	5741
AZ_SE	2039120801	3618	2739
CAN_ALB	2039120801	12957	9806
CAN_BC	2039120801	13747	10404
CA_IID	2039120801	459	348
CA_LADWP	2039120801	5772	4369
CA_PGE_BAY	2039120801	8225	6225
CA_PGE_CEN	2039120801	5759	4358
CA_PGE_N	2039120801	5274	3992
CA_PGE_S	2039120801	2013	1523
CA_SCE_CEN	2039120801	3389	2565
CA_SCE_S	2039120801	17580	13305
CA_SCE_SE	2039120801	54	41
CA_SCE_VLY	2039120801	710	537
CA_SDGE	2039120801	4483	3393
CA_SMUD	2039120801	2847	2155
CO_DEN	2039120801	8242	6238
CO_E	2039120801	4374	3310
CO_NW	2039120801	1428	1081
CO_SW	2039120801	1350	1022
ID_E	2039120801	1791	1355
ID_S_OR_E	2039120801	3766	2850
MEX_BAJA	2039120801	1872	1417
MT_NE	2039120801	575	435
MT_NW	2039120801	968	732
MT_SE	2039120801	577	437
MT_SW	2039120801	864	654
NM_N	2039120801	1583	1198
NM_S_TX_EPE	2039120801	1691	1280
NV_N	2039120801	2114	1600
NV_S	2039120801	4027	3048
OR_E	2039120801	982	743
OR_PDX	2039120801	6063	4589
OR_W	2039120801	5550	4200
OR_WA_BPA	2039120801	2410	1824
UT_N	2039120801	6639	5025
UT_S	2039120801	1624	1229
WA_ID_AVA	2039120801	3464	2622
WA_N_CEN	2039120801	1892	1432
WA_SEATAC	2039120801	8023	6072
WA_W	2039120801	4949	3746
WY_NE	2039120801	1114	843
WY_NW	2039120801	362	274
WY_SE	2039120801	1234	934
WY_SW	2039120801	333	252
AZ_APS_E	2039120805	250	189
AZ_APS_N	2039120805	752	569
AZ_APS_SW	2039120805	632	478
AZ_NM_N	2039120805	468	354
AZ_NW	2039120805	535	405
AZ_PHX	2039120805	6856	5189
AZ_SE	2039120805	3166	2396
CAN_ALB	2039120805	11926	9026
CAN_BC	2039120805	12591	9529
CA_IID	2039120805	502	380
CA_LADWP	2039120805	5126	3879
CA_PGE_BAY	2039120805	6990	5290
CA_PGE_CEN	2039120805	5136	3887
CA_PGE_N	2039120805	4713	3567
CA_PGE_S	2039120805	1797	1360
CA_SCE_CEN	2039120805	3067	2321
CA_SCE_S	2039120805	15900	12034
CA_SCE_SE	2039120805	49	37
CA_SCE_VLY	2039120805	643	486
CA_SDGE	2039120805	3699	2800
CA_SMUD	2039120805	2529	1914
CO_DEN	2039120805	6828	5168
CO_E	2039120805	3801	2877
CO_NW	2039120805	1218	921
CO_SW	2039120805	1169	885
ID_E	2039120805	1514	1146
ID_S_OR_E	2039120805	3287	2488
MEX_BAJA	2039120805	1703	1289
MT_NE	2039120805	496	375
MT_NW	2039120805	836	633
MT_SE	2039120805	497	376
MT_SW	2039120805	744	563
NM_N	2039120805	1372	1038
NM_S_TX_EPE	2039120805	1442	1091
NV_N	2039120805	1959	1482
NV_S	2039120805	3843	2909
OR_E	2039120805	884	669
OR_PDX	2039120805	5484	4150
OR_W	2039120805	5010	3792
OR_WA_BPA	2039120805	2176	1647
UT_N	2039120805	5527	4183
UT_S	2039120805	1410	1067
WA_ID_AVA	2039120805	3206	2427
WA_N_CEN	2039120805	1818	1376
WA_SEATAC	2039120805	7243	5482
WA_W	2039120805	4478	3389
WY_NE	2039120805	969	733
WY_NW	2039120805	310	234
WY_SE	2039120805	1070	810
WY_SW	2039120805	278	211
AZ_APS_E	2039120809	215	163
AZ_APS_N	2039120809	661	500
AZ_APS_SW	2039120809	564	427
AZ_NM_N	2039120809	412	312
AZ_NW	2039120809	558	422
AZ_PHX	2039120809	5914	4476
AZ_SE	2039120809	2963	2242
CAN_ALB	2039120809	10521	7962
CAN_BC	2039120809	9963	7540
CA_IID	2039120809	341	258
CA_LADWP	2039120809	3740	2830
CA_PGE_BAY	2039120809	4988	3775
CA_PGE_CEN	2039120809	4114	3114
CA_PGE_N	2039120809	3858	2920
CA_PGE_S	2039120809	1472	1114
CA_SCE_CEN	2039120809	2182	1651
CA_SCE_S	2039120809	11315	8564
CA_SCE_SE	2039120809	35	26
CA_SCE_VLY	2039120809	457	346
CA_SDGE	2039120809	2550	1930
CA_SMUD	2039120809	1796	1359
CO_DEN	2039120809	5818	4403
CO_E	2039120809	3441	2604
CO_NW	2039120809	1076	815
CO_SW	2039120809	1053	797
ID_E	2039120809	1353	1024
ID_S_OR_E	2039120809	2925	2214
MEX_BAJA	2039120809	1306	988
MT_NE	2039120809	444	336
MT_NW	2039120809	747	565
MT_SE	2039120809	445	337
MT_SW	2039120809	666	504
NM_N	2039120809	1139	862
NM_S_TX_EPE	2039120809	1185	897
NV_N	2039120809	1608	1217
NV_S	2039120809	3150	2384
OR_E	2039120809	720	545
OR_PDX	2039120809	4152	3142
OR_W	2039120809	3995	3023
OR_WA_BPA	2039120809	1767	1338
UT_N	2039120809	4885	3697
UT_S	2039120809	1254	949
WA_ID_AVA	2039120809	2647	2003
WA_N_CEN	2039120809	1688	1278
WA_SEATAC	2039120809	5480	4148
WA_W	2039120809	3405	2577
WY_NE	2039120809	883	668
WY_NW	2039120809	280	212
WY_SE	2039120809	973	737
WY_SW	2039120809	248	187
AZ_APS_E	2039120813	282	213
AZ_APS_N	2039120813	855	647
AZ_APS_SW	2039120813	723	547
AZ_NM_N	2039120813	512	387
AZ_NW	2039120813	654	495
AZ_PHX	2039120813	7796	5901
AZ_SE	2039120813	3691	2793
CAN_ALB	2039120813	11303	8555
CAN_BC	2039120813	10254	7761
CA_IID	2039120813	345	261
CA_LADWP	2039120813	3832	2900
CA_PGE_BAY	2039120813	5805	4393
CA_PGE_CEN	2039120813	4612	3491
CA_PGE_N	2039120813	4310	3262
CA_PGE_S	2039120813	1646	1246
CA_SCE_CEN	2039120813	2357	1784
CA_SCE_S	2039120813	12213	9243
CA_SCE_SE	2039120813	37	28
CA_SCE_VLY	2039120813	495	374
CA_SDGE	2039120813	3114	2357
CA_SMUD	2039120813	2052	1553
CO_DEN	2039120813	6936	5250
CO_E	2039120813	3913	2962
CO_NW	2039120813	1248	944
CO_SW	2039120813	1202	910
ID_E	2039120813	1740	1317
ID_S_OR_E	2039120813	3664	2773
MEX_BAJA	2039120813	1325	1003
MT_NE	2039120813	528	399
MT_NW	2039120813	888	672
MT_SE	2039120813	531	402
MT_SW	2039120813	796	603
NM_N	2039120813	1409	1067
NM_S_TX_EPE	2039120813	1487	1125
NV_N	2039120813	1734	1313
NV_S	2039120813	3407	2579
OR_E	2039120813	844	638
OR_PDX	2039120813	4910	3716
OR_W	2039120813	4708	3563
OR_WA_BPA	2039120813	2082	1576
UT_N	2039120813	6150	4655
UT_S	2039120813	1533	1160
WA_ID_AVA	2039120813	3032	2294
WA_N_CEN	2039120813	1916	1450
WA_SEATAC	2039120813	6670	5048
WA_W	2039120813	4194	3174
WY_NE	2039120813	1012	766
WY_NW	2039120813	333	252
WY_SE	2039120813	1123	850
WY_SW	2039120813	312	236
AZ_APS_E	2039120817	246	186
AZ_APS_N	2039120817	744	563
AZ_APS_SW	2039120817	624	472
AZ_NM_N	2039120817	476	360
AZ_NW	2039120817	537	407
AZ_PHX	2039120817	6743	5103
AZ_SE	2039120817	3243	2454
CAN_ALB	2039120817	12139	9187
CAN_BC	2039120817	12576	9518
CA_IID	2039120817	462	350
CA_LADWP	2039120817	5030	3807
CA_PGE_BAY	2039120817	7175	5430
CA_PGE_CEN	2039120817	5193	3930
CA_PGE_N	2039120817	4801	3633
CA_PGE_S	2039120817	1832	1387
CA_SCE_CEN	2039120817	2981	2256
CA_SCE_S	2039120817	15461	11701
CA_SCE_SE	2039120817	47	36
CA_SCE_VLY	2039120817	625	473
CA_SDGE	2039120817	3769	2852
CA_SMUD	2039120817	2446	1851
CO_DEN	2039120817	7067	5348
CO_E	2039120817	3881	2937
CO_NW	2039120817	1251	947
CO_SW	2039120817	1195	904
ID_E	2039120817	1643	1243
ID_S_OR_E	2039120817	3502	2651
MEX_BAJA	2039120817	1548	1172
MT_NE	2039120817	533	403
MT_NW	2039120817	897	679
MT_SE	2039120817	534	404
MT_SW	2039120817	800	605
NM_N	2039120817	1427	1080
NM_S_TX_EPE	2039120817	1503	1138
NV_N	2039120817	1939	1467
NV_S	2039120817	3524	2667
OR_E	2039120817	926	701
OR_PDX	2039120817	5617	4251
OR_W	2039120817	5226	3955
OR_WA_BPA	2039120817	2286	1730
UT_N	2039120817	6056	4584
UT_S	2039120817	1515	1147
WA_ID_AVA	2039120817	3349	2534
WA_N_CEN	2039120817	1940	1468
WA_SEATAC	2039120817	7655	5794
WA_W	2039120817	4706	3561
WY_NE	2039120817	997	755
WY_NW	2039120817	327	247
WY_SE	2039120817	1106	837
WY_SW	2039120817	305	231
AZ_APS_E	2039120821	219	166
AZ_APS_N	2039120821	667	505
AZ_APS_SW	2039120821	562	425
AZ_NM_N	2039120821	438	332
AZ_NW	2039120821	510	386
AZ_PHX	2039120821	5917	4478
AZ_SE	2039120821	3012	2280
CAN_ALB	2039120821	11873	8986
CAN_BC	2039120821	12030	9105
CA_IID	2039120821	465	352
CA_LADWP	2039120821	5215	3947
CA_PGE_BAY	2039120821	6818	5160
CA_PGE_CEN	2039120821	4797	3630
CA_PGE_N	2039120821	4419	3344
CA_PGE_S	2039120821	1683	1274
CA_SCE_CEN	2039120821	2990	2263
CA_SCE_S	2039120821	15517	11744
CA_SCE_SE	2039120821	47	36
CA_SCE_VLY	2039120821	626	474
CA_SDGE	2039120821	3716	2812
CA_SMUD	2039120821	2313	1750
CO_DEN	2039120821	6597	4993
CO_E	2039120821	3632	2749
CO_NW	2039120821	1170	885
CO_SW	2039120821	1118	846
ID_E	2039120821	1480	1120
ID_S_OR_E	2039120821	3103	2348
MEX_BAJA	2039120821	1558	1179
MT_NE	2039120821	491	372
MT_NW	2039120821	826	625
MT_SE	2039120821	493	373
MT_SW	2039120821	735	556
NM_N	2039120821	1320	999
NM_S_TX_EPE	2039120821	1407	1065
NV_N	2039120821	1886	1427
NV_S	2039120821	3300	2497
OR_E	2039120821	831	629
OR_PDX	2039120821	5047	3820
OR_W	2039120821	4648	3518
OR_WA_BPA	2039120821	2020	1529
UT_N	2039120821	5721	4330
UT_S	2039120821	1425	1079
WA_ID_AVA	2039120821	2975	2251
WA_N_CEN	2039120821	1667	1262
WA_SEATAC	2039120821	6703	5073
WA_W	2039120821	4024	3045
WY_NE	2039120821	935	707
WY_NW	2039120821	307	232
WY_SE	2039120821	1038	785
WY_SW	2039120821	287	217
AZ_APS_E	2040122400	258	195
AZ_APS_N	2040122400	794	601
AZ_APS_SW	2040122400	677	512
AZ_NM_N	2040122400	519	393
AZ_NW	2040122400	682	516
AZ_PHX	2040122400	6863	5194
AZ_SE	2040122400	3611	2733
CAN_ALB	2040122400	12777	9670
CAN_BC	2040122400	12546	9496
CA_IID	2040122400	411	311
CA_LADWP	2040122400	4961	3754
CA_PGE_BAY	2040122400	7044	5331
CA_PGE_CEN	2040122400	4990	3777
CA_PGE_N	2040122400	4615	3493
CA_PGE_S	2040122400	1760	1332
CA_SCE_CEN	2040122400	2754	2084
CA_SCE_S	2040122400	14306	10827
CA_SCE_SE	2040122400	44	33
CA_SCE_VLY	2040122400	577	437
CA_SDGE	2040122400	3894	2947
CA_SMUD	2040122400	2378	1800
CO_DEN	2040122400	7912	5988
CO_E	2040122400	4388	3321
CO_NW	2040122400	1408	1066
CO_SW	2040122400	1350	1021
ID_E	2040122400	1591	1204
ID_S_OR_E	2040122400	3278	2481
MEX_BAJA	2040122400	1411	1068
MT_NE	2040122400	543	411
MT_NW	2040122400	910	689
MT_SE	2040122400	544	412
MT_SW	2040122400	812	614
NM_N	2040122400	1493	1130
NM_S_TX_EPE	2040122400	1644	1244
NV_N	2040122400	1914	1449
NV_S	2040122400	3433	2598
OR_E	2040122400	845	640
OR_PDX	2040122400	5008	3791
OR_W	2040122400	4696	3554
OR_WA_BPA	2040122400	2054	1555
UT_N	2040122400	6478	4903
UT_S	2040122400	1699	1286
WA_ID_AVA	2040122400	2953	2235
WA_N_CEN	2040122400	1316	996
WA_SEATAC	2040122400	7109	5381
WA_W	2040122400	4324	3272
WY_NE	2040122400	1112	842
WY_NW	2040122400	351	266
WY_SE	2040122400	1225	927
WY_SW	2040122400	313	237
AZ_APS_E	2040122404	281	213
AZ_APS_N	2040122404	864	654
AZ_APS_SW	2040122404	739	559
AZ_NM_N	2040122404	543	411
AZ_NW	2040122404	743	562
AZ_PHX	2040122404	7546	5711
AZ_SE	2040122404	3835	2902
CAN_ALB	2040122404	12079	9141
CAN_BC	2040122404	12674	9592
CA_IID	2040122404	492	372
CA_LADWP	2040122404	5301	4012
CA_PGE_BAY	2040122404	7438	5629
CA_PGE_CEN	2040122404	5508	4169
CA_PGE_N	2040122404	5073	3840
