ampl.tab 3 8
project_id	load_area	technology	location_id	ep_project_replacement_id	capacity_limit	capacity_limit_conversion	heat_rate	cogen_thermal_demand	connect_cost_per_mw	average_capacity_factor_intermittent
1191209678	CAN_BC	Nuclear	0	0	0	0	9.72	0	64303.2	0
1191209728	CAN_BC	Battery_Storage	0	0	0	0	0	0	64303.2	0
1191209778	CAN_BC	CCGT_CCS	0	0	0	0	10.08	0	64303.2	0
1191209828	CAN_BC	Gas_Combustion_Turbine_CCS	0	0	0	0	15.6199	0	64303.2	0
1191209878	CAN_BC	Coal_IGCC_CCS	0	0	0	0	10.38	0	64303.2	0
1191209928	CAN_BC	Coal_Steam_Turbine_CCS	0	0	0	0	12.1	0	64303.2	0
1191210362	CAN_BC	Compressed_Air_Energy_Storage	0	0	100000	0	4.91	0	64303.2	0
1191210568	CAN_BC	CCGT_Cogen	0	1157631029	240	0	7.1	2.28383	0	0
1191210582	CAN_BC	Gas_Combustion_Turbine_Cogen	0	1157631082	69	0	6.13077	6.74876	0	0
1191210586	CAN_BC	Gas_Combustion_Turbine_Cogen	0	1157631087	69	0	6.13077	6.74876	0	0
1191210597	CAN_BC	Gas_Steam_Turbine_Cogen	0	1157631123	152	0	5.79595	40.9886	0	0
1191210804	CAN_BC	CCGT_Cogen_CCS	0	1157631029	240	0	10.6738	3.43341	0	0
1191210818	CAN_BC	Gas_Combustion_Turbine_Cogen_CCS	0	1157631082	69	0	9.21673	10.1458	0	0
1191210822	CAN_BC	Gas_Combustion_Turbine_Cogen_CCS	0	1157631087	69	0	9.21673	10.1458	0	0
1191210833	CAN_BC	Gas_Steam_Turbine_Cogen_CCS	0	1157631123	152	0	8.71337	61.6204	0	0
1191210843	CAN_BC	Biomass_IGCC_CCS	0	0	0	0.07743660360574722	16.3208	0	64303.2	0
1191210848	CAN_BC	Wind	11482	0	769.3579711914062	0	0	0	220688	0.3142690062522888
1191210852	CAN_BC	Wind	11480	0	492.3940124511719	0	0	0	192277	0.2712100148200989
1191210853	CAN_BC	Wind	11485	0	201.3520050048828	0	0	0	125483	0.24201600253582
1191210857	CAN_BC	Wind	11484	0	117.21299743652344	0	0	0	85286.8	0.28016799688339233
1191210859	CAN_BC	Wind	11489	0	170.39300537109375	0	0	0	196188	0.30448299646377563
1191210860	CAN_BC	Wind	11488	0	343.8630065917969	0	0	0	150728	0.24965800344944
1191210862	CAN_BC	Wind	11491	0	208.39100646972656	0	0	0	187754	0.26880699396133423
1191210865	CAN_BC	Wind	11486	0	499.2760009765625	0	0	0	45959.9	0.1978060007095337
1191210866	CAN_BC	Wind	11494	0	70.38809967041016	0	0	0	70142.2	0.29277101159095764
1191210870	CAN_BC	Wind	11479	0	251.28900146484375	0	0	0	401868	0.36577001214027405
1191210871	CAN_BC	Wind	11483	0	1058.9100341796875	0	0	0	268426	0.21534499526023865
1191210872	CAN_BC	Wind	11492	0	327.5329895019531	0	0	0	164418	0.32322999835014343
1191210874	CAN_BC	Wind	11487	0	175.40199279785156	0	0	0	236316	0.3673360049724579
1191210875	CAN_BC	Wind	11481	0	265.3169860839844	0	0	0	159314	0.245060995221138
1191210886	CAN_BC	Wind	11495	0	2782.070068359375	0	0	0	38578.5	0.22341200709342957
1191210887	CAN_BC	Wind	11496	0	2375.6201171875	0	0	0	40970.1	0.2194090038537979
1191210889	CAN_BC	Wind	11493	0	57.67250061035156	0	0	0	130358	0.3278209865093231
1191210892	CAN_BC	Wind	11490	0	448.114013671875	0	0	0	234308	0.24849799275398254
1103096	CAN_BC	Central_PV	100046	0	24.899999618530273	17.260000228881836	0	0	37973.3	0.18381400406360626
1103097	CAN_BC	CSP_Trough_No_Storage	100046	0	24.899999618530273	35.459999084472656	0	0	37973.3	0.11975499987602234
1103098	CAN_BC	CSP_Trough_6h_Storage	100046	0	24.899999618530273	24.850000381469727	0	0	37973.3	0.19275200366973877
1117127	CAN_BC	Central_PV	100492	0	1.0199999809265137	17.260000228881836	0	0	51454.5	0.21961599588394165
1117128	CAN_BC	CSP_Trough_No_Storage	100492	0	1.0199999809265137	38.25	0	0	51454.5	0.11807499825954437
1117129	CAN_BC	CSP_Trough_6h_Storage	100492	0	1.0199999809265137	26.700000762939453	0	0	51454.5	0.19492200016975403
1118909	CAN_BC	Central_PV	101419	0	1.0499999523162842	17.260000228881836	0	0	43723.8	0.21098600327968597
1118910	CAN_BC	CSP_Trough_No_Storage	101419	0	1.0499999523162842	40.04999923706055	0	0	43723.8	0.12022999674081802
1118911	CAN_BC	CSP_Trough_6h_Storage	101419	0	1.0499999523162842	28.020000457763672	0	0	43723.8	0.19718599319458008
1118921	CAN_BC	Central_PV	101640	0	29.719999313354492	17.260000228881836	0	0	42891	0.21734899282455444
1118922	CAN_BC	CSP_Trough_No_Storage	101640	0	29.719999313354492	40.04999923706055	0	0	42891	0.12683600187301636
1118923	CAN_BC	CSP_Trough_6h_Storage	101640	0	29.719999313354492	28.020000457763672	0	0	42891	0.20677900314331055
1118939	CAN_BC	Central_PV	100074	0	20.200000762939453	17.260000228881836	0	0	45661.3	0.17878000438213348
1118940	CAN_BC	CSP_Trough_No_Storage	100074	0	20.200000762939453	35.459999084472656	0	0	45661.3	0.1082260012626648
1118941	CAN_BC	CSP_Trough_6h_Storage	100074	0	20.200000762939453	24.850000381469727	0	0	45661.3	0.17543399333953857
1119035	CAN_BC	Central_PV	101739	0	24.90999984741211	17.3700008392334	0	0	49122.1	0.219310000538826
1119036	CAN_BC	CSP_Trough_No_Storage	101739	0	24.90999984741211	40.529998779296875	0	0	49122.1	0.12487100064754486
1119037	CAN_BC	CSP_Trough_6h_Storage	101739	0	24.90999984741211	28.3700008392334	0	0	49122.1	0.20754599571228027
1119044	CAN_BC	Central_PV	101432	0	3	17.260000228881836	0	0	40492.7	0.21586500108242035
1119045	CAN_BC	CSP_Trough_No_Storage	101432	0	3	39.349998474121094	0	0	40492.7	0.12105900049209595
1119046	CAN_BC	CSP_Trough_6h_Storage	101432	0	3	27.450000762939453	0	0	40492.7	0.19812199473381042
1119059	CAN_BC	Central_PV	101903	0	3	17.3700008392334	0	0	39739.1	0.21571700274944305
1119060	CAN_BC	CSP_Trough_No_Storage	101903	0	3	40.529998779296875	0	0	39739.1	0.12089899927377701
1119061	CAN_BC	CSP_Trough_6h_Storage	101903	0	3	28.25	0	0	39739.1	0.1995519995689392
1119062	CAN_BC	Central_PV	100703	0	2.9000000953674316	17.260000228881836	0	0	78348.1	0.20552000403404236
1119063	CAN_BC	CSP_Trough_No_Storage	100703	0	2.9000000953674316	38.25	0	0	78348.1	0.12581899762153625
1119064	CAN_BC	CSP_Trough_6h_Storage	100703	0	2.9000000953674316	26.799999237060547	0	0	78348.1	0.2064869999885559
1119065	CAN_BC	Central_PV	100025	0	4.159999847412109	17.799999237060547	0	0	35442.4	0.19174900650978088
1119066	CAN_BC	CSP_Trough_No_Storage	100025	0	4.159999847412109	35.459999084472656	0	0	35442.4	0.12421199679374695
1119067	CAN_BC	CSP_Trough_6h_Storage	100025	0	4.159999847412109	24.850000381469727	0	0	35442.4	0.19996799528598785
1119074	CAN_BC	Central_PV	101803	0	23.110000610351562	17.479999542236328	0	0	84028	0.2146109938621521
1119075	CAN_BC	CSP_Trough_No_Storage	101803	0	23.110000610351562	40.04999923706055	0	0	84028	0.1234619989991188
1119076	CAN_BC	CSP_Trough_6h_Storage	101803	0	23.110000610351562	28.020000457763672	0	0	84028	0.2026209980249405
1191182435	CA_IID	Wind	2840	0	30	0	0	0	36708.5	0.11855199933052063
1191182437	CA_IID	Wind	3238	0	30	0	0	0	38766.2	0.18172000348567963
1191182438	CA_IID	Wind	2979	0	300	0	0	0	71081.2	0.2785260081291199
1191182439	CA_IID	Wind	3070	0	210	0	0	0	58941.9	0.2245209962129593
1191182440	CA_IID	Wind	3030	0	30	0	0	0	67775.1	0.27072200179100037
1191182441	CA_IID	Wind	2960	0	30	0	0	0	65141.8	0.22742800414562225
1191182584	CA_IID	Wind	2839	0	90	0	0	0	69684.9	0.14745500683784485
1191182593	CA_IID	Wind	2886	0	60	0	0	0	93805.4	0.3062860071659088
1191182598	CA_IID	Wind	2862	0	450	0	0	0	61656.5	0.23789499700069427
1191209158	CA_IID	Biomass_IGCC	0	0	0	0.10367000102996826	12.5	0	68590	0
1191209221	CA_IID	Bio_Gas	0	0	0	0.07327079772949219	13.5	0	68590	0
1191209239	CA_IID	Geothermal	3077	0	180	0	0	0	39995.8	0
1191209249	CA_IID	Geothermal	3037	0	20	0	0	0	50135.3	0
1191209250	CA_IID	Geothermal	3294	0	200	0	0	0	60303.6	0
1191209251	CA_IID	Geothermal	3240	0	49.900001525878906	0	0	0	63747.4	0
1191209324	CA_IID	Geothermal	3452	0	32	0	0	0	39314.6	0
1191209334	CA_IID	Geothermal	3297	0	32	0	0	0	46751.9	0
1191209342	CA_IID	Geothermal	3252	0	1170	0	0	0	51865.5	0
1191209430	CA_IID	Compressed_Air_Energy_Storage	0	0	100000	0	4.91	0	68590	0
1191209479	CA_IID	CCGT	0	0	0	0	6.705	0	68590	0
1191209529	CA_IID	Gas_Combustion_Turbine	0	0	0	0	10.39	0	68590	0
1191209729	CA_IID	Battery_Storage	0	0	0	0	0	0	68590	0
1191209779	CA_IID	CCGT_CCS	0	0	0	0	10.08	0	68590	0
1191209829	CA_IID	Gas_Combustion_Turbine_CCS	0	0	0	0	15.6199	0	68590	0
1191210033	CA_IID	Biomass_IGCC_CCS	0	0	0	0.07743660360574722	16.3208	0	68590	0
1191210066	CA_IID	Geothermal	0	1157630659	35.79999923706055	0	0	0	0	0
1191210087	CA_IID	Geothermal	0	1157630962	11.5	0	0	0	0	0
1191210096	CA_IID	Geothermal	0	1157630814	20	0	0	0	0	0
1191210097	CA_IID	Geothermal	0	1157630678	8	0	0	0	0	0
1191210099	CA_IID	Geothermal	0	1157630851	10.5	0	0	0	0	0
1191210100	CA_IID	Geothermal	0	1157630660	35.79999923706055	0	0	0	0	0
1191210101	CA_IID	Geothermal	0	1157630658	35.79999923706055	0	0	0	0	0
1191210104	CA_IID	Geothermal	0	1157630767	31.200000762939453	0	0	0	0	0
1191210105	CA_IID	Geothermal	0	1157630765	14.399999618530273	0	0	0	0	0
1191210106	CA_IID	Geothermal	0	1157630764	14.399999618530273	0	0	0	0	0
1191210107	CA_IID	Geothermal	0	1157630853	22.799999237060547	0	0	0	0	0
1191210110	CA_IID	Geothermal	0	1157630698	10	0	0	0	0	0
1191210111	CA_IID	Geothermal	0	1157630699	20	0	0	0	0	0
1191210112	CA_IID	Geothermal	0	1157630676	53.900001525878906	0	0	0	0	0
1191210113	CA_IID	Geothermal	0	1157630865	51	0	0	0	0	0
1191210114	CA_IID	Geothermal	0	1157630961	49.900001525878906	0	0	0	0	0
1191210115	CA_IID	Geothermal	0	1157630815	64	0	0	0	0	0
1191210122	CA_IID	Geothermal	0	1157630721	39.599998474121094	0	0	0	0	0
1000000	CA_IID	Residential_PV	102896	0	2996.2099609375	1	0	0	0	0.1831589937210083
1000289	CA_IID	Commercial_PV	102859	0	3088.919921875	1	0	0	0	0.2186480015516281
1000298	CA_IID	Residential_PV	100045	0	560.572998046875	1	0	0	0	0.1519010066986084
1000736	CA_IID	Residential_PV	103436	0	30.601999282836914	1	0	0	0	0.20897400379180908
1000797	CA_IID	Commercial_PV	100482	0	316.6549987792969	1	0	0	0	0.2100449949502945
1100327	CA_IID	Central_PV	101557	0	63.84000015258789	35.650001525878906	0	0	49283.4	0.30313798785209656
1100328	CA_IID	CSP_Trough_No_Storage	101557	0	63.84000015258789	40.77000045776367	0	0	49283.4	0.26952800154685974
1100329	CA_IID	CSP_Trough_6h_Storage	101557	0	63.84000015258789	28.489999771118164	0	0	49283.4	0.4249210059642792
1100477	CA_IID	Central_PV	101731	0	1061.6199951171875	36.220001220703125	0	0	56707.9	0.30086201429367065
1100478	CA_IID	CSP_Trough_No_Storage	101731	0	1061.6199951171875	40.529998779296875	0	0	56707.9	0.27366599440574646
1100479	CA_IID	CSP_Trough_6h_Storage	101731	0	1061.6199951171875	28.3700008392334	0	0	56707.9	0.43066200613975525
1101050	CA_IID	Central_PV	102277	0	155.60000610351562	36.45000076293945	0	0	119724	0.2975330054759979
1101051	CA_IID	CSP_Trough_No_Storage	102277	0	155.60000610351562	40.77000045776367	0	0	119724	0.27344000339508057
1101052	CA_IID	CSP_Trough_6h_Storage	102277	0	155.60000610351562	28.610000610351562	0	0	119724	0.4286240041255951
1102010	CA_IID	Central_PV	101538	0	3.6600000858306885	35.40999984741211	0	0	44825.2	0.3019559979438782
1102011	CA_IID	CSP_Trough_No_Storage	101538	0	3.6600000858306885	41.0099983215332	0	0	44825.2	0.2680230140686035
1102012	CA_IID	CSP_Trough_6h_Storage	101538	0	3.6600000858306885	28.850000381469727	0	0	44825.2	0.4176430106163025
1102763	CA_IID	Central_PV	101613	0	5.110000133514404	36.45000076293945	0	0	48843	0.29693499207496643
1102764	CA_IID	CSP_Trough_No_Storage	101613	0	5.110000133514404	40.290000915527344	0	0	48843	0.2692610025405884
1102765	CA_IID	CSP_Trough_6h_Storage	101613	0	5.110000133514404	28.25	0	0	48843	0.42072200775146484
1104455	CA_IID	Central_PV	101533	0	2.859999895095825	35.650001525878906	0	0	41997.4	0.3046630024909973
1104456	CA_IID	CSP_Trough_No_Storage	101533	0	2.859999895095825	41.2599983215332	0	0	41997.4	0.267769992351532
1104457	CA_IID	CSP_Trough_6h_Storage	101533	0	2.859999895095825	28.969999313354492	0	0	41997.4	0.4226109981536865
1104909	CA_IID	CSP_Trough_No_Storage	101561	0	1.6100000143051147	40.529998779296875	0	0	43773.6	0.26490700244903564
1104910	CA_IID	CSP_Trough_6h_Storage	101561	0	1.6100000143051147	28.3700008392334	0	0	43773.6	0.4173539876937866
1104918	CA_IID	CSP_Trough_No_Storage	101815	0	26.31999969482422	40.529998779296875	0	0	63645.6	0.26692599058151245
1104919	CA_IID	CSP_Trough_6h_Storage	101815	0	26.31999969482422	28.3700008392334	0	0	63645.6	0.4179930090904236
1104971	CA_IID	Central_PV	101861	0	14.350000381469727	36.560001373291016	0	0	40108.8	0.29735198616981506
1104972	CA_IID	CSP_Trough_No_Storage	101861	0	14.350000381469727	40.290000915527344	0	0	40108.8	0.27359598875045776
1104973	CA_IID	CSP_Trough_6h_Storage	101861	0	14.350000381469727	28.25	0	0	40108.8	0.42761000990867615
1105400	CA_IID	Central_PV	101494	0	4.449999809265137	35.880001068115234	0	0	67863.6	0.29809901118278503
1105401	CA_IID	CSP_Trough_No_Storage	101494	0	4.449999809265137	41.0099983215332	0	0	67863.6	0.2566109895706177
1105402	CA_IID	CSP_Trough_6h_Storage	101494	0	4.449999809265137	28.729999542236328	0	0	67863.6	0.4034709930419922
1105929	CA_IID	CSP_Trough_No_Storage	101605	0	8.550000190734863	40.529998779296875	0	0	52668.5	0.25420698523521423
1105930	CA_IID	CSP_Trough_6h_Storage	101605	0	8.550000190734863	28.3700008392334	0	0	52668.5	0.3977009952068329
1105941	CA_IID	CSP_Trough_No_Storage	101772	0	9.510000228881836	40.77000045776367	0	0	56086.7	0.2609120011329651
1105942	CA_IID	CSP_Trough_6h_Storage	101772	0	9.510000228881836	28.610000610351562	0	0	56086.7	0.410739004611969
1106027	CA_IID	Central_PV	101811	0	65.31999969482422	36.560001373291016	0	0	50966.6	0.2993899881839752
1106028	CA_IID	CSP_Trough_No_Storage	101811	0	65.31999969482422	40.290000915527344	0	0	50966.6	0.27758899331092834
1106029	CA_IID	CSP_Trough_6h_Storage	101811	0	65.31999969482422	28.25	0	0	50966.6	0.4341219961643219
1106222	CA_IID	Central_PV	101510	0	4.119999885559082	36.11000061035156	0	0	70474.1	0.30297499895095825
1106223	CA_IID	CSP_Trough_No_Storage	101510	0	4.119999885559082	41.2599983215332	0	0	70474.1	0.2624039947986603
1106224	CA_IID	CSP_Trough_6h_Storage	101510	0	4.119999885559082	28.850000381469727	0	0	70474.1	0.41510099172592163
1106295	CA_IID	CSP_Trough_No_Storage	101691	0	3.559999942779541	40.529998779296875	0	0	54011	0.23085999488830566
1106296	CA_IID	CSP_Trough_6h_Storage	101691	0	3.559999942779541	28.489999771118164	0	0	54011	0.3712550103664398
1106405	CA_IID	Central_PV	101900	0	8.489999771118164	36.220001220703125	0	0	39672.5	0.2992610037326813
1106406	CA_IID	CSP_Trough_No_Storage	101900	0	8.489999771118164	41.0099983215332	0	0	39672.5	0.27088499069213867
1106407	CA_IID	CSP_Trough_6h_Storage	101900	0	8.489999771118164	28.610000610351562	0	0	39672.5	0.42557600140571594
1106852	CA_IID	Central_PV	101527	0	35.540000915527344	35.529998779296875	0	0	39421.1	0.3052450120449066
1106853	CA_IID	CSP_Trough_No_Storage	101527	0	35.540000915527344	40.77000045776367	0	0	39421.1	0.2717199921607971
1106854	CA_IID	CSP_Trough_6h_Storage	101527	0	35.540000915527344	28.610000610351562	0	0	39421.1	0.4276309907436371
1107201	CA_IID	CSP_Trough_No_Storage	101614	0	3.6700000762939453	40.529998779296875	0	0	48710.2	0.24756400287151337
1107202	CA_IID	CSP_Trough_6h_Storage	101614	0	3.6700000762939453	28.3700008392334	0	0	48710.2	0.3938809931278229
1107311	CA_IID	Central_PV	101839	0	14.170000076293945	35.880001068115234	0	0	76279.2	0.3070890009403229
1107312	CA_IID	CSP_Trough_No_Storage	101839	0	14.170000076293945	41.2599983215332	0	0	76279.2	0.27446800470352173
1107313	CA_IID	CSP_Trough_6h_Storage	101839	0	14.170000076293945	28.850000381469727	0	0	76279.2	0.43144699931144714
1107338	CA_IID	Central_PV	101919	0	37.099998474121094	36.11000061035156	0	0	54543.6	0.30555498600006104
1107339	CA_IID	CSP_Trough_No_Storage	101919	0	37.099998474121094	41.2599983215332	0	0	54543.6	0.27978700399398804
1107340	CA_IID	CSP_Trough_6h_Storage	101919	0	37.099998474121094	28.969999313354492	0	0	54543.6	0.43980100750923157
1107582	CA_IID	CSP_Trough_No_Storage	101827	0	18.360000610351562	40.529998779296875	0	0	54823	0.26159799098968506
1107583	CA_IID	CSP_Trough_6h_Storage	101827	0	18.360000610351562	28.3700008392334	0	0	54823	0.4099920094013214
1108104	CA_IID	CSP_Trough_No_Storage	101664	0	45.560001373291016	40.290000915527344	0	0	43808	0.2493250072002411
1108105	CA_IID	CSP_Trough_6h_Storage	101664	0	45.560001373291016	28.25	0	0	43808	0.3907049894332886
1108745	CA_IID	Central_PV	101548	0	48.54999923706055	35.529998779296875	0	0	42528.9	0.3060489892959595
1108746	CA_IID	CSP_Trough_No_Storage	101548	0	48.54999923706055	40.77000045776367	0	0	42528.9	0.27392300963401794
1108747	CA_IID	CSP_Trough_6h_Storage	101548	0	48.54999923706055	28.610000610351562	0	0	42528.9	0.43027999997138977
1109496	CA_IID	CSP_Trough_No_Storage	101777	0	44.880001068115234	40.529998779296875	0	0	59882.7	0.26471298933029175
1109497	CA_IID	CSP_Trough_6h_Storage	101777	0	44.880001068115234	28.3700008392334	0	0	59882.7	0.41531598567962646
1109508	CA_IID	CSP_Trough_No_Storage	101685	0	63.58000183105469	40.290000915527344	0	0	50018.5	0.2693159878253937
1109509	CA_IID	CSP_Trough_6h_Storage	101685	0	63.58000183105469	28.25	0	0	50018.5	0.42386001348495483
1109564	CA_IID	Central_PV	101725	0	11.449999809265137	35.9900016784668	0	0	40317.3	0.29721200466156006
1109565	CA_IID	CSP_Trough_No_Storage	101725	0	11.449999809265137	40.77000045776367	0	0	40317.3	0.2652049958705902
1109566	CA_IID	CSP_Trough_6h_Storage	101725	0	11.449999809265137	28.489999771118164	0	0	40317.3	0.4140489995479584
1109979	CA_IID	CSP_Trough_No_Storage	101657	0	29.790000915527344	40.290000915527344	0	0	41444.1	0.2531760036945343
1109980	CA_IID	CSP_Trough_6h_Storage	101657	0	29.790000915527344	28.1299991607666	0	0	41444.1	0.39597100019454956
1109985	CA_IID	CSP_Trough_No_Storage	101690	0	31.770000457763672	40.529998779296875	0	0	55818.9	0.24969099462032318
1109986	CA_IID	CSP_Trough_6h_Storage	101690	0	31.770000457763672	28.3700008392334	0	0	55818.9	0.3955659866333008
1110036	CA_IID	CSP_Trough_No_Storage	101701	0	255.2100067138672	40.290000915527344	0	0	42185.6	0.27079299092292786
1110037	CA_IID	CSP_Trough_6h_Storage	101701	0	255.2100067138672	28.1299991607666	0	0	42185.6	0.42634400725364685
1110464	CA_IID	Central_PV	101687	0	79.12999725341797	36.220001220703125	0	0	64442.6	0.29704201221466064
1110465	CA_IID	CSP_Trough_No_Storage	101687	0	79.12999725341797	40.529998779296875	0	0	64442.6	0.26870301365852356
1110466	CA_IID	CSP_Trough_6h_Storage	101687	0	79.12999725341797	28.25	0	0	64442.6	0.4241510033607483
1110470	CA_IID	Central_PV	101643	0	2.950000047683716	35.7599983215332	0	0	60663.2	0.3049739897251129
1110471	CA_IID	CSP_Trough_No_Storage	101643	0	2.950000047683716	40.77000045776367	0	0	60663.2	0.2742449939250946
1110472	CA_IID	CSP_Trough_6h_Storage	101643	0	2.950000047683716	28.489999771118164	0	0	60663.2	0.4306960105895996
1110485	CA_IID	Central_PV	101830	0	8.180000305175781	36.220001220703125	0	0	57287.1	0.30166199803352356
1110486	CA_IID	CSP_Trough_No_Storage	101830	0	8.180000305175781	40.77000045776367	0	0	57287.1	0.2744300067424774
1110487	CA_IID	CSP_Trough_6h_Storage	101830	0	8.180000305175781	28.610000610351562	0	0	57287.1	0.4302839934825897
1110521	CA_IID	Central_PV	101889	0	5.739999771118164	35.9900016784668	0	0	67711.5	0.3045769929885864
1110522	CA_IID	CSP_Trough_No_Storage	101889	0	5.739999771118164	41.2599983215332	0	0	67711.5	0.2794399857521057
1110523	CA_IID	CSP_Trough_6h_Storage	101889	0	5.739999771118164	28.850000381469727	0	0	67711.5	0.4378010034561157
1110873	CA_IID	CSP_Trough_No_Storage	101773	0	59.75	40.290000915527344	0	0	39046.3	0.2649649977684021
1110874	CA_IID	CSP_Trough_6h_Storage	101773	0	59.75	28.25	0	0	39046.3	0.4146539866924286
1111331	CA_IID	Central_PV	101933	0	108.80999755859375	36.33000183105469	0	0	50365	0.2993110120296478
1111332	CA_IID	CSP_Trough_No_Storage	101933	0	108.80999755859375	40.77000045776367	0	0	50365	0.27250099182128906
1111333	CA_IID	CSP_Trough_6h_Storage	101933	0	108.80999755859375	28.489999771118164	0	0	50365	0.43003201484680176
1111727	CA_IID	Central_PV	101606	0	2.940000057220459	35.9900016784668	0	0	44689.9	0.297107994556427
1111728	CA_IID	CSP_Trough_No_Storage	101606	0	2.940000057220459	40.529998779296875	0	0	44689.9	0.26410800218582153
1111729	CA_IID	CSP_Trough_6h_Storage	101606	0	2.940000057220459	28.3700008392334	0	0	44689.9	0.4116379916667938
1112735	CA_IID	Central_PV	101712	0	5.75	35.529998779296875	0	0	45808	0.31168198585510254
1112736	CA_IID	CSP_Trough_No_Storage	101712	0	5.75	41.77000045776367	0	0	45808	0.27922898530960083
1112737	CA_IID	CSP_Trough_6h_Storage	101712	0	5.75	29.219999313354492	0	0	45808	0.4384230077266693
1112738	CA_IID	Central_PV	101822	0	1.9199999570846558	35.880001068115234	0	0	75011.9	0.311616986989975
1112739	CA_IID	CSP_Trough_No_Storage	101822	0	1.9199999570846558	41.5099983215332	0	0	75011.9	0.2819789946079254
1112740	CA_IID	CSP_Trough_6h_Storage	101822	0	1.9199999570846558	28.969999313354492	0	0	75011.9	0.44319599866867065
1113143	CA_IID	Central_PV	102125	0	6.880000114440918	35.9900016784668	0	0	88025.6	0.30437201261520386
1113144	CA_IID	CSP_Trough_No_Storage	102125	0	6.880000114440918	41.5099983215332	0	0	88025.6	0.27109000086784363
1113145	CA_IID	CSP_Trough_6h_Storage	102125	0	6.880000114440918	29.100000381469727	0	0	88025.6	0.4293479919433594
1113977	CA_IID	Central_PV	101519	0	18.049999237060547	35.40999984741211	0	0	38453	0.3034220039844513
1113978	CA_IID	CSP_Trough_No_Storage	101519	0	18.049999237060547	41.0099983215332	0	0	38453	0.2680149972438812
1113979	CA_IID	CSP_Trough_6h_Storage	101519	0	18.049999237060547	28.610000610351562	0	0	38453	0.42306700348854065
1113989	CA_IID	Central_PV	101484	0	1.809999942779541	35.29999923706055	0	0	37974.1	0.3062489926815033
1113990	CA_IID	CSP_Trough_No_Storage	101484	0	1.809999942779541	41.2599983215332	0	0	37974.1	0.26934298872947693
1113991	CA_IID	CSP_Trough_6h_Storage	101484	0	1.809999942779541	28.850000381469727	0	0	37974.1	0.4229640066623688
1114010	CA_IID	Central_PV	102243	0	42.529998779296875	36.45000076293945	0	0	103646	0.2986460030078888
1114011	CA_IID	CSP_Trough_No_Storage	102243	0	42.529998779296875	40.77000045776367	0	0	103646	0.27440398931503296
1114012	CA_IID	CSP_Trough_6h_Storage	102243	0	42.529998779296875	28.610000610351562	0	0	103646	0.4306829869747162
1114296	CA_IID	CSP_Trough_No_Storage	101697	0	37.2599983215332	40.529998779296875	0	0	56689.8	0.24971899390220642
1114297	CA_IID	CSP_Trough_6h_Storage	101697	0	37.2599983215332	28.25	0	0	56689.8	0.3925650119781494
1114361	CA_IID	Central_PV	101633	0	20	36.11000061035156	0	0	65680.4	0.2983430027961731
1114362	CA_IID	CSP_Trough_No_Storage	101633	0	20	40.529998779296875	0	0	65680.4	0.2705700099468231
1114363	CA_IID	CSP_Trough_6h_Storage	101633	0	20	28.3700008392334	0	0	65680.4	0.4241349995136261
1115193	CA_IID	CSP_Trough_No_Storage	101590	0	4.789999961853027	40.529998779296875	0	0	39616.9	0.24917100369930267
1115194	CA_IID	CSP_Trough_6h_Storage	101590	0	4.789999961853027	28.3700008392334	0	0	39616.9	0.39871200919151306
1115282	CA_IID	Central_PV	101661	0	13.1899995803833	36.220001220703125	0	0	69436.7	0.2985059916973114
1115283	CA_IID	CSP_Trough_No_Storage	101661	0	13.1899995803833	40.529998779296875	0	0	69436.7	0.27083298563957214
1115284	CA_IID	CSP_Trough_6h_Storage	101661	0	13.1899995803833	28.3700008392334	0	0	69436.7	0.4223819971084595
1115610	CA_IID	CSP_Trough_No_Storage	101711	0	33.66999816894531	40.529998779296875	0	0	40876.4	0.2385759949684143
1115611	CA_IID	CSP_Trough_6h_Storage	101711	0	33.66999816894531	28.3700008392334	0	0	40876.4	0.37628600001335144
1115663	CA_IID	Central_PV	101560	0	2.859999895095825	35.529998779296875	0	0	44892.2	0.29918500781059265
1115664	CA_IID	CSP_Trough_No_Storage	101560	0	2.859999895095825	41.2599983215332	0	0	44892.2	0.2617639899253845
1115665	CA_IID	CSP_Trough_6h_Storage	101560	0	2.859999895095825	28.850000381469727	0	0	44892.2	0.4097349941730499
1115681	CA_IID	Central_PV	101499	0	37.040000915527344	35.9900016784668	0	0	70854.1	0.3021650016307831
1115682	CA_IID	CSP_Trough_No_Storage	101499	0	37.040000915527344	40.77000045776367	0	0	70854.1	0.2690719962120056
1115683	CA_IID	CSP_Trough_6h_Storage	101499	0	37.040000915527344	28.489999771118164	0	0	70854.1	0.42257601022720337
1116092	CA_IID	Central_PV	101744	0	9.520000457763672	36.11000061035156	0	0	47217.6	0.29843899607658386
1116093	CA_IID	CSP_Trough_No_Storage	101744	0	9.520000457763672	40.77000045776367	0	0	47217.6	0.26589399576187134
1116094	CA_IID	CSP_Trough_6h_Storage	101744	0	9.520000457763672	28.489999771118164	0	0	47217.6	0.4184199869632721
1116531	CA_IID	CSP_Trough_No_Storage	101779	0	19.299999237060547	40.529998779296875	0	0	64325.3	0.263060986995697
1116532	CA_IID	CSP_Trough_6h_Storage	101779	0	19.299999237060547	28.489999771118164	0	0	64325.3	0.4093230068683624
1117305	CA_IID	CSP_Trough_No_Storage	101642	0	6.070000171661377	40.529998779296875	0	0	69159.5	0.22705399990081787
