ampl.tab 3 1
load_area	period	breakpoint_id	price_dollars_per_mmbtu_surplus_adjusted
CO_DEN	2015	1	1.5738
CO_DEN	2015	2	1.9983
CO_DEN	2015	3	3.3517
CO_DEN	2015	4	3.6462
CO_DEN	2015	5	28.5606
CO_DEN	2015	6	32.7704
CO_DEN	2015	7	153021.7295
CO_DEN	2015	8	215007.0575
CO_DEN	2015	9	418426.664
CO_DEN	2015	10	999999999
CO_DEN	2025	1	1.5738
CO_DEN	2025	2	2.1077
CO_DEN	2025	3	3.5081
CO_DEN	2025	4	29.1668
CO_DEN	2025	5	29.5922
CO_DEN	2025	6	35.227
CO_DEN	2025	7	45.0117
CO_DEN	2025	8	577534.4242
CO_DEN	2025	9	999999999
CO_DEN	2035	1	1.5738
CO_DEN	2035	2	2.1077
CO_DEN	2035	3	3.5081
CO_DEN	2035	4	29.1668
CO_DEN	2035	5	29.5922
CO_DEN	2035	6	35.227
CO_DEN	2035	7	45.0117
CO_DEN	2035	8	577534.4242
CO_DEN	2035	9	999999999
CO_DEN	2045	1	1.5738
CO_DEN	2045	2	2.1077
CO_DEN	2045	3	3.5081
CO_DEN	2045	4	29.1668
CO_DEN	2045	5	29.5922
CO_DEN	2045	6	35.227
CO_DEN	2045	7	45.0117
CO_DEN	2045	8	577534.4242
CO_DEN	2045	9	999999999
CO_E	2015	1	0.6636
CO_E	2015	2	1.5818
CO_E	2015	3	2.0833
CO_E	2015	4	2.5708
CO_E	2015	5	7.8501
CO_E	2015	6	8.957
CO_E	2015	7	164.4751
CO_E	2015	8	627.86
CO_E	2015	9	957.7443
CO_E	2015	10	1973.7837
CO_E	2015	11	2794.8988
CO_E	2015	12	3301.5906
CO_E	2015	13	3645.5754
CO_E	2015	14	999999999
CO_E	2025	1	0.6636
CO_E	2025	2	1.5818
CO_E	2025	3	2.1067
CO_E	2025	4	7.8373
CO_E	2025	5	10.7098
CO_E	2025	6	11.2985
CO_E	2025	7	107.4762
CO_E	2025	8	182.0904
CO_E	2025	9	931.6483
CO_E	2025	10	1144.271
CO_E	2025	11	1403.3349
CO_E	2025	12	3112.8228
CO_E	2025	13	3612.5417
CO_E	2025	14	3951.8066
CO_E	2025	15	999999999
CO_E	2035	1	0.6636
CO_E	2035	2	1.5818
CO_E	2035	3	2.1067
CO_E	2035	4	7.8373
CO_E	2035	5	10.7098
CO_E	2035	6	11.2985
CO_E	2035	7	107.4762
CO_E	2035	8	182.0904
CO_E	2035	9	931.6483
CO_E	2035	10	1144.271
CO_E	2035	11	1403.3349
CO_E	2035	12	3112.8228
CO_E	2035	13	3612.5417
CO_E	2035	14	3951.8066
CO_E	2035	15	999999999
CO_E	2045	1	0.6636
CO_E	2045	2	1.5818
CO_E	2045	3	2.1067
CO_E	2045	4	7.8373
CO_E	2045	5	10.7098
CO_E	2045	6	11.2985
CO_E	2045	7	107.4762
CO_E	2045	8	182.0904
CO_E	2045	9	931.6483
CO_E	2045	10	1144.271
CO_E	2045	11	1403.3349
CO_E	2045	12	3112.8228
CO_E	2045	13	3612.5417
CO_E	2045	14	3951.8066
CO_E	2045	15	999999999
CO_NW	2015	1	1.7533
CO_NW	2015	2	4.0491
CO_NW	2015	3	4.3182
CO_NW	2015	4	1192.3789
CO_NW	2015	5	1962.1682
CO_NW	2015	6	999999999
CO_NW	2025	1	1.7949
CO_NW	2025	2	4.0238
CO_NW	2025	3	4.3637
CO_NW	2025	4	1219.1794
CO_NW	2025	5	2008.1713
CO_NW	2025	6	999999999
CO_NW	2035	1	1.7949
CO_NW	2035	2	4.0238
CO_NW	2035	3	4.3637
CO_NW	2035	4	1219.1794
CO_NW	2035	5	2008.1713
CO_NW	2035	6	999999999
CO_NW	2045	1	1.7949
CO_NW	2045	2	4.0238
CO_NW	2045	3	4.3637
CO_NW	2045	4	1219.1794
CO_NW	2045	5	2008.1713
CO_NW	2045	6	999999999
CO_SW	2015	1	1.3976
CO_SW	2015	2	2.3004
CO_SW	2015	3	2.9286
CO_SW	2015	4	4.3618
CO_SW	2015	5	4.4298
CO_SW	2015	6	4.9509
CO_SW	2015	7	122.083
CO_SW	2015	8	229.3492
CO_SW	2015	9	277.6185
CO_SW	2015	10	401.0302
CO_SW	2015	11	417.378
CO_SW	2015	12	1446.2311
CO_SW	2015	13	2537.8041
CO_SW	2015	14	3108.5601
CO_SW	2015	15	999999999
CO_SW	2025	1	1.5738
CO_SW	2025	2	2.4456
CO_SW	2025	3	4.6716
CO_SW	2025	4	5.0069
CO_SW	2025	5	155.5042
CO_SW	2025	6	1269.7176
CO_SW	2025	7	1990.8918
CO_SW	2025	8	2567.5661
CO_SW	2025	9	3164.4952
CO_SW	2025	10	999999999
CO_SW	2035	1	1.5738
CO_SW	2035	2	2.4456
CO_SW	2035	3	4.6716
CO_SW	2035	4	5.0069
CO_SW	2035	5	155.5042
CO_SW	2035	6	1269.7176
CO_SW	2035	7	1990.8918
CO_SW	2035	8	2567.5661
CO_SW	2035	9	3164.4952
CO_SW	2035	10	999999999
CO_SW	2045	1	1.5738
CO_SW	2045	2	2.4456
CO_SW	2045	3	4.6716
CO_SW	2045	4	5.0069
CO_SW	2045	5	155.5042
CO_SW	2045	6	1269.7176
CO_SW	2045	7	1990.8918
CO_SW	2045	8	2567.5661
CO_SW	2045	9	3164.4952
CO_SW	2045	10	999999999
ID_E	2015	1	1.576
ID_E	2015	2	2.0095
ID_E	2015	3	2.8209
ID_E	2015	4	4.9778
ID_E	2015	5	5.4579
ID_E	2015	6	5.946
ID_E	2015	7	181.5556
ID_E	2015	8	261.2199
ID_E	2015	9	999999999
ID_E	2025	1	1.5718
ID_E	2025	2	1.9151
ID_E	2025	3	2.4115
ID_E	2025	4	4.8899
ID_E	2025	5	5.6954
ID_E	2025	6	5.8162
ID_E	2025	7	6.4759
ID_E	2025	8	6.8106
ID_E	2025	9	59.84
ID_E	2025	10	5552.7326
ID_E	2025	11	999999999
ID_E	2035	1	1.5718
ID_E	2035	2	1.9151
ID_E	2035	3	2.4115
ID_E	2035	4	4.8899
ID_E	2035	5	5.6954
ID_E	2035	6	5.8162
ID_E	2035	7	6.4759
ID_E	2035	8	6.8106
ID_E	2035	9	59.84
ID_E	2035	10	5552.7326
ID_E	2035	11	999999999
ID_E	2045	1	1.5718
ID_E	2045	2	1.9151
ID_E	2045	3	2.4115
ID_E	2045	4	4.8899
ID_E	2045	5	5.6954
ID_E	2045	6	5.8162
ID_E	2045	7	6.4759
ID_E	2045	8	6.8106
ID_E	2045	9	59.84
ID_E	2045	10	5552.7326
ID_E	2045	11	999999999
ID_S_OR_E	2015	1	1.3554
ID_S_OR_E	2015	2	1.8737
ID_S_OR_E	2015	3	3.3331
ID_S_OR_E	2015	4	3.8986
ID_S_OR_E	2015	5	4.7287
ID_S_OR_E	2015	6	5.517
ID_S_OR_E	2015	7	6.3102
ID_S_OR_E	2015	8	7.7448
ID_S_OR_E	2015	9	62.7492
ID_S_OR_E	2015	10	8075.1302
ID_S_OR_E	2015	11	999999999
ID_S_OR_E	2025	1	1.3335
ID_S_OR_E	2025	2	1.8637
ID_S_OR_E	2025	3	2.0196
ID_S_OR_E	2025	4	3.3387
ID_S_OR_E	2025	5	4.3299
ID_S_OR_E	2025	6	5.9415
ID_S_OR_E	2025	7	6.007
ID_S_OR_E	2025	8	6.8671
ID_S_OR_E	2025	9	7.7089
ID_S_OR_E	2025	10	31.3546
ID_S_OR_E	2025	11	149094.3882
ID_S_OR_E	2025	12	999999999
ID_S_OR_E	2035	1	1.3335
ID_S_OR_E	2035	2	1.8637
ID_S_OR_E	2035	3	2.0196
ID_S_OR_E	2035	4	3.3387
ID_S_OR_E	2035	5	4.3299
ID_S_OR_E	2035	6	5.9415
ID_S_OR_E	2035	7	6.007
ID_S_OR_E	2035	8	6.8671
ID_S_OR_E	2035	9	7.7089
ID_S_OR_E	2035	10	31.3546
ID_S_OR_E	2035	11	149094.3882
ID_S_OR_E	2035	12	999999999
ID_S_OR_E	2045	1	1.3335
ID_S_OR_E	2045	2	1.8637
ID_S_OR_E	2045	3	2.0196
ID_S_OR_E	2045	4	3.3387
ID_S_OR_E	2045	5	4.3299
ID_S_OR_E	2045	6	5.9415
ID_S_OR_E	2045	7	6.007
ID_S_OR_E	2045	8	6.8671
ID_S_OR_E	2045	9	7.7089
ID_S_OR_E	2045	10	31.3546
ID_S_OR_E	2045	11	149094.3882
ID_S_OR_E	2045	12	999999999
MEX_BAJA	2015	1	0
MEX_BAJA	2015	2	999999999
MEX_BAJA	2025	1	0
MEX_BAJA	2025	2	999999999
MEX_BAJA	2035	1	0
MEX_BAJA	2035	2	999999999
MEX_BAJA	2045	1	0
MEX_BAJA	2045	2	999999999
MT_NE	2015	1	1.5848
MT_NE	2015	2	2.1318
MT_NE	2015	3	4.2256
MT_NE	2015	4	4.272
MT_NE	2015	5	4.3336
MT_NE	2015	6	4.9422
MT_NE	2015	7	19.3981
MT_NE	2015	8	22.3276
MT_NE	2015	9	26.0998
MT_NE	2015	10	48.4417
MT_NE	2015	11	53.7883
MT_NE	2015	12	63.2601
MT_NE	2015	13	69.0472
MT_NE	2015	14	74.7119
MT_NE	2015	15	81.5999
MT_NE	2015	16	999999999
MT_NE	2025	1	1.6844
MT_NE	2025	2	4.1247
MT_NE	2025	3	4.153
MT_NE	2025	4	4.2135
MT_NE	2025	5	4.3341
MT_NE	2025	6	5.3543
MT_NE	2025	7	12.802
MT_NE	2025	8	13.2579
MT_NE	2025	9	17.4059
MT_NE	2025	10	57.8431
MT_NE	2025	11	58.9896
MT_NE	2025	12	69.7107
MT_NE	2025	13	76.173
MT_NE	2025	14	82.4866
MT_NE	2025	15	90.1974
MT_NE	2025	16	999999999
MT_NE	2035	1	1.6844
MT_NE	2035	2	4.1247
MT_NE	2035	3	4.153
MT_NE	2035	4	4.2135
MT_NE	2035	5	4.3341
MT_NE	2035	6	5.3543
MT_NE	2035	7	12.802
MT_NE	2035	8	13.2579
MT_NE	2035	9	17.4059
MT_NE	2035	10	57.8431
MT_NE	2035	11	58.9896
MT_NE	2035	12	69.7107
MT_NE	2035	13	76.173
MT_NE	2035	14	82.4866
MT_NE	2035	15	90.1974
MT_NE	2035	16	999999999
MT_NE	2045	1	1.6844
MT_NE	2045	2	4.1247
MT_NE	2045	3	4.153
MT_NE	2045	4	4.2135
MT_NE	2045	5	4.3341
MT_NE	2045	6	5.3543
MT_NE	2045	7	12.802
MT_NE	2045	8	13.2579
MT_NE	2045	9	17.4059
MT_NE	2045	10	57.8431
MT_NE	2045	11	58.9896
MT_NE	2045	12	69.7107
MT_NE	2045	13	76.173
MT_NE	2045	14	82.4866
MT_NE	2045	15	90.1974
MT_NE	2045	16	999999999
MT_NW	2015	1	1.3319
MT_NW	2015	2	2.3446
MT_NW	2015	3	8.5388
MT_NW	2015	4	232.5211
MT_NW	2015	5	380.2216
MT_NW	2015	6	560.9695
MT_NW	2015	7	1175.5983
MT_NW	2015	8	1217.1556
MT_NW	2015	9	999999999
MT_NW	2025	1	1.3319
MT_NW	2025	2	2.3446
MT_NW	2025	3	8.5548
MT_NW	2025	4	229.7268
MT_NW	2025	5	380.5379
MT_NW	2025	6	1105.3555
MT_NW	2025	7	1146.9899
MT_NW	2025	8	999999999
MT_NW	2035	1	1.3319
MT_NW	2035	2	2.3446
MT_NW	2035	3	8.5548
MT_NW	2035	4	229.7268
MT_NW	2035	5	380.5379
MT_NW	2035	6	1105.3555
MT_NW	2035	7	1146.9899
MT_NW	2035	8	999999999
MT_NW	2045	1	1.3319
MT_NW	2045	2	2.3446
MT_NW	2045	3	8.5548
MT_NW	2045	4	229.7268
MT_NW	2045	5	380.5379
MT_NW	2045	6	1105.3555
MT_NW	2045	7	1146.9899
MT_NW	2045	8	999999999
MT_SE	2015	1	0.6636
MT_SE	2015	2	1.3449
MT_SE	2015	3	1.6292
MT_SE	2015	4	2.0614
MT_SE	2015	5	3.7515
MT_SE	2015	6	4.5068
MT_SE	2015	7	4.6826
MT_SE	2015	8	4.8612
MT_SE	2015	9	5.0443
MT_SE	2015	10	6.3709
MT_SE	2015	11	135.5171
MT_SE	2015	12	999999999
MT_SE	2025	1	0.6636
MT_SE	2025	2	1.3449
MT_SE	2025	3	1.7345
MT_SE	2025	4	2.8625
MT_SE	2025	5	3.5654
MT_SE	2025	6	4.7463
MT_SE	2025	7	4.9788
MT_SE	2025	8	7.5001
MT_SE	2025	9	68.1311
MT_SE	2025	10	195.7575
MT_SE	2025	11	999999999
MT_SE	2035	1	0.6636
MT_SE	2035	2	1.3449
MT_SE	2035	3	1.7345
MT_SE	2035	4	2.8625
MT_SE	2035	5	3.5654
MT_SE	2035	6	4.7463
MT_SE	2035	7	4.9788
MT_SE	2035	8	7.5001
MT_SE	2035	9	68.1311
MT_SE	2035	10	195.7575
MT_SE	2035	11	999999999
MT_SE	2045	1	0.6636
MT_SE	2045	2	1.3449
MT_SE	2045	3	1.7345
MT_SE	2045	4	2.8625
MT_SE	2045	5	3.5654
MT_SE	2045	6	4.7463
MT_SE	2045	7	4.9788
MT_SE	2045	8	7.5001
MT_SE	2045	9	68.1311
MT_SE	2045	10	195.7575
MT_SE	2045	11	999999999
MT_SW	2015	1	1.3112
MT_SW	2015	2	2.206
MT_SW	2015	3	4.6179
MT_SW	2015	4	179.5721
MT_SW	2015	5	3373.6613
MT_SW	2015	6	181143.243
MT_SW	2015	7	999999999
MT_SW	2025	1	1.3112
MT_SW	2025	2	2.1001
MT_SW	2025	3	4.7153
MT_SW	2025	4	97.335
MT_SW	2025	5	861.8108
MT_SW	2025	6	210674.473
MT_SW	2025	7	999999999
MT_SW	2035	1	1.3112
MT_SW	2035	2	2.1001
MT_SW	2035	3	4.7153
MT_SW	2035	4	97.335
MT_SW	2035	5	861.8108
MT_SW	2035	6	210674.473
MT_SW	2035	7	999999999
MT_SW	2045	1	1.3112
MT_SW	2045	2	2.1001
MT_SW	2045	3	4.7153
MT_SW	2045	4	97.335
MT_SW	2045	5	861.8108
MT_SW	2045	6	210674.473
MT_SW	2045	7	999999999
NM_N	2015	1	1.7131
NM_N	2015	2	2.6201
NM_N	2015	3	5.8395
NM_N	2015	4	6.1739
NM_N	2015	5	553.1139
NM_N	2015	6	705.4691
NM_N	2015	7	735.9024
NM_N	2015	8	1488.5897
NM_N	2015	9	1762.4271
NM_N	2015	10	1960.2001
NM_N	2015	11	2304.3763
NM_N	2015	12	999999999
NM_N	2025	1	1.5683
NM_N	2025	2	2.1198
NM_N	2025	3	3.2809
NM_N	2025	4	5.5402
NM_N	2025	5	5.9162
NM_N	2025	6	6.267
NM_N	2025	7	6.2922
NM_N	2025	8	696.2594
NM_N	2025	9	754.614
NM_N	2025	10	783.1882
NM_N	2025	11	1596.6604
NM_N	2025	12	1874.9295
NM_N	2025	13	2086.0632
NM_N	2025	14	2453.5255
NM_N	2025	15	999999999
NM_N	2035	1	1.5683
NM_N	2035	2	2.1198
NM_N	2035	3	3.2809
NM_N	2035	4	5.5402
NM_N	2035	5	5.9162
NM_N	2035	6	6.267
NM_N	2035	7	6.2922
NM_N	2035	8	696.2594
NM_N	2035	9	754.614
NM_N	2035	10	783.1882
NM_N	2035	11	1596.6604
NM_N	2035	12	1874.9295
NM_N	2035	13	2086.0632
NM_N	2035	14	2453.5255
NM_N	2035	15	999999999
NM_N	2045	1	1.5683
NM_N	2045	2	2.1198
NM_N	2045	3	3.2809
NM_N	2045	4	5.5402
NM_N	2045	5	5.9162
NM_N	2045	6	6.267
NM_N	2045	7	6.2922
NM_N	2045	8	696.2594
NM_N	2045	9	754.614
NM_N	2045	10	783.1882
NM_N	2045	11	1596.6604
NM_N	2045	12	1874.9295
NM_N	2045	13	2086.0632
NM_N	2045	14	2453.5255
NM_N	2045	15	999999999
NM_S_TX_EPE	2015	1	1.5419
NM_S_TX_EPE	2015	2	2.0418
NM_S_TX_EPE	2015	3	7.4185
NM_S_TX_EPE	2015	4	4361.5552
NM_S_TX_EPE	2015	5	21586.0999
NM_S_TX_EPE	2015	6	24967.3109
NM_S_TX_EPE	2015	7	999999999
NM_S_TX_EPE	2025	1	1.5419
NM_S_TX_EPE	2025	2	2.0514
NM_S_TX_EPE	2025	3	7.5238
NM_S_TX_EPE	2025	4	1750.6332
NM_S_TX_EPE	2025	5	32621.2119
NM_S_TX_EPE	2025	6	33311.7556
NM_S_TX_EPE	2025	7	999999999
NM_S_TX_EPE	2035	1	1.5419
NM_S_TX_EPE	2035	2	2.0514
NM_S_TX_EPE	2035	3	7.5238
NM_S_TX_EPE	2035	4	1750.6332
NM_S_TX_EPE	2035	5	32621.2119
NM_S_TX_EPE	2035	6	33311.7556
NM_S_TX_EPE	2035	7	999999999
NM_S_TX_EPE	2045	1	1.5419
NM_S_TX_EPE	2045	2	2.0514
NM_S_TX_EPE	2045	3	7.5238
NM_S_TX_EPE	2045	4	1750.6332
NM_S_TX_EPE	2045	5	32621.2119
NM_S_TX_EPE	2045	6	33311.7556
NM_S_TX_EPE	2045	7	999999999
NV_N	2015	1	1.5528
NV_N	2015	2	1.9816
NV_N	2015	3	3.5105
NV_N	2015	4	4.7104
NV_N	2015	5	4.8272
NV_N	2015	6	4.9467
NV_N	2015	7	5.043
NV_N	2015	8	1725.601
NV_N	2015	9	276348.5047
NV_N	2015	10	999999999
NV_N	2025	1	1.3373
NV_N	2025	2	1.7471
NV_N	2025	3	2.1096
NV_N	2025	4	3.3431
NV_N	2025	5	4.541
NV_N	2025	6	4.6405
NV_N	2025	7	4.7757
NV_N	2025	8	4.9138
NV_N	2025	9	5.032
NV_N	2025	10	5.1699
NV_N	2025	11	472.6769
NV_N	2025	12	999999999
NV_N	2035	1	1.3373
NV_N	2035	2	1.7471
NV_N	2035	3	2.1096
NV_N	2035	4	3.3431
NV_N	2035	5	4.541
NV_N	2035	6	4.6405
NV_N	2035	7	4.7757
NV_N	2035	8	4.9138
NV_N	2035	9	5.032
NV_N	2035	10	5.1699
NV_N	2035	11	472.6769
NV_N	2035	12	999999999
NV_N	2045	1	1.3373
NV_N	2045	2	1.7471
NV_N	2045	3	2.1096
NV_N	2045	4	3.3431
NV_N	2045	5	4.541
NV_N	2045	6	4.6405
NV_N	2045	7	4.7757
NV_N	2045	8	4.9138
NV_N	2045	9	5.032
NV_N	2045	10	5.1699
NV_N	2045	11	472.6769
NV_N	2045	12	999999999
NV_S	2015	1	1.5716
NV_S	2015	2	2.0012
NV_S	2015	3	26.5726
NV_S	2015	4	35.6102
NV_S	2015	5	44.6881
NV_S	2015	6	53.7983
NV_S	2015	7	62.9322
NV_S	2015	8	63.0471
NV_S	2015	9	999999999
NV_S	2025	1	1.5716
NV_S	2025	2	2.0012
NV_S	2025	3	26.5726
NV_S	2025	4	35.6102
NV_S	2025	5	44.6881
NV_S	2025	6	53.7983
NV_S	2025	7	62.9322
NV_S	2025	8	63.0471
NV_S	2025	9	999999999
NV_S	2035	1	1.5716
NV_S	2035	2	2.0012
NV_S	2035	3	26.5726
NV_S	2035	4	35.6102
NV_S	2035	5	44.6881
NV_S	2035	6	53.7983
NV_S	2035	7	62.9322
NV_S	2035	8	63.0471
NV_S	2035	9	999999999
NV_S	2045	1	1.5716
NV_S	2045	2	2.0012
NV_S	2045	3	26.5726
NV_S	2045	4	35.6102
NV_S	2045	5	44.6881
NV_S	2045	6	53.7983
NV_S	2045	7	62.9322
NV_S	2045	8	63.0471
NV_S	2045	9	999999999
OR_E	2015	1	1.5323
OR_E	2015	2	2.1724
OR_E	2015	3	4.4706
OR_E	2015	4	4.5308
OR_E	2015	5	4.7214
OR_E	2015	6	5.1085
OR_E	2015	7	53727.5439
OR_E	2015	8	999999999
OR_E	2025	1	1.3333
OR_E	2025	2	1.8578
OR_E	2025	3	2.0342
OR_E	2025	4	2.8511
OR_E	2025	5	3.6137
OR_E	2025	6	4.1112
OR_E	2025	7	4.1662
OR_E	2025	8	4.2182
OR_E	2025	9	4.3931
OR_E	2025	10	4.609
OR_E	2025	11	5.286
OR_E	2025	12	89848.5689
OR_E	2025	13	999999999
OR_E	2035	1	1.3333
OR_E	2035	2	1.8578
OR_E	2035	3	2.0342
OR_E	2035	4	2.8511
OR_E	2035	5	3.6137
OR_E	2035	6	4.1112
OR_E	2035	7	4.1662
OR_E	2035	8	4.2182
OR_E	2035	9	4.3931
OR_E	2035	10	4.609
OR_E	2035	11	5.286
OR_E	2035	12	89848.5689
OR_E	2035	13	999999999
OR_E	2045	1	1.3333
OR_E	2045	2	1.8578
OR_E	2045	3	2.0342
OR_E	2045	4	2.8511
OR_E	2045	5	3.6137
OR_E	2045	6	4.1112
OR_E	2045	7	4.1662
OR_E	2045	8	4.2182
OR_E	2045	9	4.3931
OR_E	2045	10	4.609
OR_E	2045	11	5.286
OR_E	2045	12	89848.5689
OR_E	2045	13	999999999
OR_PDX	2015	1	1.5315
OR_PDX	2015	2	2.1684
OR_PDX	2015	3	6.3223
OR_PDX	2015	4	6.4964
OR_PDX	2015	5	6.9344
OR_PDX	2015	6	7.0439
OR_PDX	2015	7	36.4469
OR_PDX	2015	8	39.2821
OR_PDX	2015	9	40.065
OR_PDX	2015	10	48.8051
OR_PDX	2015	11	51.4391
OR_PDX	2015	12	61.0174
OR_PDX	2015	13	80.247
OR_PDX	2015	14	999999999
OR_PDX	2025	1	1.5315
OR_PDX	2025	2	2.1582
OR_PDX	2025	3	6.1454
OR_PDX	2025	4	6.7687
OR_PDX	2025	5	7.1575
OR_PDX	2025	6	7.1951
OR_PDX	2025	7	36.4739
OR_PDX	2025	8	39.3116
OR_PDX	2025	9	40.0955
OR_PDX	2025	10	48.8255
OR_PDX	2025	11	51.4779
OR_PDX	2025	12	61.0637
OR_PDX	2025	13	80.3094
OR_PDX	2025	14	999999999
OR_PDX	2035	1	1.5315
OR_PDX	2035	2	2.1582
OR_PDX	2035	3	6.1454
OR_PDX	2035	4	6.7687
OR_PDX	2035	5	7.1575
OR_PDX	2035	6	7.1951
OR_PDX	2035	7	36.4739
OR_PDX	2035	8	39.3116
OR_PDX	2035	9	40.0955
OR_PDX	2035	10	48.8255
OR_PDX	2035	11	51.4779
OR_PDX	2035	12	61.0637
OR_PDX	2035	13	80.3094
OR_PDX	2035	14	999999999
OR_PDX	2045	1	1.5315
OR_PDX	2045	2	2.1582
OR_PDX	2045	3	6.1454
OR_PDX	2045	4	6.7687
OR_PDX	2045	5	7.1575
OR_PDX	2045	6	7.1951
OR_PDX	2045	7	36.4739
OR_PDX	2045	8	39.3116
OR_PDX	2045	9	40.0955
OR_PDX	2045	10	48.8255
OR_PDX	2045	11	51.4779
OR_PDX	2045	12	61.0637
OR_PDX	2045	13	80.3094
OR_PDX	2045	14	999999999
OR_W	2015	1	0.6636
OR_W	2015	2	1.7207
OR_W	2015	3	5.6789
OR_W	2015	4	5.6983
OR_W	2015	5	5.8662
OR_W	2015	6	51.4591
OR_W	2015	7	133.0033
OR_W	2015	8	176.9442
OR_W	2015	9	195.4269
OR_W	2015	10	200.2487
OR_W	2015	11	209.91
OR_W	2015	12	224.9763
OR_W	2015	13	238.2636
OR_W	2015	14	243.3974
OR_W	2015	15	269.477
OR_W	2015	16	282.3619
OR_W	2015	17	301.6133
OR_W	2015	18	999999999
OR_W	2025	1	0.6636
OR_W	2025	2	1.7225
OR_W	2025	3	5.725
OR_W	2025	4	5.7789
OR_W	2025	5	5.9034
OR_W	2025	6	51.4932
OR_W	2025	7	133.0998
OR_W	2025	8	177.0764
OR_W	2025	9	195.5661
OR_W	2025	10	200.392
OR_W	2025	11	210.0609
OR_W	2025	12	225.1389
OR_W	2025	13	238.4364
OR_W	2025	14	243.5731
OR_W	2025	15	269.6714
OR_W	2025	16	282.565
OR_W	2025	17	301.8299
OR_W	2025	18	999999999
OR_W	2035	1	0.6636
OR_W	2035	2	1.7225
OR_W	2035	3	5.725
OR_W	2035	4	5.7789
OR_W	2035	5	5.9034
OR_W	2035	6	51.4932
OR_W	2035	7	133.0998
OR_W	2035	8	177.0764
OR_W	2035	9	195.5661
OR_W	2035	10	200.392
OR_W	2035	11	210.0609
OR_W	2035	12	225.1389
OR_W	2035	13	238.4364
OR_W	2035	14	243.5731
OR_W	2035	15	269.6714
OR_W	2035	16	282.565
OR_W	2035	17	301.8299
OR_W	2035	18	999999999
OR_W	2045	1	0.6636
OR_W	2045	2	1.7225
OR_W	2045	3	5.725
OR_W	2045	4	5.7789
OR_W	2045	5	5.9034
OR_W	2045	6	51.4932
OR_W	2045	7	133.0998
OR_W	2045	8	177.0764
OR_W	2045	9	195.5661
OR_W	2045	10	200.392
OR_W	2045	11	210.0609
OR_W	2045	12	225.1389
OR_W	2045	13	238.4364
OR_W	2045	14	243.5731
OR_W	2045	15	269.6714
OR_W	2045	16	282.565
OR_W	2045	17	301.8299
OR_W	2045	18	999999999
OR_WA_BPA	2015	1	1.7939
OR_WA_BPA	2015	2	3.7927
OR_WA_BPA	2015	3	4.3645
OR_WA_BPA	2015	4	6.1709
OR_WA_BPA	2015	5	45.5895
OR_WA_BPA	2015	6	476.6951
OR_WA_BPA	2015	7	710.0898
OR_WA_BPA	2015	8	714.7411
OR_WA_BPA	2015	9	753.2388
OR_WA_BPA	2015	10	773.529
OR_WA_BPA	2015	11	793.2153
OR_WA_BPA	2015	12	999999999
OR_WA_BPA	2025	1	1.5668
OR_WA_BPA	2025	2	2.3419
OR_WA_BPA	2025	3	6.1739
OR_WA_BPA	2025	4	6.7804
OR_WA_BPA	2025	5	7.101
OR_WA_BPA	2025	6	344.9974
OR_WA_BPA	2025	7	352.9088
OR_WA_BPA	2025	8	452.7433
OR_WA_BPA	2025	9	655.3575
OR_WA_BPA	2025	10	660.0448
OR_WA_BPA	2025	11	698.9448
OR_WA_BPA	2025	12	719.4398
OR_WA_BPA	2025	13	739.3241
OR_WA_BPA	2025	14	999999999
OR_WA_BPA	2035	1	1.5668
OR_WA_BPA	2035	2	2.3419
OR_WA_BPA	2035	3	6.1739
OR_WA_BPA	2035	4	6.7804
OR_WA_BPA	2035	5	7.101
OR_WA_BPA	2035	6	344.9974
OR_WA_BPA	2035	7	352.9088
OR_WA_BPA	2035	8	452.7433
OR_WA_BPA	2035	9	655.3575
OR_WA_BPA	2035	10	660.0448
OR_WA_BPA	2035	11	698.9448
OR_WA_BPA	2035	12	719.4398
OR_WA_BPA	2035	13	739.3241
OR_WA_BPA	2035	14	999999999
OR_WA_BPA	2045	1	1.5668
OR_WA_BPA	2045	2	2.3419
OR_WA_BPA	2045	3	6.1739
OR_WA_BPA	2045	4	6.7804
OR_WA_BPA	2045	5	7.101
OR_WA_BPA	2045	6	344.9974
OR_WA_BPA	2045	7	352.9088
OR_WA_BPA	2045	8	452.7433
OR_WA_BPA	2045	9	655.3575
OR_WA_BPA	2045	10	660.0448
OR_WA_BPA	2045	11	698.9448
OR_WA_BPA	2045	12	719.4398
OR_WA_BPA	2045	13	739.3241
OR_WA_BPA	2045	14	999999999
UT_N	2015	1	0.6636
UT_N	2015	2	1.7117
UT_N	2015	3	5.0766
UT_N	2015	4	5.2282
UT_N	2015	5	5.304
UT_N	2015	6	173.2203
UT_N	2015	7	178.5576
UT_N	2015	8	1481.6788
UT_N	2015	9	1586.006
UT_N	2015	10	999999999
UT_N	2025	1	0.6636
UT_N	2025	2	1.7117
UT_N	2025	3	4.7202
UT_N	2025	4	5.2655
UT_N	2025	5	5.3241
UT_N	2025	6	77.5458
UT_N	2025	7	1972.56
UT_N	2025	8	2078.9832
UT_N	2025	9	999999999
UT_N	2035	1	0.6636
UT_N	2035	2	1.7117
UT_N	2035	3	4.7202
UT_N	2035	4	5.2655
UT_N	2035	5	5.3241
UT_N	2035	6	77.5458
UT_N	2035	7	1972.56
UT_N	2035	8	2078.9832
UT_N	2035	9	999999999
UT_N	2045	1	0.6636
