ampl.tab 4 1
project_id	load_area	technology	date	avg_capacity_factor_hydro
5000037	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.3566
5000037	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.3566
5000038	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.3566
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.4446
5000039	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.4446
5000040	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.4446
5000041	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.4446
5000042	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.4446
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.3017
5000043	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.3017
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.2489
5000044	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.2489
5000045	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20401207	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20401212	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20501206	0.2489
5000046	CA_PGE_CEN	Hydro_NonPumped_EP	20501221	0.2489
5000047	CA_PGE_CEN	Hydro_NonPumped_EP	20201214	0.2175
5000047	CA_PGE_CEN	Hydro_NonPumped_EP	20201219	0.2175
5000047	CA_PGE_CEN	Hydro_NonPumped_EP	20301208	0.2175
5000047	CA_PGE_CEN	Hydro_NonPumped_EP	20301220	0.2175
