ampl.tab 3 4
load_area	hydro_project_id	date	technology	technology_id	capacity_mw	avg_output
MT_SW	1207959584	35051208	Hydro_NonPumped	15	93.1	63.7314112903226
MT_SW	1207959584	25051201	Hydro_NonPumped	15	93.1	63.7314112903226
MT_SW	1207959584	45051221	Hydro_NonPumped	15	93.1	63.7314112903226
MT_SW	1207959584	35051218	Hydro_NonPumped	15	93.1	63.7314112903226
MT_SW	1207959584	25051215	Hydro_NonPumped	15	93.1	63.7314112903226
MT_SW	1207959584	15051216	Hydro_NonPumped	15	93.1	63.7314112903226
NM_N	1207959585	15041208	Hydro_NonPumped	15	49.7	8.24852150537634
NM_N	1207959585	45051221	Hydro_NonPumped	15	49.7	11.1334408602151
NM_N	1207959585	35051218	Hydro_NonPumped	15	49.7	11.1334408602151
NM_N	1207959585	25051215	Hydro_NonPumped	15	49.7	11.1334408602151
NM_N	1207959585	15051216	Hydro_NonPumped	15	49.7	11.1334408602151
NM_N	1207959585	45051217	Hydro_NonPumped	15	49.7	11.1334408602151
NM_N	1207959585	35051208	Hydro_NonPumped	15	49.7	11.1334408602151
NM_N	1207959585	25051201	Hydro_NonPumped	15	49.7	11.1334408602151
NV_N	1207959586	15041208	Hydro_NonPumped	15	8.5	3.10549731182796
NV_N	1207959586	45051217	Hydro_NonPumped	15	8.5	3.7214247311828
NV_N	1207959586	35051208	Hydro_NonPumped	15	8.5	3.7214247311828
NV_N	1207959586	25051201	Hydro_NonPumped	15	8.5	3.7214247311828
NV_N	1207959586	45051221	Hydro_NonPumped	15	8.5	3.7214247311828
NV_N	1207959586	35051218	Hydro_NonPumped	15	8.5	3.7214247311828
NV_N	1207959586	25051215	Hydro_NonPumped	15	8.5	3.7214247311828
NV_N	1207959586	15051216	Hydro_NonPumped	15	8.5	3.7214247311828
NV_S	1207959587	15041208	Hydro_NonPumped	15	2079.1	353.317204301075
NV_S	1207959587	35051218	Hydro_NonPumped	15	2079.1	282.475806451613
NV_S	1207959587	25051215	Hydro_NonPumped	15	2079.1	282.475806451613
NV_S	1207959587	15051216	Hydro_NonPumped	15	2079.1	282.475806451613
NV_S	1207959587	45051217	Hydro_NonPumped	15	2079.1	282.475806451613
NV_S	1207959587	35051208	Hydro_NonPumped	15	2079.1	282.475806451613
NV_S	1207959587	25051201	Hydro_NonPumped	15	2079.1	282.475806451613
NV_S	1207959587	45051221	Hydro_NonPumped	15	2079.1	282.475806451613
OR_E	1207959588	15041208	Hydro_NonPumped	15	95.1	26.2926344086022
OR_E	1207959588	35051208	Hydro_NonPumped	15	95.1	26.4174596774194
OR_E	1207959588	25051201	Hydro_NonPumped	15	95.1	26.4174596774194
OR_E	1207959588	45051221	Hydro_NonPumped	15	95.1	26.4174596774194
OR_E	1207959588	35051218	Hydro_NonPumped	15	95.1	26.4174596774194
OR_E	1207959588	25051215	Hydro_NonPumped	15	95.1	26.4174596774194
OR_E	1207959588	15051216	Hydro_NonPumped	15	95.1	26.4174596774194
OR_E	1207959588	45051217	Hydro_NonPumped	15	95.1	26.4174596774194
OR_PDX	1207959589	15041208	Hydro_NonPumped	15	1351.6	796.112983870968
OR_PDX	1207959589	35051218	Hydro_NonPumped	15	1351.6	719.08876344086
OR_PDX	1207959589	25051215	Hydro_NonPumped	15	1351.6	719.08876344086
OR_PDX	1207959589	15051216	Hydro_NonPumped	15	1351.6	719.08876344086
OR_PDX	1207959589	45051217	Hydro_NonPumped	15	1351.6	719.08876344086
OR_PDX	1207959589	35051208	Hydro_NonPumped	15	1351.6	719.08876344086
OR_PDX	1207959589	25051201	Hydro_NonPumped	15	1351.6	719.08876344086
